,air_male,air_female,tuple,products_male,products_female,&_male,&_female,chemicals_male,chemicals_female,inc_male,inc_female,average_male,average_female,male-female
15,1.0381292,0.88603795,"('boring', 'funny')",0.24366324,-0.0082735345,0.27107054,0.19494487,-0.42820075,-0.5592096,0.53493387,0.2954915,0.3319192,0.1617982,0.170121
63,-0.97755945,-0.9183654,"('unperceptive', 'insightful')",-0.21721247,0.0141210575,0.6851362,0.8801003,0.46942413,0.50081575,0.8734658,1.1803977,0.1666508,0.3314139,-0.1647631
68,-0.96934104,-0.84172046,"('dependent', 'independent')",-1.1802642,-0.8489703,-0.45124152,-0.1895099,-0.51275235,-0.52720183,-0.226523,-0.20759185,-0.6680244,-0.5229989,-0.1450255
22,-0.95573664,-1.2607737,"('untrustworthy', 'trustworthy')",-0.76878655,-0.7796781,0.87997925,0.8136727,-1.3502768,-1.5001537,-0.8620352,-0.93074286,-0.6113712,-0.7315351,0.1201639
69,0.95480627,0.8766012,"('lazy', 'industrious')",2.3992536,2.1764529,0.5741905,0.6298362,1.5342644,1.5793436,-0.059467796,-0.20893356,1.0806094,1.0106601,0.0699493
49,-0.95423985,-0.75250363,"('unable', 'able')",-0.15205838,0.02308426,-0.70296717,-0.5934836,-0.5534229,-0.55349165,-0.13850474,-0.031781632,-0.5002386,-0.3816352,-0.1186034
45,-0.94924,-0.87396705,"('incompetent', 'competent')",-0.24106435,-0.21265551,0.53242934,0.5689986,0.31572986,0.2082556,-0.2938973,-0.18014486,-0.1272085,-0.0979027,-0.0293058
5,-0.91002756,-0.5160868,"('distant', 'outgoing')",0.20369071,0.35469484,-0.050877094,0.39243415,-0.8790956,-0.346226,0.00540103,0.27763236,-0.3261817,0.0324897,-0.3586714
64,-0.90527844,-1.0992894,"('shy', 'confident')",0.059942953,0.048570998,0.68583184,0.46053967,-0.36111787,-0.54533476,-5.842021,-6.0927453,-1.2725285,-1.4456518,0.1731233
10,-0.8962865,-0.8894665,"('unsympathetic', 'sympathetic')",-1.4489,-1.2530313,-0.6133262,-0.7832449,-0.072681144,-0.2739224,-0.45580235,-0.43224633,-0.6973993,-0.7263823,0.028983
39,0.84667265,0.5817736,"('exploitative', 'cooperative')",-0.4173122,-0.5295211,0.83280265,0.7966921,-0.21779504,-0.33456823,0.12645748,-0.1585028,0.2341651,0.0711747,0.1629904
53,-0.8301907,-0.7979329,"('uncreative', 'creative')",-0.78541505,-0.80398345,-0.025544561,0.09384592,0.397509,0.23881342,0.79646105,0.76482606,-0.0894361,-0.1008862,0.0114501
16,-0.81342673,-1.0253527,"('unpopular', 'popular')",-0.08457543,-0.32131982,0.5118744,0.38833892,-0.50509995,-0.7068051,0.9233811,0.6503503,0.0064307,-0.2029577,0.2093884
82,-0.7787238,-0.72211975,"('poor', 'rich')",-0.7321937,-0.6453285,0.8932938,0.76743287,-0.9338273,-1.0374416,5.794378,5.9442244,0.8485853,0.8613535,-0.0127682
76,-0.7083867,-0.6500773,"('anxious', 'daring')",-0.5978949,-0.15590051,0.7516575,0.6846802,-0.53498745,-0.70350456,0.08330898,0.082789645,-0.2012605,-0.1484025,-0.052858
46,-0.66502833,-0.81105804,"('uncompetitive', 'competitive')",-0.40133128,-0.09507568,-0.25646168,-0.4945101,0.32323384,0.06639012,-0.52308357,-0.61735237,-0.3045342,-0.3903212,0.085787
85,0.64986867,0.17227504,"('insignificant', 'prestigious')",1.1574935,0.59973764,0.7721364,0.38047534,0.7120131,0.49594903,1.0782241,0.49291173,0.8739471,0.4282698,0.4456773
66,-0.6420276,-0.5887475,"('inactive', 'active')",-0.3732995,-0.49632558,0.8722053,0.797416,0.20386094,0.0706624,1.1290898,0.91466856,0.2379658,0.1395348,0.098431
51,-0.6368029,-0.76841563,"('uneducated', 'educated')",-1.0059526,-0.8881549,1.1631851,0.96445715,-0.84718794,-0.8557333,0.54083246,0.37671274,-0.1571852,-0.2342268,0.0770416
41,-0.63464195,-1.0685635,"('unforgiving', 'forgiving')",-0.8142296,-1.1289667,0.13524748,0.14706199,-0.49005586,-0.64056695,0.3359617,0.1267591,-0.2935436,-0.5128552,0.2193116
6,-0.6271787,-0.23465097,"('distant', 'open')",0.23209348,0.3726423,0.024804026,0.37358996,-1.5447267,-0.92348856,0.47660956,0.5570843,-0.2876797,0.0290354,-0.3167151
42,-0.62372786,-0.68896115,"('unreliable', 'reliable')",-0.030376919,0.12590192,1.0781218,1.0329101,-0.2162041,-0.24512142,-1.9910547,-2.247139,-0.3566483,-0.4044819,0.0478336
27,-0.6138778,-0.41332117,"('hardhearted', 'softhearted')",-0.7829899,-0.69019365,-0.5570786,-0.22442557,-0.23714383,-0.062729165,1.0933077,1.0514983,-0.2195565,-0.0678342,-0.1517223
37,-0.61046904,-0.4606085,"('fake', 'genuine')",0.3303605,0.46135134,0.17994426,0.18007022,0.42092726,0.37017345,0.35933658,0.3272457,0.1360199,0.1756464,-0.0396265
77,-0.6085675,-0.6974317,"('unmotivated', 'motivated')",-0.4297568,-0.07466968,-0.5840882,-0.5042938,0.0824936,0.07455278,-1.121269,-0.92809457,-0.5322376,-0.4259874,-0.1062502
40,-0.6077096,-0.5368655,"('stingy', 'generous')",-0.577985,-0.48960468,-0.8071109,-0.6040499,-0.60030925,-0.33992907,-1.4532242,-1.5172076,-0.8092678,-0.6975314,-0.1117364
43,-0.5991206,-0.3748138,"('irresponsible', 'responsible')",-1.3532082,-1.196136,-0.21787013,-0.06082405,-0.7397095,-0.70307493,0.119528525,0.09455999,-0.558076,-0.4480578,-0.1100182
50,-0.586713,-0.7027878,"('clumsy', 'skillful')",1.2760212,1.2232183,1.6214478,1.3514719,0.29912066,0.07864033,0.7439441,0.6375653,0.6707642,0.5176216,0.1531426
14,-0.58569825,-0.874904,"('antisocial', 'social')",-0.5313791,-0.5602412,0.89443755,0.6604358,0.40270385,0.15189911,-0.92552215,-1.1523789,-0.1490916,-0.3550378,0.2059462
54,-0.5576972,-0.4132191,"('incapable', 'capable')",0.0617038,-0.063045286,0.43244442,0.2758413,-0.26136163,-0.30685136,1.1976144,0.9275288,0.1745408,0.0840509,0.0904899
24,0.5391763,0.66485643,"('dishonest', 'honest')",-1.2890635,-1.4350077,0.13643305,0.07402532,-0.66332215,-0.56035346,0.85668164,0.8702129,-0.0840189,-0.0772533,-0.0067656
60,0.5274761,0.8448748,"('inefficient', 'efficient')",0.0018351674,0.5451263,0.13197625,0.4877982,1.218548,1.2988887,-0.27121022,0.056896023,0.3217251,0.6467168,-0.3249917
62,-0.52723265,-0.26803032,"('incompetent', 'brilliant')",-0.58162266,-0.24612783,-0.7257365,-0.5367254,0.090110995,0.29364318,-0.32127562,0.08281555,-0.4131513,-0.134885,-0.2782663
57,-0.5130961,-0.552446,"('unimaginative', 'imaginative')",-1.2981533,-1.1248593,-0.78646606,-0.94278693,0.014565423,-0.14693673,-2.0391676,-2.22312,-0.9244635,-0.9980298,0.0735663
7,0.4644029,0.33726358,"('insensitive', 'sensitive')",-0.6315196,-0.61946136,1.0019809,0.9315631,0.30016014,0.12711126,0.69690645,0.6479104,0.3663862,0.2848774,0.0815088
44,-0.41626182,-0.29351825,"('prejudiced', 'unprejudiced')",-0.5803858,-0.5724973,-0.63437116,-0.75945663,-0.49457982,-0.55226266,-1.5547522,-1.8280194,-0.7360702,-0.8011509,0.0650807
30,0.41557986,0.22392836,"('intolerant', 'tolerant')",-0.009506762,-0.086802945,-0.0059718266,-0.045719896,0.08021655,-0.16786462,1.0359164,0.9510602,0.3032469,0.1749202,0.1283267
70,-0.41368526,-0.3799067,"('lethargic', 'energetic')",-1.1553193,-0.93612146,-0.08918874,-0.24277017,-0.36815017,-0.4452991,0.42407757,0.5248313,-0.3204532,-0.2958532,-0.0246
86,-0.4010222,-0.55753684,"('uninfluential', 'influential')",-0.7797109,-0.7676128,-0.49768505,-0.7209675,-0.38848117,-0.48468417,-0.19132997,-0.18344781,-0.4516459,-0.5428498,0.0912039
59,0.3968319,0.29456875,"('foolish', 'wise')",0.47404876,0.28172985,0.82596254,0.8672658,-1.2971218,-1.3672863,0.4062696,0.2899092,0.1611982,0.0732375,0.0879607
81,0.39159358,0.3172161,"('submissive', 'aggressive')",-0.08414395,0.01584296,0.3079241,-0.078844175,1.3340151,0.94084287,-0.47732824,-0.45750824,0.2944121,0.1475099,0.1469022
18,-0.39009902,-0.722139,"('disagreeable', 'welcoming')",-1.2235256,-1.4812099,0.92776424,0.88125217,-1.280984,-1.393682,-0.22150806,-0.5070131,-0.4376705,-0.6445584,0.2068879
75,0.3777478,0.41191477,"('meek', 'impulsive')",-0.90907454,-0.9117611,-0.12578559,-0.0946076,-0.21494436,-0.17029747,0.06309199,0.21158114,-0.1617929,-0.1106341,-0.0511588
34,0.37561542,0.35663235,"('mean', 'honorable')",-0.4592138,-0.3686154,-0.29714054,-0.16122645,0.28188956,0.29253626,5.4798975,5.782073,1.0762096,1.1802799,-0.1040703
8,-0.3727237,-0.4470836,"('unaffectionate', 'affectionate')",-0.33772027,-0.91280353,-0.5916179,-0.7465082,-0.053113535,-0.08176604,0.46168894,0.41436666,-0.1786973,-0.3547589,0.1760616
84,0.35569355,0.43177807,"('inferior', 'superior')",0.7612433,0.75509083,0.76973444,0.8085017,-0.2781334,-0.33179724,1.027507,0.9812705,0.527209,0.5289688,-0.0017598
83,0.33200452,0.3142177,"('powerless', 'powerful')",-0.29680586,-0.3248696,-0.31533843,-0.4881532,-0.28910172,-0.4309638,-1.0970895,-1.1315247,-0.3332662,-0.4122587,0.0789925
29,-0.3181153,-0.20398612,"('unfair', 'fair')",-0.75767064,-0.6049683,0.24488367,0.65258944,-1.697447,-1.4416047,-0.85924065,-0.7106385,-0.677518,-0.4617217,-0.2157963
1,-0.31120425,-0.3351673,"('unfriendly', 'friendly')",-0.15282692,-0.57991886,0.003316395,0.056406945,0.049468383,0.108522,1.9114416,1.7870001,0.3000391,0.2073686,0.0926705
38,-0.31056228,-0.13032493,"('untruthful', 'truthful')",-0.18122903,-0.19758028,0.43507278,0.52945364,1.0641229,1.0900501,0.21414146,0.42521402,0.2443092,0.3433625,-0.0990533
88,0.29221743,-0.22893074,"('low', 'eminent')",0.28215274,-0.17088261,0.8767484,0.003337182,0.1665239,-0.43384305,0.7368761,0.22746696,0.4709037,-0.1205705,0.5914742
4,-0.24906674,-0.36361232,"('disliked', 'liked')",0.58887374,0.45930117,0.008462954,0.022059817,-0.070901796,-0.005501123,-4.5376554,-4.8353863,-0.8520575,-0.9446278,0.0925703
67,0.24692462,0.32252705,"('doubtful', 'determined')",0.373973,0.5243843,0.08910546,0.19834729,0.29384476,0.24964166,-0.13165103,-0.17265072,0.1744394,0.2244499,-0.0500105
28,-0.23656584,-0.49841833,"('disloyal', 'loyal')",0.9520723,0.6304184,1.1201891,0.8256508,-0.033601962,-0.46403646,1.0463023,0.8552331,0.5696792,0.2697695,0.2999097
72,0.22253135,0.32709032,"('unambitious', 'ambitious')",-0.9628455,-0.86575055,-0.75608695,-0.74538374,0.7039273,0.65878856,-1.0471677,-0.853441,-0.3679283,-0.2957393,-0.072189
48,-0.2186428,-0.3305655,"('unintelligent', 'intelligent')",-1.1784103,-1.1771971,-1.0987383,-1.0668876,-0.8711188,-0.9642011,0.29509598,0.35505247,-0.6143629,-0.6367598,0.0223969
13,0.21548522,0.29772502,"('impolite', 'polite')",-0.498662,-0.4278137,0.20068023,0.29861358,0.48961347,0.4813422,-0.30835646,-0.16170934,0.0197521,0.0976315,-0.0778794
21,0.21188763,-0.115953155,"('immoral', 'moral')",-0.638748,-0.59723634,-0.18799752,-0.36364833,-1.0644945,-1.2701443,-0.88224566,-0.987421,-0.5123196,-0.6668806,0.154561
11,0.21001434,0.38340363,"('unhelpful', 'helpful')",0.341691,0.41211367,0.64696,0.49881548,1.2624009,1.08248,1.9030951,2.0864916,0.8728323,0.8926609,-0.0198286
25,0.20419961,-0.0041220635,"('egoistic', 'altruistic')",1.1366024,0.85445565,-0.17548819,-0.17388171,0.46791443,0.44596702,1.3931204,1.2952267,0.6052697,0.4835291,0.1217406
65,-0.1617558,-0.521026,"('insecure', 'secure')",-0.8290576,-0.9330863,0.1860353,0.09478948,-0.8849453,-1.228845,-0.68389994,-0.5416924,-0.4747247,-0.625972,0.1512473
80,-0.15760002,-0.25142565,"('dominated', 'dominating')",0.3373515,0.5946834,0.037050247,0.020775452,-0.4278004,-0.62424076,-1.3430196,-1.1935347,-0.3108037,-0.2907485,-0.0200552
61,-0.15065351,-0.31279415,"('illogical', 'logical')",-0.3588,-0.35517168,0.3812415,0.41971743,-0.51942796,-0.6534317,-0.07954082,-0.16603498,-0.1454362,-0.213543,0.0681068
87,-0.14313349,-0.19868809,"('unsuccessful', 'successful')",1.0543768,0.99058294,1.4579432,1.1143818,1.0820514,0.8654202,1.1033235,0.78816843,0.9109122,0.7119731,0.1989391
17,0.12979506,-0.07758706,"('nasty', 'nice')",0.37048963,0.44838676,0.040453777,0.01850981,-0.64047325,-0.63329446,-0.11922543,-0.16868955,-0.043792,-0.0825349,0.0387429
74,0.12217675,0.04155069,"('undedicated', 'dedicated')",0.44129398,0.39443567,1.07656,1.0438111,-0.13582452,-0.18766329,0.29479387,0.031652495,0.3598,0.2647573,0.0950427
32,-0.104813226,-0.17845018,"('unkind', 'kind')",-0.4082124,-0.4911213,0.8320503,0.6733245,0.16104957,-0.081400625,0.97611624,0.7669001,0.2912381,0.1378505,0.1533876
35,0.09422894,-0.03958393,"('corrupt', 'incorrupt')",0.60945326,0.34910053,-0.0050474107,-0.08152318,-0.7366709,-0.8189356,0.1251977,-0.12104595,0.0174323,-0.1423976,0.1598299
23,0.09399338,0.023657046,"('insincere', 'sincere')",-0.20837092,-0.12359949,-0.14337839,-0.19379362,0.16086973,0.037463397,4.7155504,4.968768,0.9237329,0.9424991,-0.0187662
58,-0.074886076,-0.29698637,"('undiscriminating', 'discriminating')",0.58787316,0.31128305,-0.4958484,-0.4283059,1.3300008,1.0452969,-0.04939626,-0.1036737,0.2595486,0.1055228,0.1540258
52,-0.068922065,-0.5925831,"('irrational', 'rational')",0.20769608,-0.17674485,0.031962335,0.14023045,-1.3839401,-1.3411753,-0.23575816,-0.5260481,-0.2897924,-0.4992642,0.2094718
9,0.06441791,0.28388363,"('unaffectionate', 'caring')",0.07639616,-0.14567475,-0.4625538,-0.39911553,0.33749366,0.4893837,0.80943525,0.98825943,0.1650378,0.2433473,-0.0783095
2,0.057931602,-0.11029988,"('unlikable', 'likable')",-0.3042802,-0.6978436,1.4314667,1.2125013,0.4503258,0.19474903,1.0000609,0.61981815,0.5271009,0.243785,0.2833159
36,0.046265617,-0.32981688,"('hostile', 'amicable')",-0.29712924,-0.8508945,-0.5576234,-0.80971915,-0.7101182,-0.8985371,0.6265732,0.19631755,-0.1784064,-0.5385301,0.3601237
12,-0.03349887,0.19131503,"('unsupportive', 'supportive')",-0.07168594,0.0743025,0.22339861,0.47327644,0.3721169,0.5529486,-1.5609908,-1.4102807,-0.214132,-0.0236876,-0.1904444
79,-0.018441293,0.14955294,"('wavering', 'unwavering')",-0.5165729,-0.3806807,0.5523048,0.47506016,-0.8386896,-0.69457376,0.17007987,0.23791707,-0.1302638,-0.0425449,-0.0877189
