,harley_male,harley_female,tuple,davidson_male,davidson_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.5650612,-1.4568839,"('unsympathetic', 'sympathetic')",-0.30793917,-0.10663995,0.2567488,0.6183465,-0.5387505,-0.3150591,-0.2236914
29,1.4223915,1.360259,"('unfair', 'fair')",0.1365697,-0.005450323,-0.39766905,-0.5567727,0.3870974,0.266012,0.1210854
85,1.3670199,0.7845249,"('insignificant', 'prestigious')",0.0730401,-0.26042724,0.11477426,-0.49658525,0.5182781,0.0091708,0.5091073
33,1.3124913,0.8455134,"('wrong', 'right')",0.5196001,0.1264387,-0.6221006,-1.0382297,0.4033302,-0.0220925,0.4254227
81,-1.2741307,-0.84892803,"('submissive', 'aggressive')",0.32435483,0.7338755,-0.5292429,-0.08241321,-0.4930062,-0.0658219,-0.4271843
45,-1.1963923,-1.0370196,"('incompetent', 'competent')",-0.37804988,-0.14643145,0.13940203,0.23362462,-0.4783467,-0.3166088,-0.1617379
65,-1.1589782,-0.9750073,"('insecure', 'secure')",-0.27587706,-0.109307885,-0.35481435,0.0032842755,-0.5965565,-0.3603436,-0.2362129
84,1.151743,1.0609788,"('inferior', 'superior')",0.6854542,0.67921543,1.0764859,0.9626059,0.9712277,0.9009333,0.0702944
57,-1.1414788,-1.1621823,"('unimaginative', 'imaginative')",-1.051606,-1.020261,-2.7648504,-2.7296739,-1.6526451,-1.6373723,-0.0152728
67,1.0941365,1.1668122,"('doubtful', 'determined')",0.85659045,0.8439009,-0.48204556,-0.41285354,0.4895605,0.5326199,-0.0430594
71,1.0794243,1.0108076,"('diffident', 'self-confident')",1.3402522,1.2044551,0.58596736,0.43955442,1.0018812,0.8849391,0.1169421
73,1.0703301,1.1103262,"('helpless', 'self-reliant')",-0.10169719,0.034668166,-3.3552353,-3.403426,-0.7955341,-0.7528105,-0.0427236
18,-1.0636679,-1.3881017,"('disagreeable', 'welcoming')",-1.5299057,-1.6412296,-0.62204546,-0.86718076,-1.071873,-1.2988373,0.2269643
13,-0.99154294,-0.7425311,"('impolite', 'polite')",-0.43554342,-0.2888337,-0.12332618,0.18722537,-0.5168042,-0.2813798,-0.2354244
17,-0.98672485,-0.9738304,"('nasty', 'nice')",-0.60132504,-0.6469964,-0.9073371,-0.9172657,-0.8317957,-0.8460308,0.0142351
22,-0.9813219,-0.8302816,"('untrustworthy', 'trustworthy')",-0.61205804,-0.3739118,-0.9207129,-0.697999,-0.838031,-0.6340641,-0.2039669
42,-0.9757935,-1.0015026,"('unreliable', 'reliable')",-0.93574977,-0.6955258,-3.0548043,-2.9014323,-1.6554492,-1.5328202,-0.122629
62,-0.95091784,-0.57854146,"('incompetent', 'brilliant')",-0.570692,-0.04389043,0.58808786,1.153524,-0.311174,0.1770307,-0.4882047
27,-0.9118558,-1.3433348,"('hardhearted', 'softhearted')",-0.7301435,-0.97987556,1.4354688,0.975459,-0.0688435,-0.4492504,0.3804069
28,-0.90769583,-1.0669236,"('disloyal', 'loyal')",-0.5990615,-0.59950846,1.3355625,1.2700335,-0.0570649,-0.1321329,0.075068
55,-0.8894964,-0.61382884,"('incompetent', 'clever')",-0.3678404,-0.05956528,0.35196653,0.6514588,-0.3017901,-0.0073118,-0.2944783
83,0.83315015,0.8051616,"('powerless', 'powerful')",0.7291652,0.6934304,-0.7849766,-0.6467145,0.2591129,0.2839592,-0.0248463
75,0.8314485,0.84921163,"('meek', 'impulsive')",0.27170074,0.29561722,-0.35854733,-0.24836554,0.2482006,0.2988211,-0.0506205
41,-0.800918,-1.039594,"('unforgiving', 'forgiving')",-0.7300073,-0.71240073,-0.56789565,-0.6531478,-0.699607,-0.8017143,0.1021073
5,0.75422835,0.38817263,"('distant', 'outgoing')",-0.39056233,-0.6179109,-0.31503835,-0.57961357,0.0162092,-0.269784,0.2859932
82,-0.73262054,-0.44330227,"('poor', 'rich')",-0.11715962,0.17561637,6.501549,6.8040214,1.8839229,2.1787785,-0.2948556
0,-0.72724485,-0.78986514,"('unsociable', 'sociable')",0.33854634,0.447692,-0.082465015,0.046321247,-0.1570545,-0.0986173,-0.0584372
59,0.68502533,0.4544933,"('foolish', 'wise')",-0.32700944,-0.5300686,0.18901789,-0.17385964,0.1823446,-0.083145,0.2654896
14,-0.66239417,-0.41486034,"('antisocial', 'social')",0.35400733,0.6144122,-0.4523286,-0.20448627,-0.2535718,-0.0016448,-0.251927
77,0.64096344,0.28808314,"('unmotivated', 'motivated')",1.3786347,1.0631598,-0.54287016,-0.5021875,0.4922426,0.2830185,0.2092241
70,-0.63975716,-0.44597343,"('lethargic', 'energetic')",0.2561099,0.5278731,0.66367644,1.2223167,0.0933431,0.4347388,-0.3413957
56,0.63396966,1.0493194,"('impractical', 'practical')",1.3928102,1.6996974,-0.016879091,0.4985608,0.6699669,1.0825259,-0.412559
51,-0.61450815,-0.14656638,"('uneducated', 'educated')",0.5914147,1.0261652,0.72499526,0.9611606,0.2339673,0.6135865,-0.3796192
63,-0.6022709,-0.4741396,"('unperceptive', 'insightful')",0.7763974,1.0145444,1.2587705,1.469251,0.4776323,0.6698853,-0.192253
44,-0.58978665,-0.48512867,"('prejudiced', 'unprejudiced')",-0.49064815,-0.5623473,-1.457457,-1.5224278,-0.845964,-0.8566346,0.0106706
68,-0.5752006,-0.5042306,"('dependent', 'independent')",-0.94403994,-1.0692741,-0.26324144,-0.24975482,-0.5941607,-0.6077532,0.0135925
66,-0.57240105,-0.45871818,"('inactive', 'active')",-0.39757675,-0.19111615,0.6661556,0.45736673,-0.1012741,-0.0641559,-0.0371182
31,-0.5629867,-0.88226837,"('evil', 'good')",-1.428224,-1.5623887,-1.5685903,-1.9341642,-1.1866004,-1.4596071,0.2730067
35,0.5599154,0.44506714,"('corrupt', 'incorrupt')",-0.13047339,-0.30176705,-0.3570232,-0.76121,0.0241396,-0.20597,0.2301096
88,-0.55800176,-0.6678263,"('low', 'eminent')",-0.68316066,-0.66417056,0.37217572,0.2895884,-0.2896622,-0.3474695,0.0578073
49,-0.55679196,-0.22032508,"('unable', 'able')",-0.46732467,-0.3326955,-0.10333831,0.08054475,-0.3758183,-0.157492,-0.2183263
11,-0.5385741,-0.24178882,"('unhelpful', 'helpful')",0.29783452,0.5092678,2.325834,2.6568255,0.6950315,0.9747682,-0.2797367
30,-0.5212892,-0.37279445,"('intolerant', 'tolerant')",-0.8770094,-0.78615695,0.95123965,1.0384858,-0.1490197,-0.0401552,-0.1088645
78,-0.48255056,-0.515499,"('nonresilient', 'resilient')",1.2435734,1.2324487,0.76709634,0.87160563,0.5093731,0.5295184,-0.0201453
6,0.44426855,-0.059550285,"('distant', 'open')",-0.96487695,-1.2173479,0.17569736,-0.20215565,-0.1149704,-0.4930179,0.3780475
47,-0.43186393,-0.17346609,"('stupid', 'smart')",0.18583179,0.4263084,5.5624213,5.780665,1.7721297,2.0111691,-0.2390394
34,0.40720922,0.45453942,"('mean', 'honorable')",0.40374255,0.2502251,6.1177154,6.2561574,2.3095557,2.3203073,-0.0107516
74,0.40583968,0.55005574,"('undedicated', 'dedicated')",0.3799082,0.64570683,0.24642843,0.2722395,0.3440588,0.489334,-0.1452752
48,-0.39327216,-0.62929296,"('unintelligent', 'intelligent')",0.44408816,0.3127748,0.7412039,0.7842408,0.2640066,0.1559075,0.1080991
72,0.37883392,0.23046298,"('unambitious', 'ambitious')",-0.50920606,-0.5769653,-0.4484246,-0.29190564,-0.1929322,-0.2128026,0.0198704
15,0.36562413,0.37839946,"('boring', 'funny')",-0.12157723,-0.15439257,0.027387,-0.021240849,0.090478,0.0675887,0.0228893
20,-0.36118886,-0.2470806,"('rough', 'thoughtful')",0.1503884,0.31903198,1.1589015,1.1206264,0.3160337,0.3975259,-0.0814922
7,-0.35766128,-0.24577725,"('insensitive', 'sensitive')",-0.41777694,-0.28062853,0.923555,1.0762405,0.0493723,0.1832782,-0.1339059
50,-0.34624586,-0.47464865,"('clumsy', 'skillful')",0.24477266,0.2021328,0.6030055,0.36744526,0.1671774,0.0316431,0.1355343
53,-0.3295075,-0.4518091,"('uncreative', 'creative')",-0.75064194,-0.659815,0.8086263,0.6847824,-0.0905077,-0.1422806,0.0517729
9,0.3204524,-0.10880503,"('unaffectionate', 'caring')",-0.19763821,-0.4272135,1.1263477,0.8936814,0.4163873,0.119221,0.2971663
23,-0.31748268,-0.27140275,"('insincere', 'sincere')",0.2679586,0.2893623,6.2466674,6.4655876,2.0657145,2.1611824,-0.0954679
8,-0.31216368,-0.71821517,"('unaffectionate', 'affectionate')",-0.9908551,-1.1456804,0.5133382,0.19901234,-0.2632269,-0.5549611,0.2917342
1,0.31057304,-0.3338088,"('unfriendly', 'friendly')",-0.3531291,-0.6590092,1.7555234,1.1980933,0.5709891,0.0684251,0.502564
21,-0.30644703,-0.19024596,"('immoral', 'moral')",0.7946539,0.7909747,-0.4159974,-0.2616456,0.0240698,0.1130277,-0.0889579
58,-0.30017138,-0.35065207,"('undiscriminating', 'discriminating')",-0.05233003,-0.031326126,0.03423157,0.036457676,-0.1060899,-0.1151735,0.0090836
80,-0.28886643,0.3043145,"('dominated', 'dominating')",-0.00066256523,0.47493923,-0.84318274,-0.6213589,-0.3775706,0.0526316,-0.4302022
46,-0.27705246,-0.07023037,"('uncompetitive', 'competitive')",0.639263,0.81184804,0.02696652,0.22919694,0.1297257,0.3236049,-0.1938792
52,0.27369273,-0.39026755,"('irrational', 'rational')",-0.9735346,-1.4246294,-0.4534151,-1.1143149,-0.384419,-0.976404,0.591985
3,-0.2577997,-0.2480102,"('repellent', 'pleasant')",0.117069624,0.054809067,0.29034728,0.3826165,0.0498724,0.0631385,-0.0132661
38,-0.2441923,-0.2779815,"('untruthful', 'truthful')",-0.047933184,-0.0085270405,0.3133507,0.3903352,0.0070751,0.0346089,-0.0275338
12,0.24345024,-0.002337277,"('unsupportive', 'supportive')",0.5199888,0.5227588,-1.5281758,-1.5322361,-0.2549123,-0.3372715,0.0823592
76,-0.23141934,0.20835724,"('anxious', 'daring')",0.55363905,1.0181534,0.6944008,1.1241941,0.3388735,0.7835682,-0.4446947
69,0.22479087,0.0267868,"('lazy', 'industrious')",0.16871816,0.020498812,-0.84837586,-1.26207,-0.1516223,-0.4049281,0.2533058
26,-0.21421497,-0.48342037,"('hardhearted', 'benevolent')",-0.6527485,-0.7141857,1.2376564,0.87102556,0.1235643,-0.1088602,0.2324245
32,-0.20270489,-0.26795417,"('unkind', 'kind')",0.29516524,0.25967097,1.0811472,1.0937635,0.3912025,0.3618267,0.0293758
61,-0.1905264,-0.40518585,"('illogical', 'logical')",-0.028640259,-0.13513163,0.42121154,0.3546981,0.0673483,-0.0618731,0.1292214
37,-0.18145849,-0.13854405,"('fake', 'genuine')",-0.094785914,-0.15710798,0.5941147,0.5426483,0.1059568,0.0823321,0.0236247
54,-0.17770167,-0.2980008,"('incapable', 'capable')",-0.15545365,-0.23125464,1.3163635,1.3383931,0.327736,0.2697125,0.0580235
16,0.16937536,0.11922519,"('unpopular', 'popular')",-0.30684045,-0.27766514,0.4095239,0.22401148,0.0906863,0.0218572,0.0688291
39,-0.15523344,-0.3838743,"('exploitative', 'cooperative')",-0.18838969,-0.29541758,-0.028312601,-0.15144052,-0.1239786,-0.2769108,0.1529322
79,0.1489313,-0.051313233,"('wavering', 'unwavering')",-0.018137585,-0.17913221,0.13369866,0.029093172,0.0881641,-0.0671174,0.1552815
4,0.13085622,0.08520527,"('disliked', 'liked')",0.074395046,0.21411674,-6.9772835,-7.167461,-2.2573441,-2.2893796,0.0320355
64,0.128934,-0.05968546,"('shy', 'confident')",0.32670447,0.24737392,-6.718886,-6.738698,-2.0877492,-2.1836699,0.0959207
36,-0.119513184,-0.7502827,"('hostile', 'amicable')",-1.0281537,-1.4598789,-0.38847905,-0.9302446,-0.5120486,-1.0468021,0.5347535
2,0.095452115,0.078672625,"('unlikable', 'likable')",-0.20186247,-0.054741725,0.36284497,0.39357725,0.0854782,0.1391694,-0.0536912
25,0.07028139,-0.39386746,"('egoistic', 'altruistic')",-0.5844439,-0.78907526,1.1920468,0.81878763,0.2259614,-0.121385,0.3473464
43,0.065394975,0.11402807,"('irresponsible', 'responsible')",0.2987618,0.43169072,0.9923446,1.2549427,0.4521671,0.6002205,-0.1480534
60,0.063283086,0.2750651,"('inefficient', 'efficient')",1.0911231,1.1896101,0.71893764,1.2133007,0.6244479,0.8926586,-0.2682107
19,0.035343967,0.08529435,"('inhospitable', 'hospitable')",0.071259424,0.12789574,-0.07924606,-0.11119087,0.0091191,0.0339997,-0.0248806
24,-0.028782878,-0.18616715,"('dishonest', 'honest')",-0.59469974,-0.62761384,1.0217801,1.0782143,0.1327658,0.0881444,0.0446214
86,0.024142168,-0.123517044,"('uninfluential', 'influential')",0.42494512,0.5390952,0.021539882,0.17627335,0.1568757,0.1972838,-0.0404081
40,0.010519423,-0.3630721,"('stingy', 'generous')",-0.5177307,-0.58362436,-1.952015,-2.1732686,-0.8197421,-1.0399884,0.2202463
87,-2.1442771e-05,0.33143353,"('unsuccessful', 'successful')",0.68111634,0.996766,0.9443273,0.91371,0.5418074,0.7473032,-0.2054958
