,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
88,-1.9959478,-1.9335582,"('low', 'eminent')",-1.112199,-1.2634842,-1.678189,-1.7236488,-1.8119274,-2.100313,-1.1067332,-1.2425901,0.24771257,0.07691941,-1.0286391,-0.89692277,-1.2122747,-1.2976569,0.0853822
60,-1.8335975,-1.220715,"('inefficient', 'efficient')",-1.6498978,-1.3245649,-0.032021236,0.4052579,-0.730706,-0.4738253,-3.7541597,-3.5207791,-0.7709571,-0.29142317,-2.2094407,-1.7712667,-1.5686828,-1.1710452,-0.3976376
45,-1.6904322,-1.2322704,"('incompetent', 'competent')",-1.1504207,-1.3435662,-0.31207952,-0.40096292,-0.5657221,-0.7884846,-2.6746876,-2.8969247,0.60990167,0.39330888,-1.6692117,-1.7538896,-1.0646646,-1.1461127,0.0814481
28,-1.5909919,-1.336541,"('disloyal', 'loyal')",-0.6561783,-0.7981816,-0.75372016,-0.6951269,-1.0045135,-1.34884,-1.5760338,-1.8829521,0.38068405,0.14723676,0.07655656,0.025502264,-0.7320281,-0.8412719,0.1092438
77,-1.542046,-1.0877135,"('unmotivated', 'motivated')",-1.1016315,-1.0458734,-0.09953064,0.29033378,-0.49183837,-0.41843873,-2.5453873,-2.4950924,-0.23880742,-0.09608373,-1.3936803,-1.1990303,-1.0589887,-0.8645569,-0.1944318
59,1.5266035,1.4511597,"('foolish', 'wise')",1.6971729,1.6381617,0.45507038,0.42426643,0.049081415,0.11221418,1.3278605,1.4575503,1.3584929,1.3258866,0.70942986,0.72823685,1.017673,1.0196394,-0.0019664
30,-1.5124956,-1.0885842,"('intolerant', 'tolerant')",-0.9222592,-0.7277868,-0.30003464,-0.10583539,-1.2479793,-1.1624138,-2.492123,-2.3624048,0.24199082,0.39512688,-1.2620503,-0.9218191,-1.0707073,-0.8533882,-0.2173191
29,1.3677633,1.160347,"('unfair', 'fair')",1.675655,1.5847652,0.74867004,0.7378648,0.76123255,0.79576576,0.8449063,0.7645296,-0.15077686,-0.16723369,-0.518005,-0.6255655,0.6756351,0.6072105,0.0684246
24,-1.3138595,-1.0931411,"('dishonest', 'honest')",-1.80034,-1.8084848,-0.82316387,-0.5210044,-1.7281746,-1.7720073,-2.573488,-2.5122747,-0.26775172,-0.18154101,0.010062393,0.15788138,-1.2138165,-1.1043675,-0.109449
84,1.3113471,0.9821133,"('inferior', 'superior')",2.2128012,1.8075436,0.3899505,0.3018941,0.87686336,0.5506622,0.26514322,-0.0997618,1.1444004,0.9784451,0.58297604,0.62359464,0.9690689,0.7349274,0.2341415
86,-1.2743304,-1.2166952,"('uninfluential', 'influential')",-0.8018228,-1.0367383,-0.8207668,-0.8556208,-0.28173852,-0.5251138,-2.7918193,-3.1156979,0.9340916,0.48466522,-1.1258223,-1.0761302,-0.8803155,-1.0487615,0.168446
66,1.2252574,0.69747233,"('inactive', 'active')",1.1063902,0.9657396,0.8157665,0.43659818,0.61105216,0.19688518,1.2827152,1.1018778,1.6570904,1.4911456,2.1066406,1.8373845,1.2578447,0.9610147,0.29683
73,1.199556,1.4550294,"('helpless', 'self-reliant')",0.4054044,0.79848415,0.59135693,0.96568614,0.9833467,1.4552459,1.5605758,1.7952541,-0.25311732,-0.08490087,-3.1158252,-2.940879,0.1958996,0.4919886,-0.296089
48,-1.1525744,-1.0760864,"('unintelligent', 'intelligent')",-0.260007,-0.33132225,-1.3677535,-1.2425494,-0.3397576,-0.48613688,-2.2384944,-2.1980736,0.16042125,0.07629232,-1.634755,-1.5571978,-0.9761316,-0.973582,-0.0025496
10,-1.0759375,-0.839374,"('unsympathetic', 'sympathetic')",-1.8473599,-1.9656051,-0.49092382,-0.40320665,-0.57915914,-0.7588574,-3.51228,-3.679897,0.12535597,0.12339088,-0.8190818,-0.8498219,-1.1713409,-1.1961959,0.024855
34,-0.98880005,-0.6639999,"('mean', 'honorable')",-0.051426888,0.04819853,-0.5221748,-0.4090546,-1.1375711,-1.0351431,-0.8149639,-0.63077843,0.50128955,0.6424653,5.6909657,6.1207423,0.3824741,0.5817758,-0.1993017
13,-0.9828812,-0.6398365,"('impolite', 'polite')",-0.35899585,-0.16983129,-0.23220795,0.06578985,-0.7409176,-0.7048179,-2.5593643,-2.4886997,-0.7234586,-0.31878668,-1.2331016,-1.0407294,-0.9758467,-0.7567017,-0.219145
38,-0.9495455,-0.78092843,"('untruthful', 'truthful')",-1.0210822,-1.0255853,-0.73740077,-0.74998987,-0.9021766,-0.98911446,-0.613055,-0.59816533,-0.3902962,-0.48668072,-0.040722143,-0.028154243,-0.6648969,-0.6655169,0.00062
67,0.9210246,0.7724349,"('doubtful', 'determined')",0.83412623,0.71402395,0.78332937,0.6951026,0.34682387,0.58467716,-0.0911311,0.09228542,0.048428804,0.15494974,-0.9850586,-0.8855206,0.2653633,0.3039933,-0.03863
23,-0.91663074,-0.42962265,"('insincere', 'sincere')",-1.0016363,-1.0019027,-0.8148793,-0.58910006,-1.3808647,-1.296349,-2.5162473,-2.3738348,-0.21850164,0.06610842,4.7761383,5.163052,-0.2960888,-0.0659498,-0.230139
20,0.88207495,0.91036683,"('rough', 'thoughtful')",0.8200499,0.7566811,0.26521686,0.25509006,0.17635846,0.3316074,0.057484724,0.11421914,0.66960216,0.8590666,-0.24460782,-0.13866588,0.3751684,0.441195,-0.0660266
58,0.87008226,0.57189876,"('undiscriminating', 'discriminating')",-0.08255581,-0.23250747,-0.15203726,-0.5100297,0.42042625,0.003317317,-0.5471344,-0.7034669,0.80249786,0.4905539,0.6949572,0.5413588,0.2866052,0.0230178,0.2635874
33,0.8669807,0.6949313,"('wrong', 'right')",1.0800138,1.0593017,0.6748922,0.66529024,0.15349014,0.15123904,1.4737824,1.3830159,0.5338489,0.46327752,0.08185673,0.010806153,0.6949807,0.6325517,0.062429
7,-0.8530977,-0.71954054,"('insensitive', 'sensitive')",-0.757094,-0.77146196,-0.499766,-0.39188802,-0.6350489,-0.7193199,-2.7765975,-2.8644292,0.1560555,0.3335843,-0.3000259,-0.22213018,-0.8093678,-0.7650265,-0.0443413
9,-0.8463435,-0.7446062,"('unaffectionate', 'caring')",-0.11267411,-0.28025752,-1.316872,-1.2395787,-0.64360046,-1.0543191,-0.45520702,-0.5245607,0.6616392,0.55742896,1.8194366,1.7288114,-0.1276602,-0.2224403,0.0947801
57,0.8114213,0.5577349,"('unimaginative', 'imaginative')",-0.43118966,-0.8888185,0.01129343,-0.038191386,0.6907727,0.21646589,-1.9390159,-2.2987952,0.7073409,0.442519,-3.169283,-3.382256,-0.4740943,-0.7701916,0.2960973
32,-0.80404645,-0.4474597,"('unkind', 'kind')",-0.9125013,-0.79190063,-0.33065936,-0.27362105,-0.28553888,-0.23494555,-1.8510987,-1.8014237,0.19521719,0.47954842,0.13934094,0.36852768,-0.5498981,-0.3858964,-0.1640017
69,0.7923852,0.778251,"('lazy', 'industrious')",1.1548496,1.2847751,1.1780602,0.8636881,1.2931043,1.3774841,3.3344412,3.3490665,1.0525804,0.8665862,0.5148483,0.2953948,1.3314671,1.2593209,0.0721462
4,-0.76666,-0.5202831,"('disliked', 'liked')",-0.7037694,-0.74517393,-1.0275636,-0.9656198,-0.6573714,-0.65695125,0.13095056,0.08407966,-0.59899205,-0.7250461,-7.3179684,-7.353255,-1.5630535,-1.554607,-0.0084465
79,0.760285,0.51634985,"('wavering', 'unwavering')",1.2786167,1.1681821,0.10171842,-0.22446506,0.5742591,0.39335755,2.4449668,2.1894336,1.0422952,0.60702574,0.90330684,0.7466333,1.0150641,0.770931,0.2441331
70,-0.75117564,-0.35501003,"('lethargic', 'energetic')",-1.8374287,-1.7428402,0.51656103,0.70426655,-0.60409516,-0.509077,-2.9114468,-2.7388718,0.37991574,0.6694687,-1.0013131,-0.75134146,-0.8869976,-0.6747723,-0.2122253
53,0.74791765,0.47145417,"('uncreative', 'creative')",0.60892975,0.2818997,-0.9291956,-0.92227453,0.7210178,0.24248274,0.028532866,-0.17320947,1.6049439,1.3513004,1.7840649,1.5396783,0.6523159,0.3987616,0.2535543
64,0.71999294,0.6580583,"('shy', 'confident')",0.113863945,0.0036015399,0.15008096,0.29977602,0.7133279,0.8449487,-0.9365138,-0.93303555,-0.55502045,-0.2931498,-7.521391,-7.5943804,-1.0450942,-1.0020259,-0.0430683
8,-0.7145961,-0.8037998,"('unaffectionate', 'affectionate')",0.32343733,0.16565126,-1.9137974,-1.9431176,0.15271264,-0.21875493,0.3084575,0.25619653,0.37108064,0.27337724,2.0296412,1.9805609,0.0795622,-0.0414124,0.1209746
27,-0.7053665,-0.8897751,"('hardhearted', 'softhearted')",-0.2019343,-0.5073518,-0.67395496,-0.89723873,-0.15099214,-0.4286295,-0.5251351,-0.6966311,-0.52959836,-0.7367601,0.7408147,0.5590886,-0.2923095,-0.5138997,0.2215902
62,-0.68660724,-0.12256588,"('incompetent', 'brilliant')",-1.5686467,-1.425399,-0.5110396,-0.14729263,-0.75145966,-0.5345291,-2.6918705,-2.4997783,-0.57091993,-0.25149333,-1.8183627,-1.3491815,-1.2284151,-0.90432,-0.3240951
2,0.6538396,1.1187475,"('unlikable', 'likable')",0.6336348,1.0058511,0.5750402,0.6714596,0.8680229,1.2254652,0.37237197,0.6825182,1.4818064,1.5725219,0.8022608,1.0364693,0.7695681,1.044719,-0.2751509
72,0.64540875,0.68068564,"('unambitious', 'ambitious')",0.8419646,0.84951353,-0.5603759,-0.48661038,0.49991447,0.6049772,-0.6737674,-0.58434933,0.0074118935,0.13539886,-0.7551711,-0.5000911,0.0007693,0.0999321,-0.0991628
