,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
42,0.6446502,0.8712385,"('unreliable', 'reliable')",0.5776273,0.54396236,-0.009416994,-0.113735616,0.5620265,0.5792158,-0.6386402,-0.6997132,0.41708034,0.44475043,-3.985225,-4.0594616,-0.3474139,-0.3476776,0.0002637
46,-0.6377891,-0.50053626,"('uncompetitive', 'competitive')",-2.4324327,-2.6809187,-1.080871,-0.88863504,-0.3152562,-0.49542567,-3.886203,-4.0759425,0.1064792,0.22055715,-1.2011961,-1.2503265,-1.3496096,-1.3816039,0.0319943
41,-0.5741713,-0.22291031,"('unforgiving', 'forgiving')",0.32379356,0.08387457,-0.17363054,-0.43262696,0.50694364,0.20781505,-0.9406436,-1.2431196,0.79516906,0.49273995,-0.17067371,-0.43687037,-0.0333161,-0.2215854,0.1882693
18,-0.56744474,-0.4039737,"('disagreeable', 'welcoming')",-0.14881025,-0.08318608,-1.4059863,-1.3148372,-0.77781564,-0.73059994,-0.77717984,-0.7202509,0.53866947,0.6984218,-0.46316147,-0.35900813,-0.5145326,-0.4162049,-0.0983277
52,0.5637123,0.45226246,"('irrational', 'rational')",1.1250966,0.9956524,-0.8598955,-0.9869325,0.6489434,0.41359863,1.4280502,1.3318945,0.7793172,0.61259824,0.6721168,0.60738313,0.6224773,0.4894938,0.1329835
85,0.55978507,0.431856,"('insignificant', 'prestigious')",2.0276685,1.9012319,-0.7312755,-0.8621234,-0.04466253,-0.6013787,3.3130343,3.0805874,1.9308442,1.5256681,1.5286356,1.4541987,1.22629,0.9900058,0.2362842
50,0.5340323,0.59456295,"('clumsy', 'skillful')",-0.12530373,-0.12680876,0.3594922,0.11370669,0.80243766,0.71341795,0.6708869,0.5155615,0.9563724,0.95771676,0.8733594,0.69142175,0.581611,0.4942255,0.0873855
3,-0.52990615,-0.37510455,"('repellent', 'pleasant')",-1.0347553,-0.8627685,0.22323556,0.354334,-0.39478648,-0.38169575,-1.6198987,-1.6592855,-0.46487483,-0.33070478,0.0045683254,0.12883976,-0.5452025,-0.4466265,-0.098576
11,-0.5226955,-0.22659124,"('unhelpful', 'helpful')",-0.6195134,-0.84340495,-1.1266433,-1.0427381,-0.55164397,-0.5283252,-1.8242106,-1.8402227,-0.6609496,-0.5936326,1.1273534,1.3307477,-0.5969004,-0.534881,-0.0620194
36,-0.52016634,-0.7848201,"('hostile', 'amicable')",1.7916762,1.6399878,0.052907355,-0.18179257,-0.72920674,-1.1854051,2.1627057,1.967692,0.67578644,0.03244552,1.6946766,1.3739136,0.7326256,0.4088602,0.3237654
63,-0.5189412,-0.060225494,"('unperceptive', 'insightful')",-1.0564085,-1.1713349,-0.9429679,-1.0104666,-0.2770792,-0.45275125,-1.8142536,-1.8765651,1.2867054,1.3009027,-0.42161992,-0.3488769,-0.5349379,-0.5170453,-0.0178926
74,0.5084782,0.6914713,"('undedicated', 'dedicated')",0.18090579,0.1841942,0.23718677,0.49761006,0.23990504,0.17857803,-0.8384782,-0.7871311,0.92009103,1.008974,-0.29461092,-0.28240559,0.1362111,0.2130415,-0.0768304
1,-0.5040591,-0.56344444,"('unfriendly', 'friendly')",0.8242184,0.49580848,-1.1802634,-1.1193181,-1.0098093,-1.5968052,-0.49813494,-0.6886845,1.1334469,0.73154527,2.6254528,2.593558,0.1986931,-0.0210486,0.2197417
81,-0.50256336,-0.114816345,"('submissive', 'aggressive')",-1.9816362,-1.9549842,1.0139606,1.4028873,-0.515863,-0.19452369,-2.7380714,-2.476733,-0.15657604,0.11699571,-2.7547495,-2.3862827,-1.0907856,-0.8010653,-0.2897203
65,-0.4986218,-0.06946111,"('insecure', 'secure')",-0.46804696,-0.21396689,-0.023610996,0.20772979,-0.036705576,0.3198791,-2.8536372,-2.594926,-0.123642966,0.25061697,-1.4176553,-1.180724,-0.7745601,-0.4686932,-0.3058669
19,-0.49076295,-0.42421755,"('inhospitable', 'hospitable')",-0.3553513,-0.0011602789,-0.22857952,-0.18051498,-1.1087399,-1.1019489,0.16215941,0.35776424,-0.9451426,-0.9480724,0.84074533,0.9348462,-0.3036673,-0.1947577,-0.1089096
37,-0.47130024,-0.6286484,"('fake', 'genuine')",0.012760915,0.058925044,0.111431524,0.05162843,-0.34229448,-0.38897473,-0.94431716,-0.86348253,-0.74473846,-0.61485666,0.1255942,0.069585964,-0.3218377,-0.3308318,0.0089941
44,0.4541464,0.26066574,"('prejudiced', 'unprejudiced')",-0.40802205,-0.5575783,-0.006039588,-0.07579189,-0.071087256,0.12807758,0.7143098,0.71307856,-1.9245474,-1.8286266,-1.7030884,-1.6767365,-0.4206184,-0.4338445,0.0132261
14,0.43471318,0.61548144,"('antisocial', 'social')",-0.26199365,-0.19505726,-0.07333623,0.04164777,0.6386365,0.82471395,-2.3858685,-2.4027135,0.96082133,1.2053701,-1.5077692,-1.3528978,-0.3135424,-0.1804936,-0.1330488
21,-0.4171991,0.052652445,"('immoral', 'moral')",-1.5924922,-1.4184321,-0.08498896,0.3625874,-0.22036497,0.0740335,-2.9351418,-2.9669702,-0.15600134,0.19171971,-2.1991587,-1.9219384,-1.0864782,-0.8037639,-0.2827143
47,-0.41010568,-0.27941546,"('stupid', 'smart')",-0.020500194,0.04975055,0.43012103,0.464235,-0.3164075,-0.23812176,-0.44260472,-0.33367777,1.0007133,1.0054348,4.7319145,4.9403934,0.7104472,0.8012284,-0.0907812
22,-0.40610918,-0.16270617,"('untrustworthy', 'trustworthy')",-1.315541,-1.4198723,0.031965364,0.17290042,-0.09475989,-0.034126483,-1.9420319,-2.0536375,0.05140993,0.020227093,-1.7425508,-1.6394483,-0.7739454,-0.7309519,-0.0429935
49,-0.40343848,-0.4424649,"('unable', 'able')",0.2796808,-0.035682146,-0.5911248,-0.7993292,0.061117083,-0.16986983,-0.88057774,-1.2002867,0.26932797,0.13158308,-0.7358773,-0.56587636,-0.2858418,-0.4402752,0.1544334
83,0.4033918,0.3641114,"('powerless', 'powerful')",0.58417183,0.49158916,-0.7499847,-0.7008821,0.7307877,0.8077765,-1.1400434,-1.289364,0.29129753,0.21794671,-1.6761732,-1.417168,-0.2223646,-0.2179986,-0.004366
87,0.38645265,0.7093179,"('unsuccessful', 'successful')",-0.0077304905,0.07031615,-0.10645939,0.10269503,0.5473382,0.60449994,-0.92660797,-0.7602195,2.267535,2.4982994,0.54369724,0.6714091,0.3863179,0.5566169,-0.170299
71,-0.3700679,-0.34760058,"('diffident', 'self-confident')",1.0870047,0.89590037,-0.999846,-0.83315414,0.15220527,0.014295342,-0.025656765,-0.15480565,0.53994656,0.3336905,0.40591562,0.50467813,0.1127859,0.0590006,0.0537853
55,-0.36057183,-0.1195392,"('incompetent', 'clever')",-0.71356183,-0.7084564,-0.45689446,-0.1511774,0.7392649,0.88330436,-2.8425283,-2.83726,0.46973288,0.67264086,-1.697835,-1.59752,-0.6946276,-0.551144,-0.1434836
40,0.3605148,0.43138093,"('stingy', 'generous')",0.39145765,0.47768918,-1.0908028,-1.0579774,0.7128978,0.6944442,-0.043341547,-0.013240986,-0.099998176,-0.03682757,-2.601907,-2.6240149,-0.3387399,-0.3040781,-0.0346618
75,0.34586656,0.37878036,"('meek', 'impulsive')",-0.22172989,-0.18038101,0.26552245,0.2588765,-0.33700335,-0.01123305,1.4494247,1.66753,-0.26303107,-0.25006616,0.37178499,0.5472645,0.2301192,0.3443959,-0.1142767
39,0.33758667,0.5746674,"('exploitative', 'cooperative')",0.19817932,0.4746622,0.5394984,0.8666705,0.578042,0.79872197,-0.5482274,-0.40943995,-0.08806393,0.22681664,-0.14504524,0.028179105,0.1245671,0.365754,-0.2411869
78,-0.33000904,-0.15424478,"('nonresilient', 'resilient')",-0.37456185,-0.6599651,-0.58788157,-0.53935933,0.5920254,0.22596227,-0.63607013,-0.89576036,0.36138207,0.16871098,0.7772404,0.47985,-0.0282678,-0.1964009,0.1681331
43,-0.29821995,-0.027308363,"('irresponsible', 'responsible')",-0.8618405,-0.92124444,0.2948432,0.53181666,-0.03375462,0.1469808,-2.5947409,-2.496148,-0.62519264,-0.406943,-0.3364264,-0.07406514,-0.6364759,-0.4638445,-0.1726314
17,0.2837827,-0.081186295,"('nasty', 'nice')",1.0925894,1.1099317,0.04292362,-0.18282053,-0.028555334,-0.06878494,0.03968001,-0.14040323,0.059679717,0.094635665,-0.44358683,-0.28413835,0.1495019,0.0638906,0.0856113
26,0.28368816,0.07328394,"('hardhearted', 'benevolent')",0.9509401,0.86747295,0.2531134,-0.17006314,0.20684338,-0.11683208,0.48352194,0.2470818,3.1215115,2.750767,2.0512216,1.9353324,1.0501199,0.798149,0.2519709
0,-0.27067184,-0.11769814,"('unsociable', 'sociable')",-0.22146016,-0.20009446,0.024289414,0.041982487,0.6787786,0.32116437,-2.2757933,-2.5024283,0.9663748,0.95133936,-1.0316515,-0.9296638,-0.3043048,-0.3479141,0.0436093
61,0.26947775,0.28822365,"('illogical', 'logical')",0.30528656,0.082731195,0.27629748,0.34939766,0.6999519,0.53262764,-0.09883503,-0.28965744,1.3638549,1.1749955,-0.041661687,-0.025767244,0.3963388,0.301793,0.0945458
5,0.2648601,0.0879315,"('distant', 'outgoing')",0.8589849,0.6056794,-0.17454849,-0.4236096,0.08104508,-0.16384356,1.8940575,1.7649815,0.9054542,0.6419289,1.239463,1.2257506,0.724188,0.5341169,0.1900711
68,0.25240934,0.16589344,"('dependent', 'independent')",-0.518531,-0.5321045,-0.38726965,-0.44194326,0.20060939,0.3407955,-0.01042207,-0.14735475,-0.5201626,-0.6267329,-1.4583225,-1.4264629,-0.3488127,-0.3811299,0.0323172
35,0.24879907,-0.1295257,"('corrupt', 'incorrupt')",2.155514,2.155949,0.1456797,-0.07828413,0.06318857,-0.13530058,4.070933,3.9872272,0.14839551,-0.3282727,1.0004313,0.71650547,1.1189916,0.8840427,0.2349489
56,-0.2163352,0.20550802,"('impractical', 'practical')",0.06393514,0.27934223,0.4382952,0.8128457,0.6335755,0.9439233,-1.7982666,-1.6202612,-0.16872679,0.06792505,-1.7287515,-1.4539229,-0.3966106,-0.1092342,-0.2873764
54,0.20711951,0.2745624,"('incapable', 'capable')",-0.2019759,-0.126899,-0.1068348,-0.04647024,-0.31086493,-0.44185787,0.19935809,0.13456522,0.6116319,0.63013566,1.2866464,1.5284474,0.2407258,0.2789262,-0.0382004
80,-0.19305417,-0.10296148,"('dominated', 'dominating')",-0.7961786,-0.88268745,0.3840257,0.4051107,-0.56884426,-0.5317976,-1.3208032,-1.4477789,0.03846398,0.13431492,-1.9915116,-1.9996431,-0.6354145,-0.6322061,-0.0032084
51,0.17884433,0.4842708,"('uneducated', 'educated')",-0.010085158,0.228508,0.27119228,0.39477682,0.61768454,0.90782577,-1.1995077,-1.1144869,0.75623024,0.79723835,-0.84834844,-0.59153956,-0.0334271,0.1580847,-0.1915118
76,-0.16802508,-0.0072607384,"('anxious', 'daring')",-0.04171538,-0.042042755,-0.16865134,0.0837466,-0.33423167,-0.085358426,-1.8041975,-1.6652714,0.9545882,1.4714662,-0.8616191,-0.5970479,-0.3462646,-0.1202526,-0.226012
15,0.11415073,-0.049379326,"('boring', 'funny')",1.0857456,0.83645386,0.7281885,0.65794104,0.38094372,0.27431047,-0.017090637,-0.024289269,0.57459456,0.30704892,0.5688876,0.5867463,0.4907743,0.3698331,0.1209412
6,0.09585304,-0.25274983,"('distant', 'open')",1.4282115,1.2718658,0.03063121,-0.2632805,0.118024334,-0.2479836,2.1133904,1.9068787,1.3284615,0.9869352,1.5086489,1.4336753,0.9461744,0.690763,0.2554114
82,-0.0900394,0.20163147,"('poor', 'rich')",-0.9884305,-0.88861835,-0.6319204,-0.48464367,-0.08116186,0.021849269,-1.4876418,-1.0488507,0.2916791,0.5168308,5.616268,5.993106,0.3755362,0.6159007,-0.2403645
16,-0.08932191,0.30113524,"('unpopular', 'popular')",-0.7179126,-0.53670114,-0.53296006,-0.24625173,0.12711096,0.10239512,0.9407243,1.0157115,-0.002910316,0.149225,0.48556477,0.5831821,0.0300422,0.195528,-0.1654858
12,0.013883814,0.15505536,"('unsupportive', 'supportive')",0.06804237,-0.19376758,-0.8993541,-0.82242274,-0.05122354,-0.24627903,-1.3113618,-1.5522414,1.050998,1.0265247,-2.3725872,-2.4270227,-0.5002289,-0.5800219,0.079793
25,-0.012112003,0.051793333,"('egoistic', 'altruistic')",1.0776025,1.2462466,-0.7797781,-0.58594495,-0.005140962,0.024048373,0.78965074,1.0547497,0.43806863,0.45452288,1.6056314,1.6524276,0.444846,0.5568348,-0.1119888
31,-0.0022240505,-0.0697724,"('evil', 'good')",1.0394224,1.1284406,-0.59577596,-0.7617706,-0.45377323,-0.48051834,2.2176917,2.081505,-0.31702617,-0.7890971,0.37138543,0.14094414,0.3228143,0.1785331,0.1442812
