,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
19,-0.9245676,-0.86900425,"('inhospitable', 'hospitable')",-1.8011777,-1.7928826,0.04956247,0.03727311,-0.8920609,-0.8748712,-0.0171897
48,-0.8980995,-0.9930258,"('unintelligent', 'intelligent')",0.22550704,0.14586575,0.53842425,0.507303,-0.0447227,-0.1132857,0.068563
39,0.8604603,0.95434,"('exploitative', 'cooperative')",1.4850008,1.6394526,-0.06521324,0.068362124,0.7600826,0.8873849,-0.1273023
59,0.8005141,0.6707498,"('foolish', 'wise')",-1.1518104,-1.2777988,0.6384785,0.5194982,0.0957274,-0.0291836,0.124911
24,-0.78468347,-0.7862184,"('dishonest', 'honest')",-0.20312104,-0.15263376,0.5062337,0.6309061,-0.1605236,-0.1026487,-0.0578749
58,-0.7760099,-0.76946443,"('undiscriminating', 'discriminating')",0.86709106,0.8138274,0.31357473,0.20568575,0.1348853,0.0833496,0.0515357
75,0.69146115,0.8901745,"('meek', 'impulsive')",-1.4328032,-1.2546723,-0.579127,-0.4479605,-0.4401563,-0.2708194,-0.1693369
37,-0.67640173,-0.71282107,"('fake', 'genuine')",-0.06445576,-0.05894801,0.38575298,0.4373389,-0.1183682,-0.1114767,-0.0068915
49,-0.6714916,-0.61179984,"('unable', 'able')",-0.96121746,-0.8729655,-0.3008705,-0.122921765,-0.6445265,-0.5358957,-0.1086308
25,-0.66341347,-0.77640617,"('egoistic', 'altruistic')",-0.16376877,-0.20219736,1.7074132,1.6210402,0.2934103,0.2141456,0.0792647
36,-0.66206604,-0.71365917,"('hostile', 'amicable')",-1.7386537,-1.8389971,0.5080651,0.31449407,-0.6308848,-0.746054,0.1151692
41,-0.6489099,-0.6193806,"('unforgiving', 'forgiving')",0.5820891,0.5439495,-0.017977143,-0.03097709,-0.028266,-0.0354694,0.0072034
74,-0.63733053,-0.57154506,"('undedicated', 'dedicated')",1.1018503,1.1477389,0.32034776,0.2892075,0.2616225,0.2884671,-0.0268446
18,-0.61794585,-0.59379804,"('disagreeable', 'welcoming')",-0.4268561,-0.40689486,-0.37520465,-0.39129868,-0.4733355,-0.4639972,-0.0093383
72,-0.6159248,-0.60014004,"('unambitious', 'ambitious')",0.6371722,0.65484554,-1.0474966,-0.9117693,-0.3420831,-0.2856879,-0.0563952
16,-0.5999146,-0.6188312,"('unpopular', 'popular')",-0.49829808,-0.55072993,0.32251456,0.22572336,-0.2585661,-0.3146126,0.0560465
60,0.58753455,0.500737,"('inefficient', 'efficient')",1.8115296,1.7880085,-0.18809229,-0.11296267,0.7369906,0.7252609,0.0117297
65,-0.57905126,-0.66366124,"('insecure', 'secure')",1.1082419,1.0774087,-0.5650033,-0.43067965,-0.0119375,-0.0056441,-0.0062934
40,-0.5705883,-0.5303349,"('stingy', 'generous')",0.56827736,0.48192728,-1.4113507,-1.4942298,-0.4712206,-0.5142124,0.0429918
7,-0.55344146,-0.5846866,"('insensitive', 'sensitive')",0.17333692,0.22777523,0.74416906,0.70906866,0.1213548,0.1173858,0.003969
87,0.5429329,0.49632338,"('unsuccessful', 'successful')",0.9636546,0.95012593,0.7289884,0.6769752,0.745192,0.7078082,0.0373838
79,-0.5231006,-0.41181362,"('wavering', 'unwavering')",-2.1870353,-2.101331,0.10492224,0.11475144,-0.8684045,-0.7994644,-0.0689401
3,-0.51620734,-0.47940543,"('repellent', 'pleasant')",1.0694246,1.129623,0.048750017,0.1408654,0.2006558,0.2636943,-0.0630385
84,0.5059778,0.3418392,"('inferior', 'superior')",0.21787632,0.14970008,0.93014514,0.77585423,0.5513331,0.4224645,0.1288686
63,-0.49887913,-0.58594775,"('unperceptive', 'insightful')",1.4016315,1.2787614,0.95435625,0.95956975,0.6190362,0.5507944,0.0682418
51,-0.49063367,-0.5860383,"('uneducated', 'educated')",0.9682023,0.84905195,0.6021627,0.59732,0.3599104,0.2867779,0.0731325
12,-0.47280565,-0.5243621,"('unsupportive', 'supportive')",0.9834763,0.9055473,-1.5383233,-1.5461881,-0.3425509,-0.3883343,0.0457834
31,-0.4628764,-0.3462342,"('evil', 'good')",-1.2559413,-1.2209132,-0.7856456,-0.85323554,-0.8348211,-0.8067943,-0.0280268
56,0.45266157,0.45233768,"('impractical', 'practical')",0.85795766,0.9497312,-0.17529663,-0.058590703,0.3784409,0.4478261,-0.0693852
43,-0.43396717,-0.51428163,"('irresponsible', 'responsible')",0.91322815,0.9010838,0.4836446,0.52194643,0.3209685,0.3029162,0.0180523
76,-0.43132484,-0.44322875,"('anxious', 'daring')",0.97521174,0.94897777,0.0761041,0.162978,0.2066637,0.222909,-0.0162453
54,-0.42088145,-0.5177515,"('incapable', 'capable')",-0.24773477,-0.23558116,1.1825118,1.2429788,0.1712985,0.1632154,0.0080831
32,-0.4123146,-0.56964016,"('unkind', 'kind')",0.74963695,0.59863496,0.9824589,0.9257359,0.4399271,0.3182436,0.1216835
81,0.410778,0.34906688,"('submissive', 'aggressive')",1.8927821,1.8696136,-0.7155404,-0.6529547,0.5293399,0.5219086,0.0074313
13,-0.40257818,-0.37750846,"('impolite', 'polite')",0.20503108,0.32381058,-0.5892989,-0.5432419,-0.262282,-0.1989799,-0.0633021
71,0.3740638,0.31560433,"('diffident', 'self-confident')",-0.039955508,-0.081609726,0.67688656,0.629429,0.3369983,0.2878079,0.0491904
30,0.36457124,0.42211315,"('intolerant', 'tolerant')",0.910381,0.8691778,1.131384,1.1575365,0.8021121,0.8162758,-0.0141637
50,0.3582268,0.27467644,"('clumsy', 'skillful')",-0.26216012,-0.29077837,0.21591502,0.15680933,0.1039939,0.0469025,0.0570914
22,-0.35037553,-0.31706443,"('untrustworthy', 'trustworthy')",0.72362506,0.76558495,-1.2707889,-1.1102303,-0.2991798,-0.2205699,-0.0786099
33,0.34947225,0.27482116,"('wrong', 'right')",-0.4114836,-0.44223973,-0.40686727,-0.5535506,-0.1562929,-0.2403231,0.0840302
52,0.34533668,0.34365076,"('irrational', 'rational')",-1.1578441,-1.1716832,0.3550874,0.36280188,-0.1524733,-0.1550769,0.0026036
66,-0.31053662,-0.443083,"('inactive', 'active')",0.5671171,0.41617224,1.0542243,0.9059805,0.4369349,0.2930233,0.1439116
2,0.27525544,0.23874578,"('unlikable', 'likable')",1.5676895,1.59812,0.611925,0.7257815,0.81829,0.8542158,-0.0359258
83,0.27508727,0.31370622,"('powerless', 'powerful')",-0.13522762,-0.056411866,-1.1507971,-1.0339519,-0.3369792,-0.2588858,-0.0780934
85,0.2687775,0.1730373,"('insignificant', 'prestigious')",-0.87842226,-0.95453364,0.9504358,0.8557262,0.113597,0.0247433,0.0888537
6,-0.26545823,-0.21388635,"('distant', 'open')",-1.942203,-2.0147796,0.47943828,0.37491325,-0.5760743,-0.6179175,0.0418432
80,0.26379275,0.33312917,"('dominated', 'dominating')",1.1587139,1.166114,-1.413497,-1.3486595,0.0030032,0.0501945,-0.0471913
27,-0.26184613,-0.34567732,"('hardhearted', 'softhearted')",-0.033795938,-0.166316,1.691041,1.4673915,0.465133,0.3184661,0.1466669
20,0.25642687,0.31747305,"('rough', 'thoughtful')",1.6380006,1.7707051,1.2023557,1.2519438,1.0322611,1.113374,-0.0811129
15,-0.2365903,-0.16378696,"('boring', 'funny')",-1.2668797,-1.1836443,0.49892902,0.47070938,-0.334847,-0.2922406,-0.0426064
21,-0.23516166,-0.17636895,"('immoral', 'moral')",0.75403154,0.8306602,-0.77596456,-0.6304986,-0.0856982,0.0079309,-0.0936291
17,0.22419068,0.25324866,"('nasty', 'nice')",-0.83018166,-0.8545649,-0.38293922,-0.37844354,-0.3296434,-0.3265866,-0.0030568
62,-0.21493794,-0.14252923,"('incompetent', 'brilliant')",0.90720296,0.97359544,-0.12836748,0.06584595,0.1879659,0.2989707,-0.1110048
47,0.18882011,0.22542332,"('stupid', 'smart')",0.8405774,0.94138294,5.607929,5.724414,2.2124422,2.2970734,-0.0846312
26,0.17705682,0.06837871,"('hardhearted', 'benevolent')",1.1345692,1.0651827,1.8798113,1.7346873,1.0638124,0.9560829,0.1077295
5,0.17683767,0.2632153,"('distant', 'outgoing')",-1.5990008,-1.6494801,-0.09507654,-0.18930824,-0.5057466,-0.525191,0.0194444
35,0.16989051,0.22297677,"('corrupt', 'incorrupt')",-1.7838593,-1.7748268,0.11240962,-0.019915903,-0.5005197,-0.523922,0.0234023
11,-0.16268393,-0.2656901,"('unhelpful', 'helpful')",-0.03278047,-0.090842545,1.7240134,1.6897452,0.5095164,0.4444042,0.0651122
77,-0.14943352,-0.29738432,"('unmotivated', 'motivated')",0.5449654,0.46967795,-1.3624759,-1.3174069,-0.3223147,-0.3817044,0.0593897
29,-0.1413571,-0.23796542,"('unfair', 'fair')",-0.436207,-0.4975197,-0.58213395,-0.61250645,-0.386566,-0.4493305,0.0627645
68,-0.13974315,-0.15274704,"('dependent', 'independent')",-0.12779579,-0.106402665,-0.579715,-0.57753444,-0.282418,-0.2788947,-0.0035233
38,-0.122573666,-0.10797882,"('untruthful', 'truthful')",-1.136421,-1.0811309,-0.05831318,-0.046888717,-0.4391026,-0.4119995,-0.0271031
70,-0.10821065,-0.18524046,"('lethargic', 'energetic')",0.76513463,0.7710253,0.4413955,0.50282884,0.3661065,0.3628712,0.0032353
61,-0.08693603,-0.13261285,"('illogical', 'logical')",-0.35155636,-0.39550683,0.08759479,0.041682623,-0.1169659,-0.1621457,0.0451798
4,0.079729736,0.2057464,"('disliked', 'liked')",-0.70913225,-0.6396338,-6.376992,-6.312735,-2.335465,-2.2488742,-0.0865908
34,-0.06672217,-0.06658017,"('mean', 'honorable')",0.26524636,0.30586377,6.1401496,6.1630125,2.1128912,2.1340987,-0.0212075
88,0.020987833,-0.08804884,"('low', 'eminent')",-0.910282,-0.990761,0.45161283,0.3501187,-0.1458938,-0.2428971,0.0970033
14,0.002019912,-0.0037224032,"('antisocial', 'social')",1.9222165,1.966714,-0.9334307,-0.7860768,0.3302686,0.3923049,-0.0620363
