,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.4778392,-2.5454936,"('uninfluential', 'influential')",-0.10641747,-0.3155017,-1.2921283,-1.4304976,0.1383693
69,2.1244597,1.5765008,"('lazy', 'industrious')",-0.08389435,-0.37195054,1.0202827,0.6022751,0.4180076
8,-1.9081142,-2.025728,"('unaffectionate', 'affectionate')",1.0864123,1.0537617,-0.4108509,-0.4859831,0.0751322
57,-1.90751,-1.7769376,"('unimaginative', 'imaginative')",-2.4124393,-2.5990086,-2.1599746,-2.187973,0.0279984
1,-1.9044833,-2.1394262,"('unfriendly', 'friendly')",1.9080652,1.8971819,0.0017909,-0.1211222,0.1229131
53,-1.8766959,-2.029553,"('uncreative', 'creative')",0.8895937,0.84661084,-0.4935511,-0.5914711,0.09792
9,-1.8206842,-2.0067074,"('unaffectionate', 'caring')",1.2293763,1.2247636,-0.2956539,-0.3909719,0.095318
44,1.8076177,1.94409,"('prejudiced', 'unprejudiced')",-1.1166408,-1.0252832,0.3454884,0.4594034,-0.113915
0,-1.7004781,-1.7077423,"('unsociable', 'sociable')",-0.46281597,-0.56185097,-1.081647,-1.1347966,0.0531496
10,-1.6350255,-1.3065968,"('unsympathetic', 'sympathetic')",-0.62809473,-0.49882257,-1.1315601,-0.9027097,-0.2288504
23,-1.6110471,-1.4855751,"('insincere', 'sincere')",5.1290774,5.540377,1.7590151,2.027401,-0.2683859
73,1.3821737,1.3239189,"('helpless', 'self-reliant')",-2.6809797,-2.7249904,-0.649403,-0.7005357,0.0511327
19,-1.2986506,-1.294216,"('inhospitable', 'hospitable')",0.006583768,-0.070135966,-0.6460334,-0.682176,0.0361426
28,-1.2617764,-1.2901993,"('disloyal', 'loyal')",0.70322824,0.7760654,-0.2792741,-0.2570669,-0.0222072
38,-1.252818,-1.2865385,"('untruthful', 'truthful')",-0.3471655,-0.123966426,-0.7999917,-0.7052525,-0.0947392
48,-1.1769481,-1.260692,"('unintelligent', 'intelligent')",0.77702004,0.53748024,-0.199964,-0.3616059,0.1616419
63,-1.1752558,-1.180421,"('unperceptive', 'insightful')",0.9988777,0.923414,-0.088189,-0.1285035,0.0403145
45,-1.1710349,-0.87498474,"('incompetent', 'competent')",-0.17669027,-0.07956164,-0.6738626,-0.4772732,-0.1965894
55,-1.157868,-0.88785857,"('incompetent', 'clever')",-0.031009123,-0.06334679,-0.5944386,-0.4756027,-0.1188359
58,-1.1551931,-1.1367539,"('undiscriminating', 'discriminating')",0.08983341,-0.023357183,-0.5326799,-0.5800555,0.0473756
35,1.137247,0.89603716,"('corrupt', 'incorrupt')",0.07579598,-0.029376978,0.6065215,0.4333301,0.1731914
11,-1.1264447,-0.9303169,"('unhelpful', 'helpful')",1.277643,1.5957218,0.0755991,0.3327025,-0.2571034
61,-1.1233613,-1.1253737,"('illogical', 'logical')",0.22129509,0.15098794,-0.4510331,-0.4871929,0.0361598
64,1.0473374,0.8395455,"('shy', 'confident')",-6.2812657,-6.6418366,-2.6169641,-2.9011455,0.2841814
72,-1.0183208,-0.90221876,"('unambitious', 'ambitious')",-0.83370477,-0.5712537,-0.9260128,-0.7367362,-0.1892766
39,0.99623287,0.9310646,"('exploitative', 'cooperative')",0.12139718,0.17369606,0.558815,0.5523803,0.0064347
43,-0.9843316,-0.78123295,"('irresponsible', 'responsible')",0.42102307,0.66252494,-0.2816543,-0.059354,-0.2223003
82,-0.98066354,-0.62185645,"('poor', 'rich')",5.97409,6.441936,2.4967132,2.9100399,-0.4133267
42,0.9229771,1.061181,"('unreliable', 'reliable')",-2.5513556,-2.5373254,-0.8141893,-0.7380722,-0.0761171
59,0.89280105,0.65953344,"('foolish', 'wise')",0.74091715,0.7128724,0.8168591,0.6862029,0.1306562
46,-0.83245224,-0.5848115,"('uncompetitive', 'competitive')",-0.8168989,-0.9298782,-0.8246756,-0.7573448,-0.0673308
87,0.8289122,0.7908656,"('unsuccessful', 'successful')",1.0365688,0.8664425,0.9327404,0.8286541,0.1040863
51,-0.81600326,-0.8288524,"('uneducated', 'educated')",0.1650198,0.0014815778,-0.3254917,-0.4136854,0.0881937
67,0.8146868,0.79414105,"('doubtful', 'determined')",-0.6772618,-0.4454548,0.0687125,0.1743431,-0.1056306
50,0.7952087,0.5724876,"('clumsy', 'skillful')",0.6346576,0.405133,0.7149332,0.4888103,0.2261229
41,-0.79087466,-0.71289355,"('unforgiving', 'forgiving')",-0.09991634,-0.12513821,-0.4453955,-0.4190159,-0.0263796
21,-0.7598638,-0.5497297,"('immoral', 'moral')",-0.7525755,-0.7204675,-0.7562196,-0.6350986,-0.121121
62,-0.73727405,-0.30530265,"('incompetent', 'brilliant')",0.072456226,0.45173517,-0.3324089,0.0732163,-0.4056252
60,-0.73005056,-0.3020566,"('inefficient', 'efficient')",-0.1379067,0.16628158,-0.4339786,-0.0678875,-0.3660911
24,-0.7209935,-0.6773827,"('dishonest', 'honest')",0.41322923,0.6815821,-0.1538821,0.0020997,-0.1559818
6,-0.71736854,-0.7948577,"('distant', 'open')",0.6774583,0.6707598,-0.0199551,-0.0620489,0.0420938
13,-0.71164465,-0.56291956,"('impolite', 'polite')",-0.6965199,-0.5727094,-0.7040823,-0.5678145,-0.1362678
84,0.694686,0.6427663,"('inferior', 'superior')",0.9302552,0.80854225,0.8124706,0.7256542,0.0868164
12,-0.6873071,-0.8290221,"('unsupportive', 'supportive')",-1.6329674,-1.8405987,-1.1601372,-1.3348104,0.1746732
7,-0.67685086,-0.7847486,"('insensitive', 'sensitive')",0.64892614,0.5416972,-0.0139624,-0.1215257,0.1075633
18,-0.6616225,-0.72267926,"('disagreeable', 'welcoming')",-0.28567076,-0.26421028,-0.4736466,-0.4934448,0.0197982
3,-0.6598323,-0.5265788,"('repellent', 'pleasant')",-0.14510636,-0.0497864,-0.4024693,-0.2881826,-0.1142867
4,0.5753783,0.39614552,"('disliked', 'liked')",-6.2009983,-6.471249,-2.8128099,-3.0375519,0.224742
5,-0.56685126,-0.60959506,"('distant', 'outgoing')",-0.012653703,0.058051955,-0.2897525,-0.2757716,-0.0139809
40,0.5660429,0.44030452,"('stingy', 'generous')",-1.3144054,-1.6141211,-0.3741813,-0.5869083,0.212727
65,-0.55738735,-0.35978913,"('insecure', 'secure')",-0.5296718,-0.39464238,-0.5435296,-0.3772157,-0.1663139
52,-0.5437721,-0.9171864,"('irrational', 'rational')",0.50006,0.24267939,-0.021856,-0.3372535,0.3153975
77,-0.51683545,-0.7213598,"('unmotivated', 'motivated')",-1.208181,-1.3542815,-0.8625082,-1.0378207,0.1753125
27,-0.4832702,-0.7139269,"('hardhearted', 'softhearted')",1.629545,1.2793125,0.5731374,0.2826928,0.2904446
31,-0.47734874,-0.8236523,"('evil', 'good')",-0.8017552,-0.909142,-0.639552,-0.8663971,0.2268451
20,0.47483176,0.6342933,"('rough', 'thoughtful')",1.4356213,1.3080577,0.9552265,0.9711755,-0.015949
49,-0.47306237,-0.12372545,"('unable', 'able')",-0.116288304,0.15196708,-0.2946754,0.0141208,-0.3087962
54,-0.44182998,-0.52336043,"('incapable', 'capable')",1.2158401,1.3348601,0.3870051,0.4057498,-0.0187447
32,-0.43233287,-0.4365466,"('unkind', 'kind')",0.8087666,0.79696876,0.1882169,0.1802111,0.0080058
