,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
71,2.2922378,2.5021784,"('diffident', 'self-confident')",0.29206654,0.46607035,0.07399006,0.23192877,0.97210026,0.98900867,0.9075987,1.0472965,-0.1396978
85,2.2697117,2.4527948,"('insignificant', 'prestigious')",2.5224924,3.0550675,2.0531192,2.4231367,2.0846958,2.0674427,2.2325048,2.4996104,-0.2671056
5,2.2419727,2.4172194,"('distant', 'outgoing')",1.2043259,1.764158,1.3618006,1.6328762,0.8513146,0.8631553,1.4148535,1.6693523,-0.2544988
74,2.190865,2.0711455,"('undedicated', 'dedicated')",0.6383954,0.6739288,-0.27633095,-0.3140081,0.35557067,0.3111121,0.727125,0.6855446,0.0415804
6,2.1520576,2.372219,"('distant', 'open')",1.344358,1.9620385,0.9630549,1.2546345,1.4259543,1.4973317,1.4713563,1.7715559,-0.3001996
69,2.0229604,2.3281388,"('lazy', 'industrious')",1.5236889,1.9607723,3.1807656,3.5117135,0.3072815,0.22256804,1.7586741,2.0057981,-0.247124
12,1.8745601,1.8383689,"('unsupportive', 'supportive')",0.40260118,0.58837664,-1.0362592,-1.0593054,-1.523499,-1.5062668,-0.0706492,-0.0347067,-0.0359425
44,-1.8339787,-1.8055596,"('prejudiced', 'unprejudiced')",-1.2590362,-1.0670428,-0.72275215,-0.46562505,-1.6972599,-1.7122606,-1.3782567,-1.262622,-0.1156347
9,1.7560327,1.8667598,"('unaffectionate', 'caring')",0.5944977,0.78201926,0.080405965,0.042991504,2.0254679,2.1629708,1.1141011,1.2136853,-0.0995842
19,1.7402556,1.8802422,"('inhospitable', 'hospitable')",-0.048122928,0.27385077,-0.0036470294,0.22511071,0.45103377,0.46142793,0.5348799,0.7101579,-0.175278
82,-1.7389982,-1.6374555,"('poor', 'rich')",-0.86893225,-0.9016206,-1.4186909,-1.4187603,5.8786216,6.177332,0.4630001,0.5548739,-0.0918738
30,-1.7308338,-1.8763888,"('intolerant', 'tolerant')",-0.9112333,-1.2933877,-1.4152485,-1.668218,0.3201981,0.23938327,-0.9342793,-1.1496528,0.2153735
65,-1.6512088,-1.7575846,"('insecure', 'secure')",-0.9446018,-1.3648589,-2.1856833,-2.4924984,-1.6632099,-1.5884687,-1.6111759,-1.8008525,0.1896766
3,-1.5914817,-1.6611192,"('repellent', 'pleasant')",-1.0953758,-1.3584077,-0.08065813,-0.2565313,-0.5750983,-0.3729644,-0.8356535,-0.9122556,0.0766021
8,1.5661894,1.5757977,"('unaffectionate', 'affectionate')",0.9447538,1.0893837,0.23577273,0.11152127,1.8128197,1.8481638,1.139884,1.1562166,-0.0163326
25,1.5455934,1.7687267,"('egoistic', 'altruistic')",1.4180812,1.672296,1.7006166,1.9342525,2.0171952,2.0988734,1.6703717,1.8685372,-0.1981655
47,-1.4821463,-1.5518496,"('stupid', 'smart')",-0.26804376,-0.4206799,-0.9968497,-1.0816723,5.153738,5.252682,0.6016746,0.5496201,0.0520545
79,1.475848,1.5026677,"('wavering', 'unwavering')",1.036426,1.3004937,0.38326412,0.59918934,1.1534314,1.0837303,1.0122423,1.1215203,-0.109278
84,1.424166,1.4509467,"('inferior', 'superior')",0.7560839,0.8560422,0.2640219,0.34712222,1.0803711,1.0345858,0.8811607,0.9221742,-0.0410135
66,1.3555231,1.3130188,"('inactive', 'active')",1.6397558,1.7071463,1.4632732,1.5315999,1.6955577,1.5110137,1.5385274,1.5156946,0.0228328
35,1.3313518,1.5218116,"('corrupt', 'incorrupt')",1.0365264,1.5629735,1.9024702,2.2810886,0.9871723,0.9114388,1.3143802,1.5693281,-0.2549479
