,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
27,-0.9257741,-0.87108374,"('hardhearted', 'softhearted')",0.8375387,0.9924566,-0.0441177,0.0606864,-0.1048041
48,-0.86533386,-0.43125814,"('unintelligent', 'intelligent')",-0.11119728,0.013322484,-0.4882656,-0.2089678,-0.2792978
71,0.8568553,0.59662676,"('diffident', 'self-confident')",0.6023674,0.5655585,0.7296113,0.5810926,0.1485187
79,0.8317454,0.44595817,"('wavering', 'unwavering')",-0.5318724,-0.5313238,0.1499365,-0.0426828,0.1926193
2,0.80834085,0.8191031,"('unlikable', 'likable')",1.0307794,1.0100124,0.9195601,0.9145578,0.0050023
12,-0.78230965,-0.6138683,"('unsupportive', 'supportive')",-2.0587933,-2.1733127,-1.4205515,-1.3935905,-0.026961
62,-0.76114196,-0.3825406,"('incompetent', 'brilliant')",0.015650056,0.22331655,-0.372746,-0.079612,-0.293134
88,0.75863814,0.46359047,"('low', 'eminent')",-0.43480352,-0.7206,0.1619173,-0.1285048,0.2904221
34,-0.74879926,-0.7386995,"('mean', 'honorable')",5.100124,5.413441,2.1756623,2.3373709,-0.1617086
82,-0.7319255,-0.63007796,"('poor', 'rich')",5.991156,6.125718,2.6296153,2.7478201,-0.1182048
42,-0.7221587,-0.47746196,"('unreliable', 'reliable')",-2.7725306,-2.7340987,-1.7473446,-1.6057804,-0.1415642
29,-0.68682563,-0.61156154,"('unfair', 'fair')",-0.675288,-0.5482902,-0.6810569,-0.5799259,-0.101131
59,0.6770232,0.6161841,"('foolish', 'wise')",0.06473242,0.11012628,0.3708778,0.3631552,0.0077226
87,0.65768474,0.41878825,"('unsuccessful', 'successful')",0.76411486,0.15693253,0.7108998,0.2878604,0.4230394
74,-0.64571494,-0.7503122,"('undedicated', 'dedicated')",0.22166315,-0.21677037,-0.2120259,-0.4835413,0.2715154
72,-0.6179805,-0.34358907,"('unambitious', 'ambitious')",-0.3097292,-0.101711005,-0.4638548,-0.22265,-0.2412048
50,0.61102027,0.4286678,"('clumsy', 'skillful')",-0.20739824,-0.25313318,0.201811,0.0877673,0.1140437
66,0.59798974,0.31024045,"('inactive', 'active')",0.7815156,0.5141086,0.6897527,0.4121745,0.2775782
15,0.5916227,0.35018077,"('boring', 'funny')",0.4515815,0.47668615,0.5216021,0.4134335,0.1081686
40,-0.57273024,-0.24752647,"('stingy', 'generous')",-2.1604207,-2.3287482,-1.3665755,-1.2881373,-0.0784382
5,0.56191695,0.33037463,"('distant', 'outgoing')",-0.43177983,-0.107112065,0.0650686,0.1116313,-0.0465627
37,-0.54845846,-0.43643436,"('fake', 'genuine')",0.217404,0.36413035,-0.1655272,-0.036152,-0.1293752
32,-0.5431924,-0.74369115,"('unkind', 'kind')",1.089706,0.9178898,0.2732568,0.0870993,0.1861575
16,0.5289951,0.5208108,"('unpopular', 'popular')",0.3336726,0.14274573,0.4313338,0.3317783,0.0995555
52,0.46847034,0.093959264,"('irrational', 'rational')",-0.12465597,-0.23869714,0.1719072,-0.0723689,0.2442761
1,0.44513446,-0.021120802,"('unfriendly', 'friendly')",1.7096182,1.5734608,1.0773764,0.77617,0.3012064
64,-0.43823898,-0.21727364,"('shy', 'confident')",-5.815275,-6.231956,-3.1267571,-3.2246149,0.0978578
77,-0.42175427,-0.32247844,"('unmotivated', 'motivated')",-1.2835549,-1.2288042,-0.8526546,-0.7756413,-0.0770133
6,0.41455573,0.17469257,"('distant', 'open')",-0.05050031,0.14679901,0.1820277,0.1607458,0.0212819
19,0.39785248,0.052089397,"('inhospitable', 'hospitable')",-0.3060378,-0.18025734,0.0459073,-0.064084,0.1099913
18,-0.39739192,-0.41203535,"('disagreeable', 'welcoming')",-0.8797111,-0.86582434,-0.6385515,-0.6389298,0.0003783
80,-0.39423874,-0.3074937,"('dominated', 'dominating')",-0.6272108,-0.9737796,-0.5107248,-0.6406367,0.1299119
83,0.3840664,0.4951811,"('powerless', 'powerful')",-1.3609251,-1.2098691,-0.4884293,-0.357344,-0.1310853
47,-0.35376734,-0.46588087,"('stupid', 'smart')",4.990373,5.4092216,2.3183029,2.4716704,-0.1533675
58,0.3405686,0.21744302,"('undiscriminating', 'discriminating')",0.39623135,0.08650881,0.3684,0.1519759,0.2164241
54,0.30432242,0.16981259,"('incapable', 'capable')",0.82502866,0.95954186,0.5646756,0.5646772,-1.6e-06
8,0.29018518,0.115776524,"('unaffectionate', 'affectionate')",0.7662044,1.0343742,0.5281948,0.5750754,-0.0468806
39,-0.22558354,-0.29214677,"('exploitative', 'cooperative')",0.7512022,0.72097546,0.2628093,0.2144143,0.048395
49,-0.21558064,-0.0802838,"('unable', 'able')",-0.37867546,-0.110857986,-0.2971281,-0.0955709,-0.2015572
67,-0.17993206,-0.017545268,"('doubtful', 'determined')",-0.5760641,-0.4508332,-0.3779981,-0.2341892,-0.1438089
17,0.15666106,0.06758036,"('nasty', 'nice')",-0.34807256,-0.3384871,-0.0957057,-0.1354534,0.0397477
78,0.099916235,-0.0549019,"('nonresilient', 'resilient')",-0.121951744,-0.08862023,-0.0110178,-0.0717611,0.0607433
53,-0.08886695,-0.2069915,"('uncreative', 'creative')",0.78702915,0.6852678,0.3490811,0.2391382,0.1099429
61,-0.036073625,-0.22699107,"('illogical', 'logical')",0.22534816,-0.010386573,0.0946373,-0.1186888,0.2133261
44,0.026252143,0.24775413,"('prejudiced', 'unprejudiced')",-1.0742495,-0.8778551,-0.5239987,-0.3150505,-0.2089482
9,-0.022435673,-0.20985802,"('unaffectionate', 'caring')",1.1691319,1.4312333,0.5733481,0.6106876,-0.0373395
20,0.020379968,0.18060474,"('rough', 'thoughtful')",0.6616423,0.68119174,0.3410111,0.4308982,-0.0898871
84,0.019328589,0.068823054,"('inferior', 'superior')",0.2722682,0.34721962,0.1457984,0.2080213,-0.0622229
