,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
10,-2.9420788,-2.8754718,"('unsympathetic', 'sympathetic')",-0.06407634,-0.1425282,-1.5030776,-1.5090001,0.0059225
69,2.7408233,2.4461806,"('lazy', 'industrious')",-0.7086363,-0.90628386,1.0160935,0.7699484,0.2461451
85,2.4141984,2.0017827,"('insignificant', 'prestigious')",-0.33481824,-0.48131728,1.03969,0.7602327,0.2794573
45,-2.201477,-2.146809,"('incompetent', 'competent')",-0.11318604,-0.42492738,-1.1573316,-1.2858683,0.1285367
70,-2.0710604,-1.8447328,"('lethargic', 'energetic')",0.39869717,0.35321745,-0.8361816,-0.7457576,-0.090424
43,-2.0055597,-2.042378,"('irresponsible', 'responsible')",0.51785445,0.553973,-0.7438526,-0.7442025,0.0003499
13,-1.8955662,-1.7788535,"('impolite', 'polite')",-0.28528446,-0.2448622,-1.0904254,-1.0118579,-0.0785675
55,-1.8941619,-1.5094941,"('incompetent', 'clever')",0.15709558,0.10788349,-0.8685332,-0.7008053,-0.1677279
35,1.8870777,1.7411661,"('corrupt', 'incorrupt')",-0.42803288,-0.51930773,0.7295224,0.6109292,0.1185932
24,-1.6199825,-1.5327418,"('dishonest', 'honest')",0.89415765,1.0723765,-0.3629124,-0.2301826,-0.1327298
30,-1.5262885,-1.3880624,"('intolerant', 'tolerant')",0.28289396,0.45084992,-0.6216973,-0.4686062,-0.1530911
36,1.5078726,1.0522112,"('hostile', 'amicable')",0.16233131,0.022884257,0.835102,0.5375477,0.2975543
25,1.4822308,1.3024465,"('egoistic', 'altruistic')",1.1738752,1.1885761,1.328053,1.2455113,0.0825417
22,-1.4261298,-1.2319688,"('untrustworthy', 'trustworthy')",-0.6309961,-0.6955125,-1.028563,-0.9637406,-0.0648224
60,-1.4240294,-1.1449494,"('inefficient', 'efficient')",-0.14086716,0.09508454,-0.7824482,-0.5249324,-0.2575158
23,-1.3962303,-1.5097637,"('insincere', 'sincere')",5.6800222,5.8780384,2.141896,2.1841373,-0.0422413
11,-1.373331,-1.1845422,"('unhelpful', 'helpful')",1.8241711,1.8681867,0.2254201,0.3418223,-0.1164022
21,-1.3533235,-1.4082966,"('immoral', 'moral')",-0.9246848,-0.90658605,-1.1390041,-1.1574414,0.0184373
26,1.3487535,0.9655344,"('hardhearted', 'benevolent')",2.0086672,1.6582614,1.6787103,1.3118979,0.3668124
0,-1.3481932,-1.4346702,"('unsociable', 'sociable')",-0.11870055,-0.43872297,-0.7334468,-0.9366966,0.2032498
86,-1.3390751,-1.518911,"('uninfluential', 'influential')",-0.53568226,-0.84712934,-0.9373786,-1.1830201,0.2456415
63,-1.3265561,-1.3665656,"('unperceptive', 'insightful')",0.043806497,-0.029076524,-0.6413748,-0.6978211,0.0564463
81,-1.291643,-0.8304099,"('submissive', 'aggressive')",-1.018835,-1.0173377,-1.155239,-0.9238738,-0.2313652
51,-1.2622815,-1.2450279,"('uneducated', 'educated')",0.052614845,-0.22624254,-0.6048334,-0.7356352,0.1308018
76,-1.2383773,-0.85193086,"('anxious', 'daring')",-0.20393734,-0.02153048,-0.7211573,-0.4367307,-0.2844266
3,-1.2101195,-1.2772948,"('repellent', 'pleasant')",0.555209,0.48222667,-0.3274553,-0.397534,0.0700787
75,1.2049001,1.3681995,"('meek', 'impulsive')",-0.55280876,-0.5173858,0.3260457,0.4254068,-0.0993611
46,-1.2026094,-1.1858472,"('uncompetitive', 'competitive')",-0.6741324,-0.94525135,-0.9383709,-1.0655493,0.1271784
57,-1.1980917,-1.1225084,"('unimaginative', 'imaginative')",-3.1109452,-3.427482,-2.1545186,-2.2749951,0.1204765
41,-1.130729,-1.1135834,"('unforgiving', 'forgiving')",0.42368272,0.22456233,-0.3535231,-0.4445105,0.0909874
65,-1.1292545,-1.0279758,"('insecure', 'secure')",0.12698528,0.14869836,-0.5011346,-0.4396387,-0.0614959
68,-1.1194818,-1.057442,"('dependent', 'independent')",-1.6304758,-1.721477,-1.3749788,-1.3894595,0.0144807
73,1.0825834,1.2604574,"('helpless', 'self-reliant')",-3.1487486,-3.057001,-1.0330826,-0.8982719,-0.1348107
14,-1.0778723,-1.0232818,"('antisocial', 'social')",-0.016112082,-0.3100125,-0.5469922,-0.6666471,0.1196549
4,1.0103123,0.7467082,"('disliked', 'liked')",-6.7208176,-7.328613,-2.8552527,-3.2909522,0.4356995
33,1.007646,0.84671,"('wrong', 'right')",-0.71329105,-0.7105299,0.1471775,0.0680901,0.0790874
56,-1.0025871,-0.9852194,"('impractical', 'practical')",-0.26173973,-0.28063133,-0.6321634,-0.6329254,0.000762
38,-0.99585,-1.0171665,"('untruthful', 'truthful')",-0.039501384,-0.097781286,-0.5176757,-0.5574739,0.0397982
28,-0.98601866,-1.1812046,"('disloyal', 'loyal')",1.0342903,0.9679716,0.0241358,-0.1066165,0.1307523
7,-0.95779574,-1.0713582,"('insensitive', 'sensitive')",0.2666431,-0.00012458488,-0.3455763,-0.5357414,0.1901651
31,0.9449791,0.74670357,"('evil', 'good')",-0.8730006,-0.8850055,0.0359892,-0.069151,0.1051402
