,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
0,-1.3774875,-1.0994042,"('unsociable', 'sociable')",-0.42222878,-0.13033378,-0.31539616,0.09581582,-0.6716678,-0.35708243,-0.6966951,-0.3727512,-0.3239439
14,-1.3505739,-1.0147293,"('antisocial', 'social')",-1.184753,-0.7709268,-0.2482365,0.18897249,-1.2628236,-1.1599836,-1.0115967,-0.6891668,-0.3224299
25,1.3137034,0.96162885,"('egoistic', 'altruistic')",0.42730233,0.09469307,1.3031734,1.1719513,1.685136,1.5523497,1.1823288,0.9451557,0.2371731
59,1.2919993,1.4194175,"('foolish', 'wise')",1.1297964,1.191954,1.5757637,1.5705003,-0.37599322,-0.25025275,0.9053916,0.9829048,-0.0775132
63,-1.2578565,-1.101293,"('unperceptive', 'insightful')",-0.21939266,-0.11899645,0.41846174,0.42504862,0.14045915,0.31861836,-0.229582,-0.1191556,-0.1104264
36,1.2532234,0.89019096,"('hostile', 'amicable')",0.4533131,0.31767154,1.084018,0.72276914,0.72381425,0.57746273,0.8785922,0.6270236,0.2515686
22,-1.1840223,-1.3144919,"('untrustworthy', 'trustworthy')",-1.3172023,-1.431703,-0.8247733,-0.73527855,-2.0835593,-1.8959947,-1.3523893,-1.344367,-0.0080223
47,-1.1730651,-1.0818913,"('stupid', 'smart')",-0.38374445,-0.3261107,-0.12185707,0.05297316,3.5267823,3.968044,0.4620289,0.6532538,-0.1912249
8,1.1656628,0.982847,"('unaffectionate', 'affectionate')",1.2782966,1.2503728,1.115767,1.2104335,0.9502376,1.2163811,1.127491,1.1650085,-0.0375175
55,-1.1344032,-0.9377713,"('incompetent', 'clever')",-0.1879675,-0.24759527,-0.75817055,-0.66063076,-1.0997401,-1.0951002,-0.7950704,-0.7352744,-0.059796
78,1.1306164,0.914071,"('nonresilient', 'resilient')",1.4024949,1.2816895,1.6529057,1.6085134,1.7253029,1.5933348,1.4778299,1.3494022,0.1284277
44,-1.1265721,-1.5672959,"('prejudiced', 'unprejudiced')",-1.4872924,-1.8391837,-0.98971206,-1.2367802,-1.3283433,-1.57754,-1.2329799,-1.5552,0.3222201
42,-1.118948,-1.2301062,"('unreliable', 'reliable')",-1.0375547,-1.2825412,-0.04607672,-0.25213194,-3.302919,-3.4283106,-1.3763746,-1.5482725,0.1718979
13,-1.061048,-0.7331271,"('impolite', 'polite')",-0.7367877,-0.4650942,-1.1868253,-0.9120688,-0.562941,-0.3512062,-0.8869005,-0.6153741,-0.2715264
41,-1.0039483,-0.853159,"('unforgiving', 'forgiving')",-0.08624096,0.13631763,0.22522847,0.3161977,-0.28563946,-0.18969107,-0.2876501,-0.1475837,-0.1400664
60,-0.9362741,-0.8010401,"('inefficient', 'efficient')",-0.4369261,-0.47520444,-0.89527977,-0.7438609,-0.83643794,-0.7784401,-0.7762294,-0.6996363,-0.0765931
21,-0.9068913,-0.78960824,"('immoral', 'moral')",-0.79264086,-0.8789241,-0.6000466,-0.68359166,-1.6011453,-1.5841751,-0.975181,-0.9840748,0.0088938
72,-0.8892835,-0.787805,"('unambitious', 'ambitious')",-0.5852145,-0.49431878,-1.6089607,-1.6624631,-1.5362669,-1.3020473,-1.1549314,-1.0616585,-0.0932729
84,0.84694886,0.6442684,"('inferior', 'superior')",0.045449823,-0.2347446,0.8003361,0.50852966,0.57648593,0.45826513,0.5673052,0.3440796,0.2232256
12,0.77866566,0.8985541,"('unsupportive', 'supportive')",1.4654245,1.5707468,0.9106486,0.8457962,-1.8517594,-1.8638846,0.3257448,0.3628031,-0.0370583
15,0.76463926,0.8184774,"('boring', 'funny')",0.74348706,0.7970249,0.6367491,0.70355654,0.37767565,0.40832055,0.6306378,0.6818448,-0.051207
53,0.74929345,0.48354107,"('uncreative', 'creative')",-0.22469081,-0.51812273,0.2633622,0.12862124,0.9989844,0.9612531,0.4467373,0.2638232,0.1829141
31,0.7212502,0.664525,"('evil', 'good')",-0.18374485,-0.21949242,0.48480648,0.369309,-0.3561201,-0.39589915,0.1665479,0.1046106,0.0619373
54,0.69074005,0.5937998,"('incapable', 'capable')",0.5770109,0.36233225,1.3716292,1.354726,1.1030078,1.2452745,0.935597,0.8890331,0.0465639
58,-0.681525,-0.72213644,"('undiscriminating', 'discriminating')",-1.5148551,-1.5489296,-0.8459761,-1.0691131,0.20694122,0.036487162,-0.7088538,-0.825923,0.1170692
74,0.66291904,0.7643244,"('undedicated', 'dedicated')",0.7939385,0.74661976,0.07121897,0.15289032,-0.4431984,-0.3390772,0.2712195,0.3311893,-0.0599698
73,0.64666843,0.5260473,"('helpless', 'self-reliant')",0.6608751,0.7345913,-0.49610624,-0.4858429,-2.894263,-3.1795914,-0.5207064,-0.6011989,0.0804925
43,-0.6373494,-0.7478022,"('irresponsible', 'responsible')",-0.2799278,-0.40310383,-0.99696344,-1.0241923,-0.11560794,-0.099522635,-0.5074621,-0.5686553,0.0611932
34,-0.6344648,-0.7175831,"('mean', 'honorable')",-0.3354346,-0.5366778,0.36968035,0.08471365,5.250558,5.467318,1.1625847,1.0744427,0.088142
62,-0.58846337,-0.4346187,"('incompetent', 'brilliant')",-0.49418673,-0.43932733,-1.2856337,-1.0047778,-0.85669494,-0.70164627,-0.8062447,-0.6450925,-0.1611522
28,0.57892776,0.57954556,"('disloyal', 'loyal')",-0.0249093,-0.10481082,-0.3881694,-0.2910565,0.04495491,0.23034735,0.052701,0.1035064,-0.0508054
2,0.5755204,0.42339718,"('unlikable', 'likable')",0.39268607,0.18613537,1.3707919,1.2816763,0.8527991,0.8539767,0.7979494,0.6862964,0.111653
48,-0.5754746,-0.48895282,"('unintelligent', 'intelligent')",-0.50532556,-0.46521226,-0.34044927,-0.46499264,-1.3956646,-1.2216398,-0.7042285,-0.6601994,-0.0440291
77,0.51447743,0.30810335,"('unmotivated', 'motivated')",-0.20319101,-0.41555357,-0.1259607,-0.29142436,-0.29688546,-0.63030446,-0.0278899,-0.2572948,0.2294049
87,-0.5094156,-0.39650473,"('unsuccessful', 'successful')",-0.025803206,-0.065542094,1.5172207,1.4420345,0.60716975,0.56090695,0.3972929,0.3852236,0.0120693
64,-0.50171953,-0.49892068,"('shy', 'confident')",-0.14225847,-0.283767,-0.5291725,-0.6177181,-5.947307,-6.40199,-1.7801144,-1.950599,0.1704846
18,0.47972617,0.24917671,"('disagreeable', 'welcoming')",0.74658203,0.61567724,1.0094788,0.8979046,-0.7903754,-0.63210523,0.3613529,0.2826633,0.0786896
30,-0.46315557,-0.13904369,"('intolerant', 'tolerant')",-0.9952303,-0.62801313,-1.1222277,-0.8216843,-1.0947689,-0.8603676,-0.9188457,-0.6122772,-0.3065685
51,-0.43767077,0.07672499,"('uneducated', 'educated')",-0.14042874,0.35293785,0.01325355,0.3330542,-0.40675342,-0.180023,-0.2428998,0.1456735,-0.3885733
38,0.4320101,0.5840649,"('untruthful', 'truthful')",0.25844097,0.40183657,-0.50674635,-0.33818007,0.3526601,0.42748514,0.1340912,0.2688016,-0.1347104
67,-0.40301526,0.056045994,"('doubtful', 'determined')",-0.0318944,0.3307167,-0.14832367,0.01192674,-0.7116008,-0.7495122,-0.3237085,-0.0877057,-0.2360028
82,-0.39497635,-0.26209456,"('poor', 'rich')",-1.1747994,-1.1218144,-0.90152264,-0.6316566,4.3619647,4.994509,0.4726666,0.7447359,-0.2720693
56,-0.3892976,-0.025468558,"('impractical', 'practical')",-0.52756226,-0.29711026,-1.8680261,-1.5214974,-1.578896,-1.4814048,-1.0909455,-0.8313702,-0.2595753
52,0.3747542,0.3568617,"('irrational', 'rational')",-0.08060588,-0.19091089,0.4973138,0.3711469,-0.34170517,-0.35053304,0.1124392,0.0466412,0.065798
29,-0.35465908,-0.4018721,"('unfair', 'fair')",-1.6980745,-1.8575435,-0.5474043,-0.5615669,-1.0385804,-1.0954084,-0.9096795,-0.9790977,0.0694182
75,-0.351448,-0.21720558,"('meek', 'impulsive')",-0.253845,-0.08886635,0.14015453,0.13464698,0.4714616,0.4461024,0.0015808,0.0686694,-0.0670886
16,0.32865685,-0.13529478,"('unpopular', 'popular')",0.38240796,0.07911618,1.0631243,0.71233785,0.51516646,0.40302017,0.5723389,0.2647949,0.307544
40,0.31970707,-0.05969105,"('stingy', 'generous')",0.6248893,0.19396669,-0.07636725,-0.34821546,-2.3158956,-2.6401355,-0.3619166,-0.7135189,0.3516023
49,-0.31559032,-0.16471884,"('unable', 'able')",-0.20790942,-0.17286265,0.33314034,0.504534,-0.50245094,-0.20642996,-0.1732026,-0.0098694,-0.1633332
17,-0.31035647,-0.24179493,"('nasty', 'nice')",-0.4259516,-0.31971973,0.04161583,0.26290262,-0.50155205,-0.46143624,-0.2990611,-0.1900121,-0.109049
11,-0.30312866,-0.16010419,"('unhelpful', 'helpful')",-0.007524334,0.03183867,-1.1501745,-1.0019048,2.0414312,2.1659784,0.1451509,0.258952,-0.1138011
83,-0.26415682,-0.20556727,"('powerless', 'powerful')",-0.14850107,-0.08728448,-0.17685318,-0.12237713,-1.0778651,-1.131565,-0.416844,-0.3866985,-0.0301455
88,0.22269148,0.5528526,"('low', 'eminent')",-0.3020327,-0.08313177,0.3961412,0.51501197,-0.57593584,-0.1628325,-0.064784,0.2054751,-0.2702591
24,-0.21143797,-0.25355548,"('dishonest', 'honest')",0.17723098,0.010249414,-0.887232,-0.8254708,-0.7053711,-0.36280158,-0.4067025,-0.3578946,-0.0488079
7,-0.11868809,-0.060811803,"('insensitive', 'sensitive')",-0.11516658,-0.3704114,-0.7578392,-0.841045,-0.08124406,-0.11918917,-0.2682345,-0.3478644,0.0796299
39,0.114268474,-0.08489572,"('exploitative', 'cooperative')",0.20368949,-0.17215163,0.23882166,0.018696472,0.23404633,0.029065298,0.1977065,-0.0523214,0.2500279
66,-0.07813326,-0.31995308,"('inactive', 'active')",0.36962485,0.04766745,1.5015001,1.0901903,1.8731018,1.6594193,0.9165234,0.619331,0.2971924
50,0.074072845,0.12850755,"('clumsy', 'skillful')",0.6104976,0.5817558,2.3310041,2.2517202,1.1455872,1.2773443,1.0402904,1.059832,-0.0195416
4,0.06799357,0.18902044,"('disliked', 'liked')",0.041555297,0.37011945,0.76851475,0.91807234,-6.178396,-6.502571,-1.3250831,-1.2563398,-0.0687433
32,-0.04546553,0.10487443,"('unkind', 'kind')",-0.084034905,-0.009287816,0.40709552,0.57413495,0.38305736,0.7074362,0.1651631,0.3442894,-0.1791263
37,0.033327356,0.32474044,"('fake', 'genuine')",0.27168402,0.2487199,-0.29485643,-0.2222506,0.4348537,0.34356818,0.1112522,0.1736945,-0.0624423
23,-0.032306466,-0.07864915,"('insincere', 'sincere')",-0.053656984,-0.2145134,-1.0017763,-0.9397185,4.603552,5.04684,0.878953,0.9534898,-0.0745368
86,-0.020642338,0.4281097,"('uninfluential', 'influential')",0.19446951,0.61752236,-0.24305657,0.1287932,-1.0394768,-0.7254686,-0.2771765,0.1122392,-0.3894157
27,0.019837841,-0.14005476,"('hardhearted', 'softhearted')",0.6952931,0.3816721,-0.36777645,-0.5219453,0.85142833,0.87692565,0.2996957,0.1491494,0.1505463
20,0.017051872,-0.05001102,"('rough', 'thoughtful')",-0.5998855,-0.87748796,0.4846631,0.2893035,-0.02209583,-0.04937309,-0.0300666,-0.1718922,0.1418256
61,0.0009310227,-0.048182372,"('illogical', 'logical')",-0.88627374,-1.0621396,-0.2585271,-0.27470878,-0.8429669,-0.7454543,-0.4967092,-0.5326213,0.0359121
