,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
25,-1.2689819,-0.99000776,"('egoistic', 'altruistic')",-0.27808818,-0.3856698,1.3740604,1.3191276,-0.0576699,-0.01885,-0.0388199
78,-1.2544215,-1.1891311,"('nonresilient', 'resilient')",1.2842956,1.1058798,0.60058385,0.35024312,0.2101526,0.0889973,0.1211553
48,-1.1487609,-1.1257263,"('unintelligent', 'intelligent')",-0.5555008,-0.5248469,0.27891228,0.30883223,-0.4751165,-0.447247,-0.0278695
73,1.1480898,1.0311022,"('helpless', 'self-reliant')",0.50777704,0.40584975,-2.9305625,-3.035694,-0.4248985,-0.532914,0.1080155
36,-1.1310639,-1.2165275,"('hostile', 'amicable')",-0.4620576,-0.64570063,-0.17438313,-0.41482955,-0.5891682,-0.7590192,0.169851
69,1.1284465,0.8255413,"('lazy', 'industrious')",0.86054015,0.7226659,-0.12794185,-0.41310856,0.6203483,0.3783662,0.2419821
52,-1.1244012,-1.1780038,"('irrational', 'rational')",-0.42958835,-0.5562224,-0.5774477,-0.6570792,-0.7104791,-0.7971018,0.0866227
71,-1.1168771,-1.0766084,"('diffident', 'self-confident')",1.8127364,1.9072077,0.56484306,0.47327387,0.4202341,0.4346244,-0.0143903
58,-1.1085486,-1.2211313,"('undiscriminating', 'discriminating')",1.3175206,1.1282872,0.0022702105,-0.08729621,0.0704141,-0.0600468,0.1304609
77,-1.1014346,-1.0395066,"('unmotivated', 'motivated')",0.93144006,0.9493549,-1.0255353,-1.0377753,-0.39851,-0.3759756,-0.0225344
11,-1.0650027,-0.79880846,"('unhelpful', 'helpful')",0.6264307,0.74160194,1.9417402,2.20559,0.501056,0.7161279,-0.2150719
10,-1.0286171,-0.9616205,"('unsympathetic', 'sympathetic')",-0.46884382,-0.41938913,-0.14669892,0.012028638,-0.5480533,-0.456327,-0.0917263
63,-0.9974583,-0.9297895,"('unperceptive', 'insightful')",1.5351379,1.4508052,1.4287162,1.4494585,0.6554653,0.6568247,-0.0013594
38,-0.9953531,-0.91039085,"('untruthful', 'truthful')",0.7170638,0.8398109,0.34745282,0.5231528,0.0230545,0.1508576,-0.1278031
46,-0.9896363,-0.9442474,"('uncompetitive', 'competitive')",0.94519675,0.9007275,-0.54533684,-0.48380992,-0.1965921,-0.1757766,-0.0208155
16,-0.9842406,-0.90526485,"('unpopular', 'popular')",-0.3944442,-0.4363249,0.45492893,0.3626585,-0.3079186,-0.3263104,0.0183918
80,0.9756224,0.9129566,"('dominated', 'dominating')",0.26671302,0.22118679,-0.7669003,-0.7833986,0.1584784,0.1169149,0.0415635
5,-0.9650816,-0.90565795,"('distant', 'outgoing')",0.30903625,0.40572354,0.0035673454,0.03939195,-0.2174927,-0.1535141,-0.0639786
76,0.92162114,0.95789474,"('anxious', 'daring')",0.3726239,0.38345212,0.3088651,0.53877735,0.53437,0.6267081,-0.0923381
43,-0.89850426,-0.73718417,"('irresponsible', 'responsible')",1.1000854,1.0519965,0.5662953,0.7216799,0.2559588,0.3454974,-0.0895386
72,-0.88775194,-0.872546,"('unambitious', 'ambitious')",-0.073368095,0.05721364,-1.193758,-0.9523813,-0.7182927,-0.5892379,-0.1290548
6,-0.8679755,-0.94521904,"('distant', 'open')",-0.5236055,-0.6300156,0.45666793,0.33063877,-0.3116377,-0.4148653,0.1032276
54,-0.84935826,-0.8996152,"('incapable', 'capable')",0.86136174,0.7173492,1.1011962,1.0413195,0.3710666,0.2863511,0.0847155
23,-0.84849805,-0.5581872,"('insincere', 'sincere')",0.86985874,1.034072,5.524953,6.057828,1.8487713,2.1779043,-0.329133
55,-0.8371766,-0.7783584,"('incompetent', 'clever')",-0.19355786,-0.14163259,-0.22205445,-0.075938605,-0.4175963,-0.3319765,-0.0856198
45,-0.8170235,-0.7487715,"('incompetent', 'competent')",-0.22266865,-0.16902101,-0.48602918,-0.3385175,-0.5085738,-0.41877,-0.0898038
24,-0.74235314,-0.6745277,"('dishonest', 'honest')",-0.02325895,-0.044559296,0.7831875,1.04829,0.0058585,0.1097343,-0.1038758
64,0.72143346,0.6647,"('shy', 'confident')",0.7176986,0.7659999,-6.264435,-6.2436166,-1.6084344,-1.6043056,-0.0041288
26,-0.7182852,-0.4588796,"('hardhearted', 'benevolent')",0.8890878,0.8520825,1.1954205,1.2718805,0.4554077,0.5550278,-0.0996201
81,0.7105201,0.9469709,"('submissive', 'aggressive')",1.1788335,1.2435675,-0.09862284,0.08122378,0.5969102,0.757254,-0.1603438
67,0.7085024,0.6975727,"('doubtful', 'determined')",0.26464236,0.480689,-0.44560924,-0.14758897,0.1758452,0.3435576,-0.1677124
61,-0.69036543,-0.63074166,"('illogical', 'logical')",1.288686,1.3879566,0.16357836,0.18605934,0.2539663,0.3144248,-0.0604585
41,-0.65860534,-0.26397505,"('unforgiving', 'forgiving')",1.0415167,1.1971571,-0.2868043,-0.122466125,0.0320357,0.2702387,-0.238203
37,0.6420177,0.27958292,"('fake', 'genuine')",-0.87068796,-0.993714,0.36453635,0.28694865,0.0452887,-0.1423941,0.1876828
74,-0.60852927,-0.44051903,"('undedicated', 'dedicated')",0.5452696,0.7939643,0.22234078,0.37810495,0.053027,0.2438501,-0.1908231
30,0.59345573,1.0315835,"('intolerant', 'tolerant')",0.8435189,1.0541663,1.2254469,1.6396947,0.8874739,1.2418149,-0.354341
4,-0.5845615,-0.34631705,"('disliked', 'liked')",-0.22690669,0.028847978,-5.5987153,-5.692409,-2.1367278,-2.0032927,-0.1334351
59,-0.56692797,-0.5126154,"('foolish', 'wise')",0.3939496,0.3829503,0.52369446,0.4887117,0.1169054,0.1196822,-0.0027768
18,-0.56513476,-0.1837819,"('disagreeable', 'welcoming')",-0.63664746,-0.5238842,-0.25864163,-0.18059853,-0.4868079,-0.2960882,-0.1907197
50,0.5569634,0.5005982,"('clumsy', 'skillful')",0.32650903,0.24624659,0.2578773,0.1291222,0.3804499,0.291989,0.0884609
56,0.526084,0.8691808,"('impractical', 'practical')",0.71998334,1.2107751,-0.13435863,0.37857762,0.3705695,0.8195113,-0.4489418
83,-0.50078905,-0.43822902,"('powerless', 'powerful')",0.66409355,0.76971704,-1.1187661,-1.0182242,-0.3184872,-0.2289121,-0.0895751
66,0.49486414,0.20668364,"('inactive', 'active')",1.0186822,0.7850502,1.3973461,0.9952118,0.9702975,0.6623152,0.3079823
2,0.44309437,0.67674214,"('unlikable', 'likable')",2.1206946,2.2826657,0.4365076,0.6446528,1.0000989,1.2013535,-0.2012546
62,-0.43075547,-0.07618792,"('incompetent', 'brilliant')",0.8985187,1.1220031,0.19749974,0.64166695,0.2217543,0.562494,-0.3407397
60,0.4075079,0.6871119,"('inefficient', 'efficient')",0.7898977,0.9316263,-0.016686676,0.42342475,0.393573,0.680721,-0.287148
27,-0.39277354,-0.55994093,"('hardhearted', 'softhearted')",-0.38279957,-0.50979596,1.769047,1.3064862,0.331158,0.0789164,0.2522416
79,-0.38030905,-0.38457486,"('wavering', 'unwavering')",-0.80927336,-0.72018397,0.2966813,0.29005522,-0.2976337,-0.2715679,-0.0260658
3,-0.3790458,-0.43727008,"('repellent', 'pleasant')",0.037032858,0.070562124,-0.05991313,0.06972218,-0.1339754,-0.0989953,-0.0349801
40,-0.35553783,-0.32294947,"('stingy', 'generous')",0.9495141,0.93753,-1.4693251,-1.6295897,-0.2917829,-0.3383364,0.0465535
88,-0.35050112,-0.09934563,"('low', 'eminent')",-0.921243,-0.7610376,0.32956585,0.6298167,-0.3140594,-0.0768555,-0.2372039
68,0.29596546,0.0057873055,"('dependent', 'independent')",-1.6758838,-1.7570223,-0.2828825,-0.51823884,-0.5542669,-0.7564913,0.2022244
32,-0.27210322,-0.023942396,"('unkind', 'kind')",0.26238894,0.3531141,0.9819097,1.3729343,0.3240651,0.5673687,-0.2433036
7,-0.25644663,-0.18822218,"('insensitive', 'sensitive')",0.7573082,0.78050756,1.0023682,1.0772926,0.5010766,0.556526,-0.0554494
33,-0.25423807,-0.30066064,"('wrong', 'right')",0.9312753,0.8594418,-0.54778373,-0.8191719,0.0430845,-0.0867969,0.1298814
82,-0.21195655,0.049964193,"('poor', 'rich')",-0.3191478,-0.19430372,5.67684,6.07195,1.7152452,1.9758701,-0.2606249
22,-0.19441134,-0.22725321,"('untrustworthy', 'trustworthy')",-0.4960608,-0.38906798,-1.0992529,-1.0491835,-0.596575,-0.5551682,-0.0414068
39,-0.19164704,-0.16582051,"('exploitative', 'cooperative')",0.9470228,0.8284445,-0.07022783,-0.031714443,0.2283826,0.2103032,0.0180794
75,-0.18335557,-0.22338,"('meek', 'impulsive')",-0.76450133,-0.5809835,-0.39724693,-0.43476075,-0.448368,-0.4130414,-0.0353266
84,0.12009193,0.14041898,"('inferior', 'superior')",0.31587207,0.43486798,0.90379906,0.88251495,0.4465877,0.485934,-0.0393463
17,0.1187492,0.21077229,"('nasty', 'nice')",-0.3200155,-0.06154157,-0.55471724,-0.24931768,-0.2519945,-0.0333623,-0.2186322
49,-0.11003627,0.056444485,"('unable', 'able')",-0.8712462,-0.6565268,-0.1611641,-0.0120531395,-0.3808155,-0.2040452,-0.1767703
14,-0.10562453,0.3011486,"('antisocial', 'social')",1.8023409,2.196435,-0.9865889,-0.51199126,0.2367091,0.6618641,-0.425155
20,0.09419085,-0.04736575,"('rough', 'thoughtful')",0.039633594,0.0655909,0.7035525,0.565162,0.2791257,0.1944624,0.0846633
65,0.09372185,0.2957456,"('insecure', 'secure')",-0.21780202,-0.17699453,-0.6229516,-0.41073427,-0.2490106,-0.0973277,-0.1516829
13,0.092353374,0.30777735,"('impolite', 'polite')",0.9208092,1.0294752,0.27133882,0.44964236,0.4281671,0.5956317,-0.1674646
21,0.08942662,0.149466,"('immoral', 'moral')",0.8441281,1.0567973,-0.71800166,-0.47225034,0.071851,0.244671,-0.17282
87,0.07686696,0.1675587,"('unsuccessful', 'successful')",1.5225443,1.5368248,0.95683646,0.9725051,0.8520826,0.8922962,-0.0402136
34,-0.05891332,-0.08267523,"('mean', 'honorable')",0.5956518,0.52556765,5.8557577,5.925092,2.130832,2.1226616,0.0081704
15,0.05618781,0.2764208,"('boring', 'funny')",-0.068396546,0.27902454,0.3956253,0.55499274,0.1278055,0.370146,-0.2423405
51,0.04723981,0.16311099,"('uneducated', 'educated')",0.124362014,0.19340096,0.83529806,0.84380144,0.3356333,0.4001044,-0.0644711
29,-0.038528357,-0.2321207,"('unfair', 'fair')",-0.49914563,-0.40253928,-0.9069312,-0.84243953,-0.4815351,-0.4923665,0.0108314
35,-0.029936006,-0.13289733,"('corrupt', 'incorrupt')",-1.390457,-1.4553622,-0.37665385,-0.47726747,-0.5990156,-0.688509,0.0894934
70,0.017589523,0.1916864,"('lethargic', 'energetic')",0.18762375,0.35340208,0.7516993,0.86559904,0.3189709,0.4702291,-0.1512582
47,0.004766168,0.015910812,"('stupid', 'smart')",0.9832669,0.9997185,5.2109237,5.388952,2.0663188,2.1348604,-0.0685416
