,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
1,-3.0968206,-2.8461573,"('unfriendly', 'friendly')",0.99489886,0.84029883,1.8386923,1.853697,-0.0877432,-0.0507205,-0.0370227
8,-2.7750008,-2.6604502,"('unaffectionate', 'affectionate')",-0.49243012,-0.45550552,0.29256624,0.31938696,-0.9916216,-0.9321896,-0.059432
9,-2.4556632,-2.2573905,"('unaffectionate', 'caring')",1.0730909,1.1347772,1.0298141,1.1569145,-0.1175861,0.0114337,-0.1290198
53,-2.1466832,-1.9745823,"('uncreative', 'creative')",1.1492072,0.9966284,0.78797585,0.68800503,-0.0698334,-0.0966496,0.0268162
86,-2.1280956,-2.133252,"('uninfluential', 'influential')",-0.011214741,-0.13088202,0.1107855,-0.03410911,-0.676175,-0.766081,0.089906
44,1.7300856,1.6289899,"('prejudiced', 'unprejudiced')",-0.32574546,-0.29596585,-1.5529392,-1.6369486,-0.049533,-0.1013082,0.0517752
12,-1.7297685,-1.6615981,"('unsupportive', 'supportive')",1.2903173,1.4327855,-1.4110023,-1.3879789,-0.6168178,-0.5389305,-0.0778873
57,-1.7034374,-1.5776545,"('unimaginative', 'imaginative')",-0.29553765,-0.20281884,-2.5383546,-2.6742194,-1.5124432,-1.4848976,-0.0275456
31,-1.463947,-1.5589321,"('evil', 'good')",-1.0648603,-1.2858202,-1.0753715,-1.2015088,-1.201393,-1.3487536,0.1473606
42,1.4282286,1.4225336,"('unreliable', 'reliable')",0.6726066,0.6079049,-2.378662,-2.3763576,-0.0926089,-0.1153064,0.0226975
28,-1.4269037,-1.3215406,"('disloyal', 'loyal')",0.08531208,0.038193393,0.615458,0.73609525,-0.2420445,-0.1824173,-0.0596272
85,-1.3896457,-1.3521196,"('insignificant', 'prestigious')",0.87211204,0.64897037,0.5754349,0.3096498,0.0193004,-0.1311665,0.1504669
19,-1.3597946,-1.1853176,"('inhospitable', 'hospitable')",-0.62532264,-0.6997399,0.12391776,0.07003095,-0.6203998,-0.6050088,-0.015391
0,-1.3234624,-1.1145627,"('unsociable', 'sociable')",0.7175772,0.7934057,-0.46592936,-0.27416953,-0.3572715,-0.1984422,-0.1588293
