,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
67,0.7923101,0.99041146,"('doubtful', 'determined')",0.5404223,0.6708526,1.0199995,0.9924213,-0.2452339,0.0013873242,0.5268745,0.6637682,-0.1368937
46,-0.7434819,-0.48047787,"('uncompetitive', 'competitive')",-0.64618886,-0.5175855,1.5560349,1.4230089,-0.5539731,-0.5047924,-0.0969022,-0.0199617,-0.0769405
69,0.7374829,0.85065955,"('lazy', 'industrious')",2.6617677,2.7930543,0.5364735,0.68221927,-0.43883574,-0.21085435,0.874222,1.0287697,-0.1545477
86,-0.7119814,-0.7852326,"('uninfluential', 'influential')",-0.78096014,-0.9011044,-0.13345642,-0.31736746,-0.29711485,-0.3894431,-0.4808782,-0.5982869,0.1174087
8,-0.69738984,-0.86559105,"('unaffectionate', 'affectionate')",-0.1192711,-0.18539745,-1.0642842,-1.0356228,0.17129402,-0.07487084,-0.4274128,-0.5403705,0.1129577
82,-0.68898445,-0.3383908,"('poor', 'rich')",-0.8011169,-0.45808142,-0.16043392,0.0061774068,6.177548,5.8260713,1.1317532,1.2589442,-0.127191
79,0.68631,0.45905557,"('wavering', 'unwavering')",0.26836747,0.2875899,-1.7951788,-1.7379655,-0.029199332,-0.1811801,-0.2174252,-0.293125,0.0756998
12,0.68439645,0.6635675,"('unsupportive', 'supportive')",0.06983179,0.10721065,0.93882066,0.90113324,-1.6404262,-1.5040096,0.0131557,0.0419754,-0.0288197
71,0.67825085,0.8818206,"('diffident', 'self-confident')",0.57382935,0.7243484,0.27358705,0.4131903,0.49459127,0.5317267,0.5050646,0.6377715,-0.1327069
41,-0.67739445,-0.67995954,"('unforgiving', 'forgiving')",-0.3795216,-0.28587204,0.38799655,0.6379181,-0.051508345,0.1526717,-0.180107,-0.0438104,-0.1362966
62,-0.6540815,-0.46411115,"('incompetent', 'brilliant')",0.14080611,0.42037725,1.2268716,1.3121605,0.65083337,0.79918456,0.3411074,0.5169028,-0.1757954
75,0.6431179,0.48761174,"('meek', 'impulsive')",1.0943779,1.1853627,-0.84079653,-0.6978395,-0.40374708,-0.2654131,0.123238,0.1774305,-0.0541925
1,-0.63216996,-0.80221355,"('unfriendly', 'friendly')",0.115222804,0.029423172,-0.42626813,-0.54488266,1.61284,1.4024814,0.1674062,0.0212021,0.1462041
40,0.61010814,0.5272824,"('stingy', 'generous')",0.03825649,0.08846252,0.49916694,0.47203922,-1.5606233,-1.5717193,-0.1032729,-0.1209838,0.0177109
38,0.54394585,0.5577939,"('untruthful', 'truthful')",0.45150447,0.4632215,-0.6989696,-0.59157,0.28584912,0.45722288,0.1455825,0.2216671,-0.0760846
32,-0.53796947,-0.36036903,"('unkind', 'kind')",-1.2188452,-1.2047973,0.21214467,0.24015592,0.91615736,0.91777474,-0.1571282,-0.1018089,-0.0553193
58,0.5188256,0.33834055,"('undiscriminating', 'discriminating')",0.21079642,0.13464853,0.6677638,0.588674,0.02346316,-0.07952073,0.3552122,0.2455356,0.1096766
37,-0.5157856,-0.5886543,"('fake', 'genuine')",-0.73474777,-0.7799125,-0.5765893,-0.69236565,0.29215556,0.03522266,-0.3837418,-0.5064274,0.1226856
70,0.50007117,0.67132145,"('lethargic', 'energetic')",-0.35373503,-0.18227305,0.5981573,0.5727038,0.9793707,1.0167367,0.430966,0.5196222,-0.0886562
65,-0.48059988,-0.18313019,"('insecure', 'secure')",-1.0626674,-0.96271086,0.79493105,0.8068977,-0.120979175,-0.06563495,-0.2173288,-0.1011446,-0.1161842
76,0.46977204,0.6388211,"('anxious', 'daring')",0.19882098,0.2946652,1.1151854,1.0802318,0.5074532,0.5460669,0.5728079,0.6399462,-0.0671383
24,0.46466917,0.40707937,"('dishonest', 'honest')",-0.48164216,-0.50825006,-0.3943554,-0.3946876,0.8503964,0.7793892,0.109767,0.0708827,0.0388843
42,0.4599312,0.34936795,"('unreliable', 'reliable')",0.26318702,0.44467014,0.9259197,0.9451053,-2.6840832,-2.38492,-0.2587613,-0.1614441,-0.0973172
87,-0.4564976,-0.15567508,"('unsuccessful', 'successful')",0.77961755,0.8838926,1.437184,1.4788744,0.88069165,1.0145779,0.6602489,0.8054174,-0.1451685
21,-0.45475084,-0.17644787,"('immoral', 'moral')",-0.73257273,-0.5466906,0.31721035,0.38641596,-0.87970257,-0.7837606,-0.437454,-0.2801208,-0.1573332
25,-0.4439092,-0.4981063,"('egoistic', 'altruistic')",0.37200412,0.40509415,-0.31687805,-0.25119355,1.0760164,0.953104,0.1718083,0.1522246,0.0195837
60,-0.4433043,0.03550568,"('inefficient', 'efficient')",-0.2788107,-0.05447215,1.7001952,1.703289,0.2514658,0.41956988,0.3073865,0.5259731,-0.2185866
19,0.41971025,0.50106096,"('inhospitable', 'hospitable')",-0.4427641,-0.28938347,-1.9340253,-1.8485628,-0.18297195,-0.24723583,-0.5350128,-0.4710303,-0.0639825
18,0.4170736,0.7838539,"('disagreeable', 'welcoming')",0.6831303,1.0205178,-0.69577396,-0.34893188,-0.62110645,-0.3406837,-0.0541691,0.278689,-0.3328581
26,0.40742835,0.38097313,"('hardhearted', 'benevolent')",1.2863275,1.4518248,0.68866616,0.81012934,1.1335481,1.2755463,0.8789926,0.9796184,-0.1006258
10,-0.38881233,-0.31857407,"('unsympathetic', 'sympathetic')",-1.9426514,-1.9620423,-0.24368162,-0.47361115,-0.15431733,-0.32829514,-0.6823657,-0.7706307,0.088265
68,0.37833297,0.40431666,"('dependent', 'independent')",-0.5907055,-0.6476766,-0.35428512,-0.60202324,-0.49547303,-0.5852078,-0.2655327,-0.3576477,0.092115
43,0.37092513,0.59540164,"('irresponsible', 'responsible')",-0.577545,-0.408063,0.70566016,0.7290907,0.5419155,0.6501314,0.2602389,0.3916402,-0.1314013
34,-0.3639626,-0.13499399,"('mean', 'honorable')",0.14002055,0.33394238,0.44182622,0.46541816,6.2494617,5.8682623,1.6168364,1.6331573,-0.0163209
72,0.36211678,0.2508198,"('unambitious', 'ambitious')",0.019034214,-0.15838927,0.7347043,0.561459,-0.7519401,-0.83010244,0.0909788,-0.0440532,0.135032
48,0.3344734,0.38984254,"('unintelligent', 'intelligent')",-0.73878986,-0.8989494,-0.37316132,-0.6360197,0.46701962,0.19175549,-0.0776145,-0.2383428,0.1607283
23,-0.32858592,-0.0043946523,"('insincere', 'sincere')",-0.63908607,-0.44930923,0.35081846,0.4984418,6.147908,5.7033744,1.3827636,1.4370281,-0.0542645
33,0.32824507,0.32402775,"('wrong', 'right')",1.4517306,1.3639474,-0.022199765,-0.061218686,-0.4634354,-0.45965877,0.3235851,0.2917744,0.0318107
17,-0.2984266,-0.18361366,"('nasty', 'nice')",-0.70149964,-0.51054657,-0.9545924,-0.8106652,-0.4829301,-0.4142686,-0.6093622,-0.4797735,-0.1295887
61,-0.2910419,-0.24276304,"('illogical', 'logical')",-0.68296844,-0.76014936,0.10979799,-0.0067211594,0.18391472,0.045610387,-0.1700744,-0.2410058,0.0709314
63,0.2836535,0.32230988,"('unperceptive', 'insightful')",0.14645714,0.12784746,1.2511503,1.1407542,1.244657,1.1629859,0.7314795,0.6884744,0.0430051
50,0.27279565,0.30294576,"('clumsy', 'skillful')",0.08128215,0.051895697,-0.5983845,-0.59583545,0.3613467,0.21381442,0.02926,-0.0067949,0.0360549
84,0.26543432,0.23085316,"('inferior', 'superior')",0.10156318,-0.004583614,0.02512046,-0.17859486,0.65882796,0.47773093,0.2627365,0.1313514,0.1313851
13,-0.2602137,-0.022195317,"('impolite', 'polite')",0.23505962,0.31447312,0.359898,0.43291104,0.11728838,0.23622288,0.1130081,0.2403529,-0.1273448
4,-0.25880197,-0.21836634,"('disliked', 'liked')",0.21089968,0.5368599,-0.73611635,-0.55097425,-6.3841434,-5.6729946,-1.7920405,-1.4763688,-0.3156717
2,0.24764049,0.35906932,"('unlikable', 'likable')",1.3973151,1.6456585,1.6747606,1.9224627,0.70983785,1.0895025,1.0073885,1.2541733,-0.2467848
64,0.24178676,0.31984383,"('shy', 'confident')",-0.13294256,-0.07749653,1.224616,1.228486,-6.2455196,-5.564103,-1.2280148,-1.0233175,-0.2046973
35,0.23149619,0.058577098,"('corrupt', 'incorrupt')",0.22317398,0.2644968,-2.0925028,-1.9923033,-0.7562035,-0.8022199,-0.598509,-0.6178623,0.0193533
59,-0.22063984,-0.07162669,"('foolish', 'wise')",0.5676652,0.76997817,-1.5725868,-1.462568,0.40589812,0.46189892,-0.2049158,-0.0755794,-0.1293364
5,-0.21875581,-0.26717538,"('distant', 'outgoing')",0.8130006,0.8502985,-1.2922803,-1.2327118,-0.05822875,-0.10026653,-0.1890661,-0.1874638,-0.0016023
56,0.19720244,0.56199956,"('impractical', 'practical')",0.7042415,0.9889289,1.2027636,1.2994988,0.34777403,0.6201474,0.6129954,0.8676437,-0.2546483
83,-0.17722452,-0.19979967,"('powerless', 'powerful')",0.71324027,0.70807683,0.28297535,0.26457426,-0.64540195,-0.7568648,0.0433973,0.0039967,0.0394006
88,0.17436165,0.37674573,"('low', 'eminent')",-0.1697851,0.23342837,-1.3471209,-1.1739638,0.04900393,0.17900133,-0.3233851,-0.0961971,-0.227188
85,0.16702847,0.17166136,"('insignificant', 'prestigious')",0.39285496,0.7677943,-1.1935012,-0.9942788,-0.015284602,-0.010020081,-0.1622256,-0.0162108,-0.1460148
27,0.15382451,0.20580384,"('hardhearted', 'softhearted')",-0.74515325,-0.810049,-0.5685526,-0.7507199,1.3224305,0.9221454,0.0406373,-0.1082049,0.1488422
30,-0.12587889,-0.038307946,"('intolerant', 'tolerant')",-0.24798357,0.06565009,0.28675598,0.4411061,1.178148,1.3643947,0.2727604,0.4582107,-0.1854503
80,0.10819071,0.2505005,"('dominated', 'dominating')",-0.22706518,-0.3125823,1.1826152,1.023272,-1.0608213,-1.0207142,0.0007299,-0.014881,0.0156109
9,0.10590708,0.14839388,"('unaffectionate', 'caring')",-0.045072794,-0.020869032,-0.43554983,-0.37172776,1.0170776,0.8738399,0.1605905,0.1574093,0.0031812
11,-0.098531544,0.23504512,"('unhelpful', 'helpful')",-0.2555512,0.010347534,-0.28627464,-0.0051888525,2.1025484,2.205796,0.3655477,0.6115,-0.2459523
74,0.08258169,0.30667153,"('undedicated', 'dedicated')",0.49234286,0.7480563,0.8711743,0.96821535,-0.12704958,0.14943855,0.3297623,0.5430954,-0.2133331
81,0.0744448,0.16928926,"('submissive', 'aggressive')",-0.08736731,-0.12575643,2.092289,1.9918032,-0.09419503,0.052509706,0.4962929,0.5219615,-0.0256686
20,-0.07083619,-0.0021042554,"('rough', 'thoughtful')",0.1280388,0.06125237,1.2347459,1.1431477,1.0497583,0.79788613,0.5854267,0.5000455,0.0853812
28,0.056239143,0.042105354,"('disloyal', 'loyal')",-0.8549561,-0.9031953,-0.6500499,-0.60680765,0.7388442,0.5045285,-0.1774807,-0.2408423,0.0633616
7,0.055422753,0.31901628,"('insensitive', 'sensitive')",-0.8284084,-0.7015423,0.116864085,0.18120413,0.8124547,0.7517246,0.0390833,0.1376007,-0.0985174
15,0.044089396,0.040505074,"('boring', 'funny')",0.5483802,0.6393681,-1.1524701,-1.0690649,0.3425472,0.41482806,-0.0543633,0.0064091,-0.0607724
44,-0.014418077,0.25157726,"('prejudiced', 'unprejudiced')",0.5481601,0.85432243,-0.087635785,0.14058322,-1.2966889,-1.0709714,-0.2126457,0.0438779,-0.2565236
52,-0.0075387247,-0.23628055,"('irrational', 'rational')",0.12439784,0.01741228,-1.0956339,-1.1112163,-0.14545283,-0.30446142,-0.2810569,-0.4086365,0.1275796
54,0.0062800273,0.16336186,"('incapable', 'capable')",0.50803816,0.6602511,-0.07430693,-0.018789995,1.1536953,1.094488,0.3984267,0.4748277,-0.076401
6,-0.0007234067,-0.17772418,"('distant', 'open')",0.7212183,0.61709803,-1.6820555,-1.7501036,0.37282714,0.17595567,-0.1471834,-0.2836935,0.1365101
