,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,male-female
1,-2.2874851,-2.3588223,"('unfriendly', 'friendly')",0.43811545,-0.07320227,0.68045205,0.33373544,-0.3896392,-0.6994298,0.3097906
9,-1.829875,-1.8248066,"('unaffectionate', 'caring')",0.3451997,0.21768956,0.4307567,0.28377855,-0.3513062,-0.4411128,0.0898066
8,-1.8158875,-1.9571632,"('unaffectionate', 'affectionate')",-0.61260223,-0.8174666,-0.09332212,-0.32057166,-0.8406039,-1.0317338,0.1911299
18,-1.6513424,-1.2769161,"('disagreeable', 'welcoming')",-1.0359075,-0.7807916,-1.2425914,-1.2165697,-1.3099471,-1.0914258,-0.2185213
6,-1.5826638,-1.5533464,"('distant', 'open')",-0.3755257,-0.5762344,-1.3599097,-1.5992472,-1.106033,-1.2429427,0.1369097
10,-1.5560147,-1.415555,"('unsympathetic', 'sympathetic')",-0.24217133,-0.2966613,-0.050120957,-0.09951695,-0.6161023,-0.6039111,-0.0121912
73,1.4505873,1.43658,"('helpless', 'self-reliant')",1.3719041,1.3721827,-3.0000825,-3.062853,-0.059197,-0.0846968,0.0254998
28,-1.4452379,-1.2988702,"('disloyal', 'loyal')",0.049156405,-0.003308162,1.037879,1.1018858,-0.1194008,-0.0667642,-0.0526366
41,-1.4014916,-0.949891,"('unforgiving', 'forgiving')",-0.67091477,-0.67909217,0.42232722,0.44092152,-0.5500263,-0.3960205,-0.1540058
25,-1.3413191,-1.0942594,"('egoistic', 'altruistic')",0.1688258,0.35430908,0.6472633,1.0318922,-0.1750766,0.097314,-0.2723906
27,-1.3074838,-1.6789484,"('hardhearted', 'softhearted')",-0.059099987,-0.24833643,0.4749099,0.020729916,-0.2972246,-0.6355183,0.3382937
26,-1.2312998,-1.4378657,"('hardhearted', 'benevolent')",0.9716682,0.6191245,1.2008891,0.7508581,0.3137525,-0.0226277,0.3363802
0,-1.2158207,-0.86691505,"('unsociable', 'sociable')",0.14710957,0.16610214,-0.12416657,-0.020981899,-0.3976259,-0.2405983,-0.1570276
82,-1.1930727,-0.63996667,"('poor', 'rich')",0.0101663545,0.18395561,5.837672,6.272786,1.5515887,1.9389251,-0.3873364
78,-1.1592236,-1.0768023,"('nonresilient', 'resilient')",-0.114975035,-0.27096593,-0.56519103,-0.32568038,-0.6131299,-0.5578162,-0.0553137
45,-1.1446444,-1.1028135,"('incompetent', 'competent')",-0.06151866,-0.33500007,-0.029171813,-0.28637093,-0.4117783,-0.5747282,0.1629499
31,-1.0719671,-1.3882992,"('evil', 'good')",-1.2145005,-1.5433288,-1.7480468,-2.0256062,-1.3448381,-1.6524115,0.3075734
5,-1.0249687,-0.9689822,"('distant', 'outgoing')",0.23900005,0.0054953247,-1.3450836,-1.5543325,-0.7103508,-0.8392731,0.1289223
40,-1.0176239,-1.2523665,"('stingy', 'generous')",0.19326667,-0.05446747,-2.5591414,-3.1134038,-1.1278329,-1.4734125,0.3455796
48,-0.9975879,-1.1196733,"('unintelligent', 'intelligent')",0.80865765,0.8104726,-0.38330698,-0.2179341,-0.1907458,-0.1757116,-0.0150342
53,-0.9925818,-0.97376746,"('uncreative', 'creative')",0.7316123,0.46136016,0.6153931,0.6444819,0.1181412,0.0440249,0.0741163
55,-0.9761059,-0.694095,"('incompetent', 'clever')",-0.12611593,-0.019248461,0.5758123,0.8327943,-0.1754699,0.0398169,-0.2152868
74,-0.94718045,-0.64557165,"('undedicated', 'dedicated')",0.16172832,0.19484946,0.14897236,0.38029972,-0.2121599,-0.0234742,-0.1886857
64,0.9439636,1.0278119,"('shy', 'confident')",1.2753737,1.3983712,-4.814386,-4.7780185,-0.8650162,-0.7839451,-0.0810711
56,0.9268845,1.288823,"('impractical', 'practical')",1.5763373,1.905726,0.19543818,0.8467957,0.8995533,1.3471149,-0.4475616
24,-0.8987205,-0.788536,"('dishonest', 'honest')",0.6682496,0.8195739,0.70277876,0.62120706,0.157436,0.217415,-0.059979
86,-0.8983001,-1.1361792,"('uninfluential', 'influential')",0.8429135,0.53501004,-0.46125504,-0.80080944,-0.1722139,-0.4673262,0.2951123
68,-0.8971939,-0.72046286,"('dependent', 'independent')",-0.55258346,-0.36544162,-1.5897014,-1.4049212,-1.0131596,-0.8302752,-0.1828844
36,-0.8757146,-0.76180786,"('hostile', 'amicable')",-0.97428304,-1.2684718,-0.8451533,-0.9073841,-0.8983836,-0.9792213,0.0808377
88,-0.86627954,-0.4754696,"('low', 'eminent')",-0.009424537,0.11988656,-0.50323594,0.28507102,-0.4596467,-0.023504,-0.4361427
23,-0.82037765,-0.618006,"('insincere', 'sincere')",0.0059493463,0.14685267,5.5273967,5.4242287,1.5709894,1.6510251,-0.0800357
32,-0.8044659,-0.35335377,"('unkind', 'kind')",0.12056433,0.42996928,1.1566055,1.3486534,0.157568,0.4750896,-0.3175216
17,-0.78463787,-0.8506945,"('nasty', 'nice')",-1.2002883,-1.039613,-0.30166045,-0.21529283,-0.7621956,-0.7018668,-0.0603288
66,-0.7534125,-1.1006882,"('inactive', 'active')",-0.5673409,-0.84555435,0.4545807,-0.08148782,-0.2887242,-0.6759102,0.387186
19,-0.7133643,-0.3695939,"('inhospitable', 'hospitable')",-0.9447276,-0.78458816,-0.6731848,-0.22094795,-0.7770922,-0.4583767,-0.3187155
20,-0.6960966,-0.6845328,"('rough', 'thoughtful')",-0.23331724,-0.22044665,0.28884777,0.26488853,-0.213522,-0.2133636,-0.0001584
51,-0.69215345,-0.24714035,"('uneducated', 'educated')",-0.20157288,0.1124141,0.9338392,1.2066106,0.013371,0.3572948,-0.3439238
54,-0.66752255,-0.488708,"('incapable', 'capable')",-0.3759564,-0.36429876,0.6782498,0.61967164,-0.1217431,-0.0777784,-0.0439647
69,0.661945,0.46857673,"('lazy', 'industrious')",0.5797856,0.6159288,-1.2403624,-1.2192177,0.0004561,-0.044904,0.0453601
35,-0.64078873,-0.52162915,"('corrupt', 'incorrupt')",-1.1362189,-1.1044562,-1.3234451,-0.9777407,-1.0334842,-0.867942,-0.1655422
39,0.61527807,0.6073076,"('exploitative', 'cooperative')",-0.10154386,0.18511425,0.46300986,0.5564132,0.3255814,0.4496117,-0.1240303
34,-0.60088056,-0.5345589,"('mean', 'honorable')",0.44615278,0.6305633,4.8081555,4.8079224,1.5511425,1.6346423,-0.0834998
57,-0.57955045,-0.9705217,"('unimaginative', 'imaginative')",1.0079854,0.58763665,-2.8243754,-2.7255096,-0.7986468,-1.0361315,0.2374847
80,0.57313645,0.5309049,"('dominated', 'dominating')",0.31479686,0.3136406,0.38178277,0.31856886,0.4232387,0.3877048,0.0355339
67,0.56502604,0.83571196,"('doubtful', 'determined')",0.27041498,0.4515554,-0.036734153,0.16433254,0.2662356,0.4838666,-0.217631
58,-0.558927,-0.81545013,"('undiscriminating', 'discriminating')",1.1063728,0.5234315,0.43576324,0.14453636,0.3277364,-0.0491608,0.3768972
33,0.5206874,0.13426524,"('wrong', 'right')",1.1739755,0.81250083,-0.9533188,-1.1736908,0.2471147,-0.0756416,0.3227563
15,0.4975439,0.5170745,"('boring', 'funny')",0.12536392,0.16543667,0.41073322,0.7829773,0.344547,0.4884961,-0.1439491
16,-0.4966018,-0.24045777,"('unpopular', 'popular')",-0.5586564,-0.52844155,-0.029844288,0.18375602,-0.3617008,-0.1950478,-0.166653
72,-0.49156862,-0.32880205,"('unambitious', 'ambitious')",0.68903935,0.873382,-0.56271917,-0.70645297,-0.1217495,-0.0539577,-0.0677918
84,0.45660838,0.6738805,"('inferior', 'superior')",0.4967355,0.5302434,0.5328288,0.740559,0.4953909,0.6482277,-0.1528368
49,-0.4558592,-0.3058096,"('unable', 'able')",-0.19097263,0.06605044,-0.24846765,-0.019995842,-0.2984332,-0.086585,-0.2118482
75,0.4113986,0.19057813,"('meek', 'impulsive')",-0.14097728,-0.30175018,-0.2195786,-0.28257728,0.0169476,-0.1312498,0.1481974
79,-0.39617962,-0.41805816,"('wavering', 'unwavering')",-0.6063251,-0.8125741,-0.7598636,-0.5929347,-0.5874561,-0.6078557,0.0203996
50,0.37920314,0.31692696,"('clumsy', 'skillful')",-0.103937596,-0.22338109,0.16758198,0.049133874,0.1476158,0.0475599,0.1000559
22,-0.3647355,-0.41655743,"('untrustworthy', 'trustworthy')",-0.71851397,-0.91025215,-0.24926123,-0.64078754,-0.4441702,-0.6558657,0.2116955
52,-0.3443396,-0.62631637,"('irrational', 'rational')",-0.15617573,-0.6571974,-0.5661855,-0.85113156,-0.3555669,-0.7115485,0.3559816
3,-0.32425874,-0.34212315,"('repellent', 'pleasant')",-0.24694087,-0.24313667,0.8389014,0.5412324,0.0892339,-0.0146758,0.1039097
38,-0.30850384,-0.18464819,"('untruthful', 'truthful')",0.38479757,0.2858465,0.10388895,0.5021154,0.0600609,0.2011046,-0.1410437
81,0.26784146,0.545482,"('submissive', 'aggressive')",1.5736263,1.8879569,-0.20029226,0.08090881,0.5470585,0.8381159,-0.2910574
29,-0.2657479,-0.21843755,"('unfair', 'fair')",-0.683807,-0.6957105,-0.54908586,-0.8331432,-0.4995469,-0.5824304,0.0828835
