,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
55,-2.3012357,-2.1215985,"('incompetent', 'clever')",1.2662781,1.2739336,-0.053223357,0.012667634,-0.362727,-0.2783324,-0.0843946
28,-2.1738005,-2.2374408,"('disloyal', 'loyal')",-0.7903562,-0.9931344,1.3587551,1.2609514,-0.5351338,-0.6565412,0.1214074
77,-2.0057955,-1.9601514,"('unmotivated', 'motivated')",-0.025124986,0.12613013,-0.7884999,-0.73604023,-0.9398068,-0.8566872,-0.0831196
86,-1.9961505,-2.1072755,"('uninfluential', 'influential')",-0.27078152,-0.46267286,0.393824,0.32491326,-0.6243693,-0.7483451,0.1239758
10,-1.8751128,-1.794231,"('unsympathetic', 'sympathetic')",-0.1523296,-0.26470298,-0.2396952,-0.21832387,-0.7557126,-0.759086,0.0033734
46,-1.7976427,-1.7329817,"('uncompetitive', 'competitive')",0.028674483,0.21672377,-1.0538108,-0.9123397,-0.9409264,-0.8095325,-0.1313939
14,-1.770467,-1.6269236,"('antisocial', 'social')",1.205267,1.1381092,-0.7620212,-0.7615124,-0.4424071,-0.4167756,-0.0256315
65,-1.746849,-1.7064598,"('insecure', 'secure')",0.8940367,0.780707,-0.76145804,-0.57293737,-0.5380901,-0.4995634,-0.0385267
81,-1.7346342,-1.612081,"('submissive', 'aggressive')",0.34930372,0.3250183,-1.0658839,-0.9001152,-0.8170714,-0.7290593,-0.0880121
23,-1.7298855,-1.6001185,"('insincere', 'sincere')",-0.27554387,-0.11132946,5.7448063,5.8830767,1.246459,1.390543,-0.144084
69,1.7211816,1.5985947,"('lazy', 'industrious')",0.84100544,0.8824108,-0.21764757,-0.41382176,0.7815132,0.6890612,0.092452
0,-1.6659961,-1.7737731,"('unsociable', 'sociable')",0.4496674,0.21725287,-0.53690815,-0.7447463,-0.5844123,-0.7670889,0.1826766
62,-1.6453948,-1.3257297,"('incompetent', 'brilliant')",0.42822576,0.5974988,-0.009714694,0.31225085,-0.4089613,-0.13866,-0.2703013
60,-1.5961531,-1.3292359,"('inefficient', 'efficient')",1.1125859,1.2035866,-0.09825504,0.17066945,-0.1939408,0.0150067,-0.2089475
59,1.4978145,1.3641098,"('foolish', 'wise')",-0.15064579,-0.3716731,0.8703591,0.7020223,0.739176,0.5648197,0.1743563
52,1.4863926,1.1653904,"('irrational', 'rational')",-0.85525596,-1.0121704,0.5721957,0.25690737,0.4011108,0.1367091,0.2644017
58,-1.4790783,-1.4754605,"('undiscriminating', 'discriminating')",0.9615345,0.96964675,0.18316282,0.04254196,-0.1114603,-0.1544239,0.0429636
7,-1.3827621,-1.2215657,"('insensitive', 'sensitive')",0.35185933,0.22170115,1.2272116,1.1714071,0.0654363,0.0571808,0.0082555
44,1.3674264,1.4671369,"('prejudiced', 'unprejudiced')",-0.59205955,-0.25220728,-1.6819086,-1.4299015,-0.3021806,-0.0716573,-0.2305233
20,-1.3180062,-1.1652242,"('rough', 'thoughtful')",0.79702145,0.9434996,0.6535586,0.6686749,0.0441913,0.1489834,-0.1047921
45,-1.3014624,-1.1654255,"('incompetent', 'competent')",-0.17137407,-0.26757887,-0.41999665,-0.5379076,-0.6309444,-0.6569707,0.0260263
35,1.2718829,1.1520009,"('corrupt', 'incorrupt')",-1.1839664,-1.1723742,0.34966934,0.13236398,0.1458619,0.0373302,0.1085317
21,-1.2491817,-1.0987685,"('immoral', 'moral')",0.6149078,0.6633277,-0.7458292,-0.6877267,-0.4600344,-0.3743892,-0.0856452
13,-1.1608655,-1.0828723,"('impolite', 'polite')",0.22507131,0.22827335,-0.52469885,-0.564989,-0.486831,-0.473196,-0.013635
49,-1.159482,-0.93266684,"('unable', 'able')",-0.85957384,-0.6322497,-0.4512204,-0.28893536,-0.8234255,-0.6179507,-0.2054748
11,-1.147081,-0.9134538,"('unhelpful', 'helpful')",-0.08193104,0.20991783,1.9062382,2.1448696,0.2257421,0.4804445,-0.2547024
61,-1.1092893,-1.1147574,"('illogical', 'logical')",0.01208768,-0.11021823,0.23203875,0.0937493,-0.2883876,-0.3770754,0.0886878
85,1.0871989,0.8529228,"('insignificant', 'prestigious')",-1.0929961,-1.1427896,1.1517462,0.99696314,0.381983,0.2356988,0.1462842
82,-1.0542448,-0.8746968,"('poor', 'rich')",-0.220862,-0.02122914,5.882003,6.0869055,1.535632,1.7303265,-0.1946945
27,1.0527798,0.94780314,"('hardhearted', 'softhearted')",0.079023905,-0.09368163,1.8063064,1.4536813,0.97937,0.7692676,0.2101024
56,-1.0247303,-0.7948396,"('impractical', 'practical')",0.8510273,0.9911057,-0.13146245,0.09969571,-0.1017218,0.0986539,-0.2003757
75,1.0098253,1.0973604,"('meek', 'impulsive')",-0.8952942,-0.6873271,-0.43328658,-0.30478498,-0.1062518,0.0350828,-0.1413346
70,-0.99976426,-0.9038375,"('lethargic', 'energetic')",0.15524603,0.2093248,0.9406005,1.1778634,0.0320274,0.1611169,-0.1290895
41,-0.96886337,-0.97153056,"('unforgiving', 'forgiving')",-0.17390625,-0.19962993,0.07071694,-0.18956524,-0.3573509,-0.4535752,0.0962243
15,0.95654887,0.88111466,"('boring', 'funny')",0.5921022,0.5074243,0.5868984,0.6174827,0.7118498,0.6686739,0.0431759
32,-0.93616956,-0.948437,"('unkind', 'kind')",0.873595,0.6818692,1.284278,1.2947489,0.4072345,0.342727,0.0645075
40,0.9267453,0.94141644,"('stingy', 'generous')",0.14223306,0.047924276,-1.3877844,-1.5867602,-0.1062687,-0.1991398,0.0928711
51,-0.9239088,-0.9610336,"('uneducated', 'educated')",0.7373085,0.52915204,0.7904373,0.7719781,0.201279,0.1133655,0.0879135
74,-0.89483136,-0.7506599,"('undedicated', 'dedicated')",0.43277755,0.495424,0.4992398,0.5443817,0.0123953,0.0963819,-0.0839866
83,-0.8857942,-0.7500241,"('powerless', 'powerful')",-0.25034207,-0.22246699,-0.81985044,-0.7265798,-0.6519956,-0.566357,-0.0856386
31,0.8797205,0.75897753,"('evil', 'good')",-0.4595729,-0.52343315,-0.9378832,-1.2210826,-0.1725785,-0.3285127,0.1559342
73,0.81774354,0.98066366,"('helpless', 'self-reliant')",0.97304034,1.1043527,-3.3101628,-3.1600168,-0.5064596,-0.3583335,-0.1481261
78,-0.8105386,-0.7730017,"('nonresilient', 'resilient')",0.21498656,0.27731362,0.5388882,0.5832458,-0.0188879,0.0291859,-0.0480738
33,0.8062195,0.5555555,"('wrong', 'right')",-0.049475823,0.0032867268,0.0648068,-0.11125219,0.2738502,0.1491967,0.1246535
38,-0.8021573,-0.7018263,"('untruthful', 'truthful')",-1.2704246,-1.047333,0.11552213,0.229868,-0.6523532,-0.5064305,-0.1459227
48,-0.7514135,-0.76372075,"('unintelligent', 'intelligent')",0.35648417,0.31207395,0.8554376,0.9192859,0.1535027,0.1558797,-0.002377
5,0.75038224,0.7171884,"('distant', 'outgoing')",-1.2363812,-1.1012194,-0.29472217,-0.38556972,-0.2602404,-0.2565336,-0.0037068
19,-0.7502125,-0.77132666,"('inhospitable', 'hospitable')",-0.9707597,-0.99675584,-0.054121397,-0.16348009,-0.5916979,-0.6438542,0.0521563
24,-0.7399602,-0.8222477,"('dishonest', 'honest')",-0.43349102,-0.4886136,0.9600035,1.0047338,-0.0711492,-0.1020425,0.0308933
72,-0.73073614,-0.7751648,"('unambitious', 'ambitious')",-0.47099492,-0.44246468,-0.90087694,-0.8574081,-0.7008693,-0.6916792,-0.0091901
57,-0.7101633,-0.73781574,"('unimaginative', 'imaginative')",-0.034819342,-0.044808127,-2.6235402,-2.566476,-1.122841,-1.1163667,-0.0064743
29,0.6520344,0.59695154,"('unfair', 'fair')",0.15205595,0.009484887,-0.2699722,-0.5894091,0.1780394,0.0056758,0.1723636
43,-0.64562225,-0.5256948,"('irresponsible', 'responsible')",0.6439491,0.7713725,0.7699443,0.842308,0.2560904,0.3626619,-0.1065715
8,-0.63751966,-0.64733356,"('unaffectionate', 'affectionate')",-1.6014783,-1.7261959,1.1604255,1.1270003,-0.3595241,-0.4155097,0.0559856
63,-0.631426,-0.5080189,"('unperceptive', 'insightful')",0.057388313,0.2298288,1.05973,1.2223974,0.1618975,0.3147358,-0.1528383
87,-0.6242185,-0.7025357,"('unsuccessful', 'successful')",0.87513113,0.99030894,0.87671834,0.95856935,0.375877,0.4154476,-0.0395706
6,0.62043256,0.58894575,"('distant', 'open')",-1.3507599,-1.3431575,0.53583205,0.4273093,-0.0648318,-0.1089675,0.0441357
22,-0.5810604,-0.6235872,"('untrustworthy', 'trustworthy')",0.364496,0.3828659,-1.1160834,-1.1013356,-0.4442159,-0.4473523,0.0031364
71,0.5772082,0.5116275,"('diffident', 'self-confident')",-0.06817478,-0.06874879,0.65964514,0.58072114,0.3895595,0.3412,0.0483595
1,-0.5759494,-0.83736753,"('unfriendly', 'friendly')",-0.60753596,-0.8021932,2.2342353,2.0788362,0.35025,0.1464252,0.2038248
76,-0.5606748,-0.34652606,"('anxious', 'daring')",1.0832654,1.2229708,-0.49135664,-0.19874708,0.0104113,0.2258992,-0.2154879
42,0.532991,0.5463879,"('unreliable', 'reliable')",0.862095,0.6473405,-2.7221427,-2.6159074,-0.4423522,-0.4740597,0.0317075
88,-0.5319948,-0.6921043,"('low', 'eminent')",-0.60525817,-0.71299106,0.68586063,0.8197416,-0.1504641,-0.1951179,0.0446538
79,0.51721245,0.46480826,"('wavering', 'unwavering')",-1.7493366,-1.6941884,0.5293846,0.47372895,-0.2342465,-0.2518837,0.0176372
53,-0.51602143,-0.5114636,"('uncreative', 'creative')",0.040191628,0.023023713,1.3809465,1.3951195,0.3017056,0.3022266,-0.000521
64,-0.5152668,-0.48068193,"('shy', 'confident')",0.6298977,0.53400266,-6.510033,-6.456509,-2.1318007,-2.1343961,0.0025954
3,-0.49131534,-0.41233376,"('repellent', 'pleasant')",0.796864,0.72185105,0.1294859,0.08547227,0.1450115,0.1316632,0.0133483
4,0.4828523,0.41949394,"('disliked', 'liked')",-1.0982891,-1.2732776,-6.5162244,-6.601794,-2.3772205,-2.4851925,0.107972
34,-0.45411187,-0.38384795,"('mean', 'honorable')",0.71903324,1.1132798,6.072784,6.311779,2.1125684,2.3470704,-0.234502
30,-0.4225749,-0.34346524,"('intolerant', 'tolerant')",1.3576211,1.3835759,1.1364583,1.2153503,0.6905015,0.7518203,-0.0613188
68,-0.415562,-0.41817948,"('dependent', 'independent')",-1.1649914,-1.1305265,-0.64621186,-0.79624844,-0.7422551,-0.7816515,0.0393964
84,-0.3740012,-0.2901057,"('inferior', 'superior')",0.4435703,0.5765381,0.8482426,0.8670549,0.3059372,0.3844957,-0.0785585
2,-0.34495038,-0.31927407,"('unlikable', 'likable')",1.3535823,1.4365655,0.87195873,0.9404708,0.6268636,0.6859207,-0.0590571
66,0.31985348,0.28332156,"('inactive', 'active')",-0.10436235,-0.18293136,1.5209444,1.3345311,0.5788118,0.4783071,0.1005047
16,0.25646493,0.16631624,"('unpopular', 'popular')",-0.75261724,-0.6348855,0.851227,0.81502855,0.1183582,0.1154864,0.0028718
47,-0.23966604,-0.33174983,"('stupid', 'smart')",0.5932391,0.6916268,5.3128533,5.442251,1.8888089,1.9340428,-0.0452339
37,-0.22857624,-0.1312639,"('fake', 'genuine')",-0.36151862,-0.30059326,0.4057443,0.42821166,-0.0614502,-0.0012152,-0.060235
50,0.21743955,0.1791778,"('clumsy', 'skillful')",-0.6005017,-0.59047985,0.7084935,0.7296214,0.1084771,0.1061065,0.0023706
25,0.18344136,0.1305169,"('egoistic', 'altruistic')",0.65135294,0.49350005,1.719395,1.5805495,0.8513964,0.7348555,0.1165409
36,-0.16030386,-0.35484475,"('hostile', 'amicable')",-1.3434255,-1.4878646,1.0056798,0.69602036,-0.1660165,-0.3822296,0.2162131
39,-0.14021666,-0.002232425,"('exploitative', 'cooperative')",2.0854738,2.090364,0.06164565,0.19301632,0.6689676,0.7603827,-0.0914151
18,0.1341722,0.20666148,"('disagreeable', 'welcoming')",-0.9053836,-0.88592154,-0.34603223,-0.3945628,-0.3724145,-0.357941,-0.0144735
