,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
36,-3.10975,-2.1134653,"('hostile', 'amicable')",1.4536473,1.5566043,-0.58025694,-0.49622303,0.22073671,0.6651704,-0.5039057,-0.0969784,-0.4069273
46,2.902057,1.4833187,"('uncompetitive', 'competitive')",-1.5825816,-1.994472,0.69336563,0.45419994,-0.9784856,-1.2009139,0.2585889,-0.3144668,0.5730557
85,-2.7614238,-1.3412038,"('insignificant', 'prestigious')",1.6569647,1.8331593,-0.7822,-0.73620653,0.28246498,0.931772,-0.4010485,0.1718802,-0.5729287
31,-2.5674717,-1.5194592,"('evil', 'good')",1.1765436,1.3023409,-1.1292982,-1.039892,-0.6120098,-0.3661125,-0.7830591,-0.4057807,-0.3772784
56,2.5448718,1.5370848,"('impractical', 'practical')",0.41337627,0.43450347,0.4188952,0.38834873,-0.7772716,-0.9862338,0.6499679,0.3434258,0.3065421
8,-2.5051215,-1.9064755,"('unaffectionate', 'affectionate')",1.1424973,1.2453012,-0.8136281,-0.6905885,1.0813715,1.2832243,-0.2737202,-0.0171346,-0.2565856
81,2.362924,1.3035775,"('submissive', 'aggressive')",-1.7002878,-2.0043604,0.0016549379,-0.0022797287,-0.9330634,-1.1559665,-0.067193,-0.4647573,0.3975643
10,2.2725196,1.0860095,"('unsympathetic', 'sympathetic')",-1.3117323,-1.6177627,-0.20815225,-0.39300698,0.11095809,-0.36414772,0.2158983,-0.322227,0.5381253
75,-2.2542303,-1.1798558,"('meek', 'impulsive')",-0.28925925,-0.23403686,-0.38414717,-0.3066563,-0.5895668,-0.27963698,-0.8793008,-0.5000465,-0.3792543
35,-2.246293,-1.1996475,"('corrupt', 'incorrupt')",1.0679483,1.2838596,-0.34227353,-0.17768872,-0.0025226148,0.44865054,-0.3807852,0.0887935,-0.4695787
80,2.2347958,1.4889842,"('dominated', 'dominating')",-0.86728317,-1.0455202,1.5562463,1.3909438,-0.99479276,-1.4323902,0.4822416,0.1005044,0.3817372
12,2.112687,1.7058952,"('unsupportive', 'supportive')",0.98648304,0.81254184,0.20580092,0.14594299,-1.8192661,-1.7426418,0.3714263,0.2304345,0.1409918
70,2.0811858,1.3378737,"('lethargic', 'energetic')",-0.76348644,-0.921798,-0.0011069849,-0.022694703,0.74440897,0.5355202,0.5152503,0.2322253,0.283025
23,2.0659342,1.0607867,"('insincere', 'sincere')",-0.007330645,-0.09033556,0.23619986,0.07410908,6.318286,5.774864,2.1532724,1.7048562,0.4484162
21,2.0572147,0.9840858,"('immoral', 'moral')",-0.87028027,-1.2680063,0.99895203,0.7720377,-0.6205612,-0.9549007,0.3913313,-0.1166959,0.5080272
65,2.0152514,1.2341383,"('insecure', 'secure')",-1.6591231,-1.7322372,-0.5367827,-0.52793056,-0.11360735,-0.48220915,-0.0735654,-0.3770597,0.3034943
60,1.9802289,0.7794849,"('inefficient', 'efficient')",-1.0395771,-1.1817174,0.842739,0.7117279,-0.045222938,-0.39029363,0.4345419,-0.0201995,0.4547414
42,1.9258208,1.6836636,"('unreliable', 'reliable')",0.75932926,0.51988196,0.80352646,0.60472405,-3.1621294,-3.1524782,0.0816368,-0.0860522,0.167689
0,1.8007942,0.84696686,"('unsociable', 'sociable')",-0.43968347,-0.7112198,0.6470802,0.486538,-0.28442082,-0.5476518,0.4309426,0.0186583,0.4122843
11,1.7658381,0.9323969,"('unhelpful', 'helpful')",-0.9973947,-1.2310566,0.41808462,0.22869012,1.5470089,1.4227197,0.6833842,0.3381875,0.3451967
74,1.7172217,1.229513,"('undedicated', 'dedicated')",-0.60936606,-0.59042805,-0.5879013,-0.6487887,-0.042516977,-0.023969429,0.1193594,-0.0084183,0.1277777
77,1.6574461,0.5572231,"('unmotivated', 'motivated')",-0.16197956,-0.4729146,0.7470513,0.53964293,-1.193177,-1.3397706,0.2623352,-0.1789548,0.44129
51,1.6379406,1.1600418,"('uneducated', 'educated')",-0.63794386,-0.7663711,0.43956655,0.33570546,0.7379859,0.55650675,0.5443873,0.3214707,0.2229166
86,1.6021962,0.6396813,"('uninfluential', 'influential')",-0.13822713,-0.4830752,0.13947707,-0.14181203,0.24835998,-0.094742246,0.4629515,-0.019987,0.4829385
32,1.6016371,1.1619129,"('unkind', 'kind')",0.6516004,0.52609676,0.07163387,0.052937426,1.1227552,1.2002121,0.8619066,0.7352898,0.1266168
62,1.5962226,0.63357466,"('incompetent', 'brilliant')",-0.5233625,-0.6583792,0.7285637,0.6794077,-0.097592324,-0.18696196,0.4259579,0.1169103,0.3090476
52,-1.5716465,-0.8104548,"('irrational', 'rational')",1.1098698,1.3168844,-0.3105524,-0.24506666,-0.042332124,0.072772145,-0.2036653,0.0835338,-0.2871991
48,1.4809034,0.8126352,"('unintelligent', 'intelligent')",0.073527165,-0.08919077,-0.14269552,-0.22289479,0.29083312,0.4208441,0.425642,0.2303484,0.1952936
57,1.448678,0.4532161,"('unimaginative', 'imaginative')",-1.1302141,-1.4240896,-0.8947026,-1.0493348,-2.9491134,-2.8761413,-0.881338,-1.2240875,0.3427495
55,1.4134032,0.19745731,"('incompetent', 'clever')",-1.3612398,-1.7102028,0.13341136,-0.105951495,0.08152291,-0.2746811,0.0667744,-0.4733445,0.5401189
7,1.4084839,0.8053351,"('insensitive', 'sensitive')",0.1889987,0.05358432,0.076174304,0.07000877,1.1596609,1.0318974,0.7083294,0.4902064,0.218123
13,1.3609185,0.7001964,"('impolite', 'polite')",-0.9222339,-1.0744706,1.0601183,1.0560497,-0.0068244264,-0.29806975,0.3729946,0.0959264,0.2770682
28,1.3558186,0.5568937,"('disloyal', 'loyal')",0.5980747,0.4734018,0.10634038,-0.036077138,1.017035,0.85912925,0.7693172,0.4633369,0.3059803
1,-1.2914025,-1.1338539,"('unfriendly', 'friendly')",1.2873734,1.2595985,-0.481501,-0.46613872,1.8417395,2.2134447,0.3390524,0.4682626,-0.1292102
63,1.276814,0.71327615,"('unperceptive', 'insightful')",-0.45000798,-0.5375279,0.8255907,0.69030786,0.8772767,0.9639313,0.6324183,0.4574969,0.1749214
39,1.2186124,1.1025258,"('exploitative', 'cooperative')",0.84804225,0.76199245,0.0036637373,0.132187,0.4334325,0.15392259,0.6259378,0.537657,0.0882808
14,1.1479409,0.3885916,"('antisocial', 'social')",-0.7140826,-0.78204316,0.11705133,0.18921879,-0.3390907,-0.6269577,0.0529547,-0.2077976,0.2607523
67,1.1447024,1.0888457,"('doubtful', 'determined')",0.024364073,0.18500128,0.2782684,0.33130753,-0.90984535,-0.85149425,0.1343724,0.1884151,-0.0540427
4,-1.1082547,-0.4256184,"('disliked', 'liked')",0.86009413,0.8182725,-0.5763676,-0.4953322,-7.348131,-6.632285,-2.0431647,-1.6837409,-0.3594238
44,-1.054225,-0.5301731,"('prejudiced', 'unprejudiced')",-1.2466995,-1.1718317,-0.5392045,-0.42779687,-1.6287526,-1.6323119,-1.1172204,-0.9405284,-0.176692
6,-1.0236325,-0.55217373,"('distant', 'open')",1.3198515,1.3857393,-0.65236545,-0.66315275,0.5079903,0.72246474,0.037961,0.2232194,-0.1852584
50,-1.0142633,-0.4028335,"('clumsy', 'skillful')",-0.83862245,-0.77866775,-0.9587386,-0.9653454,-0.008327585,0.19485225,-0.7049879,-0.4879986,-0.2169893
24,1.007206,0.54491216,"('dishonest', 'honest')",0.0844979,-0.05289398,-1.3016375,-1.1474646,0.8745629,0.6595095,0.1661573,0.0010158,0.1651415
3,1.0051968,0.20287333,"('repellent', 'pleasant')",-1.3937427,-1.5646079,-0.44144988,-0.5389906,0.58319354,0.29601854,-0.0617006,-0.4011766,0.339476
22,0.955,0.4377618,"('untrustworthy', 'trustworthy')",-0.964202,-1.2017485,0.1878749,0.05019951,-0.7453279,-0.9078075,-0.1416637,-0.4053987,0.263735
43,0.8989358,0.17505693,"('irresponsible', 'responsible')",-1.1200273,-1.3291835,-1.0007566,-1.0471367,0.41794905,0.13475794,-0.2009748,-0.5166263,0.3156515
40,0.8898297,0.9525385,"('stingy', 'generous')",2.3382454,2.1533828,0.36358827,0.28344455,-1.5981416,-1.339108,0.4983805,0.5125645,-0.014184
30,0.8679178,0.19246964,"('intolerant', 'tolerant')",-0.32807663,-0.42512965,-0.6073198,-0.49551982,0.8832581,0.8676022,0.2039449,0.0348556,0.1690893
15,-0.8113464,-0.74763,"('boring', 'funny')",0.55904484,0.67898464,-1.1945761,-1.0177442,0.3891912,0.43785343,-0.2644216,-0.162134,-0.1022876
25,-0.79866636,-0.42565972,"('egoistic', 'altruistic')",2.5380785,2.5329459,1.960818,1.9001796,1.9174106,2.2431815,1.4044101,1.5626619,-0.1582518
64,0.7929822,0.75766283,"('shy', 'confident')",-1.7337615,-1.9188612,-1.1138884,-1.0526426,-7.036127,-7.046851,-2.2726986,-2.3151731,0.0424745
59,-0.7887532,-0.1320875,"('foolish', 'wise')",0.22806354,0.3676669,-1.1715561,-1.0404558,0.3383072,0.6041561,-0.3484846,-0.0501801,-0.2983045
5,-0.786735,-0.37191105,"('distant', 'outgoing')",1.1650283,1.2015297,-0.7118126,-0.669034,-0.14158207,0.105798475,-0.1187753,0.0665958,-0.1853711
76,0.7852593,0.46056235,"('anxious', 'daring')",-0.8512028,-0.92327565,0.48770282,0.51541,-0.13486546,-0.35686707,0.0717235,-0.0760426,0.1477661
16,-0.7848146,-0.5354887,"('unpopular', 'popular')",-0.7351207,-0.8085711,-0.5601471,-0.66687036,0.24700329,0.4506452,-0.4582698,-0.3900712,-0.0681986
79,-0.76799166,0.059234064,"('wavering', 'unwavering')",0.8597334,0.99858737,-0.677768,-0.68814844,-0.12800616,0.167274,-0.1785081,0.1342367,-0.3127448
49,-0.7066814,-1.0248419,"('unable', 'able')",-1.9069011,-1.9242272,-0.8811104,-0.9691447,-0.28437585,-0.30148113,-0.9447672,-1.0549238,0.1101566
29,-0.66532695,-0.27686027,"('unfair', 'fair')",0.3728388,0.3679091,-0.9744596,-0.995906,-0.18721604,-0.2548579,-0.3635409,-0.2899288,-0.0736121
82,-0.6526725,-1.0961452,"('poor', 'rich')",-1.0163852,-1.1002381,-0.22378066,-0.3203883,6.4230366,6.226259,1.1325495,0.9273719,0.2051776
69,-0.6216928,0.1553222,"('lazy', 'industrious')",1.5336516,1.6493084,0.9724456,1.0824991,-0.6508819,-0.14350484,0.3083806,0.6859062,-0.3775256
87,0.6176041,0.48044497,"('unsuccessful', 'successful')",-0.014545426,-0.1133171,0.48230577,0.55628586,0.6672694,0.78487045,0.4381585,0.427071,0.0110875
78,0.6153719,0.056693878,"('nonresilient', 'resilient')",-0.5726419,-0.776917,1.3596867,1.0661788,0.041448623,0.114503615,0.3609663,0.1151148,0.2458515
54,-0.61430514,-0.7577486,"('incapable', 'capable')",0.0101575125,-0.0023536412,-1.0904812,-1.1590383,1.2579229,1.3843853,-0.1091765,-0.1336888,0.0245123
72,0.54793704,0.35465842,"('unambitious', 'ambitious')",0.5073546,0.5689199,-1.4602923,-1.4346989,-0.4345795,-0.64097023,-0.209895,-0.2880227,0.0781277
71,0.5035066,0.6053517,"('diffident', 'self-confident')",2.3324115,2.3605542,0.1719543,0.17945495,0.6318713,0.65168244,0.909936,0.9492608,-0.0393248
33,0.50063896,0.69126856,"('wrong', 'right')",2.1918685,2.1084533,1.178108,1.14114,-0.30748084,-0.20562392,0.8907837,0.9338095,-0.0430258
9,-0.4651179,-0.32896093,"('unaffectionate', 'caring')",1.414415,1.4205852,-0.045172997,-0.018636957,1.4999771,1.611876,0.6010253,0.6712158,-0.0701905
37,-0.4477276,-0.80600226,"('fake', 'genuine')",-0.5942608,-0.6627511,-1.0004656,-0.95494205,0.4681911,0.28994852,-0.3935657,-0.5334367,0.139871
47,0.41720366,0.037298508,"('stupid', 'smart')",0.11391342,0.081305526,0.34531882,0.31671828,5.6729183,5.4643736,1.6373385,1.474924,0.1624145
26,-0.40182394,-0.30419013,"('hardhearted', 'benevolent')",2.3225455,2.5071964,0.61493605,0.70242804,1.6403905,2.094951,1.0440121,1.2500963,-0.2060842
61,0.2914561,0.012447448,"('illogical', 'logical')",0.17659546,0.022374362,1.1932023,1.1162162,0.4485359,0.33239675,0.5274474,0.3708587,0.1565887
27,-0.28077668,-0.1987904,"('hardhearted', 'softhearted')",0.945589,0.73103696,0.6413267,0.5894934,1.9756799,1.9248549,0.8204547,0.7616487,0.058806
68,0.25419167,0.090473965,"('dependent', 'independent')",-2.2134817,-2.3603046,-0.941154,-1.0820956,-0.38813612,-0.5048034,-0.822145,-0.9641824,0.1420374
88,0.23544037,-0.0053048357,"('low', 'eminent')",-0.8230677,-0.8781175,-1.6148444,-1.6720194,0.006390251,0.136705,-0.5490203,-0.6046842,0.0556639
83,0.22237784,0.022517383,"('powerless', 'powerful')",0.045554675,-0.08517892,-0.16347227,-0.34149337,-1.1891015,-1.3226957,-0.2711603,-0.4317127,0.1605524
34,0.18853547,-0.049497973,"('mean', 'honorable')",0.03109401,0.070645116,-0.16002628,-0.30649248,5.9679613,5.9954443,1.5068911,1.4275247,0.0793664
84,-0.14950064,-0.19123977,"('inferior', 'superior')",-0.30616698,-0.24298337,-0.3171041,-0.25801313,0.5529264,0.7253516,-0.0549613,0.0082788,-0.0632401
2,0.14564721,0.19461714,"('unlikable', 'likable')",-0.010241076,-0.0036721975,0.25611612,0.32558858,0.34941244,0.50590026,0.1852337,0.2556084,-0.0703747
