,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
19,-0.13765432,0.08870731,"('inhospitable', 'hospitable')",1.0740733,1.0439996,-0.10729237,-0.23936456,0.18712541,0.43210763,0.254063,0.3313625,-0.0772995
38,0.12323233,0.07820926,"('untruthful', 'truthful')",0.50335425,0.45618877,-0.18825805,-0.20285928,-0.20214012,-0.13986382,0.0590471,0.0479187,0.0111284
45,0.10257529,-0.45429265,"('incompetent', 'competent')",-0.4350152,-0.49422184,0.7235189,0.6848748,-0.4389262,-0.4437306,-0.0119618,-0.1768426,0.1648808
73,-0.0970421,0.6461514,"('helpless', 'self-reliant')",0.81913716,0.8400146,-0.051101677,-0.035565846,-3.3858187,-3.1557965,-0.6787063,-0.4262991,-0.2524072
18,-0.09216875,0.053464472,"('disagreeable', 'welcoming')",0.6181726,0.51925087,-0.002144903,-0.119688556,-0.20471402,-0.15738118,0.0797862,0.0739114,0.0058748
53,-0.0663489,-0.57160604,"('uncreative', 'creative')",0.5521671,0.30335072,-1.0579226,-1.2706027,0.7943054,0.87922806,0.0555502,-0.1649075,0.2204577
66,0.058110207,0.24624574,"('inactive', 'active')",0.21260706,0.119740725,-0.05021642,-0.010505497,0.96579826,1.1057734,0.2965748,0.3653136,-0.0687388
17,0.05495727,0.08947471,"('nasty', 'nice')",0.8532884,0.6948644,0.36943734,0.2977007,-0.2776856,-0.38926175,0.2499993,0.1731945,0.0768048
20,-0.05369951,-0.5019223,"('rough', 'thoughtful')",-0.718772,-0.8511628,0.12396424,-0.07527354,0.8906506,0.92290044,0.0605358,-0.1263645,0.1869003
41,0.04212921,0.06531883,"('unforgiving', 'forgiving')",1.231643,1.2714291,1.461737,1.4250448,0.21837106,0.29522392,0.7384701,0.7642542,-0.0257841
58,-0.020228557,-0.03616945,"('undiscriminating', 'discriminating')",0.29057536,0.27363843,0.22055686,0.16428965,0.15572096,0.15658893,0.1616562,0.1395869,0.0220693
