,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
48,-2.229661,-2.4059029,"('unintelligent', 'intelligent')",0.3468638,0.19853051,0.6402137,0.5174133,-0.4141945,-0.5633197,0.1491252
10,-2.0518153,-2.1760163,"('unsympathetic', 'sympathetic')",0.54326886,0.38647097,0.124701686,0.18930542,-0.4612815,-0.5334133,0.0721318
1,-1.9920459,-1.5274264,"('unfriendly', 'friendly')",-0.8100242,-0.80227643,1.4373809,1.3242573,-0.4548964,-0.3351485,-0.1197479
57,-1.967558,-1.8809896,"('unimaginative', 'imaginative')",-0.666043,-0.6189211,-2.5325217,-2.4667253,-1.7220408,-1.6555452,-0.0664956
0,-1.9291074,-2.4053206,"('unsociable', 'sociable')",0.6634949,0.22812119,-0.4270097,-0.6839613,-0.5642074,-0.9537203,0.3895129
73,1.9203776,2.082933,"('helpless', 'self-reliant')",0.5802636,0.69223976,-2.864535,-2.5562747,-0.1212979,0.072966,-0.1942639
86,-1.8770059,-2.1795857,"('uninfluential', 'influential')",-0.09664859,-0.44313133,-0.4254024,-0.6959093,-0.7996856,-1.1062087,0.3065231
23,-1.8130164,-1.8180548,"('insincere', 'sincere')",1.5275066,1.3438635,5.868537,5.8122296,1.861009,1.7793461,0.0816629
28,-1.6122636,-1.512305,"('disloyal', 'loyal')",0.3401968,0.4286062,0.716196,0.7508879,-0.1852903,-0.110937,-0.0743533
41,-1.5862136,-1.572371,"('unforgiving', 'forgiving')",0.06764987,0.19677143,-0.32455084,-0.52851164,-0.6143715,-0.6347038,0.0203323
11,-1.4745072,-1.4001304,"('unhelpful', 'helpful')",0.9681019,0.9580325,2.283149,2.449621,0.5922479,0.6691744,-0.0769265
32,-1.387142,-1.3213536,"('unkind', 'kind')",0.31926256,0.2594782,0.96860176,0.9859792,-0.0330926,-0.0252987,-0.0077939
53,-1.3731346,-1.0902234,"('uncreative', 'creative')",-0.3753151,-0.40518728,0.73123395,0.7842754,-0.3390719,-0.2370451,-0.1020268
72,-1.3481736,-1.1682591,"('unambitious', 'ambitious')",-0.05409093,0.08567195,-0.936373,-0.6642075,-0.7795459,-0.5822649,-0.197281
78,-1.3258369,-1.1922437,"('nonresilient', 'resilient')",-0.11005861,-0.18348153,1.0699766,1.1995721,-0.121973,-0.0587177,-0.0632553
46,-1.2870673,-1.3351598,"('uncompetitive', 'competitive')",-0.32308885,-0.11938203,-0.27325973,-0.18577494,-0.6278053,-0.5467722,-0.0810331
40,-1.2142851,-1.104842,"('stingy', 'generous')",0.042035393,-0.121727385,-1.779475,-1.7354541,-0.9839083,-0.9873411,0.0034328
35,1.2013506,1.4091593,"('corrupt', 'incorrupt')",-0.40736857,-0.38472715,-0.6674583,-0.78104824,0.0421746,0.081128,-0.0389534
27,-1.1803659,-0.90140575,"('hardhearted', 'softhearted')",0.2161514,0.018306462,1.3659389,1.2564071,0.1339081,0.1244359,0.0094722
62,-1.1762178,-0.84000546,"('incompetent', 'brilliant')",0.48676607,0.90227526,0.47868243,0.87197435,-0.0702564,0.3114147,-0.3816711
9,-1.1694564,-0.91586834,"('unaffectionate', 'caring')",0.740792,0.6404518,1.298316,1.3322951,0.2898839,0.3522929,-0.062409
