,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
71,2.1103117,1.2173432,"('diffident', 'self-confident')",0.72914445,0.31988132,1.419728,0.7686123,0.6511157
61,1.7652426,1.6156816,"('illogical', 'logical')",0.801004,0.44334388,1.2831233,1.0295128,0.2536105
9,1.7518479,1.2791871,"('unaffectionate', 'caring')",0.81317705,1.093601,1.2825124,1.186394,0.0961184
83,1.589204,1.1689037,"('powerless', 'powerful')",-0.63476926,-0.7904928,0.4772173,0.1892055,0.2880118
33,1.519677,1.0069503,"('wrong', 'right')",-0.9715545,-0.7252595,0.2740613,0.1408454,0.1332159
57,-1.3984835,-1.1773125,"('unimaginative', 'imaginative')",-3.6028767,-3.5608077,-2.50068,-2.36906,-0.13162
44,-1.383077,-0.9788512,"('prejudiced', 'unprejudiced')",-1.438615,-1.5473158,-1.410846,-1.2630835,-0.1477625
50,-1.3679234,-1.5014178,"('clumsy', 'skillful')",0.37362778,0.2184754,-0.4971478,-0.6414711,0.1443233
39,1.3670648,1.5920745,"('exploitative', 'cooperative')",-0.080427185,-0.16885236,0.6433188,0.7116111,-0.0682923
62,1.3445677,2.3182774,"('incompetent', 'brilliant')",0.674926,0.99226624,1.0097468,1.6552718,-0.645525
75,-1.2956532,-1.236691,"('meek', 'impulsive')",-0.9272576,-0.5647372,-1.1114554,-0.9007141,-0.2107413
86,1.2025634,0.89730847,"('uninfluential', 'influential')",-0.05707228,-0.19164973,0.5727456,0.3528294,0.2199162
48,1.1970134,1.0328219,"('unintelligent', 'intelligent')",1.4323565,1.0057154,1.3146849,1.0192686,0.2954163
16,-1.0934072,-1.4162914,"('unpopular', 'popular')",0.37155336,0.26308563,-0.3609269,-0.5766029,0.215676
60,1.0747752,1.9220014,"('inefficient', 'efficient')",0.52908665,0.48356485,0.8019309,1.2027831,-0.4008522
12,1.0353813,1.049351,"('unsupportive', 'supportive')",-1.628333,-1.8155928,-0.2964758,-0.3831209,0.0866451
25,0.9869127,0.06602002,"('egoistic', 'altruistic')",0.91440755,0.8061012,0.9506601,0.4360606,0.5145995
1,0.97875583,0.05143752,"('unfriendly', 'friendly')",0.8390195,1.0983427,0.9088876,0.5748901,0.3339975
63,0.9771958,1.1962631,"('unperceptive', 'insightful')",1.2073021,1.0740467,1.0922489,1.135155,-0.0429061
24,0.92585117,1.1312677,"('dishonest', 'honest')",0.48926562,0.8300682,0.7075584,0.9806679,-0.2731095
26,0.89505696,0.2488513,"('hardhearted', 'benevolent')",0.88571197,0.94040525,0.8903844,0.5946283,0.2957561
52,-0.89092577,-1.5931271,"('irrational', 'rational')",-0.8508941,-0.5609018,-0.8709099,-1.0770144,0.2061045
37,0.88276994,1.1057178,"('fake', 'genuine')",0.26252544,0.39850277,0.5726477,0.7521102,-0.1794625
2,0.87476754,0.61770153,"('unlikable', 'likable')",0.30672592,0.43745276,0.5907468,0.5275772,0.0631696
17,-0.8705302,-1.105055,"('nasty', 'nice')",-0.6166065,-0.8341192,-0.7435683,-0.9695871,0.2260188
64,-0.8165938,-0.8708378,"('shy', 'confident')",-6.366439,-6.6164093,-3.5915163,-3.7436235,0.1521072
35,-0.8044157,-1.1718507,"('corrupt', 'incorrupt')",-0.8445531,-0.6494135,-0.8244844,-0.9106321,0.0861477
82,-0.7247051,-0.19646475,"('poor', 'rich')",6.4647894,6.9162207,2.8700421,3.3598781,-0.489836
27,0.72159266,0.36046964,"('hardhearted', 'softhearted')",1.1077962,0.91829133,0.9146944,0.6393805,0.2753139
32,0.7147497,0.67125535,"('unkind', 'kind')",1.1035483,0.848823,0.909149,0.7600392,0.1491098
77,0.7084149,0.63301796,"('unmotivated', 'motivated')",-0.6242221,-0.708486,0.0420964,-0.037734,0.0798304
84,0.70689857,0.62062794,"('inferior', 'superior')",1.034299,0.97870356,0.8705988,0.7996657,0.0709331
72,0.69515365,1.1136967,"('unambitious', 'ambitious')",-0.8590596,-0.48075002,-0.081953,0.3164733,-0.3984263
55,0.681922,1.238586,"('incompetent', 'clever')",0.75509137,0.3698874,0.7185067,0.8042367,-0.08573
56,0.6799729,1.5661445,"('impractical', 'practical')",-0.26489368,-0.11767042,0.2075396,0.724237,-0.5166974
54,0.6737227,0.37287933,"('incapable', 'capable')",0.7771211,0.91415966,0.7254219,0.6435195,0.0819024
5,0.6725194,-0.21253073,"('distant', 'outgoing')",-0.91083694,-0.5234512,-0.1191588,-0.367991,0.2488322
79,-0.6631314,-1.1867545,"('wavering', 'unwavering')",-0.20881304,-0.25664166,-0.4359722,-0.721698,0.2857258
53,0.61628145,-0.0723601,"('uncreative', 'creative')",0.22955664,0.42204222,0.422919,0.1748411,0.2480779
85,0.6136483,-0.5659139,"('insignificant', 'prestigious')",-0.6665695,-0.7332308,-0.0264606,-0.6495724,0.6231118
21,0.49534452,0.74818414,"('immoral', 'moral')",0.16483912,-0.26221776,0.3300918,0.2429832,0.0871086
43,0.48938257,1.0421346,"('irresponsible', 'responsible')",0.7321906,0.62693083,0.6107866,0.8345327,-0.2237461
4,-0.4866845,-1.1010696,"('disliked', 'liked')",-7.2514496,-7.4284663,-3.869067,-4.2647681,0.3957011
68,0.48060358,0.21677929,"('dependent', 'independent')",-0.030770447,-0.33139026,0.2249166,-0.0573055,0.2822221
30,0.4788996,1.0235254,"('intolerant', 'tolerant')",0.32698548,0.661377,0.4029425,0.8424512,-0.4395087
65,-0.46811107,0.30949003,"('insecure', 'secure')",0.27729568,-0.034992006,-0.0954077,0.137249,-0.2326567
28,-0.4677128,-0.31089908,"('disloyal', 'loyal')",0.71054024,1.0170206,0.1214137,0.3530608,-0.2316471
46,0.46374127,1.0130777,"('uncompetitive', 'competitive')",-0.22763783,-0.421225,0.1180517,0.2959264,-0.1778747
59,-0.45162946,-0.7745535,"('foolish', 'wise')",-0.15947065,0.13578178,-0.30555,-0.3193859,0.0138359
45,-0.390764,0.21210201,"('incompetent', 'competent')",-0.18285908,-0.081405506,-0.2868115,0.0653483,-0.3521598
6,0.37031496,-0.50430346,"('distant', 'open')",-1.1299001,-0.7367576,-0.3797926,-0.6205305,0.2407379
81,-0.36811158,0.45085406,"('submissive', 'aggressive')",-0.043568566,-0.08117445,-0.2058401,0.1848398,-0.3906799
7,0.35682982,0.4640947,"('insensitive', 'sensitive')",0.6521302,0.417555,0.50448,0.4408249,0.0636551
11,-0.33359846,0.4814774,"('unhelpful', 'helpful')",2.1111214,2.2904167,0.8887615,1.3859471,-0.4971856
15,-0.3289704,-0.55998933,"('boring', 'funny')",-0.26563132,-0.4062145,-0.2973009,-0.4831019,0.185801
8,0.31800926,-0.2407219,"('unaffectionate', 'affectionate')",-0.042018197,0.23915833,0.1379955,-0.0007818,0.1387773
66,-0.30757964,-0.8798958,"('inactive', 'active')",0.9652324,0.6677447,0.3288264,-0.1060756,0.434902
41,0.28193477,0.26732165,"('unforgiving', 'forgiving')",-0.4539819,-0.37643838,-0.0860236,-0.0545584,-0.0314652
73,0.25663152,0.33880997,"('helpless', 'self-reliant')",-3.9620323,-3.7111604,-1.8527004,-1.6861752,-0.1665252
88,0.25383627,-0.0414602,"('low', 'eminent')",-0.23329021,-0.33184823,0.010273,-0.1866542,0.1969272
20,0.25211397,0.3380614,"('rough', 'thoughtful')",1.0092924,0.8037619,0.6307032,0.5709116,0.0597916
42,-0.24869506,0.073961794,"('unreliable', 'reliable')",-3.0579038,-3.2568994,-1.6532995,-1.5914688,-0.0618307
47,-0.23386976,-0.037624348,"('stupid', 'smart')",5.529421,5.848573,2.6477757,2.9054744,-0.2576987
18,0.2151187,-0.36663613,"('disagreeable', 'welcoming')",-0.60987854,-0.61920327,-0.1973799,-0.4929197,0.2955398
3,-0.20977291,-0.03380803,"('repellent', 'pleasant')",0.87460643,0.77926195,0.3324168,0.3727269,-0.0403101
19,0.19722344,-0.5666894,"('inhospitable', 'hospitable')",-0.47414276,-0.41890526,-0.1384597,-0.4927973,0.3543376
23,0.18222542,0.8553151,"('insincere', 'sincere')",6.3171115,6.5871086,3.2496684,3.7212119,-0.4715435
10,0.17964804,0.8119328,"('unsympathetic', 'sympathetic')",0.17096391,0.080452874,0.175306,0.4461928,-0.2708868
74,0.17950076,0.18739773,"('undedicated', 'dedicated')",-0.5541513,-0.5891124,-0.1873253,-0.2008573,0.013532
70,-0.16725886,0.5013104,"('lethargic', 'energetic')",0.6168726,0.5371825,0.2248069,0.5192465,-0.2944396
40,-0.15358242,-0.50581586,"('stingy', 'generous')",-2.1776712,-2.1986237,-1.1656268,-1.3522198,0.186593
29,-0.1516483,-0.1375132,"('unfair', 'fair')",-0.3419578,-0.44812566,-0.246803,-0.2928194,0.0460164
58,0.14303607,-0.037956014,"('undiscriminating', 'discriminating')",0.028357666,0.11021313,0.0856969,0.0361286,0.0495683
76,-0.13632244,0.81342083,"('anxious', 'daring')",0.2724849,0.10064314,0.0680812,0.457032,-0.3889508
0,-0.13202593,-0.11417937,"('unsociable', 'sociable')",0.13312109,-0.18203011,0.0005476,-0.1481047,0.1486523
34,0.105579436,-0.009579919,"('mean', 'honorable')",6.1092257,6.122169,3.1074026,3.0562944,0.0511082
36,-0.10280183,-1.2837732,"('hostile', 'amicable')",-0.80359423,-0.66740143,-0.453198,-0.9755873,0.5223893
80,0.10216315,0.7266171,"('dominated', 'dominating')",0.028183758,-0.31136093,0.0651735,0.2076281,-0.1424546
49,0.09457116,0.16414773,"('unable', 'able')",0.09093228,-0.046260815,0.0927517,0.0589435,0.0338082
31,-0.081311025,-1.2107242,"('evil', 'good')",-1.4442115,-1.4506203,-0.7627612,-1.3306723,0.5679111
13,-0.07296635,0.45920864,"('impolite', 'polite')",-0.063988484,-0.30927405,-0.0684774,0.0749673,-0.1434447
78,-0.069300726,-0.16815531,"('nonresilient', 'resilient')",0.8716413,0.5531972,0.4011703,0.1925209,0.2086494
51,-0.063827,-0.12419052,"('uneducated', 'educated')",1.2413715,0.926797,0.5887722,0.4013032,0.187469
67,-0.047620323,0.23746477,"('doubtful', 'determined')",-0.34354696,-0.44483793,-0.1955836,-0.1036866,-0.091897
22,0.0442041,0.47246897,"('untrustworthy', 'trustworthy')",-1.1556681,-1.1008226,-0.555732,-0.3141768,-0.2415552
14,0.03906445,0.70002025,"('antisocial', 'social')",-0.08405933,-0.34153262,-0.0224974,0.1792438,-0.2017412
87,0.022044508,0.35021758,"('unsuccessful', 'successful')",1.478885,1.1482254,0.7504648,0.7492215,0.0012433
69,-0.019986345,-0.68699276,"('lazy', 'industrious')",-0.7942498,-0.81944865,-0.4071181,-0.7532207,0.3461026
38,0.00026906282,0.34431946,"('untruthful', 'truthful')",-0.1967696,0.4190622,-0.0982503,0.3816908,-0.4799411
