,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
36,-0.89165455,-0.8031153,"('hostile', 'amicable')",-1.2661554,-1.2917137,1.1140583,1.237906,-0.4193663,-0.43376005,0.39278322,0.377735,-0.214067,-0.1825896,-0.0314774
61,-0.88871837,-0.7463549,"('illogical', 'logical')",0.31166622,0.3147989,-2.248122,-2.2422445,-0.40053222,-0.38395205,0.1930519,0.24223047,-0.6065309,-0.5631044,-0.0434265
37,0.8718615,0.9725243,"('fake', 'genuine')",0.6238762,0.6924492,-0.28396332,-0.35783648,-0.21298638,-0.09943835,0.69180083,0.81391335,0.3381178,0.4043224,-0.0662046
4,-0.8407048,-0.5739625,"('disliked', 'liked')",0.19496953,0.32655466,0.53695947,0.90801376,-0.6853506,-0.75507027,-5.387124,-5.515515,-1.2362501,-1.1219958,-0.1142543
83,-0.8280251,-0.86550725,"('powerless', 'powerful')",-0.0675185,-0.03799121,-0.9886134,-1.0127761,-1.120955,-1.0593722,-0.91767275,-0.7920535,-0.784557,-0.75354,-0.031017
32,-0.8243345,-0.6068542,"('unkind', 'kind')",0.25635952,0.24351306,-2.0096238,-1.9954823,0.48634076,0.58730584,1.1677225,1.2795484,-0.1847071,-0.0983939,-0.0863132
34,-0.8199128,-0.8809413,"('mean', 'honorable')",-0.28777513,-0.21890062,-0.9758229,-0.9742785,0.4058578,0.4862363,5.6431403,5.724773,0.7930974,0.8273778,-0.0342804
35,0.81014156,0.60891175,"('corrupt', 'incorrupt')",-0.7771703,-0.632504,2.968139,3.0925932,-0.39331025,-0.37885392,-0.05583936,0.011310134,0.5103921,0.5402914,-0.0298993
58,-0.7714719,-0.6583145,"('undiscriminating', 'discriminating')",-0.4985016,-0.51836395,-2.01719,-1.9481425,0.1771914,0.13993159,-0.046459064,-0.01588938,-0.6312862,-0.6001557,-0.0311305
43,-0.7648562,-0.5619452,"('irresponsible', 'responsible')",0.62885886,0.5408075,-2.9440074,-2.8910236,-0.057158254,0.032876696,0.6583314,0.6574132,-0.4957663,-0.4443743,-0.051392
20,-0.71847826,-0.68241364,"('rough', 'thoughtful')",1.0169876,0.8593414,-0.5622532,-0.6892099,-0.15708853,-0.020412158,1.2018807,1.2723811,0.1562097,0.1479374,0.0082723
53,-0.68104243,-0.5397725,"('uncreative', 'creative')",0.097222045,0.009622224,-1.5307881,-1.4026142,0.27229273,0.2946518,1.2140869,1.3281549,-0.1256458,-0.0619916,-0.0636542
12,0.67229545,0.96014595,"('unsupportive', 'supportive')",0.9320715,0.91593593,-1.0628377,-0.85504884,-0.5377188,-0.4898103,-1.1952097,-1.2493906,-0.2382798,-0.1436336,-0.0946462
24,0.66456264,0.8309886,"('dishonest', 'honest')",-0.28531986,-0.22761425,-1.5496831,-1.4875914,-0.60087013,-0.52446485,0.8964162,0.9821604,-0.1749789,-0.0853043,-0.0896746
33,0.6339477,0.6141719,"('wrong', 'right')",-0.5182171,-0.33954272,1.5591463,1.5899731,-0.1540454,-0.17194094,-0.314556,-0.45256418,0.2412551,0.2480195,-0.0067644
65,-0.6229953,-0.4783074,"('insecure', 'secure')",1.2989395,0.9837723,-2.3528564,-2.594091,0.3729043,0.3512161,-0.29897434,-0.40340373,-0.3205965,-0.4281627,0.1075662
46,-0.61915386,-0.48618516,"('uncompetitive', 'competitive')",1.7864544,1.4293207,-3.805633,-3.907907,-0.2857326,-0.41497093,-0.33173445,-0.49988824,-0.6511599,-0.7759261,0.1247662
81,-0.6185725,-0.52416074,"('submissive', 'aggressive')",0.5850318,0.4584344,-2.6570275,-2.825574,-0.38069677,-0.48105377,-1.0229002,-1.0618969,-0.8188331,-0.8868502,0.0680171
41,-0.613747,0.0030769426,"('unforgiving', 'forgiving')",-0.8916125,-0.8757244,-1.7998611,-1.6084466,0.09966054,0.08772396,0.12093894,0.00356856,-0.6169242,-0.4779603,-0.1389639
68,-0.47005945,-0.60158026,"('dependent', 'independent')",-0.060991533,-0.1376995,-0.51042616,-0.46979907,-1.3583862,-1.4272405,-0.32162482,-0.49135268,-0.5442976,-0.6255343,0.0812367
63,-0.4655278,-0.27254593,"('unperceptive', 'insightful')",0.89669573,0.8139231,-2.5663822,-2.4523556,0.2851834,0.216928,1.4434608,1.2913082,-0.081314,-0.0805485,-0.0007655
27,0.4483926,0.7835773,"('hardhearted', 'softhearted')",-1.1250484,-1.022804,-1.5278634,-1.4216727,-0.19417302,-0.04126342,1.322791,1.3523093,-0.2151803,-0.0699707,-0.1452096
38,0.4313662,0.60724354,"('untruthful', 'truthful')",-1.3788619,-1.2614591,-0.1480988,0.05473017,-0.51435536,-0.4658232,0.33053413,0.41663802,-0.2558831,-0.1297341,-0.126149
64,-0.4288567,-0.4190037,"('shy', 'confident')",1.0620137,1.0045629,-0.4747967,-0.47544533,0.20882054,0.23175333,-5.5533886,-5.6766415,-1.0372416,-1.0669549,0.0297133
78,0.42774534,0.5464869,"('nonresilient', 'resilient')",0.53531283,0.27573854,-1.4153816,-1.4177128,0.5069211,0.40550187,0.7189648,0.5964851,0.1547125,0.0812999,0.0734126
76,-0.4264223,-0.46581438,"('anxious', 'daring')",2.1654558,2.0328455,-1.8445344,-2.0182774,0.3608237,0.4158941,-0.03883999,0.04298507,0.0432966,0.0015266,0.04177
48,-0.42606738,-0.356782,"('unintelligent', 'intelligent')",-0.7146647,-0.75585544,-3.0358334,-3.2071056,-0.9816794,-0.89891607,0.54416007,0.56278706,-0.9228169,-0.9311745,0.0083576
85,-0.41656736,-0.37782305,"('insignificant', 'prestigious')",-0.82561696,-0.7394242,2.0846233,2.2434614,-0.8564596,-0.89366794,0.983935,1.0817046,0.1939829,0.2628501,-0.0688672
23,-0.3946751,-0.31017476,"('insincere', 'sincere')",-0.1795914,-0.3037688,-2.1478689,-2.2106562,-0.46737066,-0.4664565,5.163809,5.225412,0.3948606,0.3868711,0.0079895
50,-0.3917077,-0.57330763,"('clumsy', 'skillful')",1.9385151,1.7603163,1.2982217,1.0997791,0.7470024,0.8850912,0.79887253,0.95297265,0.8781808,0.8249702,0.0532106
40,-0.38342452,-0.081335165,"('stingy', 'generous')",-0.6213886,-0.65710187,-0.23211071,-0.12405439,-0.92338765,-1.0100539,-0.9941778,-1.1574571,-0.6308979,-0.6060005,-0.0248974
62,-0.37526506,-0.33315647,"('incompetent', 'brilliant')",0.0063296407,0.007056929,-2.4907346,-2.414187,-0.40042245,-0.37156227,0.3044439,0.37094337,-0.5911297,-0.5481811,-0.0429486
8,0.362752,0.49449992,"('unaffectionate', 'affectionate')",-0.6869358,-0.59882784,-0.04650885,-0.033115678,-1.2399025,-1.2324747,0.52123636,0.6650437,-0.2178718,-0.1409749,-0.0768969
72,-0.322655,-0.2641455,"('unambitious', 'ambitious')",-0.8159385,-0.8469929,-1.103159,-0.97162414,-0.7827627,-0.80839163,-1.0922002,-0.90888935,-0.8233431,-0.7600087,-0.0633344
3,-0.3129105,-0.25153446,"('repellent', 'pleasant')",0.3012453,0.15868036,-1.453219,-1.4104346,0.27305797,0.25130588,-0.048702672,-0.14115533,-0.2481058,-0.2786277,0.0305219
45,0.2874411,0.34834507,"('incompetent', 'competent')",0.740497,0.5963473,-1.9918321,-2.050728,0.17767091,0.041671593,-0.14117923,-0.27810857,-0.1854805,-0.2684945,0.083014
31,-0.27542052,-0.08302635,"('evil', 'good')",-1.6623682,-1.4086608,1.3469193,1.6761091,-0.21568996,-0.20139049,-0.81076807,-0.800293,-0.3234655,-0.1634523,-0.1600132
70,-0.2740676,-0.051492654,"('lethargic', 'energetic')",0.98936504,0.86734706,-2.6305637,-2.5155792,-0.19674489,-0.11436043,0.8400739,0.7697448,-0.2543875,-0.2088681,-0.0455194
30,0.2696221,0.5626582,"('intolerant', 'tolerant')",-0.33865026,-0.35868043,-2.1595745,-2.0946245,0.12866959,0.16183901,0.79600847,0.7757546,-0.2607849,-0.1906106,-0.0701743
59,-0.2511143,-0.32459164,"('foolish', 'wise')",0.5033424,0.47368237,1.3082083,1.4712217,0.16387406,0.086901374,0.64168227,0.62695277,0.4731986,0.4668333,0.0063653
84,0.2466621,0.19023493,"('inferior', 'superior')",1.3987175,1.3156891,0.03619224,0.011140073,0.47646382,0.44542804,0.79763234,0.7409297,0.5911336,0.5406844,0.0504492
67,0.24487855,-0.07657115,"('doubtful', 'determined')",0.15983294,0.19583312,0.7164939,0.539685,0.53298295,0.45334056,-0.3274781,-0.402644,0.265342,0.1419287,0.1234133
75,0.2430974,0.17346177,"('meek', 'impulsive')",-1.2586325,-1.1137549,1.9808041,2.1372743,-0.9579706,-0.9640094,-0.2303578,-0.2042001,-0.0446119,0.0057543,-0.0503662
21,0.23231465,0.4702604,"('immoral', 'moral')",1.0502715,1.0002692,-3.0068998,-3.005036,-0.55753136,-0.4609517,-1.1426475,-1.1951979,-0.6848985,-0.6381312,-0.0467673
29,0.23047048,0.16584614,"('unfair', 'fair')",-0.18977548,-0.13996209,0.26358247,0.35476217,-1.2131598,-1.1122495,-0.609234,-0.60462636,-0.3036232,-0.2672459,-0.0363773
5,-0.20980144,-0.11199764,"('distant', 'outgoing')",-1.0147382,-0.892686,1.4304124,1.7000692,-1.2090812,-1.2395415,-0.054574437,-0.016711717,-0.2115566,-0.1121735,-0.0993831
66,-0.19687931,-0.262867,"('inactive', 'active')",1.2688274,1.302713,1.2105873,1.2215828,0.40812537,0.3252018,0.99543315,0.90496457,0.7372188,0.6983191,0.0388997
10,-0.19284248,0.24877197,"('unsympathetic', 'sympathetic')",0.6727159,0.3497063,-3.9426546,-3.977341,-0.26242086,-0.2868129,0.092656314,0.10206181,-0.7265091,-0.7127228,-0.0137863
26,-0.19079103,0.04997725,"('hardhearted', 'benevolent')",0.84842265,0.9262121,-0.2679322,-0.25401294,1.1938914,1.2128273,1.4740833,1.682636,0.6115348,0.723528,-0.1119932
0,-0.18856484,-0.0567773,"('unsociable', 'sociable')",0.832679,0.7100171,-2.892682,-3.0592258,-0.091759786,-0.17901021,-0.4578275,-0.5838868,-0.5596311,-0.6337766,0.0741455
79,-0.17799082,-0.32909563,"('wavering', 'unwavering')",-0.27278918,-0.32594413,1.7942969,1.7231101,-0.79264545,-0.9182175,0.2457889,0.19384755,0.1593321,0.0687401,0.090592
28,0.1647016,0.24141993,"('disloyal', 'loyal')",0.18194896,0.055103093,-1.2868617,-1.2635539,-0.32293904,-0.47273952,0.94616073,1.0721235,-0.0633979,-0.0735294,0.0101315
87,-0.16293368,-0.42159066,"('unsuccessful', 'successful')",2.5425205,2.4154649,-0.5076209,-0.82023114,1.2812207,1.0541009,0.98321724,0.8496151,0.8272808,0.6154718,0.211809
15,0.1479984,0.15994675,"('boring', 'funny')",0.1525972,0.29288238,-0.3824033,-0.2792489,0.4029588,0.54181755,0.24703747,0.23762079,0.1136377,0.1906037,-0.076966
19,-0.13652796,-0.16406871,"('inhospitable', 'hospitable')",-1.1114448,-1.0759171,0.43390447,0.64724934,-0.8805124,-0.86545354,-0.18465075,-0.16902801,-0.3758463,-0.3254436,-0.0504027
6,0.122815534,0.39363605,"('distant', 'open')",-0.97618675,-0.8236986,1.4553082,1.764467,-1.2104192,-1.1192393,0.6151491,0.78851885,0.0013334,0.2007368,-0.1994034
11,0.113414496,0.12623349,"('unhelpful', 'helpful')",-0.3979611,-0.44576705,-1.9436435,-2.0104055,0.21580073,0.27272332,2.075369,2.240826,0.0125959,0.036722,-0.0241261
17,0.09652221,0.033956144,"('nasty', 'nice')",0.4500354,0.43316287,-0.34920758,-0.31232706,-0.7594678,-0.74556905,-0.72614324,-0.77562124,-0.2576522,-0.2732797,0.0156275
25,-0.09427074,-0.20672128,"('egoistic', 'altruistic')",-0.70952094,-0.59132934,0.5962082,0.63019234,0.012923002,0.05465711,1.1448748,1.2290245,0.1900429,0.2231647,-0.0331218
22,0.08318885,0.37817562,"('untrustworthy', 'trustworthy')",0.25134024,0.20111282,-1.5053589,-1.3650675,-0.7021657,-0.58164805,-1.1538684,-1.1338621,-0.6053728,-0.5002579,-0.1051149
1,-0.06416393,0.2669722,"('unfriendly', 'friendly')",-1.411178,-1.2893776,-2.017669,-1.8399794,-0.61700726,-0.57837856,1.8620355,1.9580017,-0.4495965,-0.2965523,-0.1530442
13,0.0440686,0.34127536,"('impolite', 'polite')",0.42745295,0.47956452,-1.8147386,-1.9055434,0.6078381,0.66178674,-0.083376735,-0.22641994,-0.1637511,-0.1298674,-0.0338837
80,-0.022722756,-0.08226495,"('dominated', 'dominating')",0.87530345,0.75955075,-1.416271,-1.6216139,0.25062194,0.21394113,-1.4132515,-1.5075482,-0.345264,-0.447587,0.102323
86,-0.012643486,0.17288752,"('uninfluential', 'influential')",0.15396062,0.05390006,-3.4903603,-3.397756,-0.6776236,-0.7391544,-0.18054749,-0.21808054,-0.8414429,-0.8256407,-0.0158022
14,0.010337021,-0.09470001,"('antisocial', 'social')",1.0848225,1.0231241,-2.1985805,-2.2873015,0.39284062,0.34551123,-1.0763159,-1.0940055,-0.3573792,-0.4214744,0.0640952
42,-0.0100290105,0.38882232,"('unreliable', 'reliable')",1.4591829,1.3323826,0.020842098,0.080971636,-0.027468197,0.055938967,-2.3399434,-2.3653963,-0.1794831,-0.1014562,-0.0780269
57,0.008962486,0.37543434,"('unimaginative', 'imaginative')",-0.34028402,-0.461053,-3.012923,-2.735554,-0.67987794,-0.692859,-2.0343733,-2.077646,-1.2116991,-1.1183355,-0.0933636
