,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
70,0.7464016,0.8809659,"('lethargic', 'energetic')",0.80610496,1.1693711,0.7762533,1.0251685,-0.2489152
14,0.7425908,0.52299345,"('antisocial', 'social')",-0.34584242,-0.51760423,0.1983742,0.0026946,0.1956796
42,0.65673393,0.9064525,"('unreliable', 'reliable')",-3.0393193,-2.6637733,-1.1912926,-0.8786604,-0.3126322
75,-0.6376181,-0.44457823,"('meek', 'impulsive')",-0.43019712,-0.3045367,-0.5339077,-0.3745575,-0.1593502
25,-0.6218359,-0.8928603,"('egoistic', 'altruistic')",1.4764708,1.3205553,0.4273175,0.2138475,0.21347
29,-0.586977,-0.47004727,"('unfair', 'fair')",-0.47841844,-0.6157861,-0.5326977,-0.5429167,0.010219
71,-0.57952034,-0.4987966,"('diffident', 'self-confident')",0.5997845,0.48512757,0.0101321,-0.0068345,0.0169666
18,-0.5690193,-0.7559062,"('disagreeable', 'welcoming')",-0.24186707,-0.41377822,-0.4054432,-0.5848422,0.179399
58,-0.54152125,-0.6184793,"('undiscriminating', 'discriminating')",0.13817042,0.005490314,-0.2016754,-0.3064945,0.1048191
44,0.5351026,0.29816407,"('prejudiced', 'unprejudiced')",-1.2934844,-1.3026855,-0.3791909,-0.5022607,0.1230698
20,0.530971,0.75583935,"('rough', 'thoughtful')",1.4332719,1.3983579,0.9821215,1.0770986,-0.0949771
4,-0.5181863,-0.26272556,"('disliked', 'liked')",-6.944884,-6.8633327,-3.731535,-3.5630291,-0.1685059
55,0.5040304,0.399529,"('incompetent', 'clever')",0.36108786,0.37495765,0.4325591,0.3872433,0.0453158
2,0.4953066,0.35108578,"('unlikable', 'likable')",0.38701132,0.2901885,0.441159,0.3206371,0.1205219
51,0.49452665,0.5566409,"('uneducated', 'educated')",0.34522787,0.53716564,0.4198773,0.5469033,-0.127026
68,-0.48860842,-0.35339308,"('dependent', 'independent')",-0.53686404,-0.5295919,-0.5127362,-0.4414925,-0.0712437
15,-0.48409256,-0.49425638,"('boring', 'funny')",0.12411055,0.05179454,-0.179991,-0.2212309,0.0412399
26,-0.4836135,-0.66970646,"('hardhearted', 'benevolent')",1.6930995,1.5051359,0.604743,0.4177147,0.1870283
61,0.4810608,0.50084543,"('illogical', 'logical')",0.35021606,0.27137345,0.4156384,0.3861094,0.029529
69,-0.45220876,-0.37464046,"('lazy', 'industrious')",-0.67689866,-0.8860298,-0.5645537,-0.6303351,0.0657814
73,0.43498492,0.48024157,"('helpless', 'self-reliant')",-3.096933,-3.018671,-1.330974,-1.2692147,-0.0617593
78,-0.43046236,-0.3200931,"('nonresilient', 'resilient')",-0.12004726,0.037188053,-0.2752548,-0.1414525,-0.1338023
88,-0.421029,-0.5419128,"('low', 'eminent')",0.20129839,0.2594591,-0.1098653,-0.1412268,0.0313615
3,0.4058694,0.13500518,"('repellent', 'pleasant')",0.5388954,0.39224726,0.4723824,0.2636262,0.2087562
13,0.39573723,0.5940232,"('impolite', 'polite')",-0.4556253,-0.2150911,-0.029944,0.1894661,-0.2194101
10,0.3489102,0.4578213,"('unsympathetic', 'sympathetic')",-0.46548834,-0.0977709,-0.0582891,0.1800252,-0.2383143
17,-0.34002644,-0.15738453,"('nasty', 'nice')",-0.8688632,-0.8456415,-0.6044449,-0.501513,-0.1029319
32,0.32634002,0.38484418,"('unkind', 'kind')",0.890358,1.0236301,0.608349,0.7042372,-0.0958882
64,0.32597136,0.30807436,"('shy', 'confident')",-6.9909263,-6.8045707,-3.3324776,-3.2482481,-0.0842295
74,0.31237355,0.25400537,"('undedicated', 'dedicated')",-0.038597938,-0.05947049,0.1368878,0.0972674,0.0396204
12,-0.2931128,-0.1278838,"('unsupportive', 'supportive')",-2.0663545,-1.7851351,-1.1797336,-0.9565095,-0.2232241
46,0.2781016,0.16366059,"('uncompetitive', 'competitive')",-0.5191253,-0.50580645,-0.1205118,-0.1710729,0.0505611
43,0.27641323,0.45093185,"('irresponsible', 'responsible')",0.80869395,0.9480023,0.5425536,0.6994671,-0.1569135
38,-0.27131647,-0.010853715,"('untruthful', 'truthful')",-0.3773451,-0.10727166,-0.3243308,-0.0590627,-0.2652681
54,-0.26956528,-0.19765419,"('incapable', 'capable')",1.1949084,1.3174912,0.4626715,0.5599185,-0.097247
45,0.26262158,0.4228488,"('incompetent', 'competent')",0.053497292,0.09233013,0.1580594,0.2575895,-0.0995301
11,0.25682792,0.20486887,"('unhelpful', 'helpful')",1.4032819,1.7311645,0.8300549,0.9680167,-0.1379618
47,0.2508274,0.40333956,"('stupid', 'smart')",5.702095,5.747055,2.9764612,3.0751972,-0.098736
16,-0.24456543,-0.49959993,"('unpopular', 'popular')",0.64868677,0.37292653,0.2020607,-0.0633367,0.2653974
50,-0.2185356,-0.008532798,"('clumsy', 'skillful')",0.3020599,0.39275438,0.0417621,0.1921108,-0.1503487
48,0.2164034,0.19205621,"('unintelligent', 'intelligent')",0.7129195,0.89458,0.4646614,0.5433181,-0.0786567
27,-0.21289203,-0.0027046371,"('hardhearted', 'softhearted')",1.3322695,1.2682086,0.5596887,0.632752,-0.0730633
72,0.1989772,0.2773347,"('unambitious', 'ambitious')",-0.3577951,-0.29146087,-0.0794089,-0.0070631,-0.0723458
28,-0.19840202,-0.3967786,"('disloyal', 'loyal')",0.9996867,0.89351296,0.4006423,0.2483672,0.1522751
37,0.18288055,0.36286357,"('fake', 'genuine')",0.50161403,0.6876836,0.3422473,0.5252736,-0.1830263
7,0.18254684,0.29030564,"('insensitive', 'sensitive')",0.72816926,0.9481134,0.4553581,0.6192095,-0.1638514
83,-0.17722654,-0.2784815,"('powerless', 'powerful')",-0.68101853,-0.55572635,-0.4291225,-0.4171039,-0.0120186
84,0.14721434,0.16687913,"('inferior', 'superior')",0.7836241,0.8295702,0.4654192,0.4982246,-0.0328054
24,0.13043389,0.20680109,"('dishonest', 'honest')",0.72061026,0.76892495,0.4255221,0.487863,-0.0623409
82,-0.124932155,-0.19899562,"('poor', 'rich')",6.678668,6.723897,3.2768679,3.2624507,0.0144172
22,0.12046115,0.20476127,"('untrustworthy', 'trustworthy')",-1.0502994,-0.94835246,-0.4649191,-0.3717956,-0.0931235
63,-0.10882498,0.35600987,"('unperceptive', 'insightful')",0.84728813,1.2284279,0.3692316,0.7922189,-0.4229873
41,0.10548393,0.14244868,"('unforgiving', 'forgiving')",0.13608706,-0.0026367642,0.1207855,0.069906,0.0508795
77,0.08993024,0.023728652,"('unmotivated', 'motivated')",-1.1558661,-0.94777703,-0.5329679,-0.4620242,-0.0709437
33,-0.083913855,-0.13960494,"('wrong', 'right')",-0.69758457,-0.8490088,-0.3907492,-0.4943069,0.1035577
23,0.06563765,0.07009251,"('insincere', 'sincere')",5.9120045,6.0317163,2.988821,3.0509045,-0.0620835
34,0.052633528,0.19271459,"('mean', 'honorable')",6.081811,6.22549,3.0672224,3.2091024,-0.14188
40,-0.04271895,-0.3342403,"('stingy', 'generous')",-1.4508655,-1.5827718,-0.7467923,-0.958506,0.2117137
0,0.03415519,-0.30628514,"('unsociable', 'sociable')",-0.30080378,-0.34985742,-0.1333243,-0.3280713,0.194747
59,0.022829335,-0.00078812055,"('foolish', 'wise')",0.33466208,0.19202301,0.1787457,0.0956174,0.0831283
49,-0.022780411,0.18923746,"('unable', 'able')",-0.17864336,0.12598555,-0.1007119,0.1576115,-0.2583234
