,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,male-female
57,-2.320989,-2.2221203,"('unimaginative', 'imaginative')",0.83454114,0.9174777,-2.9566615,-2.9265974,-1.4810365,-1.4104133,-0.0706232
10,-2.1036508,-1.97619,"('unsympathetic', 'sympathetic')",2.1432958,2.176203,0.6841124,0.69993937,0.2412525,0.2999841,-0.0587316
86,-1.9162705,-1.8132474,"('uninfluential', 'influential')",0.58089906,0.5680677,-0.10084587,-0.11266718,-0.4787391,-0.4526156,-0.0261235
0,-1.8654691,-1.760235,"('unsociable', 'sociable')",1.7758404,1.6967413,0.39771292,0.4304733,0.1026947,0.1223266,-0.0196319
28,-1.7704908,-1.9908838,"('disloyal', 'loyal')",0.49419242,0.33125404,1.3209198,1.1339468,0.0148738,-0.1752277,0.1901015
23,-1.5894868,-1.5592954,"('insincere', 'sincere')",1.5446366,1.523387,6.269032,6.283396,2.0747272,2.0824957,-0.0077685
1,-1.5577024,-1.6721652,"('unfriendly', 'friendly')",-2.1865323,-2.1741636,0.15796185,0.10110445,-1.1954242,-1.2484081,0.0529839
14,-1.4967891,-1.2441841,"('antisocial', 'social')",2.0010333,1.960127,0.014834956,0.027272986,0.1730264,0.2477386,-0.0747122
35,1.4561012,1.3393717,"('corrupt', 'incorrupt')",-2.4145198,-2.3946807,-1.697873,-1.6932267,-0.8854305,-0.9161785,0.030748
48,-1.3254124,-1.3426156,"('unintelligent', 'intelligent')",1.0007303,0.75728756,1.304438,1.2139374,0.3265853,0.2095365,0.1170488
72,-1.2964504,-1.3338937,"('unambitious', 'ambitious')",0.15827169,0.12340925,-0.33992085,-0.43058953,-0.4926999,-0.5470246,0.0543247
45,-1.2931405,-1.2051588,"('incompetent', 'competent')",1.8633467,1.8206223,0.12887107,0.24276897,0.2330257,0.2860775,-0.0530518
65,-1.2674875,-1.0741494,"('insecure', 'secure')",0.93602145,0.9619084,0.5733799,0.66939324,0.0806379,0.1857174,-0.1050795
53,-1.2432004,-1.2982154,"('uncreative', 'creative')",-0.98042446,-0.9916179,0.22983667,0.1282664,-0.6645961,-0.7205223,0.0559262
11,-1.2419089,-1.3268497,"('unhelpful', 'helpful')",0.81308395,0.7927472,2.7249286,2.6245859,0.7653679,0.6968278,0.0685401
41,-1.2409587,-0.98515606,"('unforgiving', 'forgiving')",0.0344147,0.44521654,-0.3760158,-0.28507698,-0.5275199,-0.2750055,-0.2525144
59,1.2348561,1.0720941,"('foolish', 'wise')",-0.39059412,-0.38140723,-0.6674911,-0.5777487,0.0589236,0.037646,0.0212776
73,1.2194035,1.3107351,"('helpless', 'self-reliant')",-0.014302755,0.15565266,-3.2758615,-3.2173464,-0.6902536,-0.5836529,-0.1066007
30,-1.2054412,-0.95710284,"('intolerant', 'tolerant')",2.192406,2.1666512,0.9405285,1.0001322,0.6424977,0.7365602,-0.0940625
43,-1.2039293,-1.0068983,"('irresponsible', 'responsible')",1.69734,1.8068067,0.967052,1.1181664,0.4868209,0.6393583,-0.1525374
69,1.1849725,1.1330663,"('lazy', 'industrious')",-1.2254058,-1.327213,-1.7521465,-1.7622505,-0.5975266,-0.6521324,0.0546058
26,-1.1680638,-0.99541605,"('hardhearted', 'benevolent')",-0.10178936,0.029895846,0.33313164,0.3750525,-0.3122405,-0.1968226,-0.1154179
7,-1.1275909,-1.0462337,"('insensitive', 'sensitive')",0.86188126,0.75571036,0.73811615,0.7963085,0.1574688,0.1685951,-0.0111263
8,-1.0984831,-1.1425754,"('unaffectionate', 'affectionate')",-1.3995426,-1.3465466,-0.25867334,-0.2959026,-0.9188997,-0.9283415,0.0094418
9,-1.0983776,-1.2122076,"('unaffectionate', 'caring')",-0.68113506,-0.6560416,0.89519376,0.8551523,-0.294773,-0.3376989,0.0429259
3,-1.0930004,-1.1343888,"('repellent', 'pleasant')",1.3164274,1.2720683,0.8878369,0.9001573,0.3704213,0.3459456,0.0244757
55,-1.0781801,-0.97978693,"('incompetent', 'clever')",3.2484832,3.0322783,1.0762687,0.99026525,1.0821906,1.0142522,0.0679384
13,-1.0084116,-0.86725396,"('impolite', 'polite')",2.149154,2.1385229,0.25136018,0.30239677,0.4640342,0.5245552,-0.060521
88,-0.9791637,-1.166195,"('low', 'eminent')",-0.3515101,-0.5255229,-0.45577452,-0.527031,-0.5954828,-0.7395829,0.1441001
32,-0.9418502,-0.9713009,"('unkind', 'kind')",0.22875671,0.28751618,0.64607143,0.6577438,-0.0223407,-0.0086803,-0.0136604
60,-0.9415416,-0.86721414,"('inefficient', 'efficient')",3.171256,2.9857776,1.1525756,1.1216552,1.12743,1.0800729,0.0473571
12,-0.9347725,-0.728381,"('unsupportive', 'supportive')",0.9072276,1.1067883,-1.8448786,-1.82251,-0.6241411,-0.4813676,-0.1427735
46,-0.9241434,-0.87242055,"('uncompetitive', 'competitive')",1.9145094,1.8757564,0.3240641,0.4130417,0.4381434,0.4721258,-0.0339824
61,-0.9080071,-0.92883927,"('illogical', 'logical')",0.6092032,0.5322659,0.5899705,0.67851293,0.0970556,0.0939799,0.0030757
76,-0.89707583,-0.68643785,"('anxious', 'daring')",0.8675345,0.8456145,0.5701002,0.63471025,0.1801863,0.264629,-0.0844427
81,-0.8958364,-0.8207539,"('submissive', 'aggressive')",2.4748044,2.3746507,0.3779787,0.2609523,0.6523156,0.6049497,0.0473659
24,-0.89246136,-0.8755636,"('dishonest', 'honest')",0.91641295,0.92872995,1.0654355,1.0477401,0.3631291,0.3669688,-0.0038397
63,-0.77567345,-0.5968303,"('unperceptive', 'insightful')",0.048467107,0.32271433,1.0054164,1.0999609,0.0927367,0.2752816,-0.1825449
