,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.7374679,-1.7861651,"('uninfluential', 'influential')",-0.602773,-0.46141976,-1.1701205,-1.1237924,-0.0463281
69,1.626011,1.6489631,"('lazy', 'industrious')",-0.3510449,-0.3495098,0.6374831,0.6497266,-0.0122435
10,-1.5915407,-1.9378339,"('unsympathetic', 'sympathetic')",-0.64645076,-0.641726,-1.1189957,-1.2897799,0.1707842
57,-1.4036263,-1.7066312,"('unimaginative', 'imaginative')",-3.2251134,-3.068323,-2.3143699,-2.3874769,0.073107
28,-1.260127,-1.3310745,"('disloyal', 'loyal')",0.8761164,0.8134754,-0.1920053,-0.2587996,0.0667943
84,1.2007761,1.260311,"('inferior', 'superior')",1.0035759,1.1399547,1.102176,1.2001328,-0.0979568
45,-1.1256442,-1.4236399,"('incompetent', 'competent')",-0.39180192,0.013896713,-0.7587231,-0.7048716,-0.0538515
73,1.1187323,1.0647732,"('helpless', 'self-reliant')",-3.000759,-2.8176174,-0.9410133,-0.8764221,-0.0645912
23,-1.114362,-1.0141562,"('insincere', 'sincere')",5.5141873,5.4147043,2.1999125,2.200274,-0.0003615
1,-1.0286613,-1.0830785,"('unfriendly', 'friendly')",0.9709796,1.096277,-0.0288408,0.0065992,-0.03544
24,-1.0201097,-0.91571015,"('dishonest', 'honest')",0.3868806,0.539182,-0.3166145,-0.1882641,-0.1283504
53,-0.9778393,-0.76102203,"('uncreative', 'creative')",0.24722098,0.32026926,-0.3653091,-0.2203764,-0.1449327
44,0.9620694,0.64851135,"('prejudiced', 'unprejudiced')",-1.239825,-1.5218655,-0.1388778,-0.4366771,0.2977993
43,-0.9558892,-1.1002022,"('irresponsible', 'responsible')",0.20272094,0.21876296,-0.3765841,-0.4407196,0.0641355
25,0.9513735,0.89760494,"('egoistic', 'altruistic')",1.2858977,1.2464142,1.1186357,1.0720096,0.0466261
13,-0.9401898,-0.9964079,"('impolite', 'polite')",-1.0108048,-0.6892117,-0.9754972,-0.8428098,-0.1326874
16,0.93036544,0.52145094,"('unpopular', 'popular')",0.63315433,0.47168666,0.7817599,0.4965688,0.2851911
51,-0.90905356,-0.6931786,"('uneducated', 'educated')",-0.16731583,0.19971293,-0.5381847,-0.2467328,-0.2914519
7,-0.8784343,-0.14411925,"('insensitive', 'sensitive')",-0.21270506,0.3421597,-0.5455697,0.0990202,-0.6445899
9,-0.85925716,-0.90468216,"('unaffectionate', 'caring')",0.96743655,1.1585382,0.0540897,0.126928,-0.0728383
46,-0.8440386,-0.96375394,"('uncompetitive', 'competitive')",-1.0759884,-0.829478,-0.9600135,-0.896616,-0.0633975
35,0.84030676,0.90317047,"('corrupt', 'incorrupt')",-0.5153651,-0.7141643,0.1624708,0.0945031,0.0679677
26,-0.7741844,-0.58737475,"('hardhearted', 'benevolent')",1.204769,1.4874237,0.2152923,0.4500245,-0.2347322
22,-0.7730312,-0.97650194,"('untrustworthy', 'trustworthy')",-1.255665,-1.012157,-1.014348,-0.9943295,-0.0200185
70,-0.77078915,-0.91404027,"('lethargic', 'energetic')",-0.057108603,-0.081178464,-0.4139489,-0.4976094,0.0836605
77,-0.762576,-0.43509308,"('unmotivated', 'motivated')",-1.0319993,-0.8001307,-0.8972877,-0.6176119,-0.2796758
85,0.7563293,0.6632249,"('insignificant', 'prestigious')",-0.42600647,-0.35895422,0.1651614,0.1521353,0.0130261
0,-0.69050866,-1.308959,"('unsociable', 'sociable')",-0.1572596,-0.25349894,-0.4238841,-0.781229,0.3573449
19,-0.68428814,-0.5367021,"('inhospitable', 'hospitable')",-0.68618435,-0.42582437,-0.6852362,-0.4812632,-0.203973
12,-0.6836225,-0.4368057,"('unsupportive', 'supportive')",-2.2185817,-1.7743791,-1.451102,-1.1055924,-0.3455096
30,-0.6749436,-0.7317881,"('intolerant', 'tolerant')",0.74160004,0.78911823,0.0333282,0.0286651,0.0046631
81,-0.673013,-0.64412594,"('submissive', 'aggressive')",-0.44266078,-0.33570626,-0.5578369,-0.4899161,-0.0679208
8,-0.67300415,-0.97303975,"('unaffectionate', 'affectionate')",0.37696108,0.3893676,-0.1480215,-0.2918361,0.1438146
2,0.6722424,0.48735687,"('unlikable', 'likable')",0.6617918,0.7324494,0.6670171,0.6099032,0.0571139
72,-0.59644777,-0.93728864,"('unambitious', 'ambitious')",-0.04109273,-0.30721006,-0.3187703,-0.6222494,0.3034791
32,-0.59477633,-0.43267065,"('unkind', 'kind')",0.39515445,0.46888912,-0.0998109,0.0181092,-0.1179201
42,0.5879772,0.5948571,"('unreliable', 'reliable')",-3.3177307,-2.9362144,-1.3648767,-1.1706786,-0.1941981
55,-0.5844395,-0.9466036,"('incompetent', 'clever')",0.3514259,0.50210834,-0.1165068,-0.2222476,0.1057408
27,-0.5777476,-0.4906531,"('hardhearted', 'softhearted')",0.6398279,0.7266498,0.0310402,0.1179984,-0.0869582
11,-0.54921484,-0.687015,"('unhelpful', 'helpful')",1.9152509,1.8657037,0.683018,0.5893444,0.0936736
20,0.52841324,0.45870686,"('rough', 'thoughtful')",0.8295248,0.81188595,0.678969,0.6352964,0.0436726
3,-0.5242615,-0.5568437,"('repellent', 'pleasant')",0.6776979,0.6168295,0.0767182,0.0299929,0.0467253
40,0.5187784,0.58132875,"('stingy', 'generous')",-2.236451,-2.000666,-0.8588363,-0.7096686,-0.1491677
21,-0.49103397,-0.6504328,"('immoral', 'moral')",-0.4509178,-0.33384824,-0.4709759,-0.4921405,0.0211646
38,-0.47455883,-0.40252748,"('untruthful', 'truthful')",-0.15415572,-0.050684627,-0.3143573,-0.2266061,-0.0877512
67,0.45582467,0.40294197,"('doubtful', 'determined')",-0.35004184,-0.34425226,0.0528914,0.0293449,0.0235465
88,-0.45342368,-0.5173696,"('low', 'eminent')",-0.42052156,-0.4769461,-0.4369726,-0.4971579,0.0601853
18,-0.43367594,-0.61413485,"('disagreeable', 'welcoming')",-0.5650869,-0.4681832,-0.4993814,-0.541159,0.0417776
39,0.4335657,0.94807667,"('exploitative', 'cooperative')",0.26055795,0.49743232,0.3470618,0.7227545,-0.3756927
50,0.4091398,0.41716033,"('clumsy', 'skillful')",-0.08538629,-0.069329955,0.1618768,0.1739152,-0.0120384
41,-0.40099922,-0.5308913,"('unforgiving', 'forgiving')",-0.3682859,-0.20018615,-0.3846425,-0.3655387,-0.0191038
14,-0.3888811,-0.4215415,"('antisocial', 'social')",-0.3698166,-0.1542023,-0.3793488,-0.2878719,-0.0914769
29,0.38579097,0.23485142,"('unfair', 'fair')",-0.37635753,-0.4256231,0.0047167,-0.0953858,0.1001025
65,-0.37793624,-0.41736487,"('insecure', 'secure')",-0.2706509,-0.19797945,-0.3242936,-0.3076721,-0.0166215
68,-0.37495926,-0.18697028,"('dependent', 'independent')",-0.7414921,-0.5441125,-0.5582257,-0.3655414,-0.1926843
80,-0.37412256,-0.29575485,"('dominated', 'dominating')",-0.8297154,-0.7621638,-0.6019189,-0.5289593,-0.0729596
33,0.37371308,0.552131,"('wrong', 'right')",-0.64795953,-0.47572276,-0.1371232,0.0382041,-0.1753273
60,-0.34683383,-0.48733234,"('inefficient', 'efficient')",0.12721974,0.30534914,-0.109807,-0.0909916,-0.0188154
76,0.34430054,-0.24671468,"('anxious', 'daring')",-0.17423081,-0.39353636,0.0850349,-0.3201255,0.4051604
74,-0.3363972,-0.7066082,"('undedicated', 'dedicated')",-0.6792369,-0.72100574,-0.507817,-0.713807,0.20599
54,-0.32013583,-0.5690294,"('incapable', 'capable')",0.8004687,0.87160444,0.2401664,0.1512875,0.0888789
63,-0.31429717,-0.2823861,"('unperceptive', 'insightful')",0.22475243,0.7108094,-0.0447724,0.2142117,-0.2589841
5,-0.30603722,-0.50591904,"('distant', 'outgoing')",-0.41218,-0.4456854,-0.3591086,-0.4758022,0.1166936
48,0.3054823,0.4340953,"('unintelligent', 'intelligent')",1.0409001,1.0979248,0.6731912,0.76601,-0.0928188
64,-0.3048765,0.109945536,"('shy', 'confident')",-6.3846,-5.791137,-3.3447382,-2.8405957,-0.5041425
6,-0.3014877,-0.45896545,"('distant', 'open')",-0.62822354,-0.69407076,-0.4648556,-0.5765181,0.1116625
71,-0.29384997,0.47813734,"('diffident', 'self-confident')",0.17069112,0.6735513,-0.0615794,0.5758443,-0.6374237
87,0.2781687,0.5007777,"('unsuccessful', 'successful')",0.8373852,1.2771585,0.5577769,0.8889681,-0.3311912
62,-0.25906911,-0.37195045,"('incompetent', 'brilliant')",0.8140732,1.1947557,0.2775021,0.4114026,-0.1339005
34,-0.25214767,-0.15653507,"('mean', 'honorable')",5.4292636,5.3332295,2.588558,2.5883472,0.0002108
79,-0.24964221,-0.36550748,"('wavering', 'unwavering')",-0.50813913,-0.67782617,-0.3788907,-0.5216668,0.1427761
47,-0.21708411,-0.384314,"('stupid', 'smart')",5.2894697,5.10922,2.5361929,2.362453,0.1737399
52,0.2125097,-0.0028996132,"('irrational', 'rational')",0.33111432,0.07469787,0.271812,0.0358991,0.2359129
66,-0.19782391,-0.33733758,"('inactive', 'active')",-0.032933623,-0.056482736,-0.1153788,-0.1969102,0.0815314
58,0.19255441,-0.16156095,"('undiscriminating', 'discriminating')",-0.09533861,-0.066920415,0.0486079,-0.1142407,0.1628486
4,0.1740462,0.33921888,"('disliked', 'liked')",-6.8685937,-6.2369175,-3.3472738,-2.9488492,-0.3984246
82,0.17384931,-0.17309442,"('poor', 'rich')",6.3491793,6.0993433,3.2615142,2.9631245,0.2983897
75,0.15706486,-0.0067149177,"('meek', 'impulsive')",-0.50518274,-0.76077545,-0.1740589,-0.3837452,0.2096863
31,-0.13682969,0.034835167,"('evil', 'good')",-1.0015796,-0.9130073,-0.5692047,-0.4390861,-0.1301186
37,0.13205563,0.10845869,"('fake', 'genuine')",-0.16617893,-0.13345586,-0.0170617,-0.0124986,-0.0045631
36,0.1273849,0.17725304,"('hostile', 'amicable')",-0.51652795,-0.5340461,-0.1945715,-0.1783965,-0.016175
59,0.110379934,0.24220987,"('foolish', 'wise')",0.25723103,0.36322197,0.1838055,0.3027159,-0.1189104
15,-0.08901516,0.053633064,"('boring', 'funny')",-0.038896523,-0.013052942,-0.0639558,0.0202901,-0.0842459
83,-0.08720341,0.18773083,"('powerless', 'powerful')",-0.9036777,-0.8406958,-0.4954405,-0.3264825,-0.168958
56,-0.048063025,-0.14841598,"('impractical', 'practical')",-0.16730943,-0.14266054,-0.1076862,-0.1455383,0.0378521
78,0.04615347,0.15499587,"('nonresilient', 'resilient')",0.10502603,0.24847876,0.0755897,0.2017373,-0.1261476
49,0.019067995,-0.04450801,"('unable', 'able')",-0.046140306,0.1729613,-0.0135362,0.0642266,-0.0777628
61,0.0131097995,0.03295593,"('illogical', 'logical')",0.43111464,0.48700187,0.2221122,0.2599789,-0.0378667
17,-0.0042446256,-0.22401303,"('nasty', 'nice')",-0.33928898,-0.48991093,-0.1717668,-0.356962,0.1851952
