,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
13,0.8080187,0.5951326,"('impolite', 'polite')",0.12495799,-0.006559018,-0.14320423,-0.29771626,0.2632575,0.0969524,0.1663051
30,0.8043798,0.7510071,"('intolerant', 'tolerant')",-0.66782856,-0.8120011,0.3052473,0.2168824,0.1472662,0.0519628,0.0953034
41,0.73447526,0.6153237,"('unforgiving', 'forgiving')",0.8901447,0.7347734,-0.019830948,-0.19165583,0.5349297,0.3861471,0.1487826
78,-0.7341564,-0.66138554,"('nonresilient', 'resilient')",0.5225706,0.6216121,-0.6748203,-0.60087204,-0.2954687,-0.2135485,-0.0819202
81,0.682541,0.65684134,"('submissive', 'aggressive')",-0.8299162,-0.84706336,-0.4135532,-0.49051148,-0.1869761,-0.2269112,0.0399351
75,-0.6820593,-0.5713989,"('meek', 'impulsive')",0.3193581,0.5002706,-0.22027862,0.024070442,-0.1943266,-0.015686,-0.1786406
72,0.67680764,0.6091243,"('unambitious', 'ambitious')",-0.59869725,-0.5295546,0.2761295,0.5086592,0.11808,0.1960763,-0.0779963
61,0.65932477,0.59939325,"('illogical', 'logical')",0.5154132,0.47138,-0.030082341,-0.15852371,0.3815519,0.3040832,0.0774687
5,-0.6387057,-0.6718041,"('distant', 'outgoing')",1.6170193,1.6998042,0.20391445,0.5424869,0.394076,0.5234957,-0.1294197
29,-0.6145284,-0.3942993,"('unfair', 'fair')",-0.6088754,-0.47062844,-0.5294853,-0.5436098,-0.5842964,-0.4695125,-0.1147839
69,-0.6116939,-0.4677104,"('lazy', 'industrious')",2.0108232,2.1888773,-1.0265487,-0.8379194,0.1241935,0.2944159,-0.1702224
87,0.607116,0.5615098,"('unsuccessful', 'successful')",0.5285843,0.59204936,0.08779448,0.3370651,0.4078316,0.4968748,-0.0890432
8,-0.603943,-0.69566023,"('unaffectionate', 'affectionate')",0.29952613,0.2277199,1.2078145,1.2838571,0.3011325,0.2719723,0.0291602
55,0.58884835,0.5524912,"('incompetent', 'clever')",-1.77481,-1.8290942,-0.21032745,-0.23252687,-0.4654297,-0.5030433,0.0376136
47,0.5221734,0.48116922,"('stupid', 'smart')",0.03703154,-0.064709015,5.417157,5.4368324,1.9921207,1.9510975,0.0410232
50,-0.50711906,-0.62144446,"('clumsy', 'skillful')",0.122556835,0.0560411,0.2790424,0.32143757,-0.0351733,-0.0813219,0.0461486
7,0.48870546,0.45125702,"('insensitive', 'sensitive')",-0.24244398,-0.3234638,0.38056907,0.38701344,0.2089435,0.1716022,0.0373413
88,-0.4806928,-0.48464066,"('low', 'eminent')",-1.4801694,-1.505458,-0.16185512,0.065628715,-0.7075725,-0.64149,-0.0660825
48,0.44288164,0.5031934,"('unintelligent', 'intelligent')",-0.9132321,-0.9240015,0.073460594,0.10122599,-0.1322966,-0.1065274,-0.0257692
6,-0.4138178,-0.39769307,"('distant', 'open')",1.3027618,1.3626719,0.6540864,0.9593948,0.5143435,0.6414579,-0.1271144
4,-0.38521916,-0.32570833,"('disliked', 'liked')",0.35496294,0.45020333,-7.2448688,-7.0837674,-2.4250417,-2.3197575,-0.1052842
3,0.37767836,0.32974347,"('repellent', 'pleasant')",-0.8150664,-0.8845289,0.4790145,0.28585702,0.0138755,-0.0896428,0.1035183
83,0.33528572,0.31547767,"('powerless', 'powerful')",1.0181748,0.98094845,-0.7709772,-0.8205701,0.1941611,0.1586186,0.0355425
44,-0.31896093,-0.23615861,"('prejudiced', 'unprejudiced')",-0.38851255,-0.2519129,-1.2536894,-1.3784149,-0.653721,-0.6221621,-0.0315589
54,0.31608465,0.18730852,"('incapable', 'capable')",1.1364237,1.2324237,1.2243907,1.393124,0.8922997,0.9376187,-0.045319
67,0.31066886,0.3909744,"('doubtful', 'determined')",0.26597363,0.25386596,-0.46372187,-0.5556135,0.0376402,0.0297423,0.0078979
15,0.29305363,0.33284792,"('boring', 'funny')",1.3960835,1.4301062,0.488488,0.7449238,0.7258751,0.8359593,-0.1100842
18,0.29183146,-0.04722401,"('disagreeable', 'welcoming')",0.01039581,-0.12461719,-0.23930225,-0.23138376,0.020975,-0.1344083,0.1553833
45,0.28434256,0.46484005,"('incompetent', 'competent')",-1.5426954,-1.5076437,-0.5333532,-0.49717927,-0.5972354,-0.5133276,-0.0839078
33,0.27985442,0.26395154,"('wrong', 'right')",1.6287217,1.8184074,-0.22194594,-0.10445577,0.5622101,0.659301,-0.0970909
84,-0.25453115,-0.2559679,"('inferior', 'superior')",-0.24773873,-0.19591218,-0.25316715,-0.26294348,-0.2518123,-0.2382745,-0.0135378
59,0.2520304,0.28597397,"('foolish', 'wise')",0.40220016,0.51085764,0.6794538,0.7594788,0.4445615,0.5187701,-0.0742086
86,0.2420565,0.27765465,"('uninfluential', 'influential')",-1.3763918,-1.4371824,-0.23494253,-0.19633622,-0.4564259,-0.4519547,-0.0044712
25,-0.22410193,-0.3997375,"('egoistic', 'altruistic')",1.2374029,1.2296747,0.71345764,0.635302,0.5755862,0.4884131,0.0871731
49,-0.20003083,-0.13384908,"('unable', 'able')",-0.45181367,-0.3725512,0.117450185,0.27710304,-0.1781314,-0.0764324,-0.101699
66,0.192755,0.15618291,"('inactive', 'active')",0.99410397,1.0277916,0.64844817,0.70885193,0.611769,0.6309421,-0.0191731
19,-0.18077615,-0.106521726,"('inhospitable', 'hospitable')",-0.6964515,-0.6274655,-0.41979045,-0.011002962,-0.4323394,-0.2483301,-0.1840093
46,0.1791664,0.15203986,"('uncompetitive', 'competitive')",-0.7327886,-0.9036757,-1.4349486,-1.5459924,-0.6628569,-0.7658761,0.1030192
0,0.17701781,0.05873064,"('unsociable', 'sociable')",-0.027521834,-0.21177357,-0.49251315,-0.65645105,-0.1143391,-0.2698313,0.1554922
64,0.17133674,0.07839834,"('shy', 'confident')",-0.8734886,-0.88468206,-6.345662,-6.486039,-2.3492713,-2.4307744,0.0815031
53,-0.16939327,-0.26678792,"('uncreative', 'creative')",0.064896986,-0.034225408,0.3596868,0.48804873,0.0850635,0.0623451,0.0227184
52,0.16308555,0.045130387,"('irrational', 'rational')",0.56874424,0.54826146,0.14937153,0.12639867,0.2937338,0.2399302,0.0538036
58,-0.16116454,-0.052393734,"('undiscriminating', 'discriminating')",0.7577877,0.73236287,-0.5405516,-0.36342892,0.0186905,0.1055134,-0.0868229
57,-0.15281996,-0.18401965,"('unimaginative', 'imaginative')",-0.6646332,-0.692309,-2.950214,-2.838268,-1.255889,-1.2381989,-0.0176901
68,-0.15114579,0.02562471,"('dependent', 'independent')",-1.9746827,-1.863651,-1.0648878,-0.8515769,-1.0635721,-0.8965344,-0.1670377
79,-0.14262979,-0.1210385,"('wavering', 'unwavering')",0.5692588,0.6540401,-0.22807242,0.15636112,0.0661855,0.2297876,-0.1636021
14,0.13971998,0.07349046,"('antisocial', 'social')",-0.8029063,-0.9046508,-0.6272853,-0.8746751,-0.4301572,-0.5686118,0.1384546
22,0.07892063,-0.03403794,"('untrustworthy', 'trustworthy')",-1.4847358,-1.5404897,-0.85435086,-0.86309165,-0.7533887,-0.8125397,0.059151
77,0.059659287,0.08249847,"('unmotivated', 'motivated')",0.38533536,0.3590802,-1.3992364,-1.4574602,-0.3180806,-0.3386272,0.0205466
34,0.05831478,0.0726191,"('mean', 'honorable')",0.832641,0.725817,4.595444,4.7055464,1.8288,1.8346608,-0.0058608
17,0.05709616,-0.00682984,"('nasty', 'nice')",0.445934,0.45245132,-0.6350812,-0.60151607,-0.044017,-0.0519649,0.0079479
20,0.040715516,0.09877327,"('rough', 'thoughtful')",-0.4058334,-0.401392,0.0924287,0.052583274,-0.0908964,-0.0833452,-0.0075512
26,0.028165646,-0.09235706,"('hardhearted', 'benevolent')",1.3683336,1.2681409,0.68389535,0.6291937,0.6934649,0.6016592,0.0918057
1,-0.023521755,-0.19462632,"('unfriendly', 'friendly')",1.0664208,1.0129093,1.4982537,1.6696928,0.8470509,0.8293252,0.0177257
