,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
17,-0.27048546,-0.23787764,"('nasty', 'nice')",-0.34809703,-0.5014425,-1.0879912,-1.0574526,-0.49565724,-0.68829334,-0.5505577,-0.6212665,0.0707088
36,-0.2677465,-0.4758864,"('hostile', 'amicable')",1.498775,1.3588545,-0.7937733,-1.006854,0.8619354,0.69697917,0.3247977,0.1432733,0.1815244
81,-0.25954494,-0.28664425,"('submissive', 'aggressive')",-0.15304638,-0.21846889,1.5070177,1.2923294,-0.87806267,-1.0871739,0.0540909,-0.0749894,0.1290803
34,-0.25240824,-0.37768972,"('mean', 'honorable')",0.35988212,0.30532643,0.18611616,0.25649846,6.634572,6.466592,1.7320405,1.6626817,0.0693588
16,-0.24055928,-0.39962134,"('unpopular', 'popular')",0.07264888,-0.028346375,0.09798489,-0.015191056,0.5990754,0.5084952,0.1322875,0.0163341,0.1159534
42,-0.2248227,0.21804683,"('unreliable', 'reliable')",0.73730487,0.99924976,1.4622295,1.6357685,-3.101758,-2.8555906,-0.2817616,-0.0006314,-0.2811302
21,-0.19180743,-0.09947778,"('immoral', 'moral')",0.31850868,0.1462844,0.61326253,0.5479154,-0.66395104,-0.79248327,0.0190032,-0.0494403,0.0684435
71,0.17345184,0.07587475,"('diffident', 'self-confident')",2.2529902,2.2510765,0.5292274,0.7693754,0.6830591,0.89240074,0.9096822,0.9971818,-0.0874996
18,-0.12355298,-0.49605927,"('disagreeable', 'welcoming')",-0.14383987,-0.20617609,-0.3811684,-0.65910614,-0.22675931,-0.26691425,-0.2188301,-0.4070639,0.1882338
74,-0.08994803,0.2494892,"('undedicated', 'dedicated')",0.6613889,0.74629354,0.9825878,1.1470608,0.40874666,0.40218306,0.4906938,0.6362566,-0.1455628
54,-0.08725871,-0.48937145,"('incapable', 'capable')",1.4133759,1.370258,0.018761571,0.05949521,1.2801907,1.1162252,0.6562673,0.5141518,0.1421155
2,-0.08087825,-0.2694825,"('unlikable', 'likable')",2.5032663,2.430405,1.4040234,1.5033103,0.5212845,0.4338578,1.086924,1.0245227,0.0624013
80,0.0588867,0.1877168,"('dominated', 'dominating')",-0.74429625,-0.6537975,1.8681803,2.018976,-1.3168856,-1.211189,-0.0335287,0.0854266,-0.1189553
7,0.056761198,0.5278654,"('insensitive', 'sensitive')",-0.05158621,0.21418741,0.11033425,0.54244465,0.81992084,1.211529,0.2338575,0.6240066,-0.3901491
25,0.026291814,-0.30066875,"('egoistic', 'altruistic')",0.79434127,0.70470774,0.3923237,0.06594646,1.9082074,1.7300366,0.7802911,0.5500055,0.2302856
46,-0.020772725,0.5556559,"('uncompetitive', 'competitive')",0.018109709,0.27462974,2.096731,2.1488523,-0.77597797,-0.6740174,0.3295225,0.5762801,-0.2467576
79,0.020687025,0.016759602,"('wavering', 'unwavering')",0.4631938,0.46529073,-0.9049092,-0.82374287,0.12936617,0.08994949,-0.0729156,-0.0629358,-0.0099798
78,-0.01895833,0.38866067,"('nonresilient', 'resilient')",1.1828387,1.3757643,2.1520758,2.28607,0.33727393,0.6119032,0.9133075,1.1655996,-0.2522921
13,-0.01801498,0.0770129,"('impolite', 'polite')",-0.4415965,-0.41349056,-0.11540623,0.089003876,-0.53323114,-0.50364625,-0.2770622,-0.18778,-0.0892822
44,-0.00884372,-0.39241835,"('prejudiced', 'unprejudiced')",-0.4098639,-0.54297346,-0.33813095,-0.5323476,-1.3483609,-1.4435241,-0.5262998,-0.7278159,0.2015161
