,hp_male,hp_female,tuple,inc_male,inc_female,average_male,average_female,male-female
39,1.9507192,2.046033,"('exploitative', 'cooperative')",0.2713829,0.23995677,1.1110511,1.1429949,-0.0319438
84,1.5495056,1.4650693,"('inferior', 'superior')",1.0268342,0.9388907,1.2881699,1.20198,0.0861899
66,-1.4235183,-1.3754075,"('inactive', 'active')",0.85107976,0.6367214,-0.2862193,-0.369343,0.0831237
42,-1.3777814,-1.0064758,"('unreliable', 'reliable')",-3.2902117,-3.177949,-2.3339965,-2.0922124,-0.2417841
61,1.3644168,1.3782016,"('illogical', 'logical')",0.2862133,0.3618536,0.8253151,0.8700276,-0.0447125
71,1.2528783,1.380349,"('diffident', 'self-confident')",0.8221793,0.7353384,1.0375288,1.0578437,-0.0203149
23,1.2179992,1.2886235,"('insincere', 'sincere')",5.367956,5.6843557,3.2929778,3.4864895,-0.1935117
60,1.1855968,1.3437308,"('inefficient', 'efficient')",-0.051520694,0.25793877,0.5670381,0.8008348,-0.2337967
44,-1.1836566,-1.2020006,"('prejudiced', 'unprejudiced')",-1.3544083,-1.1628193,-1.2690325,-1.18241,-0.0866225
26,1.1805394,1.1432111,"('hardhearted', 'benevolent')",1.8033586,1.7061635,1.491949,1.4246874,0.0672616
72,1.1703528,1.1652591,"('unambitious', 'ambitious')",-1.1840619,-0.9437313,-0.0068545,0.1107639,-0.1176184
34,1.1547567,1.1587664,"('mean', 'honorable')",6.0736995,6.15392,3.614228,3.6563432,-0.0421152
18,-1.0786935,-1.0068746,"('disagreeable', 'welcoming')",-0.3271235,-0.3856652,-0.7029085,-0.6962699,-0.0066386
86,1.0691861,1.0966394,"('uninfluential', 'influential')",0.09350384,-0.01680392,0.581345,0.5399177,0.0414273
1,1.0690339,1.0399987,"('unfriendly', 'friendly')",1.5882486,1.3271902,1.3286412,1.1835945,0.1450467
81,-1.0570643,-0.7298239,"('submissive', 'aggressive')",-1.5498159,-1.1870428,-1.3034401,-0.9584334,-0.3450067
53,1.0034397,0.997184,"('uncreative', 'creative')",0.65154094,0.54032344,0.8274903,0.7687537,0.0587366
9,0.9850914,0.93721104,"('unaffectionate', 'caring')",1.0425913,0.9068022,1.0138414,0.9220066,0.0918348
79,-0.9673769,-0.9403511,"('wavering', 'unwavering')",-0.10440248,-0.205758,-0.5358897,-0.5730546,0.0371649
70,-0.9606016,-0.7988183,"('lethargic', 'energetic')",0.62261915,0.8565404,-0.1689912,0.028861,-0.1978522
4,-0.9516994,-0.9795859,"('disliked', 'liked')",-5.9719563,-6.318316,-3.4618278,-3.6489511,0.1871233
57,-0.92220795,-0.86639917,"('unimaginative', 'imaginative')",-2.669876,-2.8360515,-1.796042,-1.8512254,0.0551834
49,0.82516104,0.8490186,"('unable', 'able')",-0.33103403,-0.22151476,0.2470635,0.3137519,-0.0666884
83,0.8172657,0.96900076,"('powerless', 'powerful')",-0.3616246,-0.31905848,0.2278205,0.3249711,-0.0971506
68,-0.80214775,-0.83850855,"('dependent', 'independent')",-0.21335159,-0.39492378,-0.5077497,-0.6167161,0.1089664
16,-0.7981564,-0.6845731,"('unpopular', 'popular')",0.83706766,0.79203117,0.0194556,0.053729,-0.0342734
87,0.7965524,0.88728064,"('unsuccessful', 'successful')",1.1812176,1.2437586,0.988885,1.0655196,-0.0766346
62,0.78259,0.91334957,"('incompetent', 'brilliant')",0.11277978,0.33482212,0.4476849,0.6240858,-0.1764009
13,-0.77905864,-0.79952604,"('impolite', 'polite')",-0.65486467,-0.64063466,-0.7169616,-0.7200804,0.0031188
56,0.75842124,1.0683651,"('impractical', 'practical')",-0.43440062,-0.09147035,0.1620103,0.4884474,-0.3264371
40,-0.74246824,-0.7628321,"('stingy', 'generous')",-1.2806731,-1.6920702,-1.0115707,-1.2274512,0.2158805
64,-0.730109,-0.53874534,"('shy', 'confident')",-6.430097,-6.4060106,-3.5801029,-3.472378,-0.1077249
31,-0.7185674,-0.8489445,"('evil', 'good')",-0.73566645,-1.0777572,-0.7271169,-0.9633509,0.236234
36,-0.69399184,-0.80138034,"('hostile', 'amicable')",0.19636443,0.011167422,-0.2488137,-0.3951065,0.1462928
28,-0.69301,-0.66151035,"('disloyal', 'loyal')",1.0071257,1.0170157,0.1570579,0.1777527,-0.0206948
30,0.6855108,0.77514863,"('intolerant', 'tolerant')",0.79235023,0.9063143,0.7389305,0.8407315,-0.101801
54,0.6664361,0.73091805,"('incapable', 'capable')",0.9408709,1.082062,0.8036535,0.90649,-0.1028365
74,0.6224088,0.82831377,"('undedicated', 'dedicated')",0.13944644,0.27364278,0.3809276,0.5509783,-0.1700507
20,0.6136565,0.611332,"('rough', 'thoughtful')",1.4122478,1.3215544,1.0129521,0.9664432,0.0465089
2,0.60052466,0.8127678,"('unlikable', 'likable')",0.29821888,0.49826893,0.4493718,0.6555184,-0.2061466
11,0.5900716,0.6807448,"('unhelpful', 'helpful')",1.6699723,1.7166215,1.1300219,1.1986831,-0.0686612
32,0.5754659,0.7187819,"('unkind', 'kind')",0.8281385,0.9422117,0.7018022,0.8304968,-0.1286946
50,-0.5640198,-0.47661096,"('clumsy', 'skillful')",0.32893583,0.27106678,-0.117542,-0.1027721,-0.0147699
63,0.5505451,0.6314513,"('unperceptive', 'insightful')",1.0761111,0.89709616,0.8133281,0.7642738,0.0490543
35,-0.5264468,-0.56433904,"('corrupt', 'incorrupt')",-0.035317436,-0.1603213,-0.2808821,-0.3623302,0.0814481
45,-0.5128647,-0.334723,"('incompetent', 'competent')",-0.44051278,-0.31146136,-0.4766887,-0.3230922,-0.1535965
48,0.48613447,0.49255186,"('unintelligent', 'intelligent')",0.46815932,0.3824059,0.4771469,0.4374789,0.039668
51,-0.47063693,-0.53587556,"('uneducated', 'educated')",1.0175868,0.8432377,0.2734749,0.1536811,0.1197938
12,0.46434036,0.59052294,"('unsupportive', 'supportive')",-1.7081983,-1.8722856,-0.621929,-0.6408813,0.0189523
85,0.4619075,0.5690073,"('insignificant', 'prestigious')",0.99720526,0.80747795,0.7295564,0.6882426,0.0413138
78,0.43652865,0.30325475,"('nonresilient', 'resilient')",0.5812821,0.19322479,0.5089054,0.2482398,0.2606656
80,-0.43548477,-0.503327,"('dominated', 'dominating')",-1.1963253,-1.0330063,-0.815905,-0.7681667,-0.0477383
88,-0.4248518,-0.33023778,"('low', 'eminent')",-0.0033904724,0.19488727,-0.2141211,-0.0676753,-0.1464458
59,0.42020038,0.67236805,"('foolish', 'wise')",0.440279,0.4167325,0.4302397,0.5445503,-0.1143106
77,0.40552172,0.357371,"('unmotivated', 'motivated')",-0.6777056,-0.8851398,-0.1360919,-0.2638844,0.1277925
33,0.3973476,0.34393975,"('wrong', 'right')",-0.33645195,-0.56026584,0.0304478,-0.108163,0.1386108
21,0.38232082,0.48446846,"('immoral', 'moral')",-0.5484144,-0.47170344,-0.0830468,0.0063825,-0.0894293
38,-0.37226644,-0.15929484,"('untruthful', 'truthful')",-0.124639556,-0.09318461,-0.248453,-0.1262397,-0.1222133
3,0.36885917,0.15511495,"('repellent', 'pleasant')",0.42326143,0.50905716,0.3960603,0.3320861,0.0639742
25,0.3664099,0.23805264,"('egoistic', 'altruistic')",1.5140066,1.38794,0.9402083,0.8129963,0.127212
24,0.36058256,0.48816413,"('dishonest', 'honest')",0.464609,0.65281785,0.4125958,0.570491,-0.1578952
15,-0.34990388,-0.18661211,"('boring', 'funny')",-0.07432854,0.050622724,-0.2121162,-0.0679947,-0.1441215
73,0.34761927,0.34140328,"('helpless', 'self-reliant')",-2.796125,-2.931314,-1.2242528,-1.2949554,0.0707026
22,0.34717703,0.4128172,"('untrustworthy', 'trustworthy')",-1.0445607,-0.94316614,-0.3486918,-0.2651744,-0.0835174
52,0.3276896,0.2156252,"('irrational', 'rational')",-0.23627144,-0.2696671,0.0457091,-0.0270209,0.07273
14,-0.32278007,-0.12164892,"('antisocial', 'social')",-0.8018941,-0.545275,-0.5623371,-0.3334619,-0.2288752
29,-0.31353185,-0.26208442,"('unfair', 'fair')",-0.5897242,-0.5763366,-0.451628,-0.4192105,-0.0324175
7,-0.27378935,-0.18071114,"('insensitive', 'sensitive')",0.39246422,0.45206454,0.0593374,0.1356767,-0.0763393
17,-0.20526838,-0.24480744,"('nasty', 'nice')",-0.6851061,-0.7922955,-0.4451872,-0.5185515,0.0733643
5,-0.2025655,-0.048367642,"('distant', 'outgoing')",-0.59494424,-0.6626308,-0.3987549,-0.3554992,-0.0432557
