,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
41,-1.0413464,-0.7679474,"('unforgiving', 'forgiving')",-0.5063686,-0.6510503,-0.03750247,0.0629611,0.0019221734,0.0057632774,-0.3958238,-0.3375683,-0.0582555
16,-1.0309912,-1.052414,"('unpopular', 'popular')",0.19569196,-0.007126663,-0.61501384,-0.78240526,0.52317363,0.3585241,-0.2317849,-0.3708555,0.1390706
21,-1.0103617,-1.3389997,"('immoral', 'moral')",-0.945813,-1.199013,-0.06423186,-0.34017026,-0.9055232,-1.0627849,-0.7314824,-0.9852419,0.2537595
22,-0.99357,-0.884074,"('untrustworthy', 'trustworthy')",-0.7900602,-0.8490981,-0.30077946,-0.2583735,-1.1588696,-1.203784,-0.8108199,-0.7988324,-0.0119875
53,-0.9839466,-1.060152,"('uncreative', 'creative')",-0.95576084,-0.98355174,-0.84441555,-0.76442534,1.1096909,1.0829852,-0.418608,-0.431286,0.012678
69,0.9362007,0.9546285,"('lazy', 'industrious')",1.4547068,1.4075681,1.1876909,1.1180816,-0.7608998,-0.79437125,0.7044247,0.6714767,0.032948
0,-0.91602916,-1.1807517,"('unsociable', 'sociable')",-1.3408484,-1.3135264,-0.62323123,-0.6249377,-0.4745757,-0.42279336,-0.8386711,-0.8855023,0.0468312
88,-0.8362892,-0.94071776,"('low', 'eminent')",-0.86458474,-0.92326236,-0.39183882,-0.26699767,-0.013869187,0.08592901,-0.5266455,-0.5112622,-0.0153833
49,-0.8357269,-0.8991749,"('unable', 'able')",-0.63726544,-0.8324306,-0.803639,-0.93319875,-0.35341722,-0.39574718,-0.6575121,-0.7651379,0.1076258
65,-0.8162586,-1.0824319,"('insecure', 'secure')",-0.21562529,-0.16275987,0.9123435,0.79695016,-0.15887384,-0.24937662,-0.0696036,-0.1744046,0.104801
5,0.7942849,0.7997378,"('distant', 'outgoing')",-0.50360495,-0.5453812,-1.2784464,-1.1333803,-0.6462636,-0.62966377,-0.4085075,-0.3771719,-0.0313356
33,0.7913389,0.87108195,"('wrong', 'right')",0.12728752,0.27127147,-0.18155208,0.07425773,-0.7245164,-0.6926048,0.0031395,0.1310016,-0.1278621
62,-0.7641127,-0.6358932,"('incompetent', 'brilliant')",-0.79963523,-0.65029216,-0.44008946,-0.35212782,0.008058256,0.23219366,-0.4989448,-0.3515299,-0.1474149
61,-0.7556459,-0.8675366,"('illogical', 'logical')",-0.35125828,-0.5397006,-0.31678954,-0.42544338,0.18948638,0.103125356,-0.3085518,-0.4323888,0.123837
52,0.6620287,0.3638502,"('irrational', 'rational')",-0.1991743,-0.7163999,-1.3729641,-1.5887021,-0.04430704,-0.36814857,-0.2386042,-0.5773501,0.3387459
67,0.65298325,0.5709046,"('doubtful', 'determined')",0.7782609,0.6551886,0.68733007,0.57113975,-0.43163338,-0.4431416,0.4217352,0.3385229,0.0832123
84,0.6528722,0.47326612,"('inferior', 'superior')",0.41748846,0.21204618,-0.107507356,-0.27383518,0.7364297,0.6738594,0.4248208,0.2713341,0.1534867
58,-0.6207677,-0.6208713,"('undiscriminating', 'discriminating')",-0.41827413,-0.5752451,-0.90133935,-1.0521106,0.048972566,0.06236644,-0.4728522,-0.5464652,0.073613
20,-0.5950248,-0.6895891,"('rough', 'thoughtful')",-0.12843058,-0.32209575,0.2884896,0.08990261,0.873278,0.7643134,0.1095781,-0.0393672,0.1489453
6,0.5604561,0.643855,"('distant', 'open')",-0.5544973,-0.6179738,-1.1831357,-1.0135704,-0.07654336,-0.10100672,-0.3134301,-0.272174,-0.0412561
87,0.54904455,0.38152665,"('unsuccessful', 'successful')",0.33718544,0.2828972,0.19105388,0.11873075,0.3941259,0.43123367,0.3678524,0.3035971,0.0642553
54,-0.5467576,-0.4705897,"('incapable', 'capable')",-0.72789514,-0.80343586,-0.99101466,-0.8613891,0.9523075,0.8681824,-0.32834,-0.316808,-0.011532
79,0.51629883,0.79131925,"('wavering', 'unwavering')",0.08678859,0.098895945,-1.1390046,-0.9661998,-0.18240073,-0.09219287,-0.1795795,-0.0420444,-0.1375351
17,-0.515618,-0.53381145,"('nasty', 'nice')",-0.39356437,-0.396016,0.016865555,-0.061248597,-0.8081361,-0.91462153,-0.4251133,-0.4764244,0.0513111
75,0.50635344,0.7325329,"('meek', 'impulsive')",0.5969328,0.42066678,-0.7357714,-0.7329011,-0.41743925,-0.4725741,-0.0124811,-0.0130689,0.0005878
47,-0.4920361,-0.7158923,"('stupid', 'smart')",-0.0627346,-0.3263792,0.56247866,0.5560906,5.2324643,4.946605,1.3100431,1.1151061,0.194937
30,-0.4631874,-0.6771679,"('intolerant', 'tolerant')",-0.2077149,-0.30082634,1.1504644,1.062771,1.2178545,1.1868347,0.4243541,0.3179029,0.1064512
13,-0.42769197,-0.42316383,"('impolite', 'polite')",0.22010484,0.4475856,1.292966,1.4382206,-0.06044322,0.15280348,0.2562339,0.4038615,-0.1476276
2,0.38990092,0.39542872,"('unlikable', 'likable')",0.80394274,0.6664334,0.5728939,0.60533834,0.32337376,0.2975861,0.5225278,0.4911966,0.0313312
72,-0.34858495,-0.40731847,"('unambitious', 'ambitious')",-1.2149886,-1.2294109,-0.5859975,-0.5316749,-0.65665823,-0.7024693,-0.7015573,-0.7177184,0.0161611
18,-0.34519246,-0.49359703,"('disagreeable', 'welcoming')",-0.24092191,-0.37321356,-0.47537556,-0.49779227,-0.22638652,-0.31839013,-0.3219691,-0.4207482,0.0987791
36,0.34463912,0.2596535,"('hostile', 'amicable')",0.18161473,-0.21556844,-0.9676661,-1.1336111,0.0058685057,-0.39852834,-0.1088859,-0.3720136,0.2631277
11,-0.3421424,-0.39876616,"('unhelpful', 'helpful')",-0.7766253,-0.9168483,-0.3758618,-0.34069902,1.7366508,2.021499,0.0605053,0.0912964,-0.0307911
26,0.27888063,0.25597447,"('hardhearted', 'benevolent')",0.28170186,0.5405514,0.42494938,0.7204889,1.060189,1.2372079,0.5114303,0.6885557,-0.1771254
63,-0.26224968,-0.10134564,"('unperceptive', 'insightful')",-1.0487458,-0.925987,-0.66743296,-0.45418027,0.85909283,1.2359674,-0.2798339,-0.0613864,-0.2184475
66,0.25208023,0.16856226,"('inactive', 'active')",0.7030513,0.57736504,-0.5028773,-0.4186663,0.33586907,0.3419074,0.1970308,0.1672921,0.0297387
4,0.24679837,0.6076811,"('disliked', 'liked')",-0.6171042,-0.5593846,-1.2510356,-1.1689852,-6.667645,-6.315102,-2.0722466,-1.8589478,-0.2132988
9,-0.23264036,-0.17337066,"('unaffectionate', 'caring')",-2.073781,-1.7966928,-1.8401295,-1.4389508,0.9481785,1.0380766,-0.799593,-0.5927344,-0.2068586
64,-0.23191436,-0.13788095,"('shy', 'confident')",-0.7339581,-0.45722118,-0.98051524,-0.86729646,-7.247894,-6.788647,-2.2985704,-2.0627613,-0.2358091
29,0.2112306,0.049436808,"('unfair', 'fair')",-0.6572302,-0.956515,-1.4949403,-1.61148,-0.4294341,-0.5577175,-0.5925935,-0.769069,0.1764755
83,0.20199144,-0.13816002,"('powerless', 'powerful')",-0.4458086,-0.7297977,-1.2781155,-1.5134665,-0.8340434,-1.0343198,-0.588994,-0.853936,0.264942
8,0.19640133,0.2631407,"('unaffectionate', 'affectionate')",-2.1823444,-2.0020003,-2.519777,-2.1810484,0.45522478,0.4732679,-1.0126238,-0.86166,-0.1509638
34,-0.16091114,-0.59521043,"('mean', 'honorable')",0.2625447,-0.13030045,0.4770367,0.2977789,6.1119075,5.8893137,1.6726444,1.3653954,0.307249
80,0.14279637,-0.019494891,"('dominated', 'dominating')",-0.57245153,-0.41287878,0.37424922,0.2810552,-1.2821485,-1.1908789,-0.3343886,-0.3355493,0.0011607
78,-0.14016162,0.009525949,"('nonresilient', 'resilient')",-0.83453196,-0.5936334,-1.2320197,-1.0266534,-0.081556305,0.29012004,-0.5720674,-0.3301602,-0.2419072
37,-0.12994274,-0.03344121,"('fake', 'genuine')",0.053638503,0.15162823,-0.3805089,-0.31977713,0.45157075,0.45359147,-0.0013106,0.0630003,-0.0643109
12,-0.12188438,0.1714471,"('unsupportive', 'supportive')",-2.0744865,-1.7280157,-1.6452162,-1.1810925,-2.2885308,-1.7942226,-1.5325295,-1.1329709,-0.3995586
43,-0.12048949,-0.18125613,"('irresponsible', 'responsible')",-1.292671,-1.0981355,-0.71733993,-0.41544843,0.5236783,0.8046703,-0.4017055,-0.2225424,-0.1791631
25,-0.11476738,-0.27554357,"('egoistic', 'altruistic')",-0.07567591,-0.24775186,0.031564713,-0.08217749,1.554688,1.1592702,0.3489524,0.1384493,0.2105031
38,0.108886525,0.2889634,"('untruthful', 'truthful')",-1.1101295,-1.1530861,-0.8104933,-0.632379,-0.08496185,0.16187225,-0.4741746,-0.3336574,-0.1405172
56,0.10461851,-0.003385432,"('impractical', 'practical')",0.35854843,0.4383594,1.0898292,1.0916218,-0.5491752,-0.37494534,0.2509552,0.2879126,-0.0369574
15,-0.10130186,-0.089461744,"('boring', 'funny')",0.9122021,0.8557771,0.71387774,0.7466732,0.43721616,0.27100447,0.4904985,0.4459983,0.0445002
44,-0.08339195,-0.056645196,"('prejudiced', 'unprejudiced')",0.5223038,0.4337251,0.59055483,0.43907568,-1.5300151,-1.5674287,-0.1251371,-0.1878183,0.0626812
39,0.07461592,-0.37613297,"('exploitative', 'cooperative')",0.20970303,0.004305735,0.36416182,0.18350609,-0.0027567907,-0.20424993,0.161431,-0.0981428,0.2595738
82,-0.056567553,-0.111906886,"('poor', 'rich')",0.72126144,0.67547035,0.8162755,0.85312176,6.54576,6.35927,2.0066824,1.9439888,0.0626936
50,-0.053614035,0.2354236,"('clumsy', 'skillful')",0.24063565,0.61797553,-0.25468633,0.10665052,0.19719724,0.47835115,0.0323831,0.3596002,-0.3272171
74,0.04863013,0.1974405,"('undedicated', 'dedicated')",-0.49107316,-0.49447662,-0.44359317,-0.39006877,-0.046491124,0.043814495,-0.2331318,-0.1608226,-0.0723092
42,0.039859887,0.15837759,"('unreliable', 'reliable')",0.10688576,0.28991205,-0.014582919,0.21751338,-3.4554403,-3.0874376,-0.8308194,-0.6054087,-0.2254107
68,-0.037452362,-0.23303594,"('dependent', 'independent')",-0.12343629,-0.25295714,-0.507939,-0.66528505,-0.3854123,-0.40038937,-0.26356,-0.3879169,0.1243569
71,-0.021989806,0.051946312,"('diffident', 'self-confident')",-0.61617213,-0.46536756,-0.5484899,-0.4029548,0.08434127,0.30137444,-0.2755777,-0.1287504,-0.1468273
31,0.021573957,0.34579062,"('evil', 'good')",-0.24715951,-0.32178855,-1.0280133,-0.891075,-0.9954578,-1.1338186,-0.5622642,-0.5002229,-0.0620413
51,-0.0141210705,-0.07136302,"('uneducated', 'educated')",-0.11665031,-0.19913147,0.053050388,0.060012877,0.5769203,0.64822024,0.1247998,0.1094347,0.0153651
