,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.0682297,-1.9672632,"('unsympathetic', 'sympathetic')",-1.9702909,-1.5837185,-1.0053873,-0.70408005,-0.3200933,-0.010087807,-1.3410003,-1.0662874,-0.2747129
3,-1.7949975,-1.7923285,"('repellent', 'pleasant')",-0.43566552,-0.37762153,0.2413707,-0.009121122,0.41992489,0.33824658,-0.3923419,-0.4602062,0.0678643
48,-1.7232829,-1.7892959,"('unintelligent', 'intelligent')",-1.3458111,-1.3410679,-0.37822437,-0.3400091,0.36533868,0.5286172,-0.7704949,-0.735439,-0.0350559
7,-1.6718898,-1.4630132,"('insensitive', 'sensitive')",-0.91420627,-0.55637175,-0.23571534,-0.026076676,0.70299107,0.93374383,-0.5297051,-0.2779295,-0.2517756
86,-1.6414729,-1.5368724,"('uninfluential', 'influential')",-2.0850132,-1.8551097,-1.8357134,-1.6285881,-0.39609045,-0.21292636,-1.4895725,-1.3083742,-0.1811983
57,-1.6116388,-1.3240343,"('unimaginative', 'imaginative')",-0.9662688,-0.7089186,-0.97072005,-0.7018476,-2.6983798,-2.296188,-1.5617518,-1.2577472,-0.3040046
28,-1.5656708,-1.5207535,"('disloyal', 'loyal')",-1.8096894,-1.938562,-1.299684,-1.4057707,0.906897,0.77183646,-0.9420367,-1.0233124,0.0812757
70,-1.557439,-1.110199,"('lethargic', 'energetic')",-0.7178028,-0.42869133,-0.1843625,0.0684059,0.547518,0.7867665,-0.4780216,-0.1709295,-0.3070921
24,-1.5090053,-1.4674593,"('dishonest', 'honest')",-1.1321802,-1.137642,-0.49590528,-0.2796275,0.9383831,0.9452714,-0.5496769,-0.4848644,-0.0648125
32,-1.4364021,-1.430832,"('unkind', 'kind')",-0.3787758,-0.06866412,0.33710253,0.63529336,1.0303693,1.2292365,-0.1119265,0.0912584,-0.2031849
27,-1.4164883,-1.2662809,"('hardhearted', 'softhearted')",-1.0775259,-0.8270907,-0.7932401,-0.40262416,1.1374555,1.1726044,-0.5374497,-0.3308478,-0.2066019
60,-1.3758913,-1.498462,"('inefficient', 'efficient')",-0.8013206,-0.63663703,0.93581426,0.94396144,-0.104812235,0.104190096,-0.3365525,-0.2717369,-0.0648156
81,-1.3598746,-1.4852381,"('submissive', 'aggressive')",-0.32981682,-0.34424394,0.6492498,0.56323653,-0.7566494,-0.8396187,-0.4492728,-0.5264661,0.0771933
45,-1.3198878,-0.81563485,"('incompetent', 'competent')",-0.7250556,-0.37542558,-0.18829235,-0.038618095,-0.32970008,-0.0750896,-0.6407339,-0.326192,-0.3145419
46,-1.257468,-1.2297087,"('uncompetitive', 'competitive')",-1.4123354,-1.22262,-0.9548737,-0.8613688,-0.52580404,-0.21811958,-1.0376203,-0.8829542,-0.1546661
55,-1.2510196,-1.232659,"('incompetent', 'clever')",-1.1893909,-1.1277725,-0.46067414,-0.56333286,0.2995535,0.24290986,-0.6503828,-0.6702136,0.0198308
73,1.2412341,1.2400031,"('helpless', 'self-reliant')",0.09842257,0.16750449,-0.35001874,-0.35486746,-3.387645,-3.391438,-0.5995018,-0.5846995,-0.0148023
35,1.2319523,1.1518875,"('corrupt', 'incorrupt')",0.8432765,0.53977704,-0.13766788,-0.31019688,-0.15476763,-0.37837836,0.4456983,0.2507723,0.194926
76,-1.2269075,-1.3686516,"('anxious', 'daring')",0.46994355,0.353034,0.6738186,0.5295162,0.42096928,0.3325243,0.084456,-0.0383943,0.1228503
1,-1.2241428,-1.1798565,"('unfriendly', 'friendly')",-1.7502228,-1.7184958,-1.8468846,-1.4887033,1.5620646,1.6179022,-0.8147964,-0.6922883,-0.1225081
77,-1.2218182,-1.1939964,"('unmotivated', 'motivated')",-1.0459038,-1.0096359,-0.6418153,-0.7253499,-1.2397529,-1.2014133,-1.0373225,-1.0325989,-0.0047236
40,-1.1532105,-1.0011833,"('stingy', 'generous')",-0.80379725,-0.6042812,-0.752283,-0.62303907,-1.2995096,-1.2071792,-1.0022001,-0.8589207,-0.1432794
14,-1.1199169,-1.3329006,"('antisocial', 'social')",-0.21471737,-0.27553213,1.2841002,1.0468227,-0.5829077,-0.73995775,-0.1583605,-0.3253919,0.1670314
23,-1.1001068,-1.0915781,"('insincere', 'sincere')",-0.8196744,-0.7867178,0.13034062,0.22858804,6.0065594,5.989856,1.0542797,1.085037,-0.0307573
19,1.091265,1.1186771,"('inhospitable', 'hospitable')",-0.5174192,-0.56505525,-1.2897307,-1.1647942,-0.35639286,-0.2722504,-0.2680694,-0.2208557,-0.0472137
85,1.0836838,1.0874479,"('insignificant', 'prestigious')",-1.089761,-1.4131334,-1.6086969,-1.6050526,0.27271977,0.18708709,-0.3355136,-0.4359128,0.1003992
59,1.0429285,1.1279173,"('foolish', 'wise')",0.21277082,0.13177764,-0.8602628,-0.71646917,-0.0779406,-0.044016257,0.079374,0.1248024,-0.0454284
