,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
86,-1.7307506,-1.9079667,"('uninfluential', 'influential')",-0.30006653,-0.31811637,0.0291313,-0.06134656,-0.6672285,-0.7624765,0.095248
1,-1.5973437,-1.9521554,"('unfriendly', 'friendly')",1.383599,1.220774,1.3488814,0.9878061,0.3783789,0.0854749,0.292904
53,-1.501925,-1.5728362,"('uncreative', 'creative')",1.2327785,1.1689129,0.58853346,0.39697343,0.1064623,-0.0023166,0.1087789
18,-1.4741755,-1.539692,"('disagreeable', 'welcoming')",-0.41009372,-0.31829777,-0.79272836,-0.91547376,-0.8923326,-0.9244878,0.0321552
8,-1.4490628,-1.7204673,"('unaffectionate', 'affectionate')",0.18346329,0.15041205,0.28002107,-0.008614078,-0.3285261,-0.5262231,0.197697
28,-1.3199492,-1.2906802,"('disloyal', 'loyal')",0.13281098,0.19890204,1.1145554,1.1301854,-0.0241943,0.0128024,-0.0369967
57,-1.3140936,-1.0624281,"('unimaginative', 'imaginative')",-0.67917496,-0.46803087,-2.9505727,-2.8367984,-1.647947,-1.4557524,-0.1921946
9,-1.2748839,-1.4830428,"('unaffectionate', 'caring')",1.3452654,1.3048742,1.0843493,0.96489054,0.3849103,0.2622406,0.1226697
73,1.1880245,1.3420821,"('helpless', 'self-reliant')",0.9861306,0.9862417,-3.3445356,-3.3822324,-0.3901268,-0.3513029,-0.0388239
10,-1.1107715,-1.132228,"('unsympathetic', 'sympathetic')",-1.1851784,-0.99396235,0.030863985,0.23423178,-0.7550286,-0.6306529,-0.1243757
88,-1.0739952,-1.2177792,"('low', 'eminent')",-0.9251918,-0.76363266,-0.072453424,-0.19979288,-0.6905468,-0.7270683,0.0365215
72,-1.0726866,-1.0123193,"('unambitious', 'ambitious')",-0.2461198,-0.1988239,-0.74611604,-0.7467377,-0.6883074,-0.652627,-0.0356804
78,-1.0271035,-1.3503627,"('nonresilient', 'resilient')",0.47620684,0.36138803,0.48288122,0.48690397,-0.0226718,-0.1673569,0.1446851
6,-1.0020137,-1.1000322,"('distant', 'open')",0.003622137,-0.020697646,-1.0571744,-1.1981817,-0.6851887,-0.7729705,0.0877818
19,-0.9966846,-1.0597205,"('inhospitable', 'hospitable')",-0.44525197,-0.45071498,-0.5236381,-0.58004856,-0.6551916,-0.696828,0.0416364
48,-0.96323305,-1.1794629,"('unintelligent', 'intelligent')",-0.6724087,-0.7848444,0.88858473,0.7360618,-0.249019,-0.4094152,0.1603962
32,-0.96029395,-1.0332586,"('unkind', 'kind')",-0.14499842,-0.042271815,0.92099744,0.8209158,-0.0614316,-0.0848715,0.0234399
