,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
35,-2.1496851,-1.8833148,"('corrupt', 'incorrupt')",0.7918737,0.96221966,-0.68790567,-0.53997916,-0.6819057,-0.4870248,-0.1948809
36,-2.1408784,-1.7863257,"('hostile', 'amicable')",2.106739,2.4153953,-0.3393557,-0.1507433,-0.1244984,0.1594421,-0.2839405
12,2.0516999,2.0244634,"('unsupportive', 'supportive')",0.10120874,-0.041961126,-1.6205248,-1.6381235,0.1774613,0.1147929,0.0626684
11,1.9819009,1.9393779,"('unhelpful', 'helpful')",-0.6276829,-0.77067786,1.4458259,1.330731,0.933348,0.8331437,0.1002043
39,1.9783928,2.146749,"('exploitative', 'cooperative')",0.8263727,0.81178755,0.06737641,0.16566156,0.9573806,1.0413994,-0.0840188
62,1.9116786,1.531521,"('incompetent', 'brilliant')",-0.20062341,-0.50830644,0.16609198,-0.051142756,0.6257157,0.3240239,0.3016918
60,1.8035796,1.682602,"('inefficient', 'efficient')",-0.99514335,-1.1451284,0.16434693,0.02253044,0.324261,0.186668,0.137593
42,1.7661409,1.6042281,"('unreliable', 'reliable')",0.46915758,0.3646722,-2.3504496,-2.471935,-0.0383836,-0.1676782,0.1292946
43,1.7455413,1.750674,"('irresponsible', 'responsible')",-0.7087149,-0.8971467,0.50837284,0.3346106,0.5150664,0.396046,0.1190204
56,1.7280799,1.3532183,"('impractical', 'practical')",-0.3635776,-0.6280991,-0.022378583,-0.14895873,0.4473746,0.1920535,0.2553211
10,1.6446894,1.5213066,"('unsympathetic', 'sympathetic')",-2.2791984,-2.3470278,0.42067116,0.2570427,-0.0712793,-0.1895595,0.1182802
74,1.6238024,1.6319656,"('undedicated', 'dedicated')",-0.017451357,0.016884398,0.021960245,-0.022138227,0.5427704,0.5422373,0.0005331
63,1.5053728,1.3268962,"('unperceptive', 'insightful')",0.18932465,0.1275145,0.06915288,-0.046031106,0.5879501,0.4694599,0.1184902
23,1.429816,1.4316275,"('insincere', 'sincere')",0.23748714,0.17868093,5.6322556,5.5925765,2.4331862,2.4009616,0.0322246
51,1.4154795,1.0785122,"('uneducated', 'educated')",-1.938122,-2.1029198,-0.25842664,-0.31947884,-0.2603564,-0.4479622,0.1876058
65,1.3726346,1.1800478,"('insecure', 'secure')",-0.49276158,-0.5366321,0.08332079,-0.12512104,0.3210646,0.1727649,0.1482997
28,1.3623254,1.2757686,"('disloyal', 'loyal')",-0.40877172,-0.40149766,0.5809069,0.5810538,0.5114868,0.4851083,0.0263785
70,1.3354422,1.1995488,"('lethargic', 'energetic')",-1.054274,-1.2313385,0.87555367,0.85821605,0.3855739,0.2754755,0.1100984
31,-1.2694244,-1.0194242,"('evil', 'good')",0.8059745,0.9174416,-0.5448278,-0.36946517,-0.3360926,-0.1571493,-0.1789433
85,-1.2522236,-1.0321816,"('insignificant', 'prestigious')",1.5525695,1.6404874,-0.23012947,0.06338822,0.0234055,0.223898,-0.2004925
32,1.217083,1.1921184,"('unkind', 'kind')",0.15030763,-0.010633316,1.2792503,1.1529398,0.8822136,0.7781417,0.1040719
21,1.198806,1.1692101,"('immoral', 'moral')",-1.2607927,-1.3532394,-0.7656673,-0.8230236,-0.2758847,-0.3356843,0.0597996
55,1.1568995,0.96735823,"('incompetent', 'clever')",-2.0205245,-2.04343,-0.10924581,-0.1557424,-0.3242903,-0.4106048,0.0863145
76,1.1301358,1.1261548,"('anxious', 'daring')",-0.472008,-0.46019304,0.11986585,-0.043574262,0.2593312,0.2074625,0.0518687
24,1.1079352,1.2521367,"('dishonest', 'honest')",-0.8982028,-1.0778285,0.986409,0.9526826,0.3987138,0.3756636,0.0230502
40,1.1021078,1.2589343,"('stingy', 'generous')",1.3397286,1.5010918,-1.712359,-1.6851984,0.2431591,0.3582759,-0.1151168
80,1.0795813,0.9603903,"('dominated', 'dominating')",-0.5685128,-0.62137437,-0.94107723,-0.9544756,-0.1433363,-0.2051532,0.0618169
16,-1.0468825,-0.973474,"('unpopular', 'popular')",0.39637437,0.37729874,0.20188968,0.23693837,-0.1495395,-0.1197457,-0.0297938
73,1.036871,1.078158,"('helpless', 'self-reliant')",1.186635,1.2873853,-3.2406106,-3.201472,-0.3390349,-0.2786429,-0.060392
72,1.0219401,0.96639794,"('unambitious', 'ambitious')",-0.69560355,-0.78753555,0.3069958,0.27382064,0.2111108,0.1508943,0.0602165
2,1.0141481,1.1654629,"('unlikable', 'likable')",1.4224935,1.395424,0.7267261,0.7076447,1.0544559,1.0895105,-0.0350546
81,1.0080093,0.67028135,"('submissive', 'aggressive')",-1.1576444,-1.2925906,-0.45130146,-0.7173275,-0.2003122,-0.4465456,0.2462334
30,0.9857595,0.771291,"('intolerant', 'tolerant')",-1.0173287,-1.1294543,0.28929618,0.17746226,0.085909,-0.0602337,0.1461427
75,-0.96735764,-0.86780554,"('meek', 'impulsive')",0.47815764,0.4819734,-0.31739867,-0.2911343,-0.2688662,-0.2256555,-0.0432107
5,-0.9430962,-0.841054,"('distant', 'outgoing')",1.8896098,1.7937156,0.11943842,0.17192808,0.3553174,0.3748632,-0.0195458
9,0.93171537,1.144255,"('unaffectionate', 'caring')",1.4185556,1.3410861,1.6056973,1.5334986,1.3186561,1.3396133,-0.0209572
69,-0.89557296,-0.54210913,"('lazy', 'industrious')",2.3870955,2.4317212,-1.0168197,-0.8573248,0.1582343,0.3440958,-0.1858615
87,0.875893,0.8152708,"('unsuccessful', 'successful')",0.69783944,0.59976035,0.13108125,0.13925469,0.5682712,0.5180953,0.0501759
13,0.8750758,0.67253333,"('impolite', 'polite')",-0.263527,-0.4516694,-0.31617358,-0.504827,0.0984584,-0.0946544,0.1931128
37,-0.8696633,-0.35518003,"('fake', 'genuine')",-1.5393991,-1.5033574,0.29666877,0.36276883,-0.7041312,-0.4985895,-0.2055417
27,0.8673286,1.2714007,"('hardhearted', 'softhearted')",0.030615844,0.028449178,1.4462878,1.4659493,0.7814107,0.921933,-0.1405223
38,0.8526659,0.90849584,"('untruthful', 'truthful')",0.8609691,0.8856402,-0.19235396,-0.20181248,0.5070937,0.5307745,-0.0236808
7,0.83395433,0.9096532,"('insensitive', 'sensitive')",-0.1519722,-0.23531953,0.6783465,0.57034206,0.4534429,0.4148919,0.038551
41,0.8300163,0.80255306,"('unforgiving', 'forgiving')",0.7606976,0.6173933,0.21034315,0.22817944,0.6003524,0.5493753,0.0509771
