,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,male-female
10,-2.0317636,-1.6423831,"('unsympathetic', 'sympathetic')",-0.19510747,-0.047032546,0.027526367,0.0985346,-0.7331149,-0.5302937,-0.2028212
86,-1.9011229,-1.5135045,"('uninfluential', 'influential')",-0.0077955946,-0.027613502,0.20091866,0.23400337,-0.5693333,-0.4357049,-0.1336284
0,-1.6210936,-1.3515904,"('unsociable', 'sociable')",0.9342217,1.0267448,0.030869491,0.28790164,-0.2186675,-0.0123146,-0.2063529
45,-1.5345787,-1.0813376,"('incompetent', 'competent')",0.5346873,0.6814405,-0.28615823,-0.1169428,-0.4286832,-0.17228,-0.2564032
23,-1.53087,-1.3540568,"('insincere', 'sincere')",0.33986324,0.51597023,7.0823183,7.0141926,1.9637705,2.058702,-0.0949315
53,-1.4722528,-1.1522198,"('uncreative', 'creative')",-0.5155315,-0.5529998,0.74386734,0.6694738,-0.414639,-0.3452485,-0.0693905
73,1.4016023,1.4698993,"('helpless', 'self-reliant')",1.1558273,1.1312177,-3.9599307,-4.0042024,-0.4675004,-0.4676951,0.0001947
9,-1.3082271,-0.9704374,"('unaffectionate', 'caring')",-0.40517232,-0.4108718,1.1360289,0.9392039,-0.1924568,-0.1473685,-0.0450883
57,-1.2721403,-0.8108595,"('unimaginative', 'imaginative')",0.19850731,0.24454768,-2.9481657,-2.798751,-1.3405995,-1.1216877,-0.2189118
43,-1.216924,-1.2945752,"('irresponsible', 'responsible')",0.54220355,0.6683222,0.56936175,0.67793775,-0.0351196,0.0172282,-0.0523478
1,-1.1591717,-0.71204376,"('unfriendly', 'friendly')",-0.4873984,-0.40560117,1.5928079,1.3076859,-0.0179207,0.063347,-0.0812677
28,-1.1340258,-0.683192,"('disloyal', 'loyal')",0.21433716,0.35151085,0.98625386,1.1425252,0.0221884,0.2702814,-0.248093
19,-1.1321375,-0.73900545,"('inhospitable', 'hospitable')",-1.2180425,-1.0638287,-0.6029481,-0.46992093,-0.9843761,-0.757585,-0.2267911
87,-1.0935134,-0.87559175,"('unsuccessful', 'successful')",1.0432593,1.108104,0.785856,0.8091124,0.2452006,0.3472082,-0.1020076
24,-1.0846705,-0.9032761,"('dishonest', 'honest')",-0.22557206,-0.072265886,1.0082356,1.1100494,-0.100669,0.0448358,-0.1455048
66,-1.05481,-1.037502,"('inactive', 'active')",-1.6978897,-1.7162158,0.21603927,0.00035847723,-0.8455536,-0.9177864,0.0722328
77,-0.97490615,-0.92095685,"('unmotivated', 'motivated')",0.29167983,0.20708603,-1.029911,-0.8913238,-0.5710458,-0.5350649,-0.0359809
7,-0.90150356,-0.4285178,"('insensitive', 'sensitive')",0.35393602,0.70030814,0.90167683,0.964224,0.1180364,0.4120048,-0.2939684
61,-0.8710597,-0.6864687,"('illogical', 'logical')",0.46283066,0.61586565,0.36117318,0.35009515,-0.0156853,0.093164,-0.1088493
11,-0.799988,-0.6304117,"('unhelpful', 'helpful')",1.0354621,1.1606293,2.0771875,2.1237252,0.7708872,0.8846476,-0.1137604
79,-0.7918203,-0.5672543,"('wavering', 'unwavering')",-2.3864305,-2.3836102,-0.20912032,-0.23758335,-1.1291237,-1.062816,-0.0663077
65,-0.7736359,-1.0985941,"('insecure', 'secure')",0.54997975,0.5503839,0.12854964,0.27523884,-0.0317022,-0.0909904,0.0592882
63,-0.7547675,-0.5613724,"('unperceptive', 'insightful')",0.73452795,0.6114165,1.160079,1.1450189,0.3799465,0.3983544,-0.0184079
12,-0.7488238,-0.5802061,"('unsupportive', 'supportive')",0.2888459,0.180085,-1.928103,-2.0509977,-0.7960269,-0.8170396,0.0210127
29,-0.747192,-0.8203823,"('unfair', 'fair')",-0.32880312,-0.28043112,-0.7472467,-0.71426916,-0.6077473,-0.6050275,-0.0027198
31,-0.7423186,-0.78681785,"('evil', 'good')",-1.5936494,-1.6640873,-1.7027915,-1.8741893,-1.3462531,-1.4416981,0.095445
75,0.73148847,0.86566645,"('meek', 'impulsive')",-1.1792334,-1.2175093,-0.5207248,-0.47713035,-0.3228232,-0.2763244,-0.0464988
2,0.72746104,0.69464743,"('unlikable', 'likable')",1.1892378,1.2596861,0.87539804,1.0998662,0.930699,1.0180666,-0.0873676
62,-0.7137781,-0.8850468,"('incompetent', 'brilliant')",1.906925,1.7706093,0.4602661,0.43568307,0.5511377,0.4404152,0.1107225
70,-0.7117458,-0.66590065,"('lethargic', 'energetic')",0.7718543,1.0226978,1.1420329,1.2183524,0.4007138,0.5250498,-0.124336
55,-0.68393046,-0.5205395,"('incompetent', 'clever')",1.606749,1.6462495,0.23221052,0.38465405,0.3850097,0.5034547,-0.118445
80,-0.68237096,-0.61511225,"('dominated', 'dominating')",0.59921676,0.52465457,-0.7969464,-0.8318775,-0.2933669,-0.3074451,0.0140782
58,-0.62443006,-0.41913417,"('undiscriminating', 'discriminating')",0.55276024,0.51044714,-0.5891117,-0.6545152,-0.2202605,-0.1877341,-0.0325264
51,-0.6128878,-0.40544605,"('uneducated', 'educated')",0.7349566,0.7337616,1.1835701,1.1638855,0.435213,0.4974004,-0.0621874
38,-0.60341084,-0.5487977,"('untruthful', 'truthful')",-0.71971273,-0.6918474,0.79850656,0.77212316,-0.1748723,-0.156174,-0.0186983
47,-0.5987616,-0.95881456,"('stupid', 'smart')",0.4373258,0.47032636,6.0570917,5.8467865,1.9652187,1.7860994,0.1791193
56,-0.5956285,-0.5353013,"('impractical', 'practical')",1.6886637,1.8645773,0.6462356,0.8225043,0.5797569,0.71726,-0.1375031
50,0.58634776,0.76384914,"('clumsy', 'skillful')",-0.5262352,-0.37308124,0.68279475,0.57968503,0.2476358,0.3234843,-0.0758485
44,0.5785934,0.26905286,"('prejudiced', 'unprejudiced')",-0.21144691,-0.22270496,-1.0262761,-0.9800416,-0.2197099,-0.3112312,0.0915213
85,0.5774078,0.99829626,"('insignificant', 'prestigious')",-1.5246955,-1.4543346,0.17374085,0.19313177,-0.257849,-0.0876355,-0.1702135
54,-0.5646679,-0.38534313,"('incapable', 'capable')",-0.364587,-0.24725673,1.5019988,1.5280646,0.1909146,0.2984883,-0.1075737
13,-0.5420967,-0.5069548,"('impolite', 'polite')",0.17640176,0.40661013,-0.446211,-0.47359392,-0.2706353,-0.1913129,-0.0793224
