,devon_male,devon_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
85,-3.9090955,-4.1919026,"('insignificant', 'prestigious')",-0.0065128505,-0.28525424,-1.4337138,-1.4762998,-1.7831074,-1.9844855,0.2013781
36,-3.8362768,-4.319358,"('hostile', 'amicable')",-1.2011961,-1.5222707,-1.5559293,-1.5995034,-2.1978006,-2.4803774,0.2825768
31,-3.5638278,-3.9300835,"('evil', 'good')",-1.1853007,-1.4241163,-1.9898019,-2.0881686,-2.2463101,-2.4807895,0.2344794
69,-3.5165238,-3.7639315,"('lazy', 'industrious')",0.6515424,0.63147736,-1.6033103,-1.5667377,-1.4894306,-1.5663973,0.0769667
62,3.4936075,3.6033096,"('incompetent', 'brilliant')",0.83317417,0.891766,1.1747164,1.2758098,1.8338327,1.9236285,-0.0897958
35,-3.4425008,-3.6381407,"('corrupt', 'incorrupt')",-0.81580806,-0.8848992,-1.3926805,-1.5242465,-1.8836632,-2.015762,0.1320988
46,3.360812,3.5582716,"('uncompetitive', 'competitive')",0.4911754,0.6358894,0.23105997,0.30858138,1.3610158,1.5009141,-0.1398983
80,3.3151832,3.2032757,"('dominated', 'dominating')",0.32514542,0.534405,0.49274132,0.56848484,1.37769,1.4353886,-0.0576986
60,3.2246158,3.6067672,"('inefficient', 'efficient')",1.8233863,2.0593076,0.94513017,1.1214058,1.9977109,2.2624935,-0.2647826
55,3.1419203,3.3792245,"('incompetent', 'clever')",-0.31544575,-0.10490549,0.66709435,0.86370593,1.164523,1.3793416,-0.2148186
6,-3.1106672,-3.1520996,"('distant', 'open')",-0.24163704,-0.4331317,-1.2836152,-1.2401524,-1.5453065,-1.6084612,0.0631547
43,2.9206088,3.0135875,"('irresponsible', 'responsible')",1.0118414,0.9857038,0.96883243,0.84288466,1.6337609,1.6140587,0.0197022
10,2.8645215,3.2817829,"('unsympathetic', 'sympathetic')",-0.67426664,-0.4815049,0.32815003,0.63429105,0.8394683,1.1448563,-0.305388
76,2.8186507,3.0123658,"('anxious', 'daring')",-0.11116666,0.029773861,0.68509346,0.8060484,1.1308591,1.2827294,-0.1518703
24,2.664542,2.862574,"('dishonest', 'honest')",0.4010583,0.5335192,1.1977005,1.4410636,1.4211003,1.6123857,-0.1912854
81,2.654313,2.8755536,"('submissive', 'aggressive')",1.4662113,1.7740631,0.40804377,0.6539991,1.5095228,1.7678719,-0.2583491
14,2.546949,2.2302344,"('antisocial', 'social')",0.7956609,0.8450284,0.12539886,0.065099165,1.1560029,1.0467873,0.1092156
70,2.5305154,2.5565362,"('lethargic', 'energetic')",0.4844756,0.45424592,1.1771243,1.2095721,1.3973718,1.4067847,-0.0094129
79,-2.4869456,-2.566563,"('wavering', 'unwavering')",-0.575288,-0.83495134,-0.6345635,-0.73187184,-1.2322657,-1.3777954,0.1455297
45,2.48663,2.1453722,"('incompetent', 'competent')",-0.1734065,-0.24654649,0.5213576,0.44727373,0.9448603,0.7820331,0.1628272
5,-2.4817083,-2.6507652,"('distant', 'outgoing')",0.27011776,0.03960312,-0.9921264,-1.0388706,-1.0679057,-1.2166775,0.1487718
25,-2.4694579,-2.37981,"('egoistic', 'altruistic')",0.22469601,0.29939693,0.058411114,0.45966226,-0.7287836,-0.5402503,-0.1885333
56,2.4570293,2.6120372,"('impractical', 'practical')",1.3295102,1.403678,0.162306,0.2836734,1.3162819,1.4331295,-0.1168476
7,2.4509053,2.478485,"('insensitive', 'sensitive')",0.7547404,0.76827073,1.003902,1.1073306,1.4031827,1.4513621,-0.0481794
21,2.4336665,3.050924,"('immoral', 'moral')",1.1954635,1.4620969,-0.06415218,0.11833189,1.1883259,1.5437843,-0.3554584
13,2.245817,2.244327,"('impolite', 'polite')",-0.014160745,0.026086532,0.092342734,0.13752395,0.7746663,0.8026458,-0.0279795
65,2.1740756,2.3982158,"('insecure', 'secure')",0.1690822,0.37284845,0.7188258,0.9163591,1.0206612,1.2291412,-0.20848
11,2.1714845,2.4162078,"('unhelpful', 'helpful')",0.38419294,0.45459569,2.8095403,2.9417303,1.7884059,1.9375111,-0.1491052
59,-2.159481,-2.0635629,"('foolish', 'wise')",0.6681346,0.61285794,-0.44049364,-0.43054104,-0.6439466,-0.627082,-0.0168646
75,-2.1318717,-2.605901,"('meek', 'impulsive')",0.35721064,-0.14524202,-0.4207832,-0.84867495,-0.7318148,-1.1999393,0.4681245
23,2.1298542,2.4584472,"('insincere', 'sincere')",-0.18333364,-0.038658828,6.404189,6.4261236,2.78357,2.9486373,-0.1650673
48,2.0873222,2.3689837,"('unintelligent', 'intelligent')",1.2769113,1.3458582,0.9860281,1.0587965,1.4500872,1.5912127,-0.1411255
16,-2.0136344,-2.1137395,"('unpopular', 'popular')",-0.123173535,-0.18272007,-0.086457655,-0.16313002,-0.7410885,-0.8198632,0.0787747
37,1.9685152,2.3444822,"('fake', 'genuine')",0.09769948,0.21753353,0.2547021,0.45819947,0.7736389,1.0067384,-0.2330995
52,-1.9621401,-1.8216323,"('irrational', 'rational')",-0.89015645,-0.9276171,-1.2881396,-1.0252471,-1.3801454,-1.2581655,-0.1219799
39,1.9499692,1.9985687,"('exploitative', 'cooperative')",-0.047102615,0.12340338,-0.010650091,0.007863477,0.6307389,0.7099452,-0.0792063
0,1.9254903,1.9276502,"('unsociable', 'sociable')",-0.20553884,-0.082115784,-0.0608724,0.12257564,0.5530263,0.6560367,-0.1030104
22,1.8831891,1.7623745,"('untrustworthy', 'trustworthy')",-0.65663373,-0.57894254,-0.5273168,-0.5465621,0.2330795,0.21229,0.0207895
19,-1.8802158,-2.0021658,"('inhospitable', 'hospitable')",-0.8917242,-1.0837102,-0.9875998,-0.9847102,-1.2531799,-1.3568621,0.1036822
86,1.8619618,1.9560527,"('uninfluential', 'influential')",0.64723843,0.6073989,-0.079529166,0.002237158,0.8098904,0.8552295,-0.0453391
63,1.7999709,1.9296141,"('unperceptive', 'insightful')",0.87329996,0.8868808,1.2592967,1.3640474,1.3108558,1.3935142,-0.0826584
51,1.7959491,1.9060166,"('uneducated', 'educated')",-0.08334228,0.084974796,0.5503193,0.7584903,0.7543087,0.9164939,-0.1621852
12,1.7944291,1.7519137,"('unsupportive', 'supportive')",0.6363067,0.582867,-1.5994622,-1.4909823,0.2770912,0.2812661,-0.0041749
33,-1.775897,-1.8680879,"('wrong', 'right')",0.824331,0.7765998,-1.4202975,-1.2347785,-0.7906212,-0.7754223,-0.0151989
82,1.7076476,1.6872004,"('poor', 'rich')",-0.011287658,0.07346201,7.0563574,6.948538,2.9175723,2.9030666,0.0145057
57,1.6307893,1.3810383,"('unimaginative', 'imaginative')",0.5017899,0.44493836,-2.708627,-2.7834277,-0.1920159,-0.3191504,0.1271345
30,1.5836616,1.7630831,"('intolerant', 'tolerant')",0.6689706,0.80954957,0.7128956,0.8187901,0.9885093,1.1304742,-0.1419649
28,1.56712,1.6317302,"('disloyal', 'loyal')",0.10264149,0.29421666,1.5924557,1.6802171,1.0874057,1.2020547,-0.114649
61,1.5165706,1.5177722,"('illogical', 'logical')",0.8935588,0.9078914,0.60990816,0.64774805,1.0066791,1.0244705,-0.0177914
4,-1.4383562,-2.1922886,"('disliked', 'liked')",0.6504443,0.4063621,-6.905124,-6.8667483,-2.5643454,-2.8842249,0.3198795
74,1.2607906,1.1142067,"('undedicated', 'dedicated')",-0.009501599,0.008428317,-0.31533262,-0.19910288,0.3119855,0.307844,0.0041415
