,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
39,0.90095776,1.0440308,"('exploitative', 'cooperative')",0.324201,0.48293617,-0.40287393,-0.24133307,1.117817,1.4066834,0.11130567,0.27102584,0.4102815,0.5926686,-0.1823871
65,-0.89028656,-0.66157997,"('insecure', 'secure')",1.0368259,1.1204739,-2.5623405,-2.3476896,0.27715132,0.28790188,-0.58655953,-0.50675607,-0.5450418,-0.42153,-0.1235118
36,-0.8228708,-0.8027532,"('hostile', 'amicable')",-1.3021106,-1.4023937,1.1727586,0.9632469,-0.4073976,-0.47473735,0.49593142,0.548309,-0.1727378,-0.2336657,0.0609279
35,0.8198514,0.9407741,"('corrupt', 'incorrupt')",-0.67685294,-0.65042627,3.009982,2.9607382,-0.38482344,-0.45122772,0.09077464,0.05740776,0.5717863,0.5714532,0.0003331
2,-0.8168047,-0.5587952,"('unlikable', 'likable')",0.82075,0.7966791,-0.041696966,0.05484235,0.9347792,1.0792836,0.6750168,0.7616617,0.3144089,0.4267343,-0.1123254
49,-0.81544834,-0.8093272,"('unable', 'able')",0.026129961,0.09738676,-1.4098767,-1.1489062,-1.2901641,-1.0141001,-0.72298,-0.4765164,-0.8424679,-0.6702926,-0.1721753
12,0.78245157,0.8180177,"('unsupportive', 'supportive')",1.0295137,0.9804957,-1.0544097,-0.96746355,-0.47167253,-0.589245,-1.2674448,-1.5352379,-0.1963124,-0.2586866,0.0623742
41,-0.7636433,-0.36977068,"('unforgiving', 'forgiving')",-0.9796636,-0.99158686,-2.0259566,-1.8149499,-0.013043515,-0.018776441,0.30271232,0.26801836,-0.6959189,-0.5854131,-0.1105058
69,0.75953996,0.5850662,"('lazy', 'industrious')",0.8000511,0.6622784,2.6058745,2.3937204,1.3686657,1.1858444,-0.0843246,-0.13287535,1.0899612,0.9388068,0.1511544
81,-0.7490206,-0.7013206,"('submissive', 'aggressive')",0.46629196,0.5898672,-2.701448,-2.4032536,-0.38854817,-0.4076423,-1.2686628,-1.3488159,-0.9282775,-0.8542331,-0.0740444
20,-0.73392546,-0.5953275,"('rough', 'thoughtful')",1.1136941,1.0667948,-0.6710217,-0.6524056,-0.124678284,-0.073469765,1.2479228,1.1349404,0.1663983,0.1761065,-0.0097082
24,0.71131355,0.3459833,"('dishonest', 'honest')",-0.30208355,-0.37901613,-1.5806435,-1.7527424,-0.61727965,-0.73929346,0.92800754,0.90338254,-0.1721371,-0.3243372,0.1522001
27,0.7034183,0.6322899,"('hardhearted', 'softhearted')",-0.9139199,-1.0122389,-1.281365,-1.5034803,0.06858358,-0.096517086,1.5851669,1.2267519,0.0323768,-0.1506389,0.1830157
64,-0.69753855,-0.3992486,"('shy', 'confident')",0.9188482,0.9494183,-0.68752265,-0.49179417,0.13861337,0.14266522,-5.9744368,-6.24854,-1.2604073,-1.2094998,-0.0509075
54,-0.66045094,-0.81631744,"('incapable', 'capable')",-0.33902693,-0.28095067,0.05672449,0.07237981,-0.4751728,-0.44656575,1.1119597,1.2305005,-0.0611933,-0.0481907,-0.0130026
53,-0.6582221,-0.5751253,"('uncreative', 'creative')",0.16935997,0.25878656,-1.6265981,-1.5170588,0.5139475,0.51207495,1.2843528,1.3925872,-0.063432,0.0142529,-0.0776849
61,-0.6559313,-0.94188756,"('illogical', 'logical')",0.36571255,0.3896052,-2.2265036,-2.2991452,-0.35455078,-0.4113369,0.23290698,0.15489955,-0.5276732,-0.621573,0.0938998
40,-0.6335074,-0.3674878,"('stingy', 'generous')",-0.6082534,-0.70839167,-0.45339376,-0.21009892,-1.0337536,-1.1605244,-1.0609756,-1.3020406,-0.7579767,-0.7497087,-0.008268
43,-0.61952937,-0.68605506,"('irresponsible', 'responsible')",0.73959357,0.8663228,-2.8957055,-2.789481,0.032194372,0.11171256,0.7962266,0.8479046,-0.389444,-0.3299192,-0.0595248
59,-0.59870815,-0.55077213,"('foolish', 'wise')",0.45275995,0.5252768,1.1306185,1.0882573,0.10144827,0.052112877,0.593536,0.6578178,0.3359309,0.3545385,-0.0186076
8,0.58727956,0.42949077,"('unaffectionate', 'affectionate')",-0.59539354,-0.61147344,0.055056646,-0.17021692,-1.1316572,-1.1690694,0.8848194,0.86075425,-0.039979,-0.1321029,0.0921239
34,-0.58332896,-0.76643777,"('mean', 'honorable')",-0.12126708,-0.010351248,-0.7777997,-0.7843147,0.50057185,0.5273434,5.811761,6.137011,0.9659874,1.0206501,-0.0546627
33,0.5659977,0.5589416,"('wrong', 'right')",-0.27222186,-0.50143933,1.5579289,1.3541248,0.053121213,-0.20752016,-0.13282809,-0.42062238,0.3543996,0.1566969,0.1977027
58,-0.5629686,-0.6941322,"('undiscriminating', 'discriminating')",-0.20490062,-0.39357513,-1.897801,-2.0332274,0.22198741,-0.04232573,0.08595356,-0.1723831,-0.4715459,-0.6671287,0.1955828
63,-0.5623322,-0.3000238,"('unperceptive', 'insightful')",1.034069,1.0899853,-2.5785513,-2.3582456,0.2695306,0.325676,1.2638214,1.1628776,-0.1146925,-0.0159461,-0.0987464
78,0.5505852,0.55162317,"('nonresilient', 'resilient')",0.7168476,0.514095,-1.3335775,-1.2345206,0.6194465,0.49274376,0.66563046,0.5522068,0.2437865,0.1752296,0.0685569
68,-0.53392524,-0.67024636,"('dependent', 'independent')",-0.023632325,-0.20472965,-0.58028907,-0.4804796,-1.3914605,-1.471966,-0.55656797,-0.68393624,-0.6171751,-0.7022716,0.0850965
46,-0.50922126,-0.51575893,"('uncompetitive', 'competitive')",1.7191472,1.8324878,-3.8759816,-3.618747,-0.26592568,-0.34376028,-0.48326206,-0.62385744,-0.6830487,-0.6539272,-0.0291215
3,-0.49096444,-0.20398203,"('repellent', 'pleasant')",0.21224324,0.1681182,-1.5440453,-1.435946,0.22040546,0.21269296,-0.071110226,-0.11278609,-0.3346943,-0.2743806,-0.0603137
50,-0.48601204,-0.60211253,"('clumsy', 'skillful')",1.9381096,1.7751051,1.150177,1.0122899,0.8284188,0.74020535,0.7814776,0.7132016,0.8424342,0.7277379,0.1146963
26,-0.4071593,-0.17613229,"('hardhearted', 'benevolent')",0.82882166,0.7822766,-0.38114104,-0.40502188,1.1189902,1.070781,1.5335389,1.5870595,0.5386101,0.5717926,-0.0331825
0,-0.40364578,-0.24487686,"('unsociable', 'sociable')",0.76834005,0.7409722,-3.1062224,-2.9023292,-0.24294427,-0.25483868,-0.6739075,-0.71081173,-0.731676,-0.6743769,-0.0572991
23,-0.40310457,-0.47504845,"('insincere', 'sincere')",-0.24799609,-0.099663034,-2.2290719,-2.175399,-0.52214634,-0.48837775,5.2830405,5.4970026,0.3761443,0.4517028,-0.0755585
76,-0.35419878,-0.34158602,"('anxious', 'daring')",2.2958844,2.3641937,-1.81472,-1.6956623,0.48991424,0.56089306,-0.15369378,0.053597227,0.0926372,0.1882871,-0.0956499
38,0.336862,0.40636855,"('untruthful', 'truthful')",-1.3534142,-1.4305658,-0.20392695,-0.25220135,-0.6847674,-0.83513546,0.29497054,0.35519835,-0.3220552,-0.3512671,0.0292119
6,0.33465767,0.3242114,"('distant', 'open')",-0.7855482,-0.841848,1.6559453,1.5749266,-1.1039991,-1.1639727,0.9029264,0.9429623,0.2007964,0.1672559,0.0335405
30,0.33202213,0.43548495,"('intolerant', 'tolerant')",-0.4345363,-0.34613037,-2.11099,-2.0499759,0.020599578,0.09566581,0.75350976,0.9673421,-0.287879,-0.1795227,-0.1083563
85,-0.32517812,-0.38202837,"('insignificant', 'prestigious')",-0.5804163,-0.71762455,2.1882067,1.8941945,-0.80950826,-0.86101,1.2661594,1.2522457,0.3478527,0.2371554,0.1106973
84,0.28495884,0.2910298,"('inferior', 'superior')",1.3613745,1.4910403,-0.06529154,-0.08386499,0.50465477,0.48358425,0.8528096,0.87350214,0.5877013,0.6110583,-0.023357
15,0.25594854,-0.009501622,"('boring', 'funny')",0.1902692,0.08686671,-0.36378768,-0.63312066,0.36492237,0.37239748,0.23856674,0.06626497,0.1371838,-0.0234186,0.1606024
10,-0.24283834,-0.22721565,"('unsympathetic', 'sympathetic')",0.6338153,0.55628884,-4.0292587,-3.899942,-0.25502014,-0.57381237,-0.01369567,-0.13984206,-0.7813995,-0.8569046,0.0755051
14,-0.24019615,-0.048568442,"('antisocial', 'social')",0.9867775,1.0341988,-2.372262,-1.9887989,0.17266852,0.34978136,-1.2217953,-1.1060481,-0.5349615,-0.3518871,-0.1830744
62,-0.2317163,-0.17305176,"('incompetent', 'brilliant')",0.105194315,0.18956211,-2.6143115,-2.3426292,-0.51710737,-0.4447041,0.12974805,0.21605308,-0.6256385,-0.510954,-0.1146845
31,-0.21925119,-0.27543473,"('evil', 'good')",-1.4997007,-1.6815398,1.4072448,1.1732031,-0.2537275,-0.44882616,-0.70418835,-0.7929131,-0.2539246,-0.4051022,0.1511776
45,0.21727194,0.12069954,"('incompetent', 'competent')",0.77204716,0.6122686,-2.2588823,-2.3476634,0.06367269,-0.12632605,-0.2615972,-0.48516646,-0.2934975,-0.4452376,0.1517401
48,-0.20280059,-0.32451788,"('unintelligent', 'intelligent')",-0.63464534,-0.82021475,-3.0460227,-3.1943996,-0.98509467,-1.1566637,0.33209756,0.18309648,-0.9072931,-1.06254,0.1552469
29,0.19001007,0.22013499,"('unfair', 'fair')",-0.16458228,-0.11666401,0.21300855,0.19208193,-1.2843885,-1.1557727,-0.5275417,-0.5648151,-0.3146988,-0.285007,-0.0296918
87,-0.18870026,-0.20680985,"('unsuccessful', 'successful')",2.6318564,2.636734,-0.7442363,-0.6590983,1.2362338,1.1779467,0.72203916,0.53009015,0.7314386,0.6957725,0.0356661
21,0.18471245,0.28861475,"('immoral', 'moral')",1.2044352,1.184038,-3.053149,-2.746457,-0.43973523,-0.48267677,-1.202764,-1.3039271,-0.6613001,-0.6120816,-0.0492185
1,-0.17770362,-0.02507367,"('unfriendly', 'friendly')",-1.2360862,-1.2650193,-2.0165288,-2.143304,-0.55440223,-0.6859432,2.069811,2.1100495,-0.382982,-0.4018582,0.0188762
42,0.17056334,0.12750638,"('unreliable', 'reliable')",1.5902221,1.6344436,0.0543807,0.21996287,0.08011442,0.12560269,-2.2889493,-2.3469357,-0.0787338,-0.047884,-0.0308498
72,-0.17033435,-0.4814241,"('unambitious', 'ambitious')",-0.8260835,-0.75709134,-1.0628053,-1.0810978,-0.76264936,-0.8304805,-1.0259821,-0.95443296,-0.7695709,-0.8209053,0.0513344
66,-0.16734464,-0.3632555,"('inactive', 'active')",1.457976,1.3435849,1.3122282,1.1412605,0.5463007,0.36196548,1.2163445,1.0389795,0.8731009,0.704507,0.1685939
25,-0.15318984,-0.3222816,"('egoistic', 'altruistic')",-0.5671519,-0.5713364,0.76178086,0.36808038,0.13781479,0.053251684,1.2739897,1.2802881,0.2906487,0.1616004,0.1290483
22,0.1525323,0.057067946,"('untrustworthy', 'trustworthy')",0.31603068,0.3625509,-1.4549134,-1.3344997,-0.61049986,-0.61446,-1.0917634,-1.2738023,-0.5377227,-0.5606286,0.0229059
11,-0.13402522,0.10840194,"('unhelpful', 'helpful')",-0.57110083,-0.43672812,-2.184563,-2.002202,0.12575208,0.1500406,1.9015604,1.951808,-0.1724753,-0.0457359,-0.1267394
79,-0.11456729,-0.3526349,"('wavering', 'unwavering')",-0.19928658,-0.42646915,1.8121443,1.5082136,-0.857889,-0.98682827,0.25972432,0.30646434,0.1800251,0.0097491,0.170276
86,-0.109107405,-0.31048578,"('uninfluential', 'influential')",0.23985307,0.13625765,-3.6644201,-3.6546707,-0.6033344,-0.7774021,-0.2397145,-0.5441083,-0.8753447,-1.0300818,0.1547371
5,-0.10710215,-0.060516648,"('distant', 'outgoing')",-0.90691876,-0.88964164,1.613156,1.631258,-1.1468801,-1.1735536,0.0045909155,0.028868234,-0.1086308,-0.0927171,-0.0159137
67,0.105735034,0.23937955,"('doubtful', 'determined')",0.17418467,0.15369776,0.63903284,0.69696784,0.5220612,0.6051662,-0.39131582,-0.27246773,0.2099396,0.2845487,-0.0746091
19,0.101993605,0.07992485,"('inhospitable', 'hospitable')",-0.99337596,-1.0285809,0.5933361,0.73255926,-0.8777274,-0.77375835,-0.09279379,0.024234122,-0.2537135,-0.1931242,-0.0605893
75,-0.09330277,0.272587,"('meek', 'impulsive')",-1.1880574,-1.1863382,1.9139525,1.9346523,-1.0891107,-1.016254,-0.23142828,-0.18092808,-0.1375893,-0.0352562,-0.1023331
57,0.07340875,0.049588304,"('unimaginative', 'imaginative')",-0.3453691,-0.40951157,-3.0792727,-2.9349668,-0.59744334,-0.76784134,-2.1755097,-2.4933374,-1.2248372,-1.3112139,0.0863767
70,-0.06534048,-0.19990672,"('lethargic', 'energetic')",1.1769313,1.2779396,-2.4500773,-2.2587738,-0.08037839,-0.022752143,0.95626944,0.8848595,-0.0925191,-0.0637267,-0.0287924
17,0.051016834,0.09826678,"('nasty', 'nice')",0.4992209,0.31371903,-0.36862457,-0.39021564,-0.8635106,-1.0437808,-0.80335426,-0.88485235,-0.2970503,-0.3813726,0.0843223
80,-0.04999899,-0.045159657,"('dominated', 'dominating')",0.85815907,0.80516356,-1.4954813,-1.3400681,0.21881276,0.2283081,-1.4606005,-1.7475646,-0.3858218,-0.4198641,0.0340423
13,0.0059493966,0.230477,"('impolite', 'polite')",0.35709444,0.4775126,-1.9557114,-1.5866262,0.5215921,0.68942386,-0.42569125,-0.3256233,-0.2993533,-0.1029672,-0.1963861
28,0.0014837533,0.23558827,"('disloyal', 'loyal')",0.1756215,0.17859411,-1.416774,-1.3651261,-0.44499186,-0.58381474,1.0010396,1.1476605,-0.1367242,-0.0774196,-0.0593046
