,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,male-female
86,-0.7889282,-0.45293984,"('uninfluential', 'influential')",-0.71165544,-0.49403375,0.011608753,0.16442716,-0.496325,-0.2608488,-0.2354762
72,-0.78453594,-0.82039756,"('unambitious', 'ambitious')",-0.20431907,-0.30937737,0.5609995,0.5110562,-0.1426185,-0.2062396,0.0636211
7,0.7663937,0.52155703,"('insensitive', 'sensitive')",-0.07012969,-0.047737144,0.62336403,0.61600196,0.439876,0.3632739,0.0766021
82,-0.75807756,-0.88008523,"('poor', 'rich')",-0.7412956,-0.7256715,4.5143104,4.7692857,1.0049791,1.0545096,-0.0495305
22,-0.7425256,-0.19503863,"('untrustworthy', 'trustworthy')",-1.8696526,-1.3818115,-0.8880503,-0.54115975,-1.1667429,-0.7060033,-0.4607396
24,0.7400968,0.41285455,"('dishonest', 'honest')",-0.70531714,-0.8346741,0.5368657,0.49436742,0.1905485,0.0241826,0.1663659
6,-0.73330355,-0.8438854,"('distant', 'open')",-0.13055915,-0.20451492,0.45867708,0.4392661,-0.1350619,-0.2030448,0.0679829
84,0.6948469,0.9403205,"('inferior', 'superior')",-0.40208176,-0.0738186,0.61389416,0.679869,0.3022198,0.515457,-0.2132372
75,-0.6847263,-0.112149104,"('meek', 'impulsive')",0.16328375,0.48180455,-0.8411781,-0.46552286,-0.4542069,-0.0319558,-0.4222511
32,0.66611165,0.05919582,"('unkind', 'kind')",-0.25028005,-0.64755535,0.6107746,0.28918254,0.3422021,-0.0997257,0.4419278
73,0.6614178,0.85774994,"('helpless', 'self-reliant')",1.5475984,1.4461746,-2.0963857,-2.2831519,0.0375435,0.0069242,0.0306193
23,0.65989226,0.36139977,"('insincere', 'sincere')",-0.8630073,-0.9657381,4.1112766,4.27948,1.3027205,1.2250472,0.0776733
5,-0.5921637,-0.6396851,"('distant', 'outgoing')",0.14745148,0.22263265,0.4979642,0.3674252,0.0177507,-0.0165424,0.0342931
60,0.5769636,0.64558184,"('inefficient', 'efficient')",0.052093744,0.31302473,-0.37047523,-0.5066162,0.086194,0.1506635,-0.0644695
80,-0.574735,-0.63523126,"('dominated', 'dominating')",0.07133426,0.24425268,0.14413215,0.22877152,-0.1197562,-0.054069,-0.0656872
36,-0.5742975,-0.4497636,"('hostile', 'amicable')",-0.13025959,-0.30915558,1.5304396,1.2800282,0.2752942,0.173703,0.1015912
78,-0.5618435,-0.501202,"('nonresilient', 'resilient')",0.071011774,0.2889074,0.6421911,0.4825146,0.0504531,0.0900733,-0.0396202
38,-0.5400529,-0.34387058,"('untruthful', 'truthful')",-0.23913348,-0.2325238,0.36667362,0.51250434,-0.1375042,-0.0212967,-0.1162075
35,-0.5336992,-0.6409338,"('corrupt', 'incorrupt')",-0.08880517,-0.44579068,0.328364,0.1644761,-0.0980468,-0.3074161,0.2093693
17,0.5187786,0.54030436,"('nasty', 'nice')",-0.3034081,-0.20523077,-0.8654609,-0.9077947,-0.2166968,-0.190907,-0.0257898
4,-0.5171059,-0.1691569,"('disliked', 'liked')",0.33917636,0.46410683,-4.083694,-4.411387,-1.4205411,-1.3721457,-0.0483954
12,0.5124124,0.56399435,"('unsupportive', 'supportive')",0.0021719858,0.13020813,-1.0786489,-1.1802946,-0.1880215,-0.1620307,-0.0259908
47,-0.50321555,-0.42937207,"('stupid', 'smart')",-0.12836103,0.020551452,4.346728,4.785184,1.2383838,1.4587878,-0.220404
25,0.50312114,0.26786542,"('egoistic', 'altruistic')",0.3853279,0.21289232,1.601448,1.406896,0.8299658,0.6292179,0.2007479
61,-0.4860663,-0.77692896,"('illogical', 'logical')",-0.98649156,-1.1122007,0.8142652,0.7037024,-0.2194309,-0.3951424,0.1757115
41,0.48170137,0.6173168,"('unforgiving', 'forgiving')",-1.2923523,-1.2284968,0.46687618,0.6193373,-0.1145916,0.0027191,-0.1173107
62,-0.47474498,-0.45470926,"('incompetent', 'brilliant')",-0.29377866,0.08504784,-0.0142779425,0.09655412,-0.2609339,-0.0910358,-0.1698981
8,0.47125462,0.48422968,"('unaffectionate', 'affectionate')",0.24736348,-0.08148117,1.0707276,0.945306,0.5964486,0.4493515,0.1470971
37,0.43641686,0.3560305,"('fake', 'genuine')",0.39659724,0.55821687,0.6249178,0.6536331,0.4859773,0.5226268,-0.0366495
34,-0.43438828,-0.16413587,"('mean', 'honorable')",-0.29459423,0.04958629,3.818682,4.2194357,1.0298998,1.3682954,-0.3383956
76,0.4305768,0.2939953,"('anxious', 'daring')",-0.6046478,-0.37236607,-0.7659683,-0.70114,-0.3133464,-0.2598369,-0.0535095
46,-0.42812723,-0.016430395,"('uncompetitive', 'competitive')",0.14715934,0.42173827,-0.8914112,-0.85743874,-0.390793,-0.1507103,-0.2400827
18,-0.4210963,-0.6668159,"('disagreeable', 'welcoming')",-0.9132397,-1.0643501,-0.7737252,-1.1001588,-0.7026871,-0.9437749,0.2410878
42,-0.40859538,-0.20548026,"('unreliable', 'reliable')",-0.47137094,-0.047046416,-2.0405936,-2.1887112,-0.97352,-0.813746,-0.159774
21,0.39328313,0.2399187,"('immoral', 'moral')",-0.9201527,-0.8493515,-1.3660877,-1.5302316,-0.6309857,-0.7132215,0.0822358
59,-0.39258343,-0.5843288,"('foolish', 'wise')",0.3128163,0.021450121,0.34519857,0.1251624,0.0884771,-0.1459054,0.2343825
10,0.3841328,0.23105758,"('unsympathetic', 'sympathetic')",-0.7677393,-0.7749677,-0.45466974,-0.5125373,-0.2794254,-0.3521491,0.0727237
65,0.37226802,0.30832562,"('insecure', 'secure')",-1.3032501,-1.1650014,-0.010768674,0.015967362,-0.3139169,-0.2802361,-0.0336808
20,0.36988404,0.5591307,"('rough', 'thoughtful')",0.027414963,0.14909105,1.368227,1.2772003,0.5885087,0.6618074,-0.0732987
13,-0.36956653,-0.66490334,"('impolite', 'polite')",-0.1698662,-0.12282623,-0.6219584,-0.6469568,-0.3871304,-0.4782288,0.0910984
0,0.35472226,0.22781044,"('unsociable', 'sociable')",-0.5870689,-0.5070957,-0.48940828,-0.61172736,-0.240585,-0.2970042,0.0564192
3,0.35446408,0.47842076,"('repellent', 'pleasant')",-0.29794347,-0.18894967,-0.41867387,-0.25385892,-0.1207178,0.0118707,-0.1325885
33,-0.3539922,-0.45993572,"('wrong', 'right')",0.7629482,0.5622503,0.36205333,0.22911748,0.2570031,0.1104774,0.1465257
67,0.35319746,0.3725153,"('doubtful', 'determined')",-0.14409462,0.05728469,-0.58879167,-0.61348253,-0.1265629,-0.0612275,-0.0653354
81,0.33057028,0.10399772,"('submissive', 'aggressive')",0.6325724,0.60999453,-1.0228136,-1.0742153,-0.0198903,-0.1200744,0.1001841
66,-0.32302937,-0.49006677,"('inactive', 'active')",0.25467527,0.16943255,1.1766175,1.0310423,0.3694211,0.2368027,0.1326184
52,-0.3210096,-0.45173335,"('irrational', 'rational')",-0.9452659,-1.0570543,-0.094902545,-0.120532274,-0.453726,-0.5431066,0.0893806
64,-0.31278804,-0.35331795,"('shy', 'confident')",-0.011833686,0.081386164,-5.0274363,-5.3974433,-1.7840193,-1.8897916,0.1057723
57,0.28667092,0.68474436,"('unimaginative', 'imaginative')",0.14965174,0.5412812,-1.1397533,-0.9245681,-0.2344769,0.1004858,-0.3349627
58,-0.27899697,0.1625428,"('undiscriminating', 'discriminating')",0.37540343,0.6652001,0.85228825,1.0410879,0.3162316,0.6229436,-0.306712
88,-0.2624141,-0.83914185,"('low', 'eminent')",0.47692668,-0.012399204,0.84218675,0.31273565,0.3522331,-0.1796018,0.5318349
28,0.26130792,0.2071408,"('disloyal', 'loyal')",0.1785329,0.11777487,1.0715171,1.0645758,0.503786,0.4631638,0.0406222
69,0.2550026,0.023547158,"('lazy', 'industrious')",2.0145588,1.7845882,0.61505324,0.2225651,0.9615382,0.6769001,0.2846381
85,0.216777,-0.020519719,"('insignificant', 'prestigious')",0.32077232,-0.091189,0.9471506,0.6253473,0.4949,0.1712129,0.3236871
45,-0.1890677,0.29509556,"('incompetent', 'competent')",-0.28992638,0.35505795,0.806473,1.225523,0.1091596,0.6252255,-0.5160659
40,-0.16903271,0.07934785,"('stingy', 'generous')",0.0591448,0.29507315,-1.4285787,-1.4616768,-0.5128222,-0.3624186,-0.1504036
30,0.1630656,0.33190072,"('intolerant', 'tolerant')",0.5455932,0.6119008,0.19321692,0.19256526,0.3006252,0.3787889,-0.0781637
48,0.15620637,0.26383752,"('unintelligent', 'intelligent')",-0.5580684,-0.381897,-0.27600712,-0.17363219,-0.2259564,-0.0972306,-0.1287258
44,0.15287037,0.028084489,"('prejudiced', 'unprejudiced')",-0.60066473,-0.41861033,-1.3017188,-1.5130118,-0.583171,-0.6345125,0.0513415
1,-0.123548545,0.04026057,"('unfriendly', 'friendly')",-0.23633853,-0.31969297,2.2679768,2.243812,0.6360299,0.6547932,-0.0187633
77,0.11986044,0.19249369,"('unmotivated', 'motivated')",-0.25443894,-0.0077257473,-1.3454703,-1.1811699,-0.4933496,-0.332134,-0.1612156
50,-0.10019025,-0.47822857,"('clumsy', 'skillful')",0.6806656,0.30175462,0.27449262,-0.21336596,0.2849893,-0.1299466,0.4149359
49,-0.08735491,-0.058654696,"('unable', 'able')",0.23101722,0.21924783,-0.46327427,-0.5085597,-0.1065373,-0.1159889,0.0094516
53,0.08104551,0.14755777,"('uncreative', 'creative')",-0.25819707,-0.2755644,0.9552853,0.9728933,0.2593779,0.2816289,-0.022251
55,-0.0790474,0.2343598,"('incompetent', 'clever')",-1.0338115,-0.74287033,-0.22472808,-0.07459392,-0.4458623,-0.1943681,-0.2514942
29,0.07708534,0.493347,"('unfair', 'fair')",-1.4986112,-1.2281686,-0.83571327,-0.4623587,-0.752413,-0.3990601,-0.3533529
27,-0.049401663,-0.45735374,"('hardhearted', 'softhearted')",-0.24082153,-0.27147314,0.6245735,0.32799911,0.1114501,-0.1336093,0.2450594
54,0.039580315,-0.16638729,"('incapable', 'capable')",-0.1981182,-0.46502545,0.77380806,0.534244,0.2050901,-0.0323896,0.2374797
19,0.038081985,-0.053932697,"('inhospitable', 'hospitable')",-0.5848564,-0.6673454,0.005582992,-0.10721815,-0.1803971,-0.2761654,0.0957683
79,0.017856162,0.07835587,"('wavering', 'unwavering')",-0.48521027,-0.38903412,0.14211626,0.28225014,-0.1084126,-0.009476,-0.0989366
11,-0.010011263,0.06810778,"('unhelpful', 'helpful')",-0.01811105,0.21406311,1.1452659,1.0819068,0.3723812,0.4546926,-0.0823114
