,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
45,-2.8077624,-2.2016346,"('incompetent', 'competent')",-2.202283,-1.6720146,-1.4482092,-1.2267346,-1.4343063,-1.3231694,-1.9731401,-1.6058882,-0.3672519
86,-2.668121,-2.1927555,"('uninfluential', 'influential')",-1.058572,-0.6795073,-0.7836309,-0.61335313,-1.0715525,-0.7680138,-1.3954692,-1.0634074,-0.3320618
55,-2.421262,-2.4871073,"('incompetent', 'clever')",-2.1419046,-1.8835646,-1.5233357,-1.4630592,-0.7860602,-0.7929028,-1.7181406,-1.6566584,-0.0614822
85,2.4030898,2.4170885,"('insignificant', 'prestigious')",1.1801213,1.2486092,2.502061,2.4454312,0.3870036,0.43354473,1.6180688,1.6361684,-0.0180996
70,-2.3289435,-1.8593011,"('lethargic', 'energetic')",-1.6694536,-1.491709,-0.8472757,-0.58101785,-0.27248627,-0.1956648,-1.2795397,-1.0319232,-0.2476165
60,-2.312463,-1.9723628,"('inefficient', 'efficient')",-0.918528,-0.56163317,-1.127621,-0.9328127,-0.22358766,-0.25199643,-1.1455499,-0.9297013,-0.2158486
10,-2.2791398,-1.8242112,"('unsympathetic', 'sympathetic')",-2.038039,-1.6621855,-1.4204721,-1.3545338,-0.058715556,0.012742598,-1.4490916,-1.207047,-0.2420446
46,-2.0487149,-1.8121353,"('uncompetitive', 'competitive')",-0.52530307,-0.19194928,-0.7699553,-0.48214164,-0.12031841,0.20371494,-0.8660729,-0.5706279,-0.295445
22,-2.0404603,-1.5969774,"('untrustworthy', 'trustworthy')",-1.8101398,-1.469374,-1.4167951,-1.2761093,-1.9151797,-1.6286467,-1.7956438,-1.4927769,-0.3028669
57,-2.0346496,-1.4563522,"('unimaginative', 'imaginative')",-1.6079676,-1.2612562,-1.0432782,-0.86362606,-3.1902325,-2.6871917,-1.969032,-1.5671065,-0.4019255
43,-1.8565378,-1.7446969,"('irresponsible', 'responsible')",-1.0152087,-0.984681,-1.0687095,-0.9782807,0.15499566,0.1531204,-0.9463651,-0.8886346,-0.0577305
69,1.8524036,1.9801311,"('lazy', 'industrious')",1.5877577,1.429912,1.124443,1.1962056,-0.3734358,-0.17165591,1.0477921,1.1086482,-0.0608561
81,-1.8157636,-1.9222304,"('submissive', 'aggressive')",-1.6725748,-1.5733947,-0.19343953,-0.3204704,-0.9745102,-1.0236287,-1.164072,-1.209931,0.045859
35,1.8130722,1.6441681,"('corrupt', 'incorrupt')",1.6583569,1.2577987,1.1268747,1.0032849,-0.17025705,-0.16961773,1.1070117,0.9339085,0.1731032
77,-1.7698385,-1.4970709,"('unmotivated', 'motivated')",-0.13536702,0.09375976,0.16659851,0.42918926,0.06475803,0.27774057,-0.4184622,-0.1740953,-0.2443669
5,1.7619885,1.9975721,"('distant', 'outgoing')",2.2100687,2.1145341,1.7136234,1.8354982,0.09901355,0.32289046,1.4461735,1.5676237,-0.1214502
14,-1.7564124,-1.8151155,"('antisocial', 'social')",-1.1741874,-0.9777591,-0.24153772,-0.30367106,-0.94140977,-0.9434181,-1.0283868,-1.0099909,-0.0183959
0,-1.7557098,-2.0739272,"('unsociable', 'sociable')",-1.0688058,-1.0949187,-0.25205973,-0.44594094,0.09050362,0.042514652,-0.7465179,-0.8930681,0.1465502
73,1.7455069,1.5953406,"('helpless', 'self-reliant')",0.31498766,0.24620733,-0.11000484,-0.13068551,-3.4598305,-3.048964,-0.3773353,-0.3345254,-0.0428099
82,-1.6587782,-2.0295098,"('poor', 'rich')",-1.8038627,-1.850555,-1.099263,-1.3677089,4.707993,4.2435637,0.0365223,-0.2510525,0.2875748
13,-1.631811,-1.2023478,"('impolite', 'polite')",-0.85131246,-0.741717,-0.8660035,-0.5641698,-0.17392012,-0.17156872,-0.8807618,-0.6699508,-0.210811
66,1.6004595,1.4866705,"('inactive', 'active')",1.5271955,1.1862612,2.3822484,2.311891,1.8616595,1.9696907,1.8428907,1.7386284,0.1042623
71,1.5835689,2.0754278,"('diffident', 'self-confident')",2.4689248,2.492954,1.0081111,1.192755,0.33991396,0.61494577,1.3501296,1.5940207,-0.2438911
28,-1.5622541,-1.3731852,"('disloyal', 'loyal')",-0.75415987,-0.5292914,-0.6251385,-0.6324396,0.13954018,-0.19554985,-0.7005031,-0.6826165,-0.0178866
52,1.4635055,1.5652233,"('irrational', 'rational')",-0.3281756,-0.33894002,0.99508005,0.9849528,-0.4398318,-0.43480158,0.4226446,0.4441086,-0.021464
51,-1.4404113,-1.713531,"('uneducated', 'educated')",-1.8371067,-1.6559783,-0.3809949,-0.50224304,-0.295866,-0.2850029,-0.9885947,-1.0391887,0.050594
59,1.4299563,1.1554365,"('foolish', 'wise')",0.18842171,-0.0874335,1.5601753,1.3335048,-0.31884584,-0.3394736,0.7149269,0.5155085,0.1994184
21,-1.3807206,-1.0886605,"('immoral', 'moral')",-1.4340785,-1.0946447,-0.50902677,-0.29663888,-1.3514344,-1.2616318,-1.168815,-0.935394,-0.233421
62,-1.3592169,-1.1795791,"('incompetent', 'brilliant')",-1.860774,-1.5924423,-1.1287621,-0.87871575,-0.1995371,-0.1290324,-1.1370726,-0.9449424,-0.1921302
36,1.356235,1.423502,"('hostile', 'amicable')",1.4833666,1.4944239,1.3220565,1.3661484,0.43832242,0.5089064,1.1499952,1.1982452,-0.04825
7,-1.2762084,-0.7952871,"('insensitive', 'sensitive')",-1.223037,-0.87308437,-0.8788541,-0.66727257,-0.36225325,-0.26981077,-0.9350882,-0.6513637,-0.2837245
6,1.2756696,1.5856141,"('distant', 'open')",2.0068507,1.9753917,1.4389372,1.5458194,0.011162654,0.111243926,1.1831551,1.3045173,-0.1213622
37,-1.2736677,-0.86733896,"('fake', 'genuine')",-0.90392405,-0.83569866,-1.3027726,-1.0412966,-0.32227948,-0.18019113,-0.9506609,-0.7311313,-0.2195296
2,1.202294,1.298911,"('unlikable', 'likable')",0.5047888,0.6686433,1.6861964,1.838212,0.9657713,1.025193,1.0897626,1.2077398,-0.1179772
16,1.1991466,0.9471572,"('unpopular', 'popular')",-0.025607914,-0.15005583,1.0053674,0.7954083,0.5477793,0.58153236,0.6816713,0.5435106,0.1381607
26,1.1855574,1.4244976,"('hardhearted', 'benevolent')",2.9500732,3.1982074,2.4753153,2.3251286,1.0880805,0.99932694,1.9247565,1.9867902,-0.0620337
65,-1.165262,-1.1085595,"('insecure', 'secure')",-0.86165166,-0.7370531,-0.24400762,-0.35496128,-0.2283077,-0.39167914,-0.6248072,-0.6480632,0.023256
33,1.1533754,1.56264,"('wrong', 'right')",1.8770144,1.9416112,1.3622658,1.6541686,-0.7482373,-0.48226267,0.9111045,1.1690392,-0.2579347
79,1.127213,1.3255197,"('wavering', 'unwavering')",1.3595771,1.2571771,1.5088933,1.3402456,0.18633978,0.279697,1.0455058,1.0506599,-0.0051541
30,-1.1130023,-1.1562994,"('intolerant', 'tolerant')",-1.9592341,-1.8308572,-0.7596277,-0.849899,-0.5034105,-0.6751655,-1.0838187,-1.1280552,0.0442365
63,-1.0793294,-0.7633596,"('unperceptive', 'insightful')",-0.33198786,-0.099240996,0.7575042,1.0014298,0.49187255,0.7273346,-0.0404851,0.2165409,-0.257026
3,-1.0454104,-0.90139616,"('repellent', 'pleasant')",-1.3699882,-1.1093156,-0.89617026,-0.8746263,0.9839884,0.9500338,-0.5818951,-0.483826,-0.0980691
56,-1.0301574,-0.89825076,"('impractical', 'practical')",-0.054944027,0.051864203,-0.7417905,-0.7020085,-0.37568647,-0.39420757,-0.5506446,-0.4856507,-0.0649939
84,1.0258408,0.8855683,"('inferior', 'superior')",0.72356707,0.7627254,1.0998363,0.9767891,0.76320034,0.73094857,0.9031111,0.8390079,0.0641032
15,0.9257907,0.93948215,"('boring', 'funny')",1.1745883,1.0714304,1.0679021,1.0679268,0.2777073,0.24676979,0.8614971,0.8314023,0.0300948
49,-0.91417825,-0.85328794,"('unable', 'able')",-0.56574166,-0.59741557,-0.27018255,-0.25225407,-0.5232948,-0.42117473,-0.5683494,-0.5310331,-0.0373163
24,-0.90139556,-0.5059036,"('dishonest', 'honest')",-0.5553993,-0.35243702,-0.4118341,-0.3282259,-0.31715208,-0.32536048,-0.5464453,-0.3779818,-0.1684635
11,-0.8968329,-0.86228,"('unhelpful', 'helpful')",-0.67044836,-0.7923957,-1.2335578,-1.1961446,2.2767222,2.2894874,-0.1310292,-0.1403332,0.009304
