,progressive_male,progressive_female,tuple,corp_male,corp_female,oh_male,oh_female,average_male,average_female,male-female
38,0.38504744,0.46730185,"('untruthful', 'truthful')",-0.17854056,-0.053793196,0.08281228,0.13537644,0.0964397,0.1829617,-0.086522
2,0.33802152,0.34857264,"('unlikable', 'likable')",0.9863253,0.94710374,0.29614845,0.4469368,0.5401651,0.580871,-0.0407059
9,0.2953511,0.53360784,"('unaffectionate', 'caring')",-0.4584863,-0.48960948,1.4536588,1.6096686,0.4301745,0.5512223,-0.1210478
28,0.19181065,0.33564806,"('disloyal', 'loyal')",-0.28852877,-0.13972235,1.0155231,1.008815,0.3062683,0.4015803,-0.095312
17,0.15446839,0.039090443,"('nasty', 'nice')",-0.56464356,-0.76558495,-1.3744801,-1.2586486,-0.5948851,-0.6617144,0.0668293
40,0.13585156,0.3905175,"('stingy', 'generous')",0.43340272,0.5035506,-1.8746964,-1.9244778,-0.4351474,-0.3434699,-0.0916775
27,0.12714651,0.1926225,"('hardhearted', 'softhearted')",-0.23700511,-0.1692869,1.7086216,1.8275312,0.532921,0.6169556,-0.0840346
58,0.07894346,0.055377126,"('undiscriminating', 'discriminating')",0.514145,0.40067428,-0.717777,-0.71286887,-0.0415628,-0.0856058,0.044043
15,0.07644449,-0.09328626,"('boring', 'funny')",-0.42549336,-0.46915656,-0.23923221,-0.02781894,-0.1960937,-0.1967539,0.0006602
53,0.06750322,-0.16310507,"('uncreative', 'creative')",-0.6209802,-0.64396024,0.43580186,0.35519335,-0.039225,-0.150624,0.111399
54,-0.061655074,-0.02509185,"('incapable', 'capable')",-0.82986397,-0.67711025,1.0022928,1.0753099,0.0369246,0.1243693,-0.0874447
73,0.03077196,0.30682716,"('helpless', 'self-reliant')",0.5205282,0.41640908,-3.850697,-3.856373,-1.099799,-1.0443789,-0.0554201
