,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.3641305,-1.4649415,"('unfriendly', 'friendly')",-0.30902752,-0.3635819,1.8218931,1.6231676,0.0495783,-0.0684519,0.1180302
19,-1.3041486,-0.954936,"('inhospitable', 'hospitable')",-2.0223272,-2.0693748,0.010421766,-0.06901259,-1.1053513,-1.0311078,-0.0742435
53,-1.2555404,-1.1396277,"('uncreative', 'creative')",-0.41761136,-0.36319336,0.9668384,0.9267372,-0.2354378,-0.192028,-0.0434098
79,-1.2356364,-1.0219817,"('wavering', 'unwavering')",-2.4477768,-2.6073713,-0.2486371,-0.2934281,-1.3106834,-1.3075937,-0.0030897
86,-1.222652,-1.4977664,"('uninfluential', 'influential')",0.45420098,0.3071733,0.08257111,-0.07519814,-0.2286266,-0.4219304,0.1933038
10,-1.1675119,-1.5475222,"('unsympathetic', 'sympathetic')",0.42834556,0.37720144,-0.25066325,-0.23695892,-0.3299432,-0.4690932,0.13915
0,-1.1516099,-1.4743149,"('unsociable', 'sociable')",0.71265656,0.73235285,-0.48767844,-0.3948362,-0.3088773,-0.3789328,0.0700555
6,-1.1378561,-0.99057055,"('distant', 'open')",-2.294609,-2.2979078,0.057274465,-0.08284492,-1.1250635,-1.1237744,-0.0012891
31,-1.11329,-0.89457786,"('evil', 'good')",-1.5708761,-1.7243178,-0.88988906,-1.1391445,-1.1913517,-1.25268,0.0613283
9,-1.0874981,-1.0833333,"('unaffectionate', 'caring')",-0.23575692,-0.2855072,1.3718679,1.2987292,0.0162043,-0.0233704,0.0395747
82,-0.9900274,-0.78925675,"('poor', 'rich')",-0.04200044,0.035361372,6.007082,6.2823763,1.6583514,1.842827,-0.1844756
16,-0.9861295,-1.0308573,"('unpopular', 'popular')",-0.5256623,-0.59110904,0.31792283,0.22742906,-0.3979563,-0.4648458,0.0668895
73,0.98090035,1.3814939,"('helpless', 'self-reliant')",-0.20824699,-0.10798419,-3.0786896,-2.802775,-0.7686787,-0.5097551,-0.2589236
5,-0.95665205,-0.7166426,"('distant', 'outgoing')",-2.0527098,-1.915884,-0.4292275,-0.40649882,-1.1461964,-1.0130085,-0.1331879
52,-0.948096,-0.8115228,"('irrational', 'rational')",-1.3600713,-1.5581334,0.21173148,-0.17977475,-0.6988119,-0.8498103,0.1509984
85,-0.931847,-1.1873143,"('insignificant', 'prestigious')",-1.2647825,-1.7542056,0.22990112,-0.5759474,-0.6555761,-1.172489,0.5169129
8,-0.9246851,-0.8583685,"('unaffectionate', 'affectionate')",-0.45278436,-0.73462486,0.89068586,0.5710419,-0.1622612,-0.3406505,0.1783893
72,-0.88768137,-0.8203035,"('unambitious', 'ambitious')",0.57407004,0.7508342,-0.5863103,-0.2834109,-0.2999739,-0.1176267,-0.1823472
