,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
38,-0.8853098,-0.79410017,"('untruthful', 'truthful')",-1.1315893,-1.0000578,0.045016363,0.21702424,-0.6572942,-0.5257113,-0.1315829
57,-0.8605485,-1.1162615,"('unimaginative', 'imaginative')",-0.008567242,-0.2678278,-2.3484678,-2.4171956,-1.0725279,-1.2670949,0.194567
63,-0.8565788,-0.9254199,"('unperceptive', 'insightful')",1.5991102,1.5709116,1.2409655,1.5094842,0.6611656,0.7183253,-0.0571597
37,0.84867173,0.8418256,"('fake', 'genuine')",0.09689455,0.07048614,0.6130497,0.5858882,0.5195386,0.4994,0.0201386
77,-0.7986532,-0.9384107,"('unmotivated', 'motivated')",0.6061535,0.7138677,-1.3527178,-1.1328131,-0.5150725,-0.452452,-0.0626205
66,-0.7826058,-0.9504764,"('inactive', 'active')",-0.01569053,-0.16036633,0.5755568,0.16272232,-0.0742465,-0.3160401,0.2417936
67,0.76999944,0.77198637,"('doubtful', 'determined')",0.17768794,0.3919024,-0.84050155,-0.8586389,0.0357286,0.1017499,-0.0660213
30,0.7686008,0.66671646,"('intolerant', 'tolerant')",0.8791169,0.7266554,1.1358532,1.2046158,0.9278569,0.8659959,0.061861
36,-0.745397,-0.62535274,"('hostile', 'amicable')",-2.0605533,-2.5198834,-0.07025482,-0.5858849,-0.958735,-1.243707,0.284972
61,-0.74297404,-0.8674642,"('illogical', 'logical')",-0.19120875,-0.12396556,0.31782869,0.19166385,-0.2054514,-0.2665886,0.0611372
29,-0.70872414,-0.62456685,"('unfair', 'fair')",-0.24282338,0.14417794,-0.27232608,-0.4729633,-0.4079579,-0.3177841,-0.0901738
35,0.67629075,0.95552325,"('corrupt', 'incorrupt')",-2.2780962,-2.2379174,-0.5839975,-0.76336426,-0.728601,-0.6819195,-0.0466815
32,-0.67355525,-0.95304143,"('unkind', 'kind')",0.88285136,0.82663864,1.160485,1.0350794,0.4565937,0.3028922,0.1537015
88,-0.65228343,-0.81960696,"('low', 'eminent')",-1.1330975,-1.3752844,0.10639633,0.083944604,-0.5596615,-0.703649,0.1439875
59,0.637812,0.72560614,"('foolish', 'wise')",-1.3827207,-1.6232482,0.5077498,0.20719466,-0.079053,-0.2301491,0.1510961
45,-0.62862045,-0.7376586,"('incompetent', 'competent')",0.67710644,0.89841807,-0.3626315,-0.19137296,-0.1047152,-0.0102045,-0.0945107
54,-0.6133872,-0.7470896,"('incapable', 'capable')",-0.43056655,-0.56785625,1.17903,0.94244504,0.0450254,-0.124167,0.1691924
69,0.60862845,0.5037075,"('lazy', 'industrious')",-0.16116774,-0.2012069,-0.8939852,-1.1247958,-0.1488415,-0.2740984,0.1252569
39,0.6017715,0.44637758,"('exploitative', 'cooperative')",1.7057625,1.4948099,0.37741095,0.17723238,0.8949816,0.7061399,0.1888417
78,-0.58162534,-0.61523354,"('nonresilient', 'resilient')",1.1181511,1.4463851,0.06562906,0.24587668,0.2007183,0.3590094,-0.1582911
87,-0.5587236,-0.67687976,"('unsuccessful', 'successful')",1.0417337,1.0843583,0.8723408,0.8455349,0.4517837,0.4176712,0.0341125
28,-0.5212776,-0.55082726,"('disloyal', 'loyal')",-0.09393539,0.089498416,0.9316978,0.9917853,0.1054949,0.1768188,-0.0713239
23,-0.51209307,-0.69124603,"('insincere', 'sincere')",0.7671828,0.93199086,6.271464,6.3750587,2.1755179,2.2052679,-0.02975
4,-0.5058072,-0.23625167,"('disliked', 'liked')",-0.6800368,-0.653545,-6.580906,-6.231124,-2.5889166,-2.3736402,-0.2152764
46,-0.49421147,-0.77283555,"('uncompetitive', 'competitive')",2.043063,1.9765534,-0.5968016,-0.45118314,0.31735,0.2508449,0.0665051
83,-0.49068502,-0.55673003,"('powerless', 'powerful')",-0.00015370175,0.2387851,-0.9951212,-0.9957536,-0.49532,-0.4378995,-0.0574205
11,-0.4680155,-0.57479215,"('unhelpful', 'helpful')",-0.080916345,-0.05935543,2.0881035,2.0507,0.5130572,0.4721841,0.0408731
20,0.46510008,0.3927203,"('rough', 'thoughtful')",1.4524807,1.6571828,1.009041,0.859597,0.9755406,0.9698334,0.0057072
2,0.4510346,0.22117044,"('unlikable', 'likable')",1.4963338,1.2615544,0.65559685,0.49638978,0.8676551,0.6597048,0.2079503
51,-0.45003957,-0.45924836,"('uneducated', 'educated')",0.95934916,0.7641347,0.9465142,0.8908105,0.4852746,0.3985656,0.086709
33,0.44786537,0.25073794,"('wrong', 'right')",-0.44793606,-0.54054826,-0.4122029,-0.6907278,-0.1374245,-0.326846,0.1894215
43,-0.4441578,-0.7308585,"('irresponsible', 'responsible')",0.86503315,0.9270597,0.67737913,0.6386436,0.3660848,0.2782816,0.0878032
60,0.43154132,0.21819842,"('inefficient', 'efficient')",1.9264809,2.3618152,0.011887409,0.37953,0.7899698,0.9865146,-0.1965448
25,0.40726316,0.57162756,"('egoistic', 'altruistic')",0.030760773,-0.015495777,1.6423559,1.4810632,0.69346,0.679065,0.014395
3,-0.37823775,-0.5572744,"('repellent', 'pleasant')",1.430878,1.4147528,0.41173112,0.4539595,0.4881238,0.437146,0.0509778
17,-0.36570475,-0.4046284,"('nasty', 'nice')",-0.908586,-0.9361689,-0.39506528,-0.67829937,-0.556452,-0.6730322,0.1165802
80,0.3525954,0.40731972,"('dominated', 'dominating')",1.4446245,1.6136575,-1.0184904,-0.8169084,0.2595765,0.4013563,-0.1417798
13,-0.33856893,-0.54204965,"('impolite', 'polite')",0.03430044,-0.040025756,-0.1878742,-0.07416456,-0.1640476,-0.2187467,0.0546991
18,-0.32081658,-0.38892013,"('disagreeable', 'welcoming')",-0.41527194,-0.57292384,-0.1268169,-0.2304687,-0.2876351,-0.3974376,0.1098025
12,-0.29649374,-0.4035102,"('unsupportive', 'supportive')",1.0672382,1.3203528,-1.2722188,-1.1514132,-0.1671581,-0.0781902,-0.0889679
21,0.28347632,0.0586574,"('immoral', 'moral')",0.89651334,0.86292595,-0.6681048,-0.69346446,0.1706283,0.0760396,0.0945887
40,0.2803091,0.25650692,"('stingy', 'generous')",0.9689174,0.9925799,-1.1736921,-1.1124327,0.0251782,0.0455514,-0.0203732
41,-0.27358082,-0.457218,"('unforgiving', 'forgiving')",0.9200274,0.77581733,0.3909491,0.15835929,0.3457986,0.1589862,0.1868124
81,0.25179306,-0.031008977,"('submissive', 'aggressive')",2.0192256,2.036681,-0.582549,-0.40605992,0.5628233,0.533204,0.0296193
44,0.23483853,-0.020720294,"('prejudiced', 'unprejudiced')",-0.6283816,-0.7032028,-1.5475274,-1.9105705,-0.6470235,-0.8781645,0.231141
55,0.22894356,-0.08947845,"('incompetent', 'clever')",1.611499,1.6476825,0.20027757,0.24422082,0.68024,0.6008083,0.0794317
68,0.20591061,0.17528877,"('dependent', 'independent')",0.008869793,0.24237081,-0.38184425,-0.2104213,-0.0556879,0.0690794,-0.1247673
22,0.20303692,0.10010307,"('untrustworthy', 'trustworthy')",1.3579971,1.1856486,-0.50225997,-0.5226651,0.3529247,0.2543622,0.0985625
14,0.19845182,-0.033402663,"('antisocial', 'social')",1.9816673,2.3129766,-0.46812895,-0.42058367,0.5706634,0.6196634,-0.049
50,0.19727534,0.3706482,"('clumsy', 'skillful')",-0.5393966,-0.6271402,0.18133575,0.09977782,-0.0535952,-0.0522381,-0.0013571
7,0.19315505,0.07902506,"('insensitive', 'sensitive')",0.6753224,0.8149614,1.2168274,1.3704462,0.6951016,0.7548109,-0.0597093
56,-0.18033382,-0.16704348,"('impractical', 'practical')",0.8731657,1.4745314,-0.16265438,0.3192135,0.1767258,0.5422338,-0.365508
84,0.16650794,0.1616746,"('inferior', 'superior')",0.23719813,0.4029297,0.6971298,0.6795195,0.3669453,0.4147079,-0.0477626
49,-0.1561483,-0.1620697,"('unable', 'able')",-0.78107715,-0.67712116,-0.17200533,0.12034911,-0.3697436,-0.2396139,-0.1301297
42,-0.13684368,-0.259523,"('unreliable', 'reliable')",0.8077398,0.78382254,-2.8975594,-2.8229845,-0.7422211,-0.7662284,0.0240073
34,-0.12842733,-0.25026953,"('mean', 'honorable')",0.10363978,0.26139575,6.046478,6.028184,2.0072301,2.0131033,-0.0058732
48,0.12468302,0.063860536,"('unintelligent', 'intelligent')",0.41138276,0.44053686,0.48920718,0.46025425,0.3417577,0.3215505,0.0202072
64,0.11066024,-0.20172039,"('shy', 'confident')",1.2440745,1.1567819,-6.2690883,-6.175566,-1.6381178,-1.7401683,0.1020505
24,-0.1093525,-0.07687323,"('dishonest', 'honest')",-0.18154937,-0.0014969185,0.82326204,0.9959705,0.1774534,0.3058668,-0.1284134
65,-0.10539827,-0.43743786,"('insecure', 'secure')",1.2213328,1.1743193,-0.12235597,0.0749301,0.3311929,0.2706038,0.0605891
47,-0.103451364,-0.17737842,"('stupid', 'smart')",0.70526195,0.69738233,5.5180135,5.2757072,2.0399413,1.9319037,0.1080376
27,-0.10219383,-0.11927818,"('hardhearted', 'softhearted')",-0.12546882,-0.09643002,1.5713835,1.3949968,0.4479069,0.3930962,0.0548107
70,0.10152723,-0.00046841428,"('lethargic', 'energetic')",0.9529269,0.82796687,0.8717636,0.9572477,0.6420726,0.5949154,0.0471572
74,-0.093661845,-0.117540285,"('undedicated', 'dedicated')",1.3626211,1.3909736,0.28352112,0.16344701,0.5174935,0.4789601,0.0385334
75,0.087232806,0.2719224,"('meek', 'impulsive')",-1.3408635,-1.4843223,-0.6706566,-0.5941969,-0.6414291,-0.602199,-0.0392301
58,-0.08382006,-0.20015348,"('undiscriminating', 'discriminating')",1.1470016,1.1671851,0.37280548,0.3019124,0.4786623,0.4229813,0.055681
76,0.039152104,-0.04437243,"('anxious', 'daring')",0.6577519,0.8391825,0.083115,0.17692883,0.2600063,0.323913,-0.0639067
71,0.02278208,-0.13609603,"('diffident', 'self-confident')",-0.07196547,0.09916485,0.4291755,0.2526387,0.126664,0.0719025,0.0547615
15,0.02109222,0.031266537,"('boring', 'funny')",-1.1834054,-1.4915937,0.5570366,0.3906742,-0.2017589,-0.356551,0.1547921
26,0.015763216,-0.21791767,"('hardhearted', 'benevolent')",1.0071652,0.6856941,1.459658,0.91516954,0.8275288,0.460982,0.3665468
62,-0.0026241932,0.06610954,"('incompetent', 'brilliant')",1.1358101,1.6501652,0.21325289,0.90305287,0.448813,0.8731092,-0.4242962
