,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-1.5139183,-1.6946082,"('unimaginative', 'imaginative')",-2.3655758,-2.3928914,-1.9397471,-2.0437498,0.1040027
22,-1.4897709,-1.8497707,"('untrustworthy', 'trustworthy')",-1.2599652,-1.259242,-1.374868,-1.5545063,0.1796383
10,-1.3867501,-2.0559866,"('unsympathetic', 'sympathetic')",-0.27709183,-0.60007536,-0.831921,-1.3280311,0.4961101
0,-1.2304945,-1.7065516,"('unsociable', 'sociable')",-0.29753894,-0.45083833,-0.7640167,-1.0786949,0.3146782
45,-1.0522833,-1.4143834,"('incompetent', 'competent')",-0.40397608,-0.75585365,-0.7281297,-1.0851185,0.3569888
51,-0.99486,-1.3946179,"('uneducated', 'educated')",1.0828215,0.79959387,0.0439807,-0.297512,0.3414927
20,-0.9864563,-1.0615243,"('rough', 'thoughtful')",1.0990264,1.2389677,0.0562851,0.0887217,-0.0324366
18,-0.98221356,-1.0699286,"('disagreeable', 'welcoming')",-0.5644799,-0.5917947,-0.7733467,-0.8308617,0.057515
86,-0.9421241,-1.1817347,"('uninfluential', 'influential')",0.2510054,0.078630745,-0.3455594,-0.5515519,0.2059925
72,-0.93913347,-1.0902269,"('unambitious', 'ambitious')",-0.99992067,-0.9328069,-0.9695271,-1.0115169,0.0419898
53,-0.92106,-0.6206403,"('uncreative', 'creative')",0.73248005,1.0407588,-0.09429,0.2100593,-0.3043493
71,0.90235144,0.8450006,"('diffident', 'self-confident')",0.9321326,0.68601274,0.9172421,0.7655067,0.1517354
28,-0.8405975,-0.8168376,"('disloyal', 'loyal')",0.88181216,0.79189235,0.0206073,-0.0124726,0.0330799
68,-0.82530093,-0.7864874,"('dependent', 'independent')",-0.15044896,-0.1683195,-0.487875,-0.4774035,-0.0104715
63,-0.8020271,-1.3743519,"('unperceptive', 'insightful')",1.3886564,0.9686396,0.2933146,-0.2028561,0.4961707
58,-0.7817161,-0.97781765,"('undiscriminating', 'discriminating')",0.4180321,0.20221344,-0.181842,-0.3878021,0.2059601
41,-0.7167347,-0.87186134,"('unforgiving', 'forgiving')",-0.07461196,-0.10451195,-0.3956733,-0.4881867,0.0925134
70,-0.7132077,-1.4418696,"('lethargic', 'energetic')",0.71819615,0.17246313,0.0024942,-0.6347032,0.6371974
13,-0.7113954,-1.2570808,"('impolite', 'polite')",-0.5273046,-0.7591769,-0.61935,-1.0081289,0.3887789
38,-0.6927461,-1.0313916,"('untruthful', 'truthful')",-0.050036337,-0.1617485,-0.3713912,-0.5965701,0.2251789
74,-0.66071445,-1.2023399,"('undedicated', 'dedicated')",0.33400792,0.122755826,-0.1633533,-0.5397921,0.3764388
55,-0.65533596,-1.1294762,"('incompetent', 'clever')",0.1528534,-0.10598138,-0.2512413,-0.6177288,0.3664875
14,-0.65317243,-1.2600499,"('antisocial', 'social')",-0.56535196,-0.8946976,-0.6092622,-1.0773737,0.4681115
73,0.6379054,0.7635504,"('helpless', 'self-reliant')",-3.0980413,-2.9578824,-1.230068,-1.0971661,-0.1329019
87,0.60907805,0.28791222,"('unsuccessful', 'successful')",1.1029058,0.83217126,0.8559919,0.5600417,0.2959502
59,0.60079104,0.8974924,"('foolish', 'wise')",0.28879815,0.49383658,0.4447946,0.6956645,-0.2508699
77,-0.59997505,-0.6815645,"('unmotivated', 'motivated')",-1.0540408,-0.96910566,-0.8270079,-0.8253351,-0.0016728
85,0.5887176,1.2561027,"('insignificant', 'prestigious')",0.7467313,1.1896095,0.6677244,1.222856,-0.5551316
42,-0.53566074,-1.0994738,"('unreliable', 'reliable')",-3.2022653,-3.513563,-1.868963,-2.3065183,0.4375553
31,-0.51223826,0.10667996,"('evil', 'good')",-1.2078094,-0.81105345,-0.8600239,-0.3521867,-0.5078372
27,0.5044562,0.43145126,"('hardhearted', 'softhearted')",1.3920449,1.2956742,0.9482505,0.8635627,0.0846878
80,-0.4905374,-1.1126558,"('dominated', 'dominating')",-1.0958589,-1.5933827,-0.7931982,-1.3530192,0.559821
15,0.48058733,0.5307807,"('boring', 'funny')",0.5475445,0.59646225,0.5140659,0.5636215,-0.0495556
88,-0.47255468,-0.56733835,"('low', 'eminent')",0.3721835,0.39927864,-0.0501856,-0.0840299,0.0338443
69,0.46432415,0.88000864,"('lazy', 'industrious')",-0.77886343,-0.61879957,-0.1572696,0.1306045,-0.2878741
39,0.44199073,0.45643944,"('exploitative', 'cooperative')",-0.007322356,0.14135996,0.2173342,0.2988997,-0.0815655
3,-0.43126372,-0.5220685,"('repellent', 'pleasant')",0.15723826,0.098046154,-0.1370127,-0.2120112,0.0749985
44,0.4278635,0.3060838,"('prejudiced', 'unprejudiced')",-1.5646485,-1.6852491,-0.5683925,-0.6895826,0.1211901
7,-0.41852343,-1.0078623,"('insensitive', 'sensitive')",0.99377203,0.5554999,0.2876243,-0.2261812,0.5138055
65,-0.41453397,-1.0442057,"('insecure', 'secure')",-0.5364945,-0.7481112,-0.4755142,-0.8961585,0.4206443
67,0.4098981,0.25409436,"('doubtful', 'determined')",-0.56884414,-0.6099578,-0.079473,-0.1779317,0.0984587
75,0.4009305,1.0601009,"('meek', 'impulsive')",-0.56971645,-0.25241128,-0.084393,0.4038448,-0.4882378
79,-0.4006722,0.032258082,"('wavering', 'unwavering')",-0.06976673,0.19268762,-0.2352195,0.1124728,-0.3476923
23,-0.39871615,-0.8895179,"('insincere', 'sincere')",5.7265544,5.3860903,2.6639192,2.2482862,0.415633
19,-0.39653397,-0.14917168,"('inhospitable', 'hospitable')",0.2265772,0.36410248,-0.0849784,0.1074654,-0.1924438
29,-0.39517844,-0.19051799,"('unfair', 'fair')",-0.37687173,-0.29020146,-0.3860251,-0.2403597,-0.1456654
1,-0.36742488,-0.127454,"('unfriendly', 'friendly')",1.8311191,2.208798,0.7318471,1.0406719,-0.3088248
34,0.3548023,0.3422219,"('mean', 'honorable')",5.9181857,5.8049436,3.1364939,3.0735826,0.0629113
33,0.34790522,0.33896115,"('wrong', 'right')",-0.6858751,-0.5195167,-0.1689849,-0.0902778,-0.0787071
47,-0.3453523,-0.7609585,"('stupid', 'smart')",4.7618055,4.7209253,2.2082267,1.9799834,0.2282433
35,0.33268264,1.1728727,"('corrupt', 'incorrupt')",-0.2881192,0.22642957,0.0222817,0.6996511,-0.6773694
