,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,male-female
51,0.62027353,0.23841912,"('uneducated', 'educated')",0.95764405,0.538812,2.0713303,2.2792747,0.22651592,0.23884742,0.968941,0.8238383,0.1451027
2,0.6196257,0.48480874,"('unlikable', 'likable')",1.4270171,1.6110486,1.512458,1.3415862,0.7230868,0.43053144,1.0705469,0.9669938,0.1035531
23,0.6005009,0.025112515,"('insincere', 'sincere')",0.797027,0.0038701408,1.0673134,0.8921051,2.1061604,1.7263513,1.1427505,0.6618598,0.4808907
59,-0.6002087,-0.2223712,"('foolish', 'wise')",-1.7000482,-0.49437383,-0.91056424,-0.6903273,0.6685416,0.85317314,-0.6355699,-0.1384748,-0.4970951
57,0.5922517,0.14771572,"('unimaginative', 'imaginative')",0.36692864,-0.61044294,-0.67429596,-0.56701344,-2.2000384,-2.3424604,-0.4787885,-0.8430502,0.3642617
68,-0.56523025,-0.5891124,"('dependent', 'independent')",0.14812066,-0.22203839,0.5130203,0.5166364,-1.2246395,-1.2649975,-0.2821822,-0.389878,0.1076958
0,0.50849146,0.0871361,"('unsociable', 'sociable')",1.3908211,0.321295,0.30655593,0.27946556,-1.250566,-1.2667677,0.2388256,-0.1447178,0.3835434
1,-0.49495512,-0.20651531,"('unfriendly', 'friendly')",-1.3052379,-0.6454767,-1.2030511,-0.7247845,-0.9070424,-0.9949395,-0.9775716,-0.642929,-0.3346426
29,-0.4355804,-0.07629542,"('unfair', 'fair')",-0.8689852,-0.6754304,-1.7329502,-1.4827427,-0.591929,-0.37776917,-0.9073611,-0.6530594,-0.2543017
87,-0.42496118,-0.9419615,"('unsuccessful', 'successful')",0.89046806,0.6020656,0.3388971,0.43773147,0.3886276,0.26984802,0.2982579,0.0919209,0.206337
83,0.40490806,0.37488765,"('powerless', 'powerful')",0.5897505,0.4458195,-0.5064786,-0.501906,-0.10923189,-0.06608088,0.094737,0.0631801,0.0315569
12,0.39322752,0.24251252,"('unsupportive', 'supportive')",0.92353714,0.5778024,0.4534526,0.6056293,-0.7560724,-0.8165445,0.2535362,0.15235,0.1011862
63,0.35159156,-0.21789423,"('unperceptive', 'insightful')",1.3345141,0.7487534,1.8796239,2.0405438,0.3299472,0.3031144,0.9739192,0.7186294,0.2552898
34,0.33951524,0.13292715,"('mean', 'honorable')",0.27682698,0.24943237,0.35624024,0.33544922,1.5874494,1.5249759,0.640008,0.5606961,0.0793119
18,-0.33888623,-0.18888701,"('disagreeable', 'welcoming')",-0.9024569,-0.5742098,0.46407294,0.6360717,-0.50779635,-0.46358955,-0.3212667,-0.1476537,-0.173613
7,0.32787526,0.084811985,"('insensitive', 'sensitive')",0.95004857,0.42064193,0.061450943,0.4438231,-0.68888825,-0.46971428,0.1626216,0.1198907,0.0427309
15,0.31891084,0.4069184,"('boring', 'funny')",-1.0268213,-0.7578863,-0.42050138,-0.26945406,-0.14319333,-0.10602166,-0.3179013,-0.1816109,-0.1362904
71,-0.31498247,-0.01878145,"('diffident', 'self-confident')",-0.2865893,0.34453884,0.22609244,0.5820806,-0.49818924,-0.28173628,-0.2184171,0.1565254,-0.3749425
30,0.2975524,0.10135737,"('intolerant', 'tolerant')",1.6010245,1.019842,0.91023266,0.97104126,-0.6972089,-0.6152367,0.5279002,0.369251,0.1586492
53,-0.29743493,-0.16738747,"('uncreative', 'creative')",-0.4308411,-0.37706298,-0.2722556,0.20165467,-0.51886374,-0.5928254,-0.3798488,-0.2339053,-0.1459435
75,-0.2893688,-0.1631012,"('meek', 'impulsive')",-1.4155892,-1.0055757,-0.19320858,-0.4296683,0.5266325,0.27273345,-0.3428835,-0.3314029,-0.0114806
54,-0.28011662,-0.3166115,"('incapable', 'capable')",-1.1571752,-0.75193363,-0.2423193,-0.11853792,-0.060559217,-0.28436747,-0.4350426,-0.3678626,-0.06718
40,-0.25053844,-0.037828095,"('stingy', 'generous')",-0.43985596,-0.124712415,-0.29030937,0.31407675,-0.9156474,-0.6726507,-0.4740878,-0.1302786,-0.3438092
10,0.25050253,-0.29282013,"('unsympathetic', 'sympathetic')",0.20055445,-1.1014614,0.47983852,0.31814116,-0.9406795,-1.3223958,-0.002446,-0.5996341,0.5971881
17,-0.2387999,-0.15624523,"('nasty', 'nice')",-0.08993113,0.11813748,-0.7683659,-0.64196664,-0.0745064,-0.12502916,-0.2929008,-0.2012759,-0.0916249
42,-0.23427045,-0.57696575,"('unreliable', 'reliable')",1.0960839,0.83027995,0.64606965,0.69512284,-0.07164861,-0.107119426,0.3590586,0.2103294,0.1487292
70,0.21835831,-0.32579315,"('lethargic', 'energetic')",0.48693243,-0.14103998,0.8644169,0.8686062,0.38317823,0.04513285,0.4882215,0.1117265,0.376495
8,-0.19309637,0.07851878,"('unaffectionate', 'affectionate')",-2.237145,-1.0363399,-0.2419562,-0.06569979,-0.9488587,-0.9683062,-0.9052641,-0.4979568,-0.4073073
25,0.17538953,0.10362327,"('egoistic', 'altruistic')",-0.9500857,-0.36831772,0.7672681,0.54805934,-0.072448686,-0.25725526,-0.0199692,0.0065274,-0.0264966
64,-0.15996096,-0.3170826,"('shy', 'confident')",1.128946,1.1932844,0.7223711,0.9800369,-1.6371914,-1.3576769,0.0135412,0.1246404,-0.1110992
58,0.15304935,0.14985101,"('undiscriminating', 'discriminating')",0.33456522,0.21596137,-0.50450736,-0.21404754,-1.2352949,-1.0819914,-0.3130469,-0.2325567,-0.0804902
3,-0.1288483,-0.4295865,"('repellent', 'pleasant')",1.3300995,0.67557496,0.82452816,0.49400282,0.35078692,0.14513311,0.5941415,0.2212811,0.3728604
44,-0.12385307,-0.29935804,"('prejudiced', 'unprejudiced')",-0.67249864,-0.20962143,-0.70022374,-0.86469376,-0.037802503,-0.19157739,-0.3835945,-0.3913127,0.0077182
88,0.12014439,0.04926858,"('low', 'eminent')",-0.18725951,-0.28311992,0.6609092,0.7865622,0.3338236,0.023872286,0.2319044,0.1441458,0.0877586
69,-0.10999968,0.18936738,"('lazy', 'industrious')",-1.220863,0.28090727,-0.67415476,-0.3254464,-0.7588735,-0.34332928,-0.6909727,-0.0496253,-0.6413474
33,-0.10645294,0.11048351,"('wrong', 'right')",-0.25289804,0.2861156,-0.4485653,-0.11301676,-0.059935518,0.15546905,-0.2169629,0.1097628,-0.3267257
49,-0.10451112,-0.22166155,"('unable', 'able')",-0.4774807,-0.6315586,-0.2807925,-0.3088492,-0.27119884,-0.34726834,-0.2834958,-0.3773344,0.0938386
45,0.09821653,-0.26518166,"('incompetent', 'competent')",0.06333624,-0.64272285,-0.480453,-0.4137685,-0.68770427,-0.8244535,-0.2516511,-0.5365316,0.2848805
86,0.09665555,-0.14892681,"('uninfluential', 'influential')",0.1728414,-0.7018846,0.17593737,0.40069628,-1.5820398,-1.5956357,-0.2841514,-0.5114377,0.2272863
28,0.0934518,0.03007932,"('disloyal', 'loyal')",-0.15362346,-0.3701784,0.016836923,-0.008720219,-0.2990075,-0.7164639,-0.0855856,-0.2663208,0.1807352
24,-0.09101471,0.028906662,"('dishonest', 'honest')",-0.18196778,-0.18616039,0.7033944,1.08013,0.08629882,0.07532513,0.1291777,0.2495503,-0.1203726
16,0.088555895,0.08572412,"('unpopular', 'popular')",-1.5130925,-0.9286772,-0.66655004,-0.6393772,0.14292717,-0.0064392574,-0.4870399,-0.3721924,-0.1148475
74,-0.085728645,-0.28555107,"('undedicated', 'dedicated')",0.98215413,0.60801995,0.34697443,0.35216004,-0.2307997,-0.20272982,0.25315,0.1179748,0.1351752
67,-0.05758459,-0.29810113,"('doubtful', 'determined')",0.008363336,0.14871778,0.4176226,0.35050094,1.0654273,1.0635542,0.3584571,0.316168,0.0422891
76,0.04934145,-0.4156602,"('anxious', 'daring')",1.1731776,-0.28406337,0.7748978,0.4517326,0.36055997,-0.18453284,0.5894942,-0.108131,0.6976252
9,-0.025416344,0.14628309,"('unaffectionate', 'caring')",-0.5267489,0.020586615,0.1520615,0.3205191,-0.6452938,-0.6862942,-0.2613494,-0.0497264,-0.211623
