,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
40,0.87662673,0.7760102,"('stingy', 'generous')",0.13038614,0.08494015,-1.8005497,-2.0373557,-0.2645123,-0.3921351,0.1276228
19,-0.8708737,-0.74844337,"('inhospitable', 'hospitable')",-1.2277037,-1.1312953,-0.44510925,-0.34287024,-0.8478956,-0.7408697,-0.1070259
49,-0.8250819,-0.8639967,"('unable', 'able')",-0.582784,-0.712624,-0.19869821,-0.37888178,-0.5355213,-0.6518342,0.1163129
82,-0.8149477,-0.8427036,"('poor', 'rich')",0.23511995,0.15370747,6.617534,6.3806715,2.0125688,1.8972251,0.1153437
13,-0.81477004,-1.094134,"('impolite', 'polite')",0.49500865,0.098908186,-0.02064934,0.02044028,-0.1134702,-0.3249285,0.2114583
57,-0.812657,-0.91658074,"('unimaginative', 'imaginative')",0.11525083,-0.17849413,-2.7681742,-2.9843209,-1.1551935,-1.3597986,0.2046051
15,0.80985546,1.0141803,"('boring', 'funny')",0.4577986,0.5204382,0.4638154,0.6317906,0.5771565,0.7221363,-0.1449798
72,-0.80415016,-0.73612785,"('unambitious', 'ambitious')",-0.20724434,-0.22443853,-0.82302994,-0.86792976,-0.6114748,-0.6094987,-0.0019761
51,-0.76643384,-0.97560376,"('uneducated', 'educated')",0.76424944,0.5971145,1.0125628,0.83587927,0.3367928,0.1524633,0.1843295
83,-0.75742185,-0.8235001,"('powerless', 'powerful')",-0.367476,-0.34708685,-0.7253248,-0.9234189,-0.6167409,-0.6980019,0.081261
11,-0.7379496,-0.9024168,"('unhelpful', 'helpful')",0.54129976,0.06329337,2.4905603,2.4113472,0.7646368,0.5240746,0.2405622
53,-0.7087661,-0.7291308,"('uncreative', 'creative')",-0.08915822,-0.2683457,1.4322277,1.2702628,0.2114345,0.0909288,0.1205057
88,-0.69702524,-0.6340702,"('low', 'eminent')",-0.70425373,-0.56230634,0.69380534,0.584275,-0.2358245,-0.2040339,-0.0317906
24,-0.6866631,-0.8258065,"('dishonest', 'honest')",-0.18298547,-0.43998,1.1541003,1.0651855,0.0948172,-0.066867,0.1616842
38,-0.6858692,-0.56568444,"('untruthful', 'truthful')",-0.7646442,-0.8527653,0.4031927,0.35446253,-0.3491069,-0.3546624,0.0055555
48,-0.65486306,-0.74936795,"('unintelligent', 'intelligent')",0.53507704,0.36586845,1.0366237,0.92235947,0.3056126,0.17962,0.1259926
36,-0.63578546,-0.43895036,"('hostile', 'amicable')",-1.9185231,-1.5605422,0.17765757,0.3561359,-0.7922169,-0.5477856,-0.2444313
33,0.6178627,0.58464456,"('wrong', 'right')",-0.103283845,-0.063771605,-0.3394118,-0.34352124,0.058389,0.0591172,-0.0007282
71,0.60924697,0.55131435,"('diffident', 'self-confident')",-0.098347165,-0.15234978,0.19895655,0.09210734,0.2366188,0.1636906,0.0729282
78,-0.60893005,-0.8097011,"('nonresilient', 'resilient')",0.485536,0.17228016,1.2570179,0.96146625,0.3778746,0.1080151,0.2698595
26,-0.60541075,-0.49052903,"('hardhearted', 'benevolent')",1.357041,1.7794133,1.0018933,1.2421049,0.5845079,0.8436631,-0.2591552
29,0.5950425,0.6946216,"('unfair', 'fair')",-0.18099193,-0.15520647,-0.90289575,-0.68889284,-0.1629484,-0.0498259,-0.1131225
22,-0.5932029,-0.9138161,"('untrustworthy', 'trustworthy')",0.5029154,0.14216807,-0.92086875,-1.0868269,-0.3370521,-0.6194917,0.2824396
63,-0.5639214,-0.74618995,"('unperceptive', 'insightful')",0.282082,-0.16587849,1.6466224,1.2449644,0.4549277,0.1109653,0.3439624
56,-0.5357164,-0.78737146,"('impractical', 'practical')",1.5427383,1.1015146,0.20179567,0.035253346,0.4029392,0.1164655,0.2864737
64,-0.50589234,-0.7096849,"('shy', 'confident')",0.8328147,0.6934543,-6.49297,-6.467044,-2.0553492,-2.1610915,0.1057423
42,0.49380308,0.27564508,"('unreliable', 'reliable')",0.7409149,0.4495812,-2.7492461,-2.9666448,-0.5048427,-0.7471395,0.2422968
43,-0.4911278,-0.74451464,"('irresponsible', 'responsible')",0.7289527,0.28392154,0.9459037,0.89533025,0.3945762,0.1449124,0.2496638
34,-0.46915433,-0.66225296,"('mean', 'honorable')",1.0061026,0.5608309,6.360697,6.154373,2.299215,2.0176503,0.2815647
87,-0.4673814,-0.484625,"('unsuccessful', 'successful')",1.3723725,1.2171613,1.0289048,0.90778446,0.644632,0.5467736,0.0978584
5,0.46225253,0.752742,"('distant', 'outgoing')",-1.262674,-1.1553327,-0.5467432,-0.37563792,-0.4490549,-0.2594095,-0.1896454
84,-0.4486271,-0.34164,"('inferior', 'superior')",0.45354596,0.384655,0.59293413,0.6521597,0.1992843,0.2317249,-0.0324406
67,-0.42602566,-0.33977878,"('doubtful', 'determined')",-0.056886896,0.23904744,-0.4906902,-0.19156876,-0.3245343,-0.0974334,-0.2271009
3,-0.4039526,-0.55754745,"('repellent', 'pleasant')",0.7637098,0.6277531,0.29835933,0.07825305,0.2193722,0.0494862,0.169886
4,0.3896206,0.5291108,"('disliked', 'liked')",-1.1284461,-0.8437836,-6.9371915,-7.024422,-2.5586723,-2.446365,-0.1123073
85,0.38517684,0.65077394,"('insignificant', 'prestigious')",-1.6925986,-1.3030291,0.29648197,0.31891796,-0.3369799,-0.1111124,-0.2258675
2,-0.38482705,-0.55546635,"('unlikable', 'likable')",1.2486682,1.1847856,0.69857854,0.6999885,0.5208066,0.4431026,0.077704
31,0.35819033,0.58511174,"('evil', 'good')",-0.6552337,-0.34967604,-1.6595353,-1.492528,-0.6521929,-0.4190307,-0.2331622
66,0.35784644,0.40757033,"('inactive', 'active')",-0.3721526,-0.32685578,1.1252174,1.2351704,0.3703038,0.4386283,-0.0683245
6,0.33095768,0.60119003,"('distant', 'open')",-1.5636244,-1.4410857,0.1326861,0.2294847,-0.3666602,-0.2034703,-0.1631899
80,0.295806,0.044475317,"('dominated', 'dominating')",1.1040977,0.84822065,-0.8696533,-1.0335611,0.1767502,-0.046955,0.2237052
16,0.27723247,0.33164147,"('unpopular', 'popular')",-0.60387343,-0.4322026,1.0698586,1.0045425,0.2477392,0.3013271,-0.0535879
79,0.27653518,0.62790585,"('wavering', 'unwavering')",-1.8466163,-1.6645693,0.25918108,0.30907425,-0.4369667,-0.2425297,-0.194437
47,-0.25688928,-0.30503258,"('stupid', 'smart')",0.5920487,0.49772665,5.834301,5.8150525,2.0564868,2.0025822,0.0539046
30,-0.25515875,-0.40673488,"('intolerant', 'tolerant')",1.516409,1.3467352,1.1887133,1.2406108,0.8166545,0.7268704,0.0897841
54,-0.22750303,-0.16868031,"('incapable', 'capable')",-0.6185124,-0.6244122,1.3337461,1.308714,0.1625769,0.1718738,-0.0092969
76,-0.21901356,-0.2569011,"('anxious', 'daring')",1.3806368,1.1783895,0.08924048,-0.049705975,0.4169546,0.2905942,0.1263604
68,-0.207273,-0.43174306,"('dependent', 'independent')",-1.0216284,-1.3855456,-0.528824,-0.6839371,-0.5859085,-0.8337419,0.2478334
37,-0.15338871,-0.32595798,"('fake', 'genuine')",-0.3863774,-0.623685,0.39361045,0.25242028,-0.0487185,-0.2324076,0.1836891
18,0.11298794,0.012600099,"('disagreeable', 'welcoming')",-1.0548091,-0.82543314,-0.6689782,-0.5602529,-0.5369331,-0.4576953,-0.0792378
12,-0.11226393,-0.25124666,"('unsupportive', 'supportive')",-0.26545262,-0.48386607,-1.6951656,-1.9097376,-0.6909607,-0.8816168,0.1906561
50,0.09490495,0.08813033,"('clumsy', 'skillful')",-0.7728081,-0.76461345,0.934266,0.7744372,0.0854543,0.0326514,0.0528029
9,-0.08671601,0.01859817,"('unaffectionate', 'caring')",-1.1629685,-1.1651082,1.8955461,1.8381748,0.2152872,0.2305549,-0.0152677
25,0.07097826,0.23204473,"('egoistic', 'altruistic')",0.32894963,0.5265741,1.320203,1.2508179,0.5733769,0.6698122,-0.0964353
17,0.04240919,0.11356234,"('nasty', 'nice')",-0.08749542,0.11494946,-1.5359738,-1.3623497,-0.52702,-0.377946,-0.149074
39,-0.005418457,-0.20046288,"('exploitative', 'cooperative')",1.9566133,1.6740062,-0.21192132,-0.09390403,0.5797578,0.4598798,0.119878
