,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,male-female
3,-0.5420991,-0.44293964,"('repellent', 'pleasant')",0.6992668,0.50848174,0.0785838,0.0327711,0.0458127
80,0.53275025,0.68573666,"('dominated', 'dominating')",-0.7028186,-0.48626685,-0.0850342,0.0997349,-0.1847691
42,0.51171094,0.7598245,"('unreliable', 'reliable')",-3.2649984,-3.3185353,-1.3766438,-1.2793554,-0.0972884
18,-0.49655902,-0.75449765,"('disagreeable', 'welcoming')",-0.7673181,-1.2034243,-0.6319386,-0.978961,0.3470224
27,-0.4657153,-0.43986863,"('hardhearted', 'softhearted')",1.1570158,0.9718935,0.3456503,0.2660124,0.0796379
32,-0.45086014,-0.5029322,"('unkind', 'kind')",0.26241964,0.36542168,-0.0942203,-0.0687553,-0.025465
41,-0.43188342,-0.44266236,"('unforgiving', 'forgiving')",-0.0957053,-0.2999161,-0.2637944,-0.3712892,0.1074948
52,-0.4288397,-0.84328055,"('irrational', 'rational')",0.003015004,-0.26179567,-0.2129124,-0.5525381,0.3396257
16,-0.41365996,-0.5576282,"('unpopular', 'popular')",0.16934898,0.08786699,-0.1221555,-0.2348806,0.1127251
24,-0.41153723,-0.35402843,"('dishonest', 'honest')",0.3243237,0.41866904,-0.0436068,0.0323203,-0.0759271
60,0.40365097,0.57705635,"('inefficient', 'efficient')",0.034569766,0.28322628,0.2191104,0.4301413,-0.2110309
22,-0.39403343,-0.011883717,"('untrustworthy', 'trustworthy')",-0.96003056,-1.0388216,-0.677032,-0.5253527,-0.1516793
75,-0.38677582,-0.23150684,"('meek', 'impulsive')",-0.8478655,-0.7095638,-0.6173207,-0.4705353,-0.1467854
35,0.36761478,0.20008887,"('corrupt', 'incorrupt')",-0.5558564,-0.58941334,-0.0941208,-0.1946622,0.1005414
4,-0.36119196,-0.27271536,"('disliked', 'liked')",-6.5224113,-6.819044,-3.4418015,-3.5458798,0.1040783
84,0.34643155,0.24051552,"('inferior', 'superior')",1.3231258,1.2370915,0.8347787,0.7388035,0.0959752
14,0.34113055,0.26882446,"('antisocial', 'social')",0.029181736,0.02838758,0.1851562,0.148606,0.0365502
66,-0.297028,-0.50717384,"('inactive', 'active')",0.3022332,0.27007407,0.0026026,-0.1185499,0.1211525
83,-0.28643024,-0.30806947,"('powerless', 'powerful')",-1.1259348,-1.0555412,-0.7061825,-0.6818053,-0.0243772
7,-0.2695071,-0.18507168,"('insensitive', 'sensitive')",0.466763,0.5685965,0.0986279,0.1917624,-0.0931345
2,0.26650167,0.2694231,"('unlikable', 'likable')",0.2990713,0.19731596,0.2827865,0.2333695,0.049417
61,-0.26524505,-0.5609161,"('illogical', 'logical')",0.5370279,0.37120593,0.1358914,-0.0948551,0.2307465
46,-0.26512837,-0.018387515,"('uncompetitive', 'competitive')",-0.4565323,-0.44338098,-0.3608303,-0.2308843,-0.129946
44,0.2560355,0.44799876,"('prejudiced', 'unprejudiced')",-1.2604094,-1.1040087,-0.5021869,-0.328005,-0.1741819
81,0.24663648,0.22098374,"('submissive', 'aggressive')",-0.7909956,-0.58940756,-0.2721795,-0.1842119,-0.0879676
87,0.23933814,0.29717985,"('unsuccessful', 'successful')",1.2347561,1.4114406,0.7370471,0.8543102,-0.1172631
25,-0.22552657,-0.46003556,"('egoistic', 'altruistic')",1.0425669,0.82305634,0.4085202,0.1815104,0.2270098
34,-0.21923098,-0.21917291,"('mean', 'honorable')",5.3111744,5.496653,2.5459716,2.6387401,-0.0927685
77,-0.20868316,-0.26464617,"('unmotivated', 'motivated')",-0.9156655,-0.96367943,-0.5621743,-0.6141628,0.0519885
58,-0.20670958,-0.047316305,"('undiscriminating', 'discriminating')",0.30985194,0.28380355,0.0515712,0.1182436,-0.0666724
30,0.20423438,0.22123109,"('intolerant', 'tolerant')",0.8754467,0.73728925,0.5398405,0.4792602,0.0605803
15,0.17936996,0.25482887,"('boring', 'funny')",-0.04197005,0.059471965,0.0687,0.1571504,-0.0884504
13,0.14066067,0.2583651,"('impolite', 'polite')",-0.8122961,-0.72681934,-0.3358177,-0.2342271,-0.1015906
43,0.13880694,0.38605872,"('irresponsible', 'responsible')",0.48430982,0.6624707,0.3115584,0.5242647,-0.2127063
68,-0.13803723,-0.32541683,"('dependent', 'independent')",-0.6947031,-0.8720625,-0.4163702,-0.5987397,0.1823695
65,-0.105412394,0.037175156,"('insecure', 'secure')",-0.43726155,-0.28538084,-0.271337,-0.1241028,-0.1472342
62,-0.0999545,0.16076884,"('incompetent', 'brilliant')",0.34480947,0.56887513,0.1224275,0.364822,-0.2423945
33,0.092238665,-0.12519485,"('wrong', 'right')",-0.6714714,-0.86411804,-0.2896164,-0.4946564,0.20504
40,-0.091598436,-0.16236754,"('stingy', 'generous')",-1.2302365,-1.8642068,-0.6609175,-1.0132872,0.3523697
85,-0.076879196,-0.39675257,"('insignificant', 'prestigious')",-0.056733884,-0.33680332,-0.0668065,-0.366778,0.2999715
63,-0.07113069,0.18725808,"('unperceptive', 'insightful')",0.65957594,0.6836957,0.2942226,0.4354769,-0.1412543
20,-0.06808615,-0.030548748,"('rough', 'thoughtful')",1.1143409,0.9026561,0.5231274,0.4360537,0.0870737
47,-0.060748316,0.15082042,"('stupid', 'smart')",4.7654257,5.0654135,2.3523388,2.6081169,-0.2557781
51,-0.059321932,-0.16820823,"('uneducated', 'educated')",0.30453658,0.10298434,0.1226073,-0.0326119,0.1552192
37,0.05524844,0.19470116,"('fake', 'genuine')",0.24226782,0.32567522,0.1487581,0.2601882,-0.1114301
21,-0.04118289,-0.18258716,"('immoral', 'moral')",-0.58147687,-0.7721923,-0.3113299,-0.4773897,0.1660598
71,0.03655685,0.00910742,"('diffident', 'self-confident')",0.53172535,0.597472,0.2841411,0.3032897,-0.0191486
74,0.027548008,0.20883447,"('undedicated', 'dedicated')",-0.06528337,-0.08084515,-0.0188677,0.0639947,-0.0828624
55,0.014372412,0.093016,"('incompetent', 'clever')",0.5564321,0.4681517,0.2854023,0.2805839,0.0048184
50,0.013765991,0.052188292,"('clumsy', 'skillful')",0.10472886,0.027419321,0.0592474,0.0398038,0.0194436
76,-0.012081701,0.3772391,"('anxious', 'daring')",-0.39795354,-0.1087085,-0.2050176,0.1342653,-0.3392829
70,0.005206786,0.37687537,"('lethargic', 'energetic')",0.51381457,0.5679891,0.2595107,0.4724323,-0.2129216
