,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,male-female
79,-1.7245998,-1.2068261,"('wavering', 'unwavering')",-0.59742814,-0.58563656,-1.161014,-0.8962313,-0.2647827
57,-1.6830834,-1.4612743,"('unimaginative', 'imaginative')",-3.3947368,-3.3920176,-2.5389102,-2.426646,-0.1122642
1,-1.6691217,-1.8791243,"('unfriendly', 'friendly')",1.1505265,0.63282776,-0.2592976,-0.6231483,0.3638507
86,-1.6039792,-1.4714799,"('uninfluential', 'influential')",-0.30863965,-0.44711,-0.9563094,-0.9592949,0.0029855
88,-1.577168,-1.374549,"('low', 'eminent')",-0.41307944,-0.68038344,-0.9951237,-1.0274663,0.0323426
36,-1.4118224,-1.4285569,"('hostile', 'amicable')",-0.6211371,-0.75826454,-1.0164797,-1.0934107,0.076931
6,-1.3258376,-1.1646152,"('distant', 'open')",-0.8843982,-0.97054935,-1.1051179,-1.0675822,-0.0375357
10,-1.2861998,-0.90877306,"('unsympathetic', 'sympathetic')",0.13542092,-0.35487926,-0.5753894,-0.6318262,0.0564368
31,-1.2347811,-1.0699263,"('evil', 'good')",-1.4451678,-1.2984971,-1.3399744,-1.1842117,-0.1557627
28,-1.2147706,-1.953898,"('disloyal', 'loyal')",1.2566463,0.44601893,0.0209379,-0.7539395,0.7748774
66,-1.1316283,-0.5054019,"('inactive', 'active')",0.040902473,0.2407377,-0.5453629,-0.1323321,-0.4130308
8,-1.1278052,-1.1020595,"('unaffectionate', 'affectionate')",0.33944267,0.07656743,-0.3941813,-0.512746,0.1185647
9,-1.0797789,-0.97169566,"('unaffectionate', 'caring')",1.2498585,0.8390488,0.0850398,-0.0663234,0.1513632
26,-1.075889,-1.0070919,"('hardhearted', 'benevolent')",1.07447,1.0387561,-0.0007095,0.0158321,-0.0165416
73,0.94602746,1.1042608,"('helpless', 'self-reliant')",-3.4889224,-3.1601784,-1.2714474,-1.0279589,-0.2434885
52,-0.9308039,-1.0939488,"('irrational', 'rational')",-0.4277014,-0.4738934,-0.6792526,-0.7839211,0.1046685
45,-0.8847865,-0.46628568,"('incompetent', 'competent')",0.35101792,-0.001463769,-0.2668843,-0.2338747,-0.0330096
5,-0.88113695,-0.81431466,"('distant', 'outgoing')",-0.762417,-0.67739123,-0.821777,-0.7458529,-0.0759241
39,0.8612927,0.62159455,"('exploitative', 'cooperative')",-0.0681722,-0.010119639,0.3965603,0.3057375,0.0908228
38,-0.85136247,-0.44501314,"('untruthful', 'truthful')",0.19116539,-0.013830633,-0.3300985,-0.2294219,-0.1006766
53,-0.82893807,-1.0761147,"('uncreative', 'creative')",0.7319921,0.1405913,-0.048473,-0.4677617,0.4192887
85,-0.8191701,-0.34247655,"('insignificant', 'prestigious')",-0.857491,-0.70916903,-0.8383306,-0.5258228,-0.3125078
11,-0.785034,-0.8362088,"('unhelpful', 'helpful')",2.322386,1.8551126,0.768676,0.5094519,0.2592241
29,-0.77830076,-0.89700216,"('unfair', 'fair')",-0.4728396,-0.34931174,-0.6255702,-0.623157,-0.0024132
83,-0.73702115,-0.23863056,"('powerless', 'powerful')",-1.0741992,-0.9575079,-0.9056102,-0.5980693,-0.3075409
54,-0.72470087,-0.91719824,"('incapable', 'capable')",0.72709537,0.4801217,0.0011972,-0.2185383,0.2197355
61,-0.7042553,-0.639116,"('illogical', 'logical')",0.3909054,0.36373377,-0.1566749,-0.1376911,-0.0189838
25,-0.70226127,-0.6770028,"('egoistic', 'altruistic')",0.4656576,0.35963225,-0.1183018,-0.1586853,0.0403835
12,-0.6911752,-0.34992015,"('unsupportive', 'supportive')",-1.9535435,-2.0831418,-1.3223593,-1.216531,-0.1058283
72,-0.6857653,-0.47112304,"('unambitious', 'ambitious')",-0.40984932,-0.7411394,-0.5478073,-0.6061312,0.0583239
27,-0.68187404,-0.46715808,"('hardhearted', 'softhearted')",0.93574184,0.72541654,0.1269339,0.1291292,-0.0021953
