,ryder_male,ryder_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
60,2.5442212,1.3919648,"('inefficient', 'efficient')",1.8286649,2.1747475,0.003980861,0.4138459,1.4589556,1.3268528,0.1321028
31,-2.452807,-1.5308025,"('evil', 'good')",-1.0400594,-1.4301785,-0.6442635,-0.9724264,-1.3790433,-1.3111358,-0.0679075
55,2.2806158,0.5589031,"('incompetent', 'clever')",0.46637958,0.49289483,0.012281615,0.182997,0.919759,0.4115983,0.5081607
62,2.2391143,1.5275449,"('incompetent', 'brilliant')",1.09953,1.5866278,0.1612075,0.76201034,1.1666172,1.292061,-0.1254438
36,-2.2266374,-1.1359154,"('hostile', 'amicable')",-1.9384378,-2.315414,0.20265354,-0.15017805,-1.3208072,-1.2005024,-0.1203048
16,-2.0925949,-1.6818997,"('unpopular', 'popular')",-0.4736203,-0.694506,0.7418009,0.47953883,-0.608138,-0.632289,0.024151
56,2.006557,1.4133035,"('impractical', 'practical')",0.40228975,0.7678987,-0.28047013,0.13592827,0.7094589,0.7723769,-0.062918
76,1.8769408,1.1910232,"('anxious', 'daring')",-0.13316287,0.10262491,0.22630158,0.5528888,0.6566932,0.6155123,0.0411809
77,1.7677504,1.4884756,"('unmotivated', 'motivated')",0.67626303,0.4898068,-1.0264099,-0.99551237,0.4725345,0.32759,0.1449445
6,-1.7535447,-0.948865,"('distant', 'open')",-1.6583024,-1.7862871,0.5172158,0.29288003,-0.9648771,-0.8140906,-0.1507865
39,1.6835037,1.2808328,"('exploitative', 'cooperative')",1.3591125,1.0009242,0.17391051,-0.009012155,1.0721757,0.7575816,0.3145941
24,1.6515145,0.95483977,"('dishonest', 'honest')",-1.1176287,-1.0224773,0.5854828,0.7195635,0.3731229,0.2173087,0.1558142
5,-1.6425148,-0.68140376,"('distant', 'outgoing')",-1.1901221,-1.2488728,0.003160514,-0.07719074,-0.9431588,-0.6691558,-0.274003
84,1.6382138,1.5013746,"('inferior', 'superior')",0.64458835,0.5207038,0.88894176,0.95183754,1.057248,0.9913054,0.0659426
23,1.6345135,0.9826743,"('insincere', 'sincere')",0.73287916,0.92209244,5.6508374,5.851022,2.6727435,2.5852629,0.0874806
30,1.6192784,0.67903286,"('intolerant', 'tolerant')",1.4251529,1.428086,1.0608895,1.0415983,1.3684403,1.0495724,0.3188679
75,-1.6058317,-0.5808996,"('meek', 'impulsive')",-1.2271734,-0.84005284,-0.40609214,-0.328621,-1.0796991,-0.5831912,-0.4965079
81,1.5315974,0.3031323,"('submissive', 'aggressive')",0.58426356,0.89128053,-0.7074774,-0.2755821,0.4694612,0.3062769,0.1631843
7,1.5181073,0.6146349,"('insensitive', 'sensitive')",0.39046037,0.46533114,0.8618184,0.9401246,0.923462,0.6733635,0.2500985
72,1.4911541,1.8574952,"('unambitious', 'ambitious')",-0.9217577,-0.465057,-0.875239,-0.40133774,-0.1019475,0.3303668,-0.4323143
46,1.4166827,0.26927736,"('uncompetitive', 'competitive')",0.863358,0.8409144,-0.91092587,-0.70478356,0.4563716,0.1351361,0.3212355
44,-1.408079,-1.0793803,"('prejudiced', 'unprejudiced')",-0.5116664,-0.23810773,-1.3867625,-1.3709836,-1.1021694,-0.8961572,-0.2060122
35,-1.4002587,-0.44210318,"('corrupt', 'incorrupt')",-1.3248954,-1.4430562,-0.18100852,-0.5358772,-0.9687208,-0.8070122,-0.1617086
21,1.3510144,0.24167475,"('immoral', 'moral')",0.64139193,0.43310627,-0.8128552,-0.7310608,0.3931837,-0.0187599,0.4119436
10,1.3478082,-0.11464816,"('unsympathetic', 'sympathetic')",-0.55448663,-0.57103986,-0.33822188,-0.27593735,0.1516999,-0.3205418,0.4722417
28,1.3282284,0.44825247,"('disloyal', 'loyal')",0.31863698,0.075074315,0.9675416,0.9693016,0.871469,0.4975428,0.3739262
52,-1.3077092,-1.2890148,"('irrational', 'rational')",-0.33884728,-0.73428476,0.07304958,-0.34029886,-0.5245023,-0.7878662,0.2633639
48,1.291761,0.27104372,"('unintelligent', 'intelligent')",0.6823088,0.74641585,0.61675566,0.7187273,0.8636085,0.578729,0.2848795
14,1.2574307,0.28585476,"('antisocial', 'social')",0.7699964,0.73423886,-0.69977117,-0.58928,0.442552,0.1436046,0.2989474
85,-1.1768992,-0.20397103,"('insignificant', 'prestigious')",-0.47818327,-0.87207156,0.6320508,0.18667796,-0.3410106,-0.2964549,-0.0445557
4,-1.1606668,-0.28131673,"('disliked', 'liked')",-1.1840365,-1.3073181,-6.3051925,-6.3238373,-2.8832986,-2.6374907,-0.2458079
80,1.1194594,0.3249327,"('dominated', 'dominating')",0.32877058,0.46474728,-1.1121718,-0.95539796,0.1120194,-0.0552393,0.1672587
