,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,male-female
20,-0.5500447,-0.8289508,"('rough', 'thoughtful')",-1.052715,-1.2692802,1.1390117,0.9878285,-0.1545826,-0.3701342,0.2155516
4,-0.5408355,-0.13027117,"('disliked', 'liked')",0.42672887,0.47259456,-5.838095,-6.426056,-1.9840673,-2.0279109,0.0438436
82,-0.52933973,-0.22320712,"('poor', 'rich')",0.07852126,0.2351331,6.398016,6.872436,1.9823991,2.2947874,-0.3123883
13,0.5088543,0.45095912,"('impolite', 'polite')",0.20984758,0.23493396,0.26208833,0.42971772,0.3269301,0.3718703,-0.0449402
11,0.4818918,0.3840292,"('unhelpful', 'helpful')",-0.5404819,-0.595274,2.3350463,2.4602783,0.7588187,0.7496778,0.0091409
23,0.47233152,0.32996643,"('insincere', 'sincere')",0.13891363,-0.000394864,6.1358094,6.5216513,2.2490182,2.283741,-0.0347228
80,0.46998748,0.271263,"('dominated', 'dominating')",0.42115828,0.20878145,-0.95665306,-0.97858244,-0.0218358,-0.1661793,0.1443435
34,-0.442433,-0.59714425,"('mean', 'honorable')",-0.24230355,-0.42072368,6.4740143,6.455785,1.9297592,1.8126389,0.1171203
55,-0.43794364,-0.4716082,"('incompetent', 'clever')",-0.046785165,-0.12736464,0.20942345,0.32482702,-0.0917685,-0.0913819,-0.0003866
29,-0.41728455,-0.5351789,"('unfair', 'fair')",-0.5361972,-0.6550733,-0.31466797,-0.40512276,-0.4227166,-0.5317916,0.109075
43,0.41615194,0.27938056,"('irresponsible', 'responsible')",-0.09109062,-0.008678755,0.58310306,0.93968683,0.3027215,0.4034629,-0.1007414
86,0.38489747,0.2718652,"('uninfluential', 'influential')",0.62726456,0.430085,0.0990147,0.10103909,0.3703922,0.2676631,0.1027291
32,0.38170564,0.32264966,"('unkind', 'kind')",0.24042703,0.3026251,0.9323237,1.289074,0.5181521,0.6381162,-0.1199641
50,0.36239854,0.47104195,"('clumsy', 'skillful')",-0.5232554,-0.43545896,0.07802111,0.062007055,-0.0276119,0.03253,-0.0601419
63,0.3533724,0.440041,"('unperceptive', 'insightful')",0.5961924,0.41343826,1.5205163,1.3791925,0.8233604,0.7442239,0.0791365
65,0.33323333,0.18931794,"('insecure', 'secure')",-0.091969155,-0.18706891,-0.13371357,-0.078447804,0.0358502,-0.0253996,0.0612498
77,-0.33097902,-0.43197036,"('unmotivated', 'motivated')",-0.47149438,-0.61758906,-0.8044074,-0.9697132,-0.535627,-0.6730909,0.1374639
75,-0.32377633,-0.1412262,"('meek', 'impulsive')",-1.106088,-0.9777652,-0.29706213,-0.46511662,-0.5756422,-0.528036,-0.0476062
21,0.32164955,0.041499637,"('immoral', 'moral')",0.26087978,0.054879874,-0.57283294,-0.56900996,0.0032321,-0.1575435,0.1607756
30,-0.29902148,-0.20867461,"('intolerant', 'tolerant')",1.0903728,1.2538736,1.2178932,1.270896,0.6697481,0.7720316,-0.1022835
45,-0.2981713,0.01855645,"('incompetent', 'competent')",0.5121982,0.51727825,0.14182128,0.14793414,0.1186161,0.227923,-0.1093069
47,-0.2911355,-0.33585232,"('stupid', 'smart')",0.22640046,0.11595787,5.610886,5.9757648,1.8487171,1.9186234,-0.0699063
78,-0.28334913,-0.3867539,"('nonresilient', 'resilient')",-0.48058122,-0.60485953,0.567585,0.40105894,-0.0654484,-0.1968515,0.1314031
60,0.26479465,-0.107644886,"('inefficient', 'efficient')",0.5257128,0.35310036,0.7114917,0.80241424,0.5006664,0.3492899,0.1513765
14,0.26380822,0.4453646,"('antisocial', 'social')",1.1467859,1.2593399,-0.56811845,-0.3878087,0.2808252,0.4389653,-0.1581401
41,-0.25944704,-0.109155074,"('unforgiving', 'forgiving')",0.118038155,0.11037966,0.17480244,-0.009950395,0.0111312,-0.0029086,0.0140398
22,-0.25592804,-0.23151737,"('untrustworthy', 'trustworthy')",-0.40931094,-0.4022,-0.83665526,-0.85847247,-0.5006314,-0.4973966,-0.0032348
58,0.2390046,-0.024161324,"('undiscriminating', 'discriminating')",0.350883,0.16612324,0.021929244,-0.06239315,0.203939,0.0265229,0.1774161
61,0.2036939,-0.046846077,"('illogical', 'logical')",0.1562736,0.041012086,0.4061517,0.5468085,0.2553731,0.1803248,0.0750483
0,-0.18892339,-0.20067543,"('unsociable', 'sociable')",0.3138709,0.23822848,-0.16202646,-0.040183872,-0.0123596,-0.0008769,-0.0114827
8,0.18658096,0.15999529,"('unaffectionate', 'affectionate')",0.045836464,0.23270223,0.11889353,0.51575243,0.1171036,0.3028166,-0.185713
25,-0.12446259,-0.15077665,"('egoistic', 'altruistic')",1.1895177,1.1057343,1.0865797,1.0512989,0.7172116,0.6687522,0.0484594
28,-0.12147037,-0.35592756,"('disloyal', 'loyal')",-0.062194087,-0.16036785,0.8380574,0.97034043,0.218131,0.1513483,0.0667827
51,0.11067791,0.16408245,"('uneducated', 'educated')",0.466982,0.2893473,0.8701958,0.8258732,0.4826186,0.4264343,0.0561843
15,0.103960566,0.35255703,"('boring', 'funny')",-0.0063366964,0.14266656,0.41976234,0.45046666,0.1724621,0.3152301,-0.142768
2,-0.10280056,-0.20584631,"('unlikable', 'likable')",-0.10533342,-0.16751455,0.43681225,0.3649188,0.0762261,-0.002814,0.0790401
69,-0.095684454,0.15828328,"('lazy', 'industrious')",0.5129082,0.51156074,-0.42624864,-0.53195757,-0.0030083,0.0459622,-0.0489705
19,0.094981015,0.042382173,"('inhospitable', 'hospitable')",-0.57861125,-0.6163969,-0.07340777,-0.07179708,-0.1856793,-0.2152706,0.0295913
83,0.082481034,-0.17360549,"('powerless', 'powerful')",-0.078369945,-0.2793029,-1.13204,-1.2213299,-0.3759763,-0.5580794,0.1821031
59,0.08226466,0.4323185,"('foolish', 'wise')",-0.16351888,-0.13637888,0.031235432,0.027293839,-0.0166729,0.1077445,-0.1244174
48,0.07281082,-0.24527492,"('unintelligent', 'intelligent')",-0.2486821,-0.4323091,0.6894525,0.59762573,0.1711938,-0.0266528,0.1978466
64,0.071806945,0.13891295,"('shy', 'confident')",0.027045015,-0.02202516,-6.455894,-6.836942,-2.1190139,-2.2400182,0.1210043
79,0.05336602,0.35526505,"('wavering', 'unwavering')",-0.68695223,-0.5220818,-0.04280026,-0.008978168,-0.2254622,-0.0585983,-0.1668639
81,0.043976255,-0.045366094,"('submissive', 'aggressive')",0.015780687,-0.015630335,-0.1889427,-0.16780597,-0.0430619,-0.0762675,0.0332056
62,-0.038119353,-0.055467583,"('incompetent', 'brilliant')",0.44531807,0.40066257,0.5927735,0.6345515,0.3333241,0.3265822,0.0067419
53,-0.028106796,-0.10689952,"('uncreative', 'creative')",0.48540875,0.48305598,0.8687808,0.95413685,0.4420276,0.4434311,-0.0014035
10,-0.0266139,-0.38376224,"('unsympathetic', 'sympathetic')",-0.43933445,-0.46334365,0.008997023,0.174375,-0.1523171,-0.2242436,0.0719265
70,0.021150839,0.015229993,"('lethargic', 'energetic')",-0.23729956,-0.21776624,0.9528769,0.98929006,0.2455761,0.2622513,-0.0166752
66,-0.012239866,-0.30667472,"('inactive', 'active')",-0.6015298,-0.7420017,0.6113401,0.646677,-0.0008098,-0.1339998,0.13319
76,-0.009828895,-0.15995052,"('anxious', 'daring')",-0.25991023,-0.37901708,0.47529373,0.6039449,0.0685182,0.0216591,0.0468591
7,-0.008164896,-0.1562544,"('insensitive', 'sensitive')",0.048954554,0.045716565,1.0342034,1.092472,0.358331,0.3273114,0.0310196
38,0.002782343,0.07332704,"('untruthful', 'truthful')",-0.08719988,-0.13581079,0.5049992,0.46298376,0.1401939,0.1335,0.0066939
