,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
35,-1.6164187,-1.2609571,"('corrupt', 'incorrupt')",-0.53895164,-0.49043864,-0.7034307,-0.8923049,-0.9529336,-0.8812335,-0.0717001
16,-1.6100774,-1.5837531,"('unpopular', 'popular')",-1.2369156,-1.1044803,0.069188476,0.07919433,-0.9259348,-0.8696797,-0.0562551
36,-1.500589,-1.3490182,"('hostile', 'amicable')",0.45424068,0.24750145,-0.43440253,-0.7263756,-0.4935836,-0.6092974,0.1157138
39,1.4915804,1.3895357,"('exploitative', 'cooperative')",-0.0089369025,0.1139675,0.40293926,0.4365798,0.6285276,0.6466943,-0.0181667
14,1.4023418,1.3083723,"('antisocial', 'social')",1.0184481,1.3718475,-0.1655243,0.08167138,0.7517552,0.9206304,-0.1688752
26,1.3868437,1.1225168,"('hardhearted', 'benevolent')",2.9006183,2.7188375,1.8146497,1.5586501,2.0340373,1.8000015,0.2340358
56,1.368536,1.6023394,"('impractical', 'practical')",1.5508221,1.8225296,0.16002162,0.6081599,1.0264599,1.344343,-0.3178831
77,-1.1795286,-1.5152289,"('unmotivated', 'motivated')",-1.6756471,-1.7167201,-1.2324532,-1.244182,-1.3625429,-1.4920437,0.1295008
31,-1.16813,-1.0534219,"('evil', 'good')",0.55976963,0.36988372,-0.9643567,-1.1959045,-0.5242391,-0.6264809,0.1022418
6,-1.1525835,-0.82404476,"('distant', 'open')",0.78119063,0.57310873,-0.3841284,-0.6723864,-0.2518404,-0.3077741,0.0559337
42,1.1340408,1.1901268,"('unreliable', 'reliable')",0.019020218,0.3143137,-2.4768589,-2.4475744,-0.4412659,-0.3143779,-0.126888
5,-1.0949867,-0.7315468,"('distant', 'outgoing')",0.5483796,0.45311925,-0.58101845,-0.7359814,-0.3758752,-0.3381363,-0.0377389
62,0.92684674,0.9062468,"('incompetent', 'brilliant')",-0.6468719,-0.35509786,0.054760747,0.39352286,0.1115785,0.3148906,-0.2033121
78,-0.9246432,-1.2436571,"('nonresilient', 'resilient')",-0.963889,-0.9225956,-0.4546883,-0.33111605,-0.7810735,-0.8324562,0.0513827
2,0.92279744,1.0410544,"('unlikable', 'likable')",0.20189023,0.57970273,0.6714361,0.83816385,0.5987079,0.8196403,-0.2209324
80,0.9038775,0.8010168,"('dominated', 'dominating')",-0.13247666,-0.16944702,-0.41975182,-0.39667258,0.1172163,0.0782991,0.0389172
49,-0.8967147,-0.5232327,"('unable', 'able')",-0.8306209,-0.32279474,-0.70118725,-0.36620608,-0.8095076,-0.4040778,-0.4054298
50,-0.87164867,-0.7921073,"('clumsy', 'skillful')",-1.2720778,-1.1236719,-0.19655487,-0.2040427,-0.7800937,-0.7066073,-0.0734864
37,0.8665763,0.7128471,"('fake', 'genuine')",-0.3836121,-0.46060643,0.16733119,0.04670825,0.2167651,0.0996496,0.1171155
15,0.8208797,0.9830125,"('boring', 'funny')",0.92980987,1.1660663,0.72695005,0.88277656,0.8258799,1.0106184,-0.1847385
85,-0.80453396,-0.7342963,"('insignificant', 'prestigious')",-0.41612324,-0.5335695,-0.9316159,-1.2059081,-0.7174244,-0.8245913,0.1071669
58,0.7912957,0.53039694,"('undiscriminating', 'discriminating')",0.15797015,-0.0007449649,0.038431164,-0.27033934,0.3292323,0.0864376,0.2427947
30,0.77548116,0.99509466,"('intolerant', 'tolerant')",0.019168172,0.3367477,0.55581474,0.880033,0.4501547,0.7372918,-0.2871371
8,-0.7634737,-0.57114846,"('unaffectionate', 'affectionate')",-0.2340863,-0.22038443,0.3461142,0.32210925,-0.2171486,-0.1564745,-0.0606741
23,0.74545157,0.7932144,"('insincere', 'sincere')",-0.38895178,-0.36362422,5.7872543,5.9540143,2.047918,2.1278682,-0.0799502
27,-0.7324899,-0.67758435,"('hardhearted', 'softhearted')",-0.49844512,-0.74749136,0.5493281,0.34290066,-0.2272023,-0.360725,0.1335227
45,0.6784294,0.5875272,"('incompetent', 'competent')",0.16253662,0.24216172,-0.09241417,-0.127056,0.2495173,0.234211,0.0153063
70,0.6680023,0.43552878,"('lethargic', 'energetic')",-0.81005657,-0.8216843,0.6817851,0.5738763,0.1799103,0.0625736,0.1173367
7,0.6592393,0.4889411,"('insensitive', 'sensitive')",-0.46413687,-0.5958119,0.27462578,0.0754973,0.1565761,-0.0104578,0.1670339
18,-0.6424274,-0.6020733,"('disagreeable', 'welcoming')",-0.74575955,-0.6876576,-1.0832055,-1.1341206,-0.8237975,-0.8079505,-0.015847
88,-0.63634914,-0.4483932,"('low', 'eminent')",-1.1120578,-0.7763237,-0.41321495,-0.19080396,-0.7205406,-0.4718403,-0.2487003
44,0.63574755,0.47287488,"('prejudiced', 'unprejudiced')",-0.18294775,-0.15712921,-0.9646097,-1.0817556,-0.1706033,-0.2553367,0.0847334
65,0.62234455,0.58077866,"('insecure', 'secure')",-0.5506573,-0.3410103,0.2839242,0.45673078,0.1185372,0.2321664,-0.1136292
19,-0.6187995,-0.3900949,"('inhospitable', 'hospitable')",-0.41542962,-0.38032374,-0.61920285,-0.54898626,-0.551144,-0.4398016,-0.1113424
33,0.6016132,0.44971225,"('wrong', 'right')",0.3518665,0.14584415,-0.50739324,-0.7759157,0.1486955,-0.0601198,0.2088153
43,0.6015257,0.4689703,"('irresponsible', 'responsible')",0.12292656,0.056750737,0.6124704,0.78468,0.4456409,0.4368003,0.0088406
21,0.59470963,0.56752974,"('immoral', 'moral')",-0.59411746,-0.36134744,-0.8049629,-0.41747987,-0.2681236,-0.0704325,-0.1976911
71,0.5831869,0.39729536,"('diffident', 'self-confident')",1.3101102,0.9999864,0.5771404,0.27086332,0.8234792,0.5560484,0.2674308
73,0.57726973,0.81145424,"('helpless', 'self-reliant')",1.1935205,1.1801088,-3.3517323,-3.5410013,-0.5269806,-0.5164794,-0.0105012
76,0.5659722,0.7463978,"('anxious', 'daring')",-1.4080068,-1.0653458,-0.09235747,0.09878256,-0.311464,-0.0733885,-0.2380755
40,0.5606734,0.42421725,"('stingy', 'generous')",-0.014416536,-0.0445876,-2.5289118,-2.7722208,-0.660885,-0.7975304,0.1366454
41,0.5348129,0.7219582,"('unforgiving', 'forgiving')",-0.27139795,-0.06818497,0.3376887,0.5276351,0.2003679,0.3938028,-0.1934349
75,-0.52227044,-0.39642602,"('meek', 'impulsive')",-0.5723224,-0.3984754,-0.450666,-0.4544655,-0.5150863,-0.4164557,-0.0986306
28,0.4935212,0.529909,"('disloyal', 'loyal')",-0.24274483,-0.18287677,0.8236414,1.0033748,0.3581393,0.4501357,-0.0919964
24,0.48080927,0.5755567,"('dishonest', 'honest')",-0.14575483,-0.1279849,0.8291799,0.99857384,0.3880781,0.4820486,-0.0939705
83,0.45345652,0.46664542,"('powerless', 'powerful')",-0.43697473,-0.17203206,-1.1889546,-1.0098603,-0.3908243,-0.2384156,-0.1524087
63,0.4527214,0.15278067,"('unperceptive', 'insightful')",-0.33985415,-0.3595284,0.12651636,0.3117551,0.0797945,0.0350025,0.044792
52,-0.45037967,-0.35827306,"('irrational', 'rational')",0.17815618,0.08796013,-0.26031828,-0.42764544,-0.1775139,-0.2326528,0.0551389
4,-0.4454,-0.09034348,"('disliked', 'liked')",0.6787201,0.8576793,-6.7200027,-6.7916417,-2.1622275,-2.0081019,-0.1541256
22,0.43355384,0.120642886,"('untrustworthy', 'trustworthy')",-0.44094646,-0.41686445,-0.41716677,-0.37043348,-0.1415198,-0.2222184,0.0806986
29,0.42632696,0.54011303,"('unfair', 'fair')",-1.1307714,-0.8868339,-0.58766085,-0.6776019,-0.4307017,-0.3414409,-0.0892608
66,0.42451164,0.31310695,"('inactive', 'active')",-0.3513713,-0.42879495,0.104657255,-0.21465804,0.0592659,-0.1101153,0.1693812
67,0.39511096,0.5133686,"('doubtful', 'determined')",1.1677274,1.3406644,-0.31384775,0.01167582,0.4163302,0.6219029,-0.2055727
13,-0.3874222,-0.2839542,"('impolite', 'polite')",-0.91970336,-0.8529158,-0.3248788,0.018972807,-0.5440015,-0.3726324,-0.1713691
82,-0.35445046,-0.17442197,"('poor', 'rich')",-1.8490428,-1.3963238,5.7798567,5.9652777,1.1921212,1.4648441,-0.2727229
53,-0.35329586,-0.59907484,"('uncreative', 'creative')",-1.9642041,-2.1758077,0.5202177,0.3209957,-0.5990941,-0.8179623,0.2188682
12,0.35148478,0.36039543,"('unsupportive', 'supportive')",-0.2447989,-0.22313672,-2.0124066,-1.9001143,-0.6352402,-0.5876185,-0.0476217
