,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
25,-0.3501733,-0.51438,"('egoistic', 'altruistic')",0.14947134,0.19613296,1.0399592,0.8441183,0.2797524,0.1752904,0.104462
10,0.3487458,0.36530563,"('unsympathetic', 'sympathetic')",-1.1551505,-1.1611121,-0.04583866,0.23800221,-0.2840811,-0.1859347,-0.0981464
79,-0.34008592,-0.15881242,"('wavering', 'unwavering')",0.43893,0.6090166,-0.48621726,-0.4895314,-0.1291244,-0.0131091,-0.1160153
17,-0.3316327,-0.07077171,"('nasty', 'nice')",0.14885874,0.20752175,-0.12908804,0.031367756,-0.103954,0.0560393,-0.1599933
86,-0.32284406,-0.517752,"('uninfluential', 'influential')",-0.35319427,-0.37225395,-0.20974188,-0.28731436,-0.2952601,-0.3924401,0.09718
47,0.3139586,0.456507,"('stupid', 'smart')",0.1639123,0.30248487,5.224606,5.461583,1.9008257,2.073525,-0.1726993
32,0.29586077,0.3476802,"('unkind', 'kind')",-0.67079234,-0.2696084,0.973371,1.2831796,0.1994798,0.4537505,-0.2542707
9,0.295338,0.35166276,"('unaffectionate', 'caring')",0.40723166,0.11995311,1.0303726,0.89736766,0.5776474,0.4563278,0.1213196
72,0.28420782,0.14203325,"('unambitious', 'ambitious')",-0.0248416,-0.094858214,-0.29832917,-0.26898086,-0.0129877,-0.0739353,0.0609476
61,-0.27761728,-0.16469197,"('illogical', 'logical')",-1.0842661,-1.1780199,-0.21732703,-0.31169668,-0.5264035,-0.5514695,0.025066
84,0.23472631,0.19195941,"('inferior', 'superior')",-0.041424748,-0.24380614,-0.0892007,-0.16535361,0.0347003,-0.0724001,0.1071004
0,-0.23298231,-0.3249174,"('unsociable', 'sociable')",0.18864714,0.21315667,-0.16241273,0.020793207,-0.068916,-0.0303225,-0.0385935
59,0.2260499,0.31221357,"('foolish', 'wise')",1.0251995,0.9664336,0.13454884,0.030133974,0.4619327,0.4362604,0.0256723
38,0.22202447,0.38932544,"('untruthful', 'truthful')",-0.06106144,0.00055704266,0.089055926,0.30782244,0.0833397,0.2325683,-0.1492286
60,0.21901707,0.20357229,"('inefficient', 'efficient')",-1.2153559,-0.9599148,-0.15015614,0.15842384,-0.382165,-0.1993062,-0.1828588
87,-0.21341676,-0.11706859,"('unsuccessful', 'successful')",-0.670382,-0.590622,0.017383859,-0.006440617,-0.288805,-0.2380437,-0.0507613
20,0.20324002,-0.04018088,"('rough', 'thoughtful')",-0.74403775,-0.76921815,0.43170244,0.29848963,-0.0363651,-0.1703031,0.133938
68,-0.17723335,-0.2379103,"('dependent', 'independent')",-0.80814916,-0.6337824,-1.7548729,-1.7994802,-0.9134185,-0.890391,-0.0230275
51,-0.16636293,-0.037889063,"('uneducated', 'educated')",-1.5212711,-1.0831355,0.1748483,0.36816248,-0.5042619,-0.250954,-0.2533079
54,-0.15472707,-0.21910313,"('incapable', 'capable')",-0.5362342,-0.3004377,0.6142406,0.54855037,-0.0255736,0.0096699,-0.0352435
3,0.15078537,-0.09417968,"('repellent', 'pleasant')",-0.48659408,-0.47654492,0.611285,0.5618361,0.0918254,-0.0029628,0.0947882
74,0.14961775,0.35233164,"('undedicated', 'dedicated')",0.6866452,0.8546134,-0.1251707,-0.20993048,0.2370307,0.3323382,-0.0953075
57,-0.132488,-0.3226414,"('unimaginative', 'imaginative')",-0.89666426,-0.870551,-2.9512856,-3.0056572,-1.3268126,-1.3996166,0.072804
64,-0.11765675,-0.33770078,"('shy', 'confident')",-0.20571868,-0.17354165,-5.900352,-5.8977594,-2.0745757,-2.1363339,0.0617582
69,0.071359456,-0.06757095,"('lazy', 'industrious')",1.5400354,1.3127735,-0.82897747,-1.0816627,0.2608058,0.0545133,0.2062925
46,0.069549605,-0.33471337,"('uncompetitive', 'competitive')",-0.7317835,-0.8944026,-1.2293459,-1.0234531,-0.6305266,-0.7508564,0.1203298
1,0.04544249,-0.19820815,"('unfriendly', 'friendly')",0.16281664,-0.15279877,1.6079452,1.1379124,0.6054014,0.2623018,0.3430996
11,0.042752534,0.17818996,"('unhelpful', 'helpful')",-0.64675313,-0.5965404,2.284171,2.6585855,0.5600568,0.746745,-0.1866882
55,-0.038190506,-0.11007398,"('incompetent', 'clever')",-2.1375868,-1.7873732,-0.043771714,0.1426337,-0.7398497,-0.5849378,-0.1549119
34,-0.02898848,-0.13922113,"('mean', 'honorable')",0.07188999,0.044245236,5.0213165,5.0947394,1.6880727,1.6665878,0.0214849
48,-0.011417955,-0.13814981,"('unintelligent', 'intelligent')",-1.8820022,-1.6116325,-0.15640229,-0.027145322,-0.6832742,-0.5923092,-0.090965
81,-0.006567031,0.31171656,"('submissive', 'aggressive')",-1.1743975,-0.58616877,-0.6371968,-0.18156883,-0.6060537,-0.152007,-0.4540467
