,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,male-female
42,0.9040329,1.15781,"('unreliable', 'reliable')",0.5554623,0.74687,-0.0393664,0.06612122,-1.1401258,-0.9335076,0.0700008,0.2593234,-0.1893226
37,-0.8883727,-1.0366629,"('fake', 'genuine')",-0.33369958,-0.38067943,0.057143714,-0.15529028,-0.12149309,-0.20720352,-0.3216054,-0.444959,0.1233536
8,-0.8688879,-0.86730146,"('unaffectionate', 'affectionate')",-0.78223294,-0.9566497,-1.688521,-1.7556949,-1.8023858,-1.8903892,-1.285507,-1.3675089,0.0820019
70,0.81959116,0.83252245,"('lethargic', 'energetic')",1.2529432,1.0299664,0.27217138,0.28884703,0.2645561,0.30550462,0.6523154,0.6142101,0.0381053
30,0.8133823,1.036043,"('intolerant', 'tolerant')",1.7115831,1.8231777,1.6975327,1.8735961,1.0006279,1.1942132,1.3057815,1.4817574,-0.1759759
60,0.81018335,0.74573016,"('inefficient', 'efficient')",2.817294,2.7807055,2.2067351,2.059927,1.2644054,1.114336,1.7746544,1.6751747,0.0994797
88,0.80747974,1.193648,"('low', 'eminent')",0.40382951,0.44135016,-0.39421988,-0.06422233,-0.7109322,-0.47617024,0.0265393,0.2736514,-0.2471121
33,0.7692297,0.653999,"('wrong', 'right')",0.022428032,0.15235248,-0.15816745,-0.066010654,-0.33115733,-0.2545869,0.0755832,0.1214385,-0.0458553
35,-0.7576731,-0.647982,"('corrupt', 'incorrupt')",-3.1507576,-3.1692472,-1.2893729,-1.2804449,-0.17423268,-0.06484959,-1.343009,-1.2906309,-0.0523781
12,0.7340104,0.71327543,"('unsupportive', 'supportive')",1.0774949,1.1284198,-0.33802503,-0.27589023,-1.8335421,-1.8166375,-0.0900155,-0.0627081,-0.0273074
55,0.7276357,0.5909933,"('incompetent', 'clever')",2.3325372,2.3265407,1.9337996,1.7052577,1.5354583,1.3054769,1.6323576,1.4820671,0.1502905
65,0.6964104,0.5962518,"('insecure', 'secure')",1.3543599,1.3243618,1.7729204,1.7114916,1.6938232,1.6395504,1.3793784,1.3179139,0.0614645
18,0.6603502,0.8114644,"('disagreeable', 'welcoming')",0.010565862,0.053976327,-0.8554082,-0.61898506,-1.459385,-1.3056587,-0.4109693,-0.2648008,-0.1461685
67,0.6453332,0.87687194,"('doubtful', 'determined')",0.23139161,0.3687167,1.1590966,1.1796992,0.42762947,0.43852952,0.6158627,0.7159543,-0.1000916
15,0.6422016,0.71855956,"('boring', 'funny')",0.6887549,0.7380683,0.11197677,0.2819748,0.2648411,0.47458145,0.4269436,0.553296,-0.1263524
10,-0.6130168,-0.56642693,"('unsympathetic', 'sympathetic')",0.5247801,0.48130465,0.5538735,0.412263,0.3600484,0.3469038,0.2064213,0.1685111,0.0379102
45,0.55294716,0.44078633,"('incompetent', 'competent')",0.6949205,0.7868134,0.699699,0.59726334,-0.05571378,0.004089863,0.4729632,0.4572382,0.015725
52,-0.55251074,-0.49082083,"('irrational', 'rational')",-0.57175803,-0.50621533,-1.4005861,-1.283514,-1.3667386,-1.3812139,-0.9728984,-0.915441,-0.0574574
83,0.5387839,0.6276931,"('powerless', 'powerful')",1.1246133,1.2948278,0.08891377,0.19213063,-0.73299676,-0.67707527,0.2548286,0.359394,-0.1045654
85,-0.50791746,-0.38501352,"('insignificant', 'prestigious')",-1.2946839,-1.3632075,-1.8137707,-1.4784604,-1.9219023,-1.8024461,-1.3845686,-1.2572818,-0.1272868
84,0.4658545,0.47220623,"('inferior', 'superior')",-0.12776381,-0.04376371,0.51576996,0.493234,1.0869293,1.1307005,0.4851975,0.5130942,-0.0278967
78,-0.46250358,-0.35609424,"('nonresilient', 'resilient')",0.2343744,0.19995457,-0.85361034,-0.7487297,-0.08651479,0.0013536699,-0.2920636,-0.2258789,-0.0661847
48,0.44253302,0.19004276,"('unintelligent', 'intelligent')",0.106783494,-0.021454345,0.27226993,0.16679612,0.2768619,-0.009085178,0.2746121,0.0815748,0.1930373
68,-0.44242936,-0.4090773,"('dependent', 'independent')",-1.4802868,-1.3945841,-0.34181064,-0.44262052,-0.7996011,-0.8158616,-0.766032,-0.7655358,-0.0004962
28,0.4328373,0.16921587,"('disloyal', 'loyal')",0.66144913,0.31592464,-0.35958603,-0.5258568,0.9061218,0.8849017,0.4102055,0.2110464,0.1991591
54,0.42053902,0.46982506,"('incapable', 'capable')",0.27799276,0.22618455,-0.3693362,-0.14407754,-0.3589511,-0.33785474,-0.0074389,0.0535193,-0.0609582
25,0.37308154,0.27390778,"('egoistic', 'altruistic')",-0.38812837,-0.4783594,-0.42300436,-0.29804224,0.66691047,0.7662587,0.0572148,0.0659412,-0.0087264
57,0.37306222,0.21362281,"('unimaginative', 'imaginative')",0.55097795,0.4394693,-0.010002132,-0.22911572,-1.6014442,-1.4708045,-0.1718515,-0.261707,0.0898555
64,0.34904537,0.23516524,"('shy', 'confident')",0.7906625,0.91403776,0.5125351,0.37632158,-2.3482084,-2.3924613,-0.1739914,-0.2167342,0.0427428
20,0.3225799,0.3271575,"('rough', 'thoughtful')",0.431749,0.4695859,0.35769054,0.45224765,0.54035145,0.5478682,0.4130927,0.4492148,-0.0361221
16,-0.31793368,-0.013096511,"('unpopular', 'popular')",-0.76576406,-0.68657976,-1.2274278,-0.80177855,-0.4949524,-0.23408303,-0.7015195,-0.4338845,-0.267635
79,-0.2989292,-0.013892593,"('wavering', 'unwavering')",-1.4599457,-1.3766627,-2.0140262,-1.804112,-2.0107093,-1.7285603,-1.4459026,-1.2308069,-0.2150957
7,0.29428548,0.31345856,"('insensitive', 'sensitive')",0.785389,0.80579185,0.11267957,0.2314398,0.22666672,0.34954506,0.3547552,0.4250588,-0.0703036
49,-0.2885105,-0.26327515,"('unable', 'able')",-0.17439371,-0.11819829,0.10545114,0.16139197,-0.41439128,-0.35194382,-0.1929611,-0.1430063,-0.0499548
75,0.28418446,0.37215868,"('meek', 'impulsive')",-0.35799444,-0.324892,-1.4177723,-1.3171402,-1.1774578,-1.1185577,-0.6672601,-0.5971078,-0.0701523
72,0.26334798,0.2600475,"('unambitious', 'ambitious')",0.6396352,0.6806347,0.06172656,0.18500781,-0.5429901,-0.36505765,0.1054299,0.1901581,-0.0847282
44,0.24383363,0.14605299,"('prejudiced', 'unprejudiced')",0.66923016,0.70471543,0.03975003,-0.28508273,-0.350434,-0.5727214,0.1505949,-0.0017589,0.1523538
50,0.23409307,0.4861759,"('clumsy', 'skillful')",0.052659515,0.19698204,0.34247032,0.5068392,0.2599684,0.4575228,0.2222978,0.41188,-0.1895822
3,-0.21761326,-0.37530032,"('repellent', 'pleasant')",0.6314382,0.4815146,0.23340489,0.19823591,0.60086274,0.5455668,0.3120231,0.2125043,0.0995188
1,-0.21535157,-0.6232945,"('unfriendly', 'friendly')",-0.41203135,-0.7979146,-1.7266718,-1.7152627,-1.2156096,-1.3800672,-0.8924161,-1.1291348,0.2367187
32,0.21368316,0.2071665,"('unkind', 'kind')",1.2292775,1.102837,0.85787165,0.8735782,1.1153955,1.2161417,0.854057,0.8499309,0.0041261
59,0.20149392,0.14337036,"('foolish', 'wise')",-1.0085416,-0.9697892,-0.72489226,-0.6529728,-0.41521198,-0.39549425,-0.486788,-0.4687215,-0.0180665
73,0.19563809,0.20198326,"('helpless', 'self-reliant')",0.83088386,0.89999473,0.22986472,0.19339755,-1.4439934,-1.3619021,-0.0469017,-0.0166317,-0.03027
34,0.18554632,0.29543605,"('mean', 'honorable')",0.5389334,0.55537367,-0.28740945,-0.1554713,2.457796,2.4499233,0.7237166,0.7863154,-0.0625988
71,0.1816214,0.13948777,"('diffident', 'self-confident')",0.61176324,0.6025829,-0.52291805,-0.44740316,-0.48001003,-0.6291436,-0.0523859,-0.083619,0.0312331
24,-0.16947135,-0.3494105,"('dishonest', 'honest')",0.053975023,0.00037542637,-0.24007863,-0.47653505,0.13470185,-0.030904058,-0.0552183,-0.2141185,0.1589002
61,-0.16755003,-0.26654187,"('illogical', 'logical')",0.7593111,0.8569062,0.785298,0.8394626,-0.18507455,-0.1396083,0.2979961,0.3225547,-0.0245586
22,0.16040727,0.101416044,"('untrustworthy', 'trustworthy')",0.8695615,0.8749128,0.726494,0.5874822,0.19718203,0.12847437,0.4884112,0.4230714,0.0653398
41,0.12526545,0.05657884,"('unforgiving', 'forgiving')",0.23380306,0.15917715,0.09849199,0.2684558,-0.08583802,0.071287096,0.0929306,0.1388747,-0.0459441
82,-0.12519391,-0.029584162,"('poor', 'rich')",0.66584855,0.47866708,-0.3010342,-0.030360553,2.6678302,2.8815398,0.7268627,0.8250656,-0.0982029
36,0.11184281,0.12038985,"('hostile', 'amicable')",-1.8103501,-1.818618,-2.0465043,-1.9333864,-1.1689534,-0.9974605,-1.2284913,-1.1572688,-0.0712225
9,-0.10926436,-0.20209247,"('unaffectionate', 'caring')",0.4367018,0.31180134,-1.2911385,-1.3112932,-1.1093531,-1.1903063,-0.5182635,-0.5979726,0.0797091
4,-0.08247089,-0.058779795,"('disliked', 'liked')",-0.69236445,-0.7615539,-0.9919426,-0.92831194,-3.973274,-3.726408,-1.4350131,-1.3687634,-0.0662497
47,-0.07654221,-0.22377515,"('stupid', 'smart')",0.98796,0.95315075,0.9459655,0.9520397,2.5543985,2.3546855,1.1029454,1.0090252,0.0939202
86,0.07479146,-0.025441483,"('uninfluential', 'influential')",0.83273125,0.70022047,-0.6360073,-0.6601836,-1.16731,-1.1878375,-0.2239487,-0.2933105,0.0693618
77,-0.06062759,-0.1655221,"('unmotivated', 'motivated')",1.4822186,1.4837054,0.47869998,0.47377053,0.010012976,-0.26184556,0.477576,0.3825271,0.0950489
0,0.057339747,0.09264316,"('unsociable', 'sociable')",1.3060733,1.2258573,0.48275638,0.49880823,0.30935144,0.2585543,0.5388802,0.5189657,0.0199145
53,0.038963743,-0.336307,"('uncreative', 'creative')",0.6694576,0.39891198,-0.45563138,-0.449947,-0.22573619,-0.2650291,0.0067634,-0.1630928,0.1698562
40,0.034237012,-0.25730112,"('stingy', 'generous')",0.052167162,-0.21811539,-0.90015125,-0.9675379,-1.6704262,-1.648209,-0.6210433,-0.7727908,0.1517475
38,-0.010894045,0.02345939,"('untruthful', 'truthful')",0.29404187,0.32660308,-0.57266533,-0.39140403,-0.8264729,-0.7661376,-0.2789976,-0.2018698,-0.0771278
