,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
63,1.2341168,1.3905226,"('unperceptive', 'insightful')",0.8210001,0.8123415,0.8481209,1.0284469,0.9677459,1.0771037,-0.1093578
72,1.2306166,1.1897439,"('unambitious', 'ambitious')",0.6268878,0.59563756,-1.4240183,-1.1678965,0.1444954,0.2058283,-0.0613329
73,1.2206903,1.1539358,"('helpless', 'self-reliant')",1.319835,1.3238578,-3.066835,-3.0725048,-0.1754366,-0.198237,0.0228004
84,1.1702913,1.0903156,"('inferior', 'superior')",0.17388709,0.23846716,0.9330533,0.9080737,0.7590772,0.7456188,0.0134584
22,-1.1266584,-0.9888666,"('untrustworthy', 'trustworthy')",-0.5764214,-0.60451627,-1.0111257,-0.9839795,-0.9047352,-0.8591208,-0.0456144
82,-1.1094394,-1.0011516,"('poor', 'rich')",-0.39673424,-0.28536686,5.5083327,5.7146406,1.334053,1.4760407,-0.1419877
0,-1.0922214,-1.093397,"('unsociable', 'sociable')",-0.13594805,-0.24921253,-0.7565269,-0.71600616,-0.6615655,-0.6862052,0.0246397
5,1.0817008,1.0268508,"('distant', 'outgoing')",-0.37674782,-0.25925788,-0.4885102,-0.38790745,0.0721476,0.1265618,-0.0544142
8,1.0748777,1.0060185,"('unaffectionate', 'affectionate')",-1.2490491,-1.1331437,-0.067234784,0.12919642,-0.0804687,0.0006904,-0.0811591
79,1.0535128,1.1863467,"('wavering', 'unwavering')",-0.7874117,-0.67751753,0.26104903,0.35992068,0.1757167,0.2895833,-0.1138666
44,-0.97694916,-1.2350177,"('prejudiced', 'unprejudiced')",-0.007516537,-0.07464124,-1.085002,-1.194053,-0.6898225,-0.8345706,0.1447481
6,0.966918,0.98993784,"('distant', 'open')",-0.889552,-0.76347,-0.026725035,0.048511274,0.0168803,0.0916597,-0.0747794
59,0.9651903,1.217727,"('foolish', 'wise')",0.5274984,0.6148709,0.35284147,0.44944412,0.6151767,0.7606807,-0.145504
24,0.934598,1.0730673,"('dishonest', 'honest')",0.61381274,0.6497602,0.3180493,0.3748232,0.6221534,0.6992168,-0.0770634
33,0.93261695,0.75559163,"('wrong', 'right')",0.8484405,0.88923836,-0.7455898,-0.7527535,0.3451559,0.2973588,0.0477971
54,0.93114436,0.72715825,"('incapable', 'capable')",-0.23540053,-0.28878918,0.9954625,1.0637473,0.5637354,0.5007054,0.06303
68,-0.92820024,-0.92182064,"('dependent', 'independent')",0.0070091784,-0.07502133,-0.44575256,-0.37534142,-0.4556479,-0.4573944,0.0017465
25,0.90527624,0.44113505,"('egoistic', 'altruistic')",0.7009821,0.6968087,1.4688805,1.5081189,1.0250463,0.8820209,0.1430254
27,0.8961757,0.74123013,"('hardhearted', 'softhearted')",0.32034063,0.30026653,1.4146057,1.4512287,0.8770407,0.8309085,0.0461322
26,0.888554,1.0218197,"('hardhearted', 'benevolent')",0.5325004,0.6279692,1.2280176,1.2958692,0.883024,0.9818861,-0.0988621
40,0.8432887,1.1491923,"('stingy', 'generous')",0.3721877,0.4712382,-1.7033582,-1.6434507,-0.1626273,-0.0076734,-0.1549539
80,0.8219993,0.80852115,"('dominated', 'dominating')",0.57952756,0.4960488,-0.6766143,-0.7042153,0.2416375,0.2001182,0.0415193
7,0.82186574,0.7096588,"('insensitive', 'sensitive')",1.222684,1.0832896,0.586449,0.7310753,0.8769995,0.8413413,0.0356582
1,0.805724,0.7686489,"('unfriendly', 'friendly')",0.4138376,0.49029946,1.2610646,1.4581057,0.8268754,0.9056846,-0.0788092
17,-0.76928854,-0.64374626,"('nasty', 'nice')",-0.90487695,-0.9330121,-0.48178473,-0.4971352,-0.7186501,-0.6912978,-0.0273523
14,-0.75497645,-0.74817413,"('antisocial', 'social')",0.8610438,0.7834927,-1.0598459,-0.93780375,-0.3179262,-0.3008284,-0.0170978
21,0.72238743,0.41441524,"('immoral', 'moral')",1.588485,1.3596652,-0.5490504,-0.64228517,0.5872741,0.3772651,0.210009
69,0.71871305,0.61949766,"('lazy', 'industrious')",0.59257174,0.63614285,-0.34030265,-0.34136248,0.3236607,0.3047593,0.0189014
32,0.70159936,0.61112005,"('unkind', 'kind')",0.23360507,0.26386932,0.69358194,0.81636524,0.5429288,0.5637849,-0.0208561
49,-0.57667553,-0.6567562,"('unable', 'able')",-0.09535149,-0.13282831,-0.13745385,-0.059081603,-0.2698269,-0.2828887,0.0130618
75,0.5693566,0.6980348,"('meek', 'impulsive')",-0.06327842,0.005403392,-0.026587434,0.017073147,0.1598303,0.2401705,-0.0803402
2,0.53976643,0.38831782,"('unlikable', 'likable')",1.1402043,1.1369416,0.5766379,0.5916286,0.7522029,0.7056293,0.0465736
48,-0.5225142,-0.30522218,"('unintelligent', 'intelligent')",1.379019,1.383277,0.32527494,0.48178133,0.3939266,0.5199454,-0.1260188
4,-0.48754314,-0.31348607,"('disliked', 'liked')",0.3003018,0.30087492,-6.146472,-6.233456,-2.1112378,-2.0820223,-0.0292155
58,-0.4826121,-0.35245892,"('undiscriminating', 'discriminating')",0.9929988,0.9580437,0.018702108,0.032797687,0.1763629,0.2127941,-0.0364312
81,-0.48118484,-0.5899015,"('submissive', 'aggressive')",1.9706471,1.7635324,-0.5147921,-0.4554641,0.3248901,0.2393889,0.0855012
36,0.47598526,0.08789523,"('hostile', 'amicable')",-1.0350093,-1.0650752,0.15780482,-0.0032799207,-0.1337397,-0.32682,0.1930803
77,0.47190106,0.38653257,"('unmotivated', 'motivated')",0.7709432,0.6260686,-1.0518255,-1.0771674,0.0636729,-0.0215221,0.085195
19,0.45149142,0.44272858,"('inhospitable', 'hospitable')",-0.97083426,-0.90047646,-0.23552364,-0.054274615,-0.2516222,-0.1706742,-0.080948
34,0.44838262,0.13036425,"('mean', 'honorable')",0.48712552,0.45570385,5.951563,5.99365,2.2956904,2.1932394,0.102451
37,0.44800583,0.5809239,"('fake', 'genuine')",0.23990409,0.29964933,0.012096923,0.21457458,0.2333356,0.3650493,-0.1317137
87,0.44065213,0.11843098,"('unsuccessful', 'successful')",0.001859799,-0.08186215,0.53002185,0.5739234,0.3241779,0.2034974,0.1206805
62,-0.41961667,-0.2667239,"('incompetent', 'brilliant')",0.6388646,0.6361044,-0.24190429,-0.06931424,-0.0075521,0.1000221,-0.1075742
50,0.4155007,0.47524527,"('clumsy', 'skillful')",-0.3827533,-0.2512063,0.17389286,0.34339216,0.0688801,0.1891437,-0.1202636
41,-0.37305862,-0.23391692,"('unforgiving', 'forgiving')",-0.50697917,-0.4956535,-0.26999113,-0.3222915,-0.383343,-0.3506207,-0.0327223
51,0.37239447,0.4168125,"('uneducated', 'educated')",0.11804128,0.06056086,0.5819076,0.60023034,0.3574478,0.3592012,-0.0017534
88,0.36008483,0.24899428,"('low', 'eminent')",-0.22691405,-0.22834545,0.21143326,0.2880535,0.114868,0.1029008,0.0119672
18,0.34111714,-0.0026075952,"('disagreeable', 'welcoming')",-0.67797637,-0.74891555,-0.6261871,-0.6073649,-0.3210154,-0.4529627,0.1319473
20,-0.33360115,-0.3426048,"('rough', 'thoughtful')",0.0038059838,-0.03049009,0.78760576,0.8636776,0.1526035,0.1635276,-0.0109241
67,0.32756782,0.4238048,"('doubtful', 'determined')",-0.39965492,-0.3431586,-0.65587986,-0.60350734,-0.2426557,-0.174287,-0.0683687
83,0.3167616,0.25912693,"('powerless', 'powerful')",1.0212494,1.0001421,-1.2267193,-1.2042471,0.0370973,0.0183406,0.0187567
47,-0.31574237,-0.4611233,"('stupid', 'smart')",0.6101123,0.5580292,5.330709,5.402915,1.8750264,1.8332736,0.0417528
30,0.2922879,0.42058083,"('intolerant', 'tolerant')",1.1827279,1.034056,1.0008706,1.049432,0.8252954,0.8346896,-0.0093942
60,-0.25335434,-0.36607948,"('inefficient', 'efficient')",2.1336448,1.9901655,-0.107374586,0.03879088,0.590972,0.5542923,0.0366797
86,0.25189406,0.37027785,"('uninfluential', 'influential')",0.7196108,0.65968883,-0.41358367,-0.3121858,0.1859737,0.2392603,-0.0532866
13,0.24533652,0.09755199,"('impolite', 'polite')",0.25044334,0.15613046,-0.43582317,-0.379836,0.0199856,-0.0420512,0.0620368
61,0.23188066,0.26604316,"('illogical', 'logical')",1.1806777,1.052968,0.10553341,0.06604667,0.5060306,0.461686,0.0443446
23,0.21802881,-0.072347,"('insincere', 'sincere')",0.22811112,0.18165259,5.4870887,5.5971723,1.9777428,1.9021592,0.0755836
78,0.20773247,0.23701853,"('nonresilient', 'resilient')",0.2932657,0.33316135,0.299797,0.32230976,0.2669317,0.2974966,-0.0305649
28,-0.19756895,-0.122549355,"('disloyal', 'loyal')",-0.29370582,-0.30145168,0.61393946,0.6383904,0.0408882,0.0714631,-0.0305749
56,0.18535914,0.21588312,"('impractical', 'practical')",1.1154528,1.0677073,-0.5182353,-0.40393516,0.2608589,0.2932184,-0.0323595
57,-0.17287624,0.011223126,"('unimaginative', 'imaginative')",1.0218954,0.8514638,-2.4727993,-2.46277,-0.54126,-0.533361,-0.007899
31,-0.15549095,0.07635414,"('evil', 'good')",-1.4175581,-1.2134607,-1.2915103,-1.2838844,-0.9548531,-0.806997,-0.1478561
64,-0.14181769,0.047590587,"('shy', 'confident')",1.040195,0.9457178,-6.1376176,-6.206807,-1.7464134,-1.7378329,-0.0085805
38,0.12736139,0.2334264,"('untruthful', 'truthful')",0.26675838,0.2691314,-0.015379036,0.028041633,0.1262469,0.1768665,-0.0506196
52,-0.119482815,-0.30956435,"('irrational', 'rational')",-0.60262316,-0.5911242,-0.12874585,-0.26281607,-0.2836173,-0.3878349,0.1042176
42,-0.10045861,-0.12255683,"('unreliable', 'reliable')",0.13628776,0.054847516,-3.0186946,-2.9440484,-0.9942885,-1.0039192,0.0096307
35,-0.07454989,-0.012283198,"('corrupt', 'incorrupt')",-1.1568986,-1.0355773,-0.1915151,-0.21225992,-0.4743212,-0.4200401,-0.0542811
10,-0.06629553,-5.8285892e-05,"('unsympathetic', 'sympathetic')",-0.25977927,-0.3984396,-0.4882984,-0.45279917,-0.2714577,-0.2837657,0.012308
46,-0.062398113,-0.009718798,"('uncompetitive', 'competitive')",0.6950828,0.57253194,-0.51911724,-0.5962304,0.0378558,-0.0111391,0.0489949
43,-0.053169966,-0.15890625,"('irresponsible', 'responsible')",1.166378,1.0327836,0.16429266,0.2567412,0.4258336,0.3768729,0.0489607
15,0.046867922,0.08221552,"('boring', 'funny')",-0.3863847,-0.36949077,0.008722536,0.24520013,-0.1102647,-0.014025,-0.0962397
70,0.04571367,0.28733268,"('lethargic', 'energetic')",0.6873378,0.63521934,0.47499585,0.6276783,0.4026825,0.5167434,-0.1140609
11,0.03674314,-0.08518648,"('unhelpful', 'helpful')",0.5891381,0.5431645,1.8631936,1.9887506,0.8296916,0.8155762,0.0141154
76,0.0020794645,-0.056478962,"('anxious', 'daring')",0.55689,0.42732713,0.4592756,0.45857707,0.339415,0.2764751,0.0629399
