,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
53,-1.879418,-1.7956904,"('uncreative', 'creative')",0.5163508,0.7155883,-0.6815336,-0.5400511,-0.1414825
1,-1.8462516,-1.7797961,"('unfriendly', 'friendly')",1.1358951,1.6464916,-0.3551782,-0.0666522,-0.288526
6,-1.7266276,-1.9936098,"('distant', 'open')",0.15136911,0.56809026,-0.7876292,-0.7127597,-0.0748695
19,-1.6447442,-1.597337,"('inhospitable', 'hospitable')",-0.3448544,0.14469174,-0.9947993,-0.7263227,-0.2684766
8,-1.5834615,-1.4635692,"('unaffectionate', 'affectionate')",0.63442665,0.97973305,-0.4745174,-0.2419181,-0.2325993
9,-1.5378147,-1.4573034,"('unaffectionate', 'caring')",0.82310474,1.181984,-0.357355,-0.1376597,-0.2196953
5,-1.5042,-1.6921873,"('distant', 'outgoing')",-0.3079619,0.14706732,-0.906081,-0.77256,-0.133521
36,-1.4967567,-1.559435,"('hostile', 'amicable')",0.25868088,0.4632532,-0.6190379,-0.5480909,-0.070947
81,1.4159746,1.2369441,"('submissive', 'aggressive')",-0.5003275,-0.7522844,0.4578235,0.2423298,0.2154937
31,-1.3367165,-1.1620817,"('evil', 'good')",-1.1303364,-0.81562936,-1.2335265,-0.9888555,-0.244671
86,-1.246597,-1.1270719,"('uninfluential', 'influential')",-0.68061554,-0.6575834,-0.9636063,-0.8923277,-0.0712786
79,-1.1889323,-1.1002235,"('wavering', 'unwavering')",-0.20215052,0.19120896,-0.6955414,-0.4545073,-0.2410341
44,1.1684228,0.6786692,"('prejudiced', 'unprejudiced')",-1.118886,-1.4957665,0.0247684,-0.4085487,0.4333171
63,-1.1399008,-1.0856264,"('unperceptive', 'insightful')",0.4664904,0.9237911,-0.3367052,-0.0809176,-0.2557876
61,-1.109783,-1.0526731,"('illogical', 'logical')",-0.10943548,-0.09492953,-0.6096092,-0.5738013,-0.0358079
24,-1.1067371,-1.0267038,"('dishonest', 'honest')",0.41009396,0.6736827,-0.3483216,-0.1765106,-0.171811
10,-1.1019859,-1.2579464,"('unsympathetic', 'sympathetic')",-0.51159,-0.59293765,-0.806788,-0.925442,0.118654
23,-1.0543348,-0.98038304,"('insincere', 'sincere')",5.1876445,5.649297,2.0666549,2.3344572,-0.2678023
85,-1.0189017,-0.9076858,"('insignificant', 'prestigious')",0.46299815,0.76435715,-0.2779518,-0.0716643,-0.2062875
56,0.96337533,0.606221,"('impractical', 'practical')",-0.1606497,-0.16649559,0.4013628,0.2198627,0.1815001
38,-0.9476033,-1.2052118,"('untruthful', 'truthful')",-0.17071201,0.1527203,-0.5591577,-0.5262457,-0.032912
28,-0.91252875,-0.3492639,"('disloyal', 'loyal')",0.4367469,0.919922,-0.2378909,0.285329,-0.5232199
60,0.9018881,0.9274007,"('inefficient', 'efficient')",-0.1512286,-0.029429112,0.3753297,0.4489858,-0.0736561
58,-0.8839904,-0.7825345,"('undiscriminating', 'discriminating')",-0.43024167,-0.20946467,-0.6571161,-0.4959996,-0.1611165
80,0.8775691,0.91805494,"('dominated', 'dominating')",-1.1964272,-1.6357588,-0.1594291,-0.3588519,0.1994228
72,-0.8437642,-0.7209058,"('unambitious', 'ambitious')",-1.2626077,-1.0551623,-1.0531859,-0.888034,-0.1651519
52,-0.83909655,-0.9862482,"('irrational', 'rational')",0.48351198,0.41658413,-0.1777923,-0.284832,0.1070397
82,-0.8250214,-0.46067208,"('poor', 'rich')",5.6597443,6.4045143,2.4173615,2.9719212,-0.5545597
27,-0.8047467,-0.5780091,"('hardhearted', 'softhearted')",0.94467413,1.1861613,0.0699637,0.3040761,-0.2341124
