,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
1,-3.0912895,-3.0719879,"('unfriendly', 'friendly')",-1.5518827,-1.6007653,-1.2690353,-1.4444486,1.4092408,1.0884801,-1.1257417,-1.2571805,0.1314388
86,-2.9096425,-2.7400599,"('uninfluential', 'influential')",0.4671633,0.51375103,-1.2666262,-1.1569371,-0.43468037,-0.43453133,-1.0359465,-0.9544443,-0.0815022
0,-2.5425324,-2.3202605,"('unsociable', 'sociable')",0.51822925,0.7576812,-0.17213558,0.0010231519,0.061409052,0.1680047,-0.5337574,-0.3483879,-0.1853695
8,-2.2993999,-2.4428124,"('unaffectionate', 'affectionate')",-1.1047761,-1.1854112,-0.58442867,-0.87729347,0.7152109,0.3225759,-0.8183484,-1.0457352,0.2273868
9,-2.2843945,-2.227635,"('unaffectionate', 'caring')",-0.65809685,-0.6317207,-0.8154163,-0.8567924,1.473487,1.2256485,-0.5711051,-0.6226249,0.0515198
10,-2.058826,-1.7350821,"('unsympathetic', 'sympathetic')",0.34207922,0.50498396,-0.56466126,-0.30783796,0.11865748,0.24657568,-0.5406876,-0.3228401,-0.2178475
45,-1.9310519,-1.5749173,"('incompetent', 'competent')",0.16896617,0.23563166,-0.28216544,-0.016386379,0.14608306,0.17301348,-0.474542,-0.2956646,-0.1788774
24,-1.7962749,-1.5998871,"('dishonest', 'honest')",-0.9529414,-0.8237673,-1.0225469,-0.76860505,1.115289,1.1038017,-0.6641186,-0.5221145,-0.1420041
53,-1.7162428,-1.506519,"('uncreative', 'creative')",0.2866844,0.4352817,-0.8534342,-0.75446075,1.1176766,1.0429662,-0.291329,-0.195683,-0.095646
44,1.6956497,1.8169069,"('prejudiced', 'unprejudiced')",-0.31157362,-0.19259134,0.048057497,0.12076947,-1.4442207,-1.2959685,-0.0030217,0.1122791,-0.1153008
27,-1.6023731,-1.6152003,"('hardhearted', 'softhearted')",-1.2133527,-1.2493954,-0.31652582,-0.3581186,0.7828017,0.5372366,-0.5873625,-0.6713694,0.0840069
69,1.5285343,1.3998452,"('lazy', 'industrious')",-0.94745564,-0.9981325,-0.70584416,-0.95343244,-1.1454599,-1.2684892,-0.3175564,-0.4550523,0.1374959
13,-1.5126656,-1.1431345,"('impolite', 'polite')",1.0513558,1.4027729,0.6869149,1.1423854,-0.47935382,-0.30631626,-0.0634372,0.2739269,-0.3373641
19,-1.4109104,-1.4009556,"('inhospitable', 'hospitable')",-2.3298454,-2.2754374,-1.4379725,-1.3896649,-0.73294914,-0.9364579,-1.4779193,-1.5006289,0.0227096
35,1.3706958,1.1642812,"('corrupt', 'incorrupt')",-2.134942,-2.1869283,-0.60157186,-0.8168731,-1.0447168,-1.2796422,-0.6026337,-0.7797906,0.1771569
43,-1.3578559,-0.9416276,"('irresponsible', 'responsible')",0.21513,0.5650392,-0.5680094,-0.16948843,0.684061,0.83099234,-0.2566686,0.0712289,-0.3278975
67,1.3277532,1.2196133,"('doubtful', 'determined')",0.5721101,0.6539409,0.9404937,0.8676184,-0.42055658,-0.42210436,0.6049501,0.579767,0.0251831
46,-1.2894574,-0.9444906,"('uncompetitive', 'competitive')",1.4542803,1.6117167,0.13755313,0.35492024,-0.48843274,-0.30960685,-0.0465142,0.1781349,-0.2246491
61,-1.2857555,-1.1662518,"('illogical', 'logical')",0.3806908,0.54142135,-0.30617115,-0.15417877,0.20889051,0.20492114,-0.2505863,-0.143522,-0.1070643
50,1.2684041,1.1467205,"('clumsy', 'skillful')",0.49771434,0.34933746,0.9113532,0.6039468,0.5059358,0.19974563,0.7958518,0.5749376,0.2209142
73,1.2336576,1.3658103,"('helpless', 'self-reliant')",-0.21449514,-0.004582409,-0.19918023,-0.28324288,-3.4260874,-3.5073333,-0.6515263,-0.6073371,-0.0441892
66,-1.2255163,-1.2549229,"('inactive', 'active')",-2.068859,-2.2103095,-1.7970864,-1.9472258,-0.380807,-0.63442326,-1.3680671,-1.5117204,0.1436533
28,-1.1959418,-1.26495,"('disloyal', 'loyal')",1.056305,0.99373895,-0.20140938,-0.3496724,1.8389853,1.6410365,0.3744848,0.2550383,0.1194465
23,-1.191226,-0.9776227,"('insincere', 'sincere')",1.2784266,1.3314528,0.37927064,0.60355806,6.1149383,6.070396,1.6453524,1.7569461,-0.1115937
31,-1.172287,-1.2151637,"('evil', 'good')",-2.8144972,-2.7750309,-1.7438611,-1.8229895,-1.5475372,-1.7921247,-1.8195456,-1.9013271,0.0817815
63,-1.1691071,-0.87415564,"('unperceptive', 'insightful')",0.7277696,0.8406368,0.13922913,0.2600453,0.74285823,0.69575065,0.1101875,0.2305693,-0.1203818
