,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
16,-2.2774074,-2.199154,"('unpopular', 'popular')",0.13580851,-0.039289996,-0.15911324,-0.3645344,-0.766904,-0.8676594,0.1007554
36,-1.6446044,-1.7955128,"('hostile', 'amicable')",-0.7074105,-0.82670254,-0.59618455,-0.7350092,-0.9827332,-1.1190748,0.1363416
39,1.5464841,1.563488,"('exploitative', 'cooperative')",0.3216401,0.383689,-0.08126514,0.01185379,0.5956197,0.6530102,-0.0573905
31,-1.5004126,-1.501676,"('evil', 'good')",-0.8107194,-0.77024436,-1.6548828,-1.7014687,-1.322005,-1.324463,0.002458
73,1.4647567,1.5308173,"('helpless', 'self-reliant')",1.0240619,1.0099155,-3.8430629,-3.7250376,-0.4514147,-0.3947682,-0.0566465
24,1.4283466,1.5119818,"('dishonest', 'honest')",-0.33628327,-0.22222829,0.5954726,0.5479004,0.562512,0.6125513,-0.0500393
42,1.2703499,1.2814064,"('unreliable', 'reliable')",1.373945,1.4238634,-2.3460286,-2.2594264,0.0994221,0.1486145,-0.0491924
78,-1.2009037,-1.2744964,"('nonresilient', 'resilient')",1.0427299,0.7734045,0.40544733,0.45439625,0.0824245,-0.0155652,0.0979897
76,1.1954309,1.1931504,"('anxious', 'daring')",1.4726025,1.2869103,1.1379791,1.1476703,1.2686709,1.2092436,0.0594273
52,-1.0905478,-1.0148258,"('irrational', 'rational')",-0.2930609,-0.31401643,-1.1279948,-1.2856079,-0.8372011,-0.8714834,0.0342823
29,-1.0856526,-0.9394233,"('unfair', 'fair')",-0.20407902,-0.15893728,-0.5343619,-0.64717364,-0.6080312,-0.5818447,-0.0261865
70,1.0718923,1.0933994,"('lethargic', 'energetic')",0.8758817,0.8954598,1.2908621,1.1903586,1.0795453,1.0597393,0.019806
81,1.0532129,1.0836301,"('submissive', 'aggressive')",1.6292728,1.6466264,0.5032586,0.5174962,1.0619148,1.0825842,-0.0206694
47,-1.0480151,-0.9843616,"('stupid', 'smart')",0.5335276,0.54536754,6.27693,6.180127,1.9208142,1.9137111,0.0071031
43,1.0173845,1.2379841,"('irresponsible', 'responsible')",0.93611705,1.08824,1.1771954,1.2487864,1.0435657,1.1916702,-0.1481045
