,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
51,0.997422,0.8403446,"('uneducated', 'educated')",0.5202118,0.5094869,0.6858358,0.6262654,0.7344898,0.658699,0.0757908
48,0.963502,0.8844038,"('unintelligent', 'intelligent')",0.21257411,0.18002701,0.80731267,0.7967646,0.6611296,0.6203985,0.0407311
53,-0.9461789,-0.9053899,"('uncreative', 'creative')",0.86359537,0.71245754,0.6847057,0.8017766,0.2007074,0.2029481,-0.0022407
82,-0.9095085,-0.562399,"('poor', 'rich')",0.20084047,0.35247415,6.521575,6.5731807,1.9376356,2.1210853,-0.1834497
1,-0.9047081,-0.61103183,"('unfriendly', 'friendly')",0.16831549,0.1441266,1.0736916,1.0611975,0.112433,0.1980974,-0.0856644
56,0.89990026,1.3052386,"('impractical', 'practical')",1.3324511,1.6418283,0.9062049,1.2307975,1.0461854,1.3926214,-0.346436
12,0.8960252,0.90152025,"('unsupportive', 'supportive')",1.5470306,1.5958849,-1.7916703,-1.7420228,0.2171284,0.2517941,-0.0346657
64,0.82072395,0.80280393,"('shy', 'confident')",0.73379683,0.94355005,-5.812516,-5.5877213,-1.4193319,-1.2804557,-0.1388762
80,0.7956131,0.46853423,"('dominated', 'dominating')",0.15463725,-0.06322833,0.55226815,0.3326292,0.5008395,0.2459784,0.2548611
40,0.7709292,0.6440629,"('stingy', 'generous')",1.1298281,0.8993641,-2.133541,-2.2550304,-0.0775946,-0.2372011,0.1596065
74,0.75539434,0.65000606,"('undedicated', 'dedicated')",1.1194835,1.1488839,0.47908545,0.40427572,0.7846545,0.7343886,0.0502659
60,0.7375385,1.0203353,"('inefficient', 'efficient')",1.0823746,1.3220448,1.1992011,1.4220592,1.0063714,1.254813,-0.2484416
88,0.7102515,0.59265614,"('low', 'eminent')",-0.25945494,-0.15311892,0.050470885,-0.028401494,0.1670891,0.1370452,0.0300439
5,-0.6899685,-0.46746266,"('distant', 'outgoing')",0.67276067,0.7977452,-0.98506707,-0.8822985,-0.3340917,-0.1840053,-0.1500864
77,-0.67428327,-0.84943163,"('unmotivated', 'motivated')",1.5852163,1.5672005,-0.54683894,-0.46952114,0.1213647,0.0827493,0.0386154
66,0.671826,0.36962265,"('inactive', 'active')",1.6911569,1.4628587,1.0158294,0.6392987,1.1262708,0.8239267,0.3023441
18,0.67172056,0.6440775,"('disagreeable', 'welcoming')",0.31896904,0.27841172,-1.2331045,-1.3907255,-0.0808049,-0.1560788,0.0752739
25,-0.6712458,-0.82219297,"('egoistic', 'altruistic')",-0.22119436,-0.41852126,0.45124722,0.38520873,-0.1470643,-0.2851685,0.1381042
10,0.6347508,0.46979678,"('unsympathetic', 'sympathetic')",0.100729786,-0.0023272224,1.0268192,0.96163297,0.5874333,0.4763675,0.1110658
4,-0.6324277,-0.64602864,"('disliked', 'liked')",-0.08189975,-0.105200395,-6.408843,-6.179091,-2.3743901,-2.3101066,-0.0642835
0,-0.62422305,-0.519218,"('unsociable', 'sociable')",0.42142606,0.4591222,-0.0997527,-0.21860904,-0.1008499,-0.0929016,-0.0079483
72,0.61931956,0.689655,"('unambitious', 'ambitious')",1.0036445,1.1526647,0.066518925,0.3698463,0.563161,0.7373887,-0.1742277
35,-0.6140863,-0.62622726,"('corrupt', 'incorrupt')",-1.2621474,-1.2516266,-1.3374013,-1.3249606,-1.0712117,-1.0676049,-0.0036068
21,0.6116243,0.43618363,"('immoral', 'moral')",0.3567646,0.20880783,-0.3272491,-0.4642334,0.2137133,0.0602527,0.1534606
2,0.59751904,0.4749408,"('unlikable', 'likable')",2.4823787,2.4818788,0.39967114,0.3005404,1.1598563,1.0857867,0.0740696
65,0.59063506,0.7143063,"('insecure', 'secure')",0.2851409,0.42518649,1.2671233,1.5113652,0.7142998,0.8836193,-0.1693195
49,-0.58119667,-0.6303947,"('unable', 'able')",-0.2340853,-0.05001586,0.21198493,0.28183138,-0.201099,-0.1328597,-0.0682393
11,0.5714375,0.7638556,"('unhelpful', 'helpful')",0.62402165,0.7853025,2.1951945,2.2826066,1.1302179,1.2772549,-0.147037
28,0.53729594,0.6681249,"('disloyal', 'loyal')",-0.054120038,-0.0006935522,1.3869942,1.4481604,0.62339,0.7051973,-0.0818073
8,-0.535951,-0.430758,"('unaffectionate', 'affectionate')",-0.6679441,-0.6902268,-0.26324767,-0.32663947,-0.4890476,-0.4825414,-0.0065062
67,0.5287889,0.77586615,"('doubtful', 'determined')",-0.11734742,-0.023827821,-0.589489,-0.6943971,-0.0593492,0.0192138,-0.078563
17,-0.5222282,-0.32794985,"('nasty', 'nice')",0.16393721,0.295053,-0.7233724,-0.66886824,-0.3605545,-0.2339217,-0.1266328
6,-0.51657236,-0.37571284,"('distant', 'open')",0.110485375,0.2590708,-0.473728,-0.42247978,-0.2932717,-0.1797073,-0.1135644
84,0.5126899,0.62555087,"('inferior', 'superior')",0.4302544,0.5676525,0.40203202,0.45674968,0.4483254,0.5499844,-0.101659
59,-0.5043519,-0.32093146,"('foolish', 'wise')",0.3045626,0.42339835,-0.35234028,-0.26501602,-0.1840432,-0.054183,-0.1298602
45,-0.48117483,-0.27256745,"('incompetent', 'competent')",-0.00091919303,0.22519988,1.0549282,0.9838423,0.1909447,0.3121582,-0.1212135
26,0.4802755,0.41401207,"('hardhearted', 'benevolent')",1.5023252,1.4456028,1.492299,1.4297407,1.1582999,1.0964518,0.0618481
63,0.46584672,0.5222616,"('unperceptive', 'insightful')",1.133805,1.1638272,1.3866365,1.5044012,0.9954294,1.0634967,-0.0680673
20,0.46387434,0.2170034,"('rough', 'thoughtful')",1.0193563,0.88385427,1.1801823,1.0561295,0.8878043,0.7189957,0.1688086
3,-0.46084863,-0.48822063,"('repellent', 'pleasant')",0.2888834,0.18495283,0.7143313,0.58706754,0.1807887,0.0945999,0.0861888
34,-0.45906442,-0.53138006,"('mean', 'honorable')",0.52508026,0.4409339,5.8622975,5.7984014,1.9761044,1.9026518,0.0734526
7,0.4548426,0.3893643,"('insensitive', 'sensitive')",0.36020815,0.45893884,0.7318483,0.5666463,0.515633,0.4716498,0.0439832
79,0.4364457,0.32864746,"('wavering', 'unwavering')",0.1158268,0.19901618,-0.5172452,-0.45570424,0.0116758,0.0239865,-0.0123107
58,0.42686486,0.021380017,"('undiscriminating', 'discriminating')",1.5648906,1.278707,0.77554476,0.54829806,0.9224334,0.6161284,0.306305
62,0.41154802,0.7110522,"('incompetent', 'brilliant')",1.2799625,1.4401104,0.93359554,1.1299719,0.8750354,1.0937115,-0.2186761
13,-0.38746542,0.094622694,"('impolite', 'polite')",0.0099622235,0.34405896,0.31724927,0.5149129,-0.0200846,0.3178649,-0.3379495
38,0.37317958,0.54774636,"('untruthful', 'truthful')",0.71652305,0.83422375,0.38875213,0.6147705,0.4928182,0.6655802,-0.172762
32,-0.36986855,-0.20156068,"('unkind', 'kind')",0.16319452,0.4155847,0.9275294,1.1371921,0.2402851,0.4504054,-0.2101203
85,-0.3427075,-0.5743727,"('insignificant', 'prestigious')",1.0349625,0.6601338,-1.3543303,-1.5322161,-0.2206918,-0.4821517,0.2614599
27,0.3158656,0.058305718,"('hardhearted', 'softhearted')",0.26754472,0.22599378,0.6239201,0.28180534,0.4024435,0.1887016,0.2137419
75,-0.31082454,-0.12162103,"('meek', 'impulsive')",0.43824738,0.42937765,-1.1380159,-1.1024834,-0.3368644,-0.2649089,-0.0719555
30,0.30487406,0.51708114,"('intolerant', 'tolerant')",0.7920065,1.0046338,1.1100035,1.2551414,0.735628,0.9256188,-0.1899908
41,-0.28985342,-0.15800235,"('unforgiving', 'forgiving')",0.49130037,0.5402892,-0.018113099,-0.12887585,0.0611113,0.0844703,-0.023359
9,0.2509153,0.43413487,"('unaffectionate', 'caring')",0.5239907,0.6305663,0.30030033,0.2844134,0.3584021,0.4497049,-0.0913028
71,0.23990004,0.22173326,"('diffident', 'self-confident')",1.0838822,1.149426,-0.12636425,-0.18361965,0.3991393,0.3958465,0.0032928
83,0.23802167,0.11680618,"('powerless', 'powerful')",1.9038513,1.7465056,-0.6146027,-0.7095703,0.5090901,0.3845805,0.1245096
23,0.20596024,0.33185437,"('insincere', 'sincere')",0.7513969,0.9906834,5.972134,5.9505463,2.3098303,2.4243614,-0.1145311
61,0.20261788,0.19301203,"('illogical', 'logical')",1.1132871,1.2204303,0.6104517,0.5195484,0.6421189,0.6443302,-0.0022113
87,0.20136572,0.008600313,"('unsuccessful', 'successful')",1.67964,1.6009978,1.2896383,1.117913,1.0568813,0.9091704,0.1477109
15,0.20015995,0.44358358,"('boring', 'funny')",-0.00031235814,0.24886775,0.13193771,0.1284782,0.1105951,0.2736432,-0.1630481
19,-0.1982902,-0.09379198,"('inhospitable', 'hospitable')",-0.9291778,-0.6782336,-1.114654,-1.0585111,-0.747374,-0.6101789,-0.1371951
22,-0.1922006,-0.12420481,"('untrustworthy', 'trustworthy')",-0.5198979,-0.44850785,-0.3056451,-0.34966132,-0.3392479,-0.307458,-0.0317899
69,-0.1803701,-0.4618438,"('lazy', 'industrious')",1.2594571,1.3192009,-1.0918791,-1.0762925,-0.004264,-0.0729785,0.0687145
46,0.18001936,0.07487648,"('uncompetitive', 'competitive')",1.2515888,1.0622061,0.34045064,0.3574591,0.5906863,0.4981805,0.0925058
68,0.15941848,0.0041629393,"('dependent', 'independent')",-1.4725608,-1.4017373,-0.69420433,-0.7682882,-0.6691155,-0.7219542,0.0528387
55,0.15883882,0.051152997,"('incompetent', 'clever')",0.38586465,0.2758326,1.6183727,1.41486,0.7210254,0.5806152,0.1404102
50,0.12850071,0.06433724,"('clumsy', 'skillful')",0.66982996,0.7463969,-0.25007862,-0.30657828,0.1827507,0.168052,0.0146987
57,-0.1133522,-0.16945933,"('unimaginative', 'imaginative')",1.0926433,0.93821704,-1.4955665,-1.3208145,-0.1720918,-0.1840189,0.0119271
14,0.10195849,0.16392869,"('antisocial', 'social')",1.3493739,1.5127106,0.12731528,0.06959838,0.5262159,0.5820793,-0.0558634
37,-0.09556517,-0.17142135,"('fake', 'genuine')",-1.5485779,-1.5668745,0.18488267,0.01348942,-0.4864202,-0.5749355,0.0885153
33,0.056033876,0.09939634,"('wrong', 'right')",0.95794547,0.92085916,-1.0117908,-1.060992,0.0007295,-0.0135789,0.0143084
44,0.04972188,-0.080642775,"('prejudiced', 'unprejudiced')",-0.4634332,-0.4245218,-1.3972149,-1.5415087,-0.6036421,-0.6822244,0.0785823
86,0.015274435,0.022625543,"('uninfluential', 'influential')",-0.18178247,-0.27168754,0.4891711,0.39889643,0.1075544,0.0499448,0.0576096
54,-0.0151648335,-0.14248067,"('incapable', 'capable')",1.0038209,1.1450571,0.53431255,0.5024343,0.5076562,0.5016702,0.005986
