,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.1086946,-2.3050895,"('uninfluential', 'influential')",-0.3782457,-0.7780343,-1.2434702,-1.5415618,0.2980916
10,-1.9968783,-2.5563545,"('unsympathetic', 'sympathetic')",-0.7569577,-1.0719925,-1.376918,-1.8141735,0.4372555
53,-1.8842076,-1.4639823,"('uncreative', 'creative')",0.53924114,0.6356918,-0.6724832,-0.4141453,-0.2583379
1,-1.832589,-1.7254465,"('unfriendly', 'friendly')",2.1073272,1.8250155,0.1373691,0.0497845,0.0875846
9,-1.8237374,-1.7788608,"('unaffectionate', 'caring')",1.3514748,1.3020012,-0.2361313,-0.2384298,0.0022985
36,-1.7064979,-1.3621387,"('hostile', 'amicable')",0.39168063,0.16267757,-0.6574087,-0.5997306,-0.0576781
8,-1.3917202,-1.2072223,"('unaffectionate', 'affectionate')",1.3091509,1.2279049,-0.0412846,0.0103413,-0.0516259
24,-1.3400002,-1.7873693,"('dishonest', 'honest')",0.5250661,0.36467955,-0.407467,-0.7113448,0.3038778
28,-1.2472208,-1.4020392,"('disloyal', 'loyal')",0.8733477,0.6154963,-0.1869365,-0.3932714,0.2063349
72,-1.2123572,-0.85750985,"('unambitious', 'ambitious')",-0.710419,-0.45431766,-0.9613881,-0.6559138,-0.3054743
54,-1.2046379,-0.7080021,"('incapable', 'capable')",1.2987902,1.6234531,0.0470762,0.4577255,-0.4106493
57,-1.1801759,-1.2733585,"('unimaginative', 'imaginative')",-2.7221537,-2.7062316,-1.9511647,-1.989795,0.0386303
38,-1.1745108,-1.2121383,"('untruthful', 'truthful')",-0.10467996,0.009203345,-0.6395954,-0.6014675,-0.0381279
25,-1.1397163,-0.9542631,"('egoistic', 'altruistic')",1.6292225,1.5498666,0.2447531,0.2978017,-0.0530486
13,-1.1070217,-1.326329,"('impolite', 'polite')",-0.80960035,-0.78560364,-0.958311,-1.0559664,0.0976554
44,1.0380377,1.0025743,"('prejudiced', 'unprejudiced')",-1.440706,-1.2916385,-0.2013342,-0.1445321,-0.0568021
79,-1.0224706,-0.8112583,"('wavering', 'unwavering')",0.17590596,0.16552813,-0.4232823,-0.3228651,-0.1004172
66,-0.9818451,-0.92284596,"('inactive', 'active')",0.7114724,0.41212767,-0.1351863,-0.2553591,0.1201728
31,-0.9716734,-0.8095737,"('evil', 'good')",-0.52210605,-0.73182815,-0.7468897,-0.7707009,0.0238112
45,-0.9486827,-1.1585793,"('incompetent', 'competent')",-0.45582673,-0.5529774,-0.7022547,-0.8557783,0.1535236
73,0.9422796,1.2022257,"('helpless', 'self-reliant')",-2.6841333,-2.3684666,-0.8709269,-0.5831205,-0.2878064
48,-0.9087535,-1.141616,"('unintelligent', 'intelligent')",0.37087175,0.39811957,-0.2689409,-0.3717482,0.1028073
0,-0.90813106,-1.2846665,"('unsociable', 'sociable')",-0.63670313,-0.9540874,-0.7724171,-1.1193769,0.3469598
61,-0.89360476,-1.0627285,"('illogical', 'logical')",-0.05867595,-0.20939669,-0.4761404,-0.6360626,0.1599222
7,-0.83081234,-0.90603787,"('insensitive', 'sensitive')",0.7445872,0.61892027,-0.0431126,-0.1435588,0.1004462
6,-0.8288674,-0.36222848,"('distant', 'open')",0.56522876,0.5750636,-0.1318193,0.1064176,-0.2382369
51,-0.636052,-0.58489263,"('uneducated', 'educated')",0.25073066,0.08075642,-0.1926607,-0.2520681,0.0594074
77,-0.629257,-0.628387,"('unmotivated', 'motivated')",-1.3809383,-1.1285063,-1.0050976,-0.8784466,-0.126651
80,0.6234501,0.14372005,"('dominated', 'dominating')",-1.3927324,-1.6267024,-0.3846411,-0.7414912,0.3568501
12,-0.6023218,-0.68320036,"('unsupportive', 'supportive')",-1.852681,-1.6864831,-1.2275014,-1.1848418,-0.0426596
35,-0.58275425,-0.2358498,"('corrupt', 'incorrupt')",0.1926792,0.05073062,-0.1950375,-0.0925596,-0.1024779
23,-0.56315064,-0.8795985,"('insincere', 'sincere')",6.004145,5.784522,2.7204971,2.4524617,0.2680354
87,0.54337806,0.5376759,"('unsuccessful', 'successful')",0.78549075,0.9431757,0.6644344,0.7404258,-0.0759914
65,-0.5367619,-0.694811,"('insecure', 'secure')",-0.84783685,-0.51259637,-0.6922994,-0.6037037,-0.0885957
71,-0.53612876,-0.5695513,"('diffident', 'self-confident')",0.51640695,0.55288196,-0.0098609,-0.0083347,-0.0015262
68,-0.533101,-0.32774842,"('dependent', 'independent')",-0.7760119,-0.55326146,-0.6545565,-0.4405049,-0.2140516
39,0.52339864,0.384202,"('exploitative', 'cooperative')",0.21217938,0.37746593,0.367789,0.380834,-0.013045
32,-0.5171785,-0.82096654,"('unkind', 'kind')",0.6462853,0.4050755,0.0645534,-0.2079455,0.2724989
18,-0.512822,-0.4205232,"('disagreeable', 'welcoming')",-0.23610981,-0.18857692,-0.3744659,-0.3045501,-0.0699158
33,-0.51252455,-0.31598312,"('wrong', 'right')",-0.41331938,-0.27599752,-0.462922,-0.2959903,-0.1669317
74,-0.51030284,-0.5234037,"('undedicated', 'dedicated')",-0.065727964,-0.19592838,-0.2880154,-0.359666,0.0716506
43,-0.5063184,-0.7938383,"('irresponsible', 'responsible')",0.4533158,0.47898498,-0.0265013,-0.1574267,0.1309254
34,-0.5053148,-0.3809156,"('mean', 'honorable')",6.010371,6.0468087,2.7525282,2.8329465,-0.0804183
19,-0.47852954,-0.16219789,"('inhospitable', 'hospitable')",0.068577975,0.19312842,-0.2049758,0.0154653,-0.2204411
22,-0.45888,-0.5190508,"('untrustworthy', 'trustworthy')",-1.0861579,-0.94628394,-0.772519,-0.7326673,-0.0398517
3,-0.43900084,-0.54707366,"('repellent', 'pleasant')",0.14808162,0.053815022,-0.1454596,-0.2466293,0.1011697
41,-0.4346542,-0.7505343,"('unforgiving', 'forgiving')",-0.06641413,-0.28379005,-0.2505342,-0.5171622,0.266628
84,0.42913944,0.5736888,"('inferior', 'superior')",1.0293715,1.1831759,0.7292554,0.8784324,-0.149177
82,-0.4235077,-0.0993167,"('poor', 'rich')",6.281507,6.453213,2.9289997,3.1769483,-0.2479486
27,-0.41918734,-0.5414079,"('hardhearted', 'softhearted')",1.554769,1.2479722,0.5677909,0.3532822,0.2145087
5,-0.40039277,0.0566885,"('distant', 'outgoing')",0.062691465,0.2658506,-0.1688507,0.1612695,-0.3301202
69,0.39363903,0.6494093,"('lazy', 'industrious')",-0.40028667,-0.39641553,-0.0033238,0.1264969,-0.1298207
70,-0.37761173,-0.6367551,"('lethargic', 'energetic')",0.3880095,0.44217968,0.0051989,-0.0972877,0.1024866
16,-0.35918915,0.1294068,"('unpopular', 'popular')",0.21193492,0.4393958,-0.0736271,0.2844013,-0.3580284
40,-0.35311794,-0.44167396,"('stingy', 'generous')",-1.664251,-1.8342355,-1.0086844,-1.1379547,0.1292703
50,0.3521492,0.6007948,"('clumsy', 'skillful')",0.30524707,0.4008508,0.3286981,0.5008228,-0.1721247
26,-0.3421042,-0.49454316,"('hardhearted', 'benevolent')",1.8735181,1.6159064,0.765707,0.5606816,0.2050254
78,-0.3420096,-0.26756975,"('nonresilient', 'resilient')",0.15820344,0.24854583,-0.0919031,-0.009512,-0.0823911
88,-0.33167553,-0.5329437,"('low', 'eminent')",0.56734437,0.3094086,0.1178344,-0.1117676,0.229602
14,0.3287149,-0.05108024,"('antisocial', 'social')",-0.6927942,-0.8330186,-0.1820396,-0.4420494,0.2600098
15,0.32633093,0.23816323,"('boring', 'funny')",0.5930949,0.64395714,0.4597129,0.4410602,0.0186527
17,-0.3257212,-0.48454162,"('nasty', 'nice')",-0.57330775,-0.6722583,-0.4495145,-0.5784,0.1288855
58,-0.3213013,-0.1403665,"('undiscriminating', 'discriminating')",0.18810016,-0.04331479,-0.0666006,-0.0918406,0.02524
46,-0.30427474,-0.479063,"('uncompetitive', 'competitive')",-1.0987968,-1.0295277,-0.7015358,-0.7542953,0.0527595
67,0.2815631,0.30314457,"('doubtful', 'determined')",-0.7270815,-0.41785267,-0.2227592,-0.057354,-0.1654052
42,0.25326788,0.32869005,"('unreliable', 'reliable')",-3.3859172,-3.0997512,-1.5663247,-1.3855306,-0.1807941
63,-0.243823,-0.43516207,"('unperceptive', 'insightful')",0.83543664,0.9438076,0.2958068,0.2543228,0.041484
21,-0.23773384,-0.5465802,"('immoral', 'moral')",-0.9546751,-0.9176723,-0.5962045,-0.7321262,0.1359217
56,0.23429546,0.18480627,"('impractical', 'practical')",-0.6477376,-0.3428993,-0.2067211,-0.0790465,-0.1276746
4,-0.21940033,-0.05994923,"('disliked', 'liked')",-6.602599,-6.408001,-3.4109998,-3.2339752,-0.1770246
76,0.18204576,0.1393438,"('anxious', 'daring')",-0.20068264,-0.027278185,-0.0093184,0.0560328,-0.0653512
75,0.18168817,0.5717396,"('meek', 'impulsive')",-0.21103533,0.03052278,-0.0146736,0.3011312,-0.3158048
59,-0.17833269,-0.037538633,"('foolish', 'wise')",0.5584859,0.76528394,0.1900766,0.3638726,-0.173796
52,-0.15883195,-0.008736255,"('irrational', 'rational')",0.40385246,0.34057674,0.1225103,0.1659202,-0.0434099
83,-0.1563296,-0.02862402,"('powerless', 'powerful')",-1.1341615,-1.2120826,-0.6452456,-0.6203533,-0.0248923
37,-0.15231577,-0.28705537,"('fake', 'genuine')",0.5332219,0.23132823,0.1904531,-0.0278636,0.2183167
60,0.14242211,-0.09613186,"('inefficient', 'efficient')",-0.46829495,-0.24095437,-0.1629364,-0.1685431,0.0056067
2,0.13800336,0.22863846,"('unlikable', 'likable')",0.22609395,0.35441777,0.1820486,0.2915281,-0.1094795
85,0.13103896,0.46351323,"('insignificant', 'prestigious')",1.0902501,0.869017,0.6106446,0.6662651,-0.0556205
64,0.121575564,-0.04191694,"('shy', 'confident')",-7.251953,-6.8554144,-3.5651889,-3.4486656,-0.1165233
30,0.11804588,-0.20802271,"('intolerant', 'tolerant')",0.9607711,0.96477693,0.5394085,0.3783771,0.1610314
20,0.111770056,0.12849204,"('rough', 'thoughtful')",0.9258547,0.8010374,0.5188124,0.4647647,0.0540477
47,-0.0937266,-0.07639974,"('stupid', 'smart')",5.6481733,5.6618166,2.7772233,2.7927084,-0.0154851
62,0.09124902,0.20062321,"('incompetent', 'brilliant')",-0.06572245,0.41560176,0.0127633,0.3081125,-0.2953492
29,-0.09040423,0.18003818,"('unfair', 'fair')",-0.56470287,-0.5759798,-0.3275535,-0.1979708,-0.1295827
49,-0.06842725,0.28563887,"('unable', 'able')",-0.043432917,0.46754694,-0.0559301,0.3765929,-0.432523
11,0.06768315,-0.2632327,"('unhelpful', 'helpful')",1.6284002,1.5993086,0.8480417,0.668038,0.1800037
55,-0.049364492,-0.25827616,"('incompetent', 'clever')",-0.3483549,-0.38578323,-0.1988597,-0.3220297,0.12317
81,0.025074786,-0.42820746,"('submissive', 'aggressive')",-1.034285,-1.1032206,-0.5046051,-0.765714,0.2611089
