,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
31,-3.0628786,-2.8759692,"('evil', 'good')",-0.8864057,-0.69529295,-1.103884,-0.987218,-1.6843894,-1.5194934,-0.164896
60,2.4639828,2.7435098,"('inefficient', 'efficient')",-0.34615827,0.08081827,0.080630325,0.23639016,0.7328183,1.0202394,-0.2874211
52,-2.205473,-2.1242604,"('irrational', 'rational')",-1.2954618,-1.3607525,0.078383714,0.08757897,-1.1408503,-1.132478,-0.0083723
13,2.166991,2.5442889,"('impolite', 'polite')",0.099307984,0.47595444,-0.6217996,-0.5782182,0.5481665,0.8140084,-0.2658419
55,1.9649085,2.270227,"('incompetent', 'clever')",-0.45780462,-0.17964321,-0.2082162,-0.095978536,0.4329626,0.6648684,-0.2319058
16,-1.8552909,-1.8266606,"('unpopular', 'popular')",-0.60085785,-0.6835444,0.21274906,0.19206247,-0.7477999,-0.7727142,0.0249143
85,-1.6614408,-1.8025855,"('insignificant', 'prestigious')",-0.16779907,-0.3145573,-0.12692025,-0.22146678,-0.6520534,-0.7795365,0.1274831
39,1.6358596,1.4338967,"('exploitative', 'cooperative')",0.39587963,0.449137,0.2987545,0.39563796,0.7768312,0.7595572,0.017274
75,-1.6207069,-1.6251394,"('meek', 'impulsive')",1.6018347,1.4957862,-0.6037257,-0.6118312,-0.2075326,-0.2470615,0.0395289
56,1.6154053,1.8691957,"('impractical', 'practical')",0.021549098,0.3262328,-0.5408831,-0.466462,0.3653571,0.5763221,-0.210965
35,-1.6106721,-1.8065192,"('corrupt', 'incorrupt')",1.1118364,0.96183765,-0.59559107,-0.46948698,-0.3648089,-0.4380562,0.0732473
62,1.5569752,1.9703493,"('incompetent', 'brilliant')",-0.012521528,0.42260903,0.4302178,0.6367924,0.6582239,1.0099169,-0.351693
81,1.5552852,1.8907856,"('submissive', 'aggressive')",-0.011085125,0.123596966,-0.64136434,-0.62178904,0.3009452,0.4641979,-0.1632527
79,-1.5474672,-1.7273844,"('wavering', 'unwavering')",-0.29522756,-0.42928883,-0.3200199,-0.40869877,-0.7209049,-0.855124,0.1342191
46,1.4794518,1.5507207,"('uncompetitive', 'competitive')",-0.55464077,-0.16141456,-0.70248365,-0.7620842,0.0741091,0.209074,-0.1349649
40,-1.3367589,-1.0642161,"('stingy', 'generous')",-0.4348239,-0.10439716,-1.8048228,-1.7434611,-1.1921352,-0.9706915,-0.2214437
80,1.3094181,1.3243033,"('dominated', 'dominating')",0.08826621,0.21619439,-0.9979242,-0.90629804,0.1332534,0.2113999,-0.0781465
29,-1.2976204,-1.4065276,"('unfair', 'fair')",-0.1681102,-0.21766248,-0.5581986,-0.6377276,-0.674643,-0.7539725,0.0793295
17,-1.2939429,-0.96701133,"('nasty', 'nice')",-0.6088599,-0.30096003,-0.82997566,-0.5623399,-0.9109262,-0.6101038,-0.3008224
4,-1.2807359,-1.0976769,"('disliked', 'liked')",-0.19573362,0.066872455,-6.191052,-6.1615677,-2.5558405,-2.3974574,-0.1583831
69,-1.2637635,-1.643686,"('lazy', 'industrious')",1.8095003,1.3945234,-0.23726901,-0.24547724,0.1028226,-0.16488,0.2677026
67,1.2525605,1.1295236,"('doubtful', 'determined')",1.4930896,1.2509949,-0.4292512,-0.50120354,0.772133,0.6264383,0.1456947
