,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
85,-2.5456185,-3.1580877,"('insignificant', 'prestigious')",1.8308742,1.4052551,1.7078243,1.1975361,0.5094536,0.25418234,0.67696804,0.19416656,0.4359004,-0.0213895,0.4572899
79,-2.2263162,-2.4690013,"('wavering', 'unwavering')",2.1435466,2.072281,0.34622407,0.16991365,-0.7189947,-0.73124653,-0.1682124,-0.19221605,-0.1247505,-0.2300539,0.1053034
80,2.0603766,2.154431,"('dominated', 'dominating')",-0.6329863,-0.4773113,-0.572058,-0.72777057,-0.0028628,-0.2926545,-1.4375442,-1.4677788,-0.1170149,-0.1622168,0.0452019
16,-2.0256238,-2.129373,"('unpopular', 'popular')",-0.088469386,-0.1164211,-0.57981324,-0.73874044,-0.8013462,-0.8770314,0.04425039,-0.029628716,-0.6902004,-0.778239,0.0880386
4,-2.018333,-1.8567389,"('disliked', 'liked')",0.57895774,0.6839052,-0.37876657,-0.21938509,-1.76761,-1.3986288,-6.8577933,-7.142578,-2.0887089,-1.9866852,-0.1020237
31,-1.9476593,-2.1743915,"('evil', 'good')",1.5350918,1.292897,0.12309257,0.13475744,-1.1867738,-1.1626607,-0.8532726,-1.3064384,-0.4659043,-0.6431673,0.177263
37,1.681874,1.4986893,"('fake', 'genuine')",0.648275,0.642281,0.7540711,0.69709235,-0.50689495,-0.30729035,0.37602952,0.36455363,0.590671,0.5790652,0.0116058
55,1.5400492,1.7759099,"('incompetent', 'clever')",-2.7043803,-2.8363495,-1.3334391,-0.89955086,0.37132105,0.76363134,0.0155572705,-0.012034051,-0.4221784,-0.2416786,-0.1804998
8,-1.5089206,-1.8238502,"('unaffectionate', 'affectionate')",-0.54601127,-1.0088788,0.35011956,0.23441459,0.3835636,0.4007987,0.7381174,0.58956677,-0.1166263,-0.3215898,0.2049635
6,-1.4976584,-1.3802637,"('distant', 'open')",1.5758396,1.9187384,0.47180554,0.56428313,-0.47651535,-0.47341752,0.40781888,0.38391095,0.0962581,0.2026503,-0.1063922
52,-1.3701041,-1.9147499,"('irrational', 'rational')",0.5954005,0.5053715,1.2806116,0.8021738,-0.11661706,-0.3762303,0.24360776,-0.22363655,0.1265798,-0.2414143,0.3679941
50,-1.359213,-1.6318836,"('clumsy', 'skillful')",1.4266282,1.3352914,0.21156783,-0.2048127,-0.48131052,-0.75797564,0.1776667,0.1383777,-0.0049322,-0.2242006,0.2192684
74,1.3586522,1.4180342,"('undedicated', 'dedicated')",-0.17328526,-0.13399826,-0.64153296,-0.5655952,0.22102942,0.3949766,0.2184614,0.023734853,0.196665,0.2274304,-0.0307654
46,1.280345,1.6428375,"('uncompetitive', 'competitive')",-1.815265,-1.500954,-2.513727,-2.3992016,0.110217564,0.0807348,-0.80466944,-0.7869279,-0.7486197,-0.5927022,-0.1559175
