,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
57,-0.50636125,-0.48361635,"('unimaginative', 'imaginative')",0.20171335,0.32204482,-2.1403165,-2.263819,-0.8149881,-0.8084635,-0.0065246
74,-0.48788574,-0.4250467,"('undedicated', 'dedicated')",-0.4935675,-0.3544,0.26544467,0.20627132,-0.2386695,-0.1910585,-0.047611
83,0.47448716,0.6631777,"('powerless', 'powerful')",0.13847485,0.3226984,-1.0272824,-0.8969403,-0.1381068,0.0296453,-0.1677521
78,0.46950024,0.2910876,"('nonresilient', 'resilient')",1.6850736,1.6718047,0.63361675,0.5095086,0.9293969,0.8241336,0.1052633
27,0.4636892,0.33116943,"('hardhearted', 'softhearted')",0.3973253,0.3009606,1.5630044,1.4496449,0.8080063,0.693925,0.1140813
61,0.4062949,0.42621619,"('illogical', 'logical')",0.24898359,0.13551906,0.14465046,0.102656275,0.266643,0.2214638,0.0451792
16,0.37966397,0.17644739,"('unpopular', 'popular')",0.41312975,0.26637092,0.4540739,0.32032222,0.4156226,0.2543802,0.1612424
58,0.3741649,0.2218753,"('undiscriminating', 'discriminating')",0.7072173,0.5277663,0.17080148,0.035176408,0.4173946,0.261606,0.1557886
67,0.3398008,0.4853574,"('doubtful', 'determined')",0.32377797,0.3722528,-0.894088,-0.8232784,-0.0768364,0.0114439,-0.0882803
30,-0.3216806,-0.050611928,"('intolerant', 'tolerant')",0.952213,1.0399852,0.6831138,0.8232213,0.4378821,0.6041982,-0.1663161
66,0.27478474,-0.0054711327,"('inactive', 'active')",-0.08385,-0.30256715,1.3507651,1.0846498,0.5139,0.2588705,0.2550295
7,-0.26541486,-0.24025416,"('insensitive', 'sensitive')",-0.058272164,0.043332826,0.50722617,0.5280475,0.0611797,0.1103754,-0.0491957
68,0.26106042,0.27556714,"('dependent', 'independent')",0.239556,0.10208048,-0.38221356,-0.58735853,0.0394676,-0.0699036,0.1093712
79,0.26037902,-0.017356608,"('wavering', 'unwavering')",-0.8784639,-1.0646812,0.026373519,-0.0762675,-0.1972371,-0.3861018,0.1888647
29,-0.25005,-0.28037038,"('unfair', 'fair')",-0.77900726,-0.752376,-0.39882675,-0.57502383,-0.4759613,-0.5359234,0.0599621
87,0.24374673,0.20809753,"('unsuccessful', 'successful')",0.8764717,0.6744876,0.53873444,0.47332558,0.5529843,0.4519702,0.1010141
37,-0.22580943,-0.24624038,"('fake', 'genuine')",-0.1057366,-0.2300415,0.0510656,0.050178654,-0.0934935,-0.1420344,0.0485409
25,0.21931173,-0.043470614,"('egoistic', 'altruistic')",0.5522351,0.37007484,1.7177048,1.6378484,0.8297505,0.6548175,0.174933
63,-0.21311726,-0.11423826,"('unperceptive', 'insightful')",0.5662634,0.6377034,0.85295165,0.8860839,0.4020326,0.4698497,-0.0678171
11,-0.19742222,0.024725959,"('unhelpful', 'helpful')",0.7964992,0.9635109,1.7303754,2.0285745,0.7764842,1.0056038,-0.2291196
2,0.18362254,0.12769985,"('unlikable', 'likable')",0.27798185,0.17345603,0.60949916,0.78218573,0.3570345,0.3611139,-0.0040794
47,0.17831919,0.32666627,"('stupid', 'smart')",0.7054801,0.7637339,5.1005487,5.335421,1.9947828,2.1419404,-0.1471576
9,-0.15837562,-0.29195416,"('unaffectionate', 'caring')",-0.092229664,-0.16604725,1.2411402,1.3888829,0.3301783,0.3102938,0.0198845
18,0.14894885,0.13348502,"('disagreeable', 'welcoming')",0.34654203,0.4358408,-0.3238536,-0.2547763,0.0572124,0.1048498,-0.0476374
17,0.14256614,0.056339577,"('nasty', 'nice')",-0.31135103,-0.34400588,-0.44658723,-0.5074507,-0.205124,-0.265039,0.059915
44,0.082322866,0.07142647,"('prejudiced', 'unprejudiced')",0.022289833,0.046955917,-1.3705872,-1.2968738,-0.4219915,-0.3928305,-0.029161
75,0.079468936,-0.0695422,"('meek', 'impulsive')",0.18774872,0.19922781,-0.37730405,-0.29765725,-0.0366955,-0.0559905,0.019295
88,-0.077179044,-0.15656886,"('low', 'eminent')",0.06493818,-0.071471445,0.14686601,0.1746831,0.044875,-0.0177857,0.0626607
77,-0.053786106,0.0034640506,"('unmotivated', 'motivated')",0.76200193,0.7774334,-1.2464622,-1.1653512,-0.1794155,-0.1281512,-0.0512643
8,0.052483805,-0.17853309,"('unaffectionate', 'affectionate')",-0.51801324,-0.5638287,0.646684,0.71144855,0.0603848,-0.0103044,0.0706892
