,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.7713647,-2.5883727,"('unsympathetic', 'sympathetic')",-1.5091563,-1.4413967,-0.68865645,-0.60528105,-1.6563924,-1.5450168,-0.1113756
45,-2.4984612,-2.2551513,"('incompetent', 'competent')",-1.584221,-1.4722176,-0.878971,-0.84800345,-1.6538844,-1.5251241,-0.1287603
69,2.3369966,2.0635455,"('lazy', 'industrious')",1.6212097,1.4540452,-0.13966177,-0.3097376,1.2728481,1.0692843,0.2035638
24,-2.1841166,-1.9537641,"('dishonest', 'honest')",-2.4824967,-2.4073858,0.26554635,0.4786796,-1.4670224,-1.2941567,-0.1728657
81,-2.0439577,-1.6372626,"('submissive', 'aggressive')",-0.33152115,-0.087403946,-0.9328422,-0.7878603,-1.1027737,-0.8375089,-0.2652648
55,-1.9887981,-1.688688,"('incompetent', 'clever')",-0.5958992,-0.47873634,-0.3230723,-0.30392423,-0.9692566,-0.8237829,-0.1454737
3,-1.9351373,-1.8164523,"('repellent', 'pleasant')",0.007445948,-0.01430774,0.048828296,-0.060118806,-0.6262877,-0.6302929,0.0040052
36,1.9061939,1.2665852,"('hostile', 'amicable')",0.10742194,-0.24692878,1.0673273,0.6218512,1.026981,0.5471692,0.4798118
14,-1.9048098,-1.5216666,"('antisocial', 'social')",-0.37384656,-0.15783742,-1.2142711,-1.1374893,-1.1643092,-0.9389977,-0.2253115
5,1.9023477,1.6899679,"('distant', 'outgoing')",0.30070323,0.24230814,-0.019749332,-0.037149236,0.7277671,0.6317089,0.0960582
85,1.8354714,1.3009399,"('insignificant', 'prestigious')",1.205481,0.9074852,1.2338451,1.0149075,1.4249325,1.0744441,0.3504884
76,-1.8034918,-1.560913,"('anxious', 'daring')",-0.2718839,-0.10672417,-0.2374868,-0.11434835,-0.7709542,-0.5939952,-0.176959
86,-1.7847638,-1.6868547,"('uninfluential', 'influential')",-0.60620046,-0.6552601,-0.16777246,-0.24737935,-0.8529123,-0.8631647,0.0102524
82,-1.7265227,-1.7322769,"('poor', 'rich')",-0.39187142,-0.33672017,5.2955446,5.5807695,1.0590502,1.1705908,-0.1115406
62,-1.690409,-1.2148718,"('incompetent', 'brilliant')",-0.088801004,0.16925547,-0.6528811,-0.1953201,-0.810697,-0.4136455,-0.3970515
71,1.5951214,1.3946497,"('diffident', 'self-confident')",1.1729251,1.1199982,0.7957912,0.7690887,1.1879458,1.0945789,0.0933669
6,1.5603815,1.2590319,"('distant', 'open')",0.012026273,-0.12258798,0.702563,0.5996614,0.7583236,0.5787017,0.1796219
52,1.5599166,1.2350303,"('irrational', 'rational')",0.34785023,0.016707804,0.5013535,0.31528172,0.8030401,0.5223399,0.2807002
70,-1.5416118,-1.3612888,"('lethargic', 'energetic')",-0.7273323,-0.5845331,-0.039352357,0.19280115,-0.7694321,-0.5843403,-0.1850918
35,1.4816384,1.1363258,"('corrupt', 'incorrupt')",0.40670764,0.21676326,0.23752809,0.06297908,0.7086247,0.4720227,0.236602
65,-1.4764324,-1.3315934,"('insecure', 'secure')",-0.93006605,-0.8806305,-0.76322126,-0.68203884,-1.0565732,-0.9647543,-0.0918189
32,-1.4663942,-1.3581171,"('unkind', 'kind')",-0.82547224,-0.7091147,0.6885994,0.86225235,-0.5344223,-0.4016598,-0.1327625
0,-1.4657624,-1.4049039,"('unsociable', 'sociable')",-1.1361338,-1.1375598,-0.417785,-0.46638125,-1.0065604,-1.0029484,-0.003612
51,-1.4438889,-1.3564361,"('uneducated', 'educated')",-0.28781176,-0.3174317,0.4756002,0.44644898,-0.4187001,-0.4091396,-0.0095605
21,-1.4089208,-1.1845689,"('immoral', 'moral')",0.019836288,-0.052621,-1.0883725,-1.0620846,-0.825819,-0.7664248,-0.0593942
33,1.4083717,1.2230345,"('wrong', 'right')",0.68291473,0.48834205,-0.5493258,-0.49487144,0.5139869,0.4055017,0.1084852
28,-1.3975126,-1.4632246,"('disloyal', 'loyal')",-0.6831195,-0.7009606,0.96703464,0.93906116,-0.3711991,-0.4083747,0.0371756
84,1.3864888,1.4001279,"('inferior', 'superior')",0.75168806,0.74907124,0.99738663,1.0000771,1.0451879,1.0497588,-0.0045709
60,-1.3743827,-0.89422333,"('inefficient', 'efficient')",-0.18881649,0.079509825,-0.5694998,-0.27166682,-0.7108997,-0.3621267,-0.348773
73,1.280075,1.2845775,"('helpless', 'self-reliant')",0.6172338,0.7189107,-3.1038747,-3.0573869,-0.4021886,-0.3512996,-0.050889
43,-1.215889,-0.97784835,"('irresponsible', 'responsible')",-1.4313116,-1.2079406,-0.1797921,0.043374524,-0.9423309,-0.7141381,-0.2281928
80,-1.157521,-0.91370577,"('dominated', 'dominating')",-0.06988133,0.050695278,-1.3217317,-1.2886717,-0.8497113,-0.7172274,-0.1324839
41,-1.1550794,-1.079054,"('unforgiving', 'forgiving')",-1.0040783,-0.8240424,0.38567078,0.28704593,-0.5911623,-0.5386835,-0.0524788
59,1.1521407,0.9453045,"('foolish', 'wise')",0.60587406,0.41902387,0.3140636,0.29081428,0.6906928,0.5517142,0.1389786
72,-1.1275651,-1.0105443,"('unambitious', 'ambitious')",-1.5315926,-1.3908719,-1.6359502,-1.3568062,-1.4317026,-1.2527409,-0.1789617
46,-1.1059083,-0.87418145,"('uncompetitive', 'competitive')",0.3662511,0.39829472,-0.8334984,-0.75983185,-0.5243852,-0.4119062,-0.112479
50,0.97175795,0.7871329,"('clumsy', 'skillful')",0.8923728,0.8038732,0.07280522,0.077657126,0.6456453,0.556221,0.0894243
53,0.9545183,0.82524675,"('uncreative', 'creative')",1.2098465,1.2511742,1.3344481,1.3003242,1.166271,1.1255817,0.0406893
15,0.9476739,0.8210374,"('boring', 'funny')",-0.14689496,-0.27374455,0.62778616,0.45647597,0.4761884,0.3345896,0.1415988
56,-0.9332503,-0.5055226,"('impractical', 'practical')",-1.1556726,-0.8075171,-0.63960576,-0.4237156,-0.9095096,-0.5789185,-0.3305911
31,0.93226826,0.6507893,"('evil', 'good')",0.18599245,-0.014133871,-0.54698235,-0.8938589,0.1904261,-0.0857345,0.2761606
54,0.9134329,0.7357275,"('incapable', 'capable')",0.7074944,0.5725131,1.0827336,1.1774291,0.9012203,0.8285565,0.0726638
38,-0.89734787,-0.7902391,"('untruthful', 'truthful')",-0.7063153,-0.63769686,-0.15559429,-0.0050847065,-0.5864192,-0.4776736,-0.1087456
13,-0.8856266,-0.58320135,"('impolite', 'polite')",-0.71829027,-0.5250985,-0.65385956,-0.46814921,-0.7525922,-0.525483,-0.2271092
34,0.8731722,0.7973633,"('mean', 'honorable')",-0.12288885,-0.16459307,5.9273624,6.0243187,2.2258819,2.2190296,0.0068523
22,-0.85130614,-0.83140373,"('untrustworthy', 'trustworthy')",-0.5674178,-0.54345345,-1.1537486,-1.085955,-0.8574909,-0.8202707,-0.0372202
23,-0.8145696,-0.7770088,"('insincere', 'sincere')",-0.7734848,-0.7577826,4.862325,5.123228,1.0914236,1.1961455,-0.1047219
39,0.7876665,0.8243188,"('exploitative', 'cooperative')",0.84415644,0.9327543,0.10685354,0.20036644,0.5795588,0.6524799,-0.0729211
26,0.7575761,0.5872148,"('hardhearted', 'benevolent')",0.33847085,0.34061092,1.7837481,1.8237988,0.9599317,0.9172082,0.0427235
20,0.732425,0.5765792,"('rough', 'thoughtful')",1.0030179,1.0743781,0.9741311,0.8356947,0.9031913,0.828884,0.0743073
1,0.71927094,0.35120213,"('unfriendly', 'friendly')",0.12535284,-0.076282926,2.000724,1.9645741,0.9484493,0.7464978,0.2019515
48,-0.6625328,-0.5326238,"('unintelligent', 'intelligent')",0.32181764,0.39606124,0.6886355,0.74736804,0.1159735,0.2036018,-0.0876283
42,-0.6439854,-0.5500177,"('unreliable', 'reliable')",-1.2758019,-1.0939074,-3.109065,-3.078508,-1.6762842,-1.5741444,-0.1021398
64,-0.6043006,-0.4693154,"('shy', 'confident')",-0.61200696,-0.5602759,-6.183687,-6.134453,-2.466665,-2.3880148,-0.0786502
40,-0.6028642,-0.58601844,"('stingy', 'generous')",-0.09063597,0.000543898,-1.243694,-1.3960837,-0.6457314,-0.6605194,0.014788
4,0.57090425,0.48631302,"('disliked', 'liked')",-0.2161268,-0.2366682,-5.2937913,-5.63098,-1.646338,-1.7937784,0.1474404
19,0.5533086,0.32243824,"('inhospitable', 'hospitable')",0.19552484,-0.033391394,0.15031275,0.15312898,0.2997154,0.1473919,0.1523235
49,0.5281231,0.62552726,"('unable', 'able')",0.57577616,0.68209773,-0.023857102,0.062642105,0.360014,0.4567557,-0.0967417
12,0.5173947,0.5877873,"('unsupportive', 'supportive')",0.3544797,0.52437145,-1.5120183,-1.4678645,-0.2133813,-0.1185686,-0.0948127
