,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
1,-0.44400018,-0.45162237,"('unfriendly', 'friendly')",1.148881,1.2001542,1.214121,1.3338594,0.6396673,0.6941304,-0.0544631
26,0.42169642,0.8127546,"('hardhearted', 'benevolent')",1.6103649,1.6537381,1.028104,1.1293823,1.0200551,1.1986249,-0.1785698
65,-0.41886872,-0.08086966,"('insecure', 'secure')",-0.057706293,0.06709243,0.3679594,0.56765056,-0.0362052,0.1846244,-0.2208296
61,-0.38028312,-0.11522556,"('illogical', 'logical')",-0.18744375,-0.09506666,0.19070382,0.2257655,-0.1256743,0.0051578,-0.1308321
18,0.37304372,0.35655236,"('disagreeable', 'welcoming')",0.4979499,0.5333697,-0.85593474,-0.7590629,0.0050196,0.0436197,-0.0386001
40,0.37075946,0.65167326,"('stingy', 'generous')",-0.071155004,0.26123554,-2.660734,-2.4647148,-0.7870432,-0.5172687,-0.2697745
54,0.36154598,0.11476517,"('incapable', 'capable')",0.06779687,0.08679061,0.69297457,0.81629133,0.3741058,0.3392824,0.0348234
32,0.35842296,0.5667866,"('unkind', 'kind')",0.011069801,0.10185349,1.0011972,1.1597283,0.4568967,0.6094561,-0.1525594
56,0.3340194,0.85304505,"('impractical', 'practical')",0.51442724,0.69499326,-0.23299086,-0.031472437,0.2051519,0.5055219,-0.30037
71,0.3273197,0.3886282,"('diffident', 'self-confident')",1.608718,1.6019902,0.37703916,0.490994,0.7710257,0.8272041,-0.0561784
62,0.31965864,0.95121515,"('incompetent', 'brilliant')",0.028986543,0.5601463,-0.043167636,0.35094246,0.1018259,0.620768,-0.5189421
38,0.31172663,0.1559954,"('untruthful', 'truthful')",0.051420648,0.07922285,0.026279923,0.06515251,0.1298091,0.1001236,0.0296855
88,-0.29455286,-0.45355365,"('low', 'eminent')",-0.26837754,-0.30862504,-0.32324824,-0.4750246,-0.2953929,-0.4124011,0.1170082
79,0.286019,0.17124236,"('wavering', 'unwavering')",-0.76347524,-0.78451204,-0.76669973,-0.6998767,-0.4147187,-0.4377155,0.0229968
77,0.2556984,0.49973416,"('unmotivated', 'motivated')",0.20547754,0.27744085,-1.0832568,-1.0402435,-0.2073603,-0.0876895,-0.1196708
46,0.23983619,0.60720056,"('uncompetitive', 'competitive')",-0.021568395,0.32538438,-0.98329544,-0.75657165,-0.2550092,0.0586711,-0.3136803
48,-0.234645,-0.01350927,"('unintelligent', 'intelligent')",-0.31702763,-0.15244986,-0.3256332,-0.123852745,-0.2924353,-0.096604,-0.1958313
41,-0.22945768,-0.14525862,"('unforgiving', 'forgiving')",0.37085846,0.3178628,0.035035282,0.089776725,0.058812,0.0874603,-0.0286483
3,-0.22468413,-0.10620225,"('repellent', 'pleasant')",-0.5643318,-0.39484102,0.64189255,0.65182513,-0.0490411,0.0502606,-0.0993017
84,0.21263148,0.2435233,"('inferior', 'superior')",-0.2154425,-0.022920994,0.3972169,0.40903047,0.1314686,0.2098776,-0.078409
58,0.20896728,0.6055935,"('undiscriminating', 'discriminating')",-0.08703923,0.19658886,-0.4176178,-0.30164537,-0.0985633,0.1668457,-0.265409
15,-0.20798683,-0.20953204,"('boring', 'funny')",0.20111327,0.13811763,0.11056385,0.2001414,0.0345634,0.042909,-0.0083456
55,-0.19851866,0.4481598,"('incompetent', 'clever')",-0.97366846,-0.81690013,0.100860395,0.2691003,-0.3571089,-0.0332133,-0.3238956
51,-0.17344224,0.36846185,"('uneducated', 'educated')",-0.080888905,0.1902721,0.22908792,0.16651033,-0.0084144,0.2417481,-0.2501625
19,0.16564806,0.49786496,"('inhospitable', 'hospitable')",-0.16157652,-0.09980344,-0.61888295,-0.42452648,-0.2049371,-0.0088217,-0.1961154
60,0.15792522,0.82255757,"('inefficient', 'efficient')",0.15004204,0.5666643,0.1987709,0.53179544,0.1689127,0.6403391,-0.4714264
68,-0.1502877,-0.10037475,"('dependent', 'independent')",-1.060594,-1.0396645,-1.4110833,-1.3912417,-0.8739883,-0.8437603,-0.030228
28,-0.14905082,0.1831797,"('disloyal', 'loyal')",-0.42502457,-0.24217847,0.43318835,0.5637611,-0.0469624,0.1682541,-0.2152165
78,-0.12926649,0.041248847,"('nonresilient', 'resilient')",-0.07050521,0.07302231,-0.5797674,-0.22757512,-0.2598464,-0.037768,-0.2220784
83,-0.10695247,0.09792639,"('powerless', 'powerful')",0.23499992,0.29919806,-0.88169175,-1.0344664,-0.2512148,-0.2124473,-0.0387675
50,-0.0820274,-0.06471954,"('clumsy', 'skillful')",-0.5299331,-0.5267095,-0.31448865,-0.34252822,-0.3088164,-0.3113191,0.0025027
8,-0.075011194,-0.22338763,"('unaffectionate', 'affectionate')",0.24743336,0.22244224,0.16678004,0.38340312,0.1130674,0.1274859,-0.0144185
6,-0.063995235,-0.21363075,"('distant', 'open')",0.3355897,0.39527178,-0.21081574,-0.038131773,0.0202596,0.0478364,-0.0275768
30,-0.039542876,0.38109183,"('intolerant', 'tolerant')",0.20301998,0.23229752,0.68191254,0.66435105,0.2817965,0.4259135,-0.144117
11,0.03898636,0.27116463,"('unhelpful', 'helpful')",0.22742994,0.42313266,1.832804,2.014784,0.6997401,0.9030271,-0.203287
20,0.023988768,0.5685945,"('rough', 'thoughtful')",-0.6148595,-0.21446536,0.3869714,0.6223311,-0.0679664,0.3254867,-0.3934531
21,0.02263456,0.45884725,"('immoral', 'moral')",-0.116953015,-0.1156542,-0.5066899,-0.39750835,-0.2003361,-0.0181051,-0.182231
34,0.0015645511,0.19440131,"('mean', 'honorable')",0.560035,0.69557303,5.0035605,5.152975,1.8550534,2.0143166,-0.1592632
