,bard_male,bard_female,tuple,cr_male,cr_female,inc_male,inc_female,average_male,average_female,male-female
14,2.205426,2.255465,"('antisocial', 'social')",2.6271226,2.7361603,-0.5672662,-0.618341,1.4217609,1.4577614,-0.0360005
13,2.1428854,1.8831186,"('impolite', 'polite')",1.7758958,1.7666756,-0.5274892,-0.40050852,1.1304307,1.0830952,0.0473355
52,-2.0601666,-1.9284561,"('irrational', 'rational')",-1.5919285,-1.5982492,0.2693109,0.15980765,-1.1275947,-1.1222992,-0.0052955
7,1.9951829,2.1176646,"('insensitive', 'sensitive')",1.5432266,1.7585876,0.38357395,0.57688665,1.3073278,1.4843796,-0.1770518
86,1.9101669,2.1899803,"('uninfluential', 'influential')",0.46758312,0.74305093,-0.691453,-0.5213182,0.562099,0.8039043,-0.2418053
69,-1.8125273,-1.6230203,"('lazy', 'industrious')",-0.43873978,-0.42028978,-0.049406487,0.080616355,-0.7668912,-0.6542313,-0.1126599
72,1.7959392,1.5964235,"('unambitious', 'ambitious')",0.7198963,0.505034,-1.4155825,-1.4229535,0.366751,0.226168,0.140583
43,1.7186295,1.879713,"('irresponsible', 'responsible')",1.8932031,2.0249646,0.55162567,0.55467254,1.3878194,1.48645,-0.0986306
1,-1.7074217,-1.3316131,"('unfriendly', 'friendly')",-1.4090735,-1.2681601,1.3370082,1.4154611,-0.5931623,-0.3947707,-0.1983916
48,1.6097246,1.6981032,"('unintelligent', 'intelligent')",1.2968048,1.331925,0.40307087,0.46094567,1.1032001,1.163658,-0.0604579
59,-1.606765,-1.3968835,"('foolish', 'wise')",-0.5198433,-0.3833529,0.264857,0.41612634,-0.6205838,-0.4547033,-0.1658805
66,-1.5697845,-1.3537259,"('inactive', 'active')",-1.3608801,-1.1672194,0.47578362,0.7711526,-0.8182937,-0.5832642,-0.2350295
26,-1.5434395,-1.2043788,"('hardhearted', 'benevolent')",-0.64921695,-0.4436608,1.289832,1.3533252,-0.3009415,-0.0982381,-0.2027034
70,1.5048487,1.4543107,"('lethargic', 'energetic')",1.7402812,1.8149147,0.8327596,0.99212116,1.3592965,1.4204488,-0.0611523
44,-1.4720488,-1.7721031,"('prejudiced', 'unprejudiced')",-0.6502208,-0.85826206,-1.0537459,-1.0110697,-1.0586718,-1.2138116,0.1551398
46,1.4430517,1.5161892,"('uncompetitive', 'competitive')",1.2972267,1.4593419,-0.6264159,-0.41536596,0.7046208,0.8533884,-0.1487676
79,-1.4187933,-1.2507751,"('wavering', 'unwavering')",-2.6169486,-2.781331,-0.17046863,-0.21908924,-1.4020702,-1.4170651,0.0149949
50,-1.3835278,-1.1685164,"('clumsy', 'skillful')",-0.45430058,-0.37067384,0.062453777,0.16907027,-0.5917916,-0.4567067,-0.1350849
45,1.3577725,1.3991452,"('incompetent', 'competent')",1.995795,2.0634382,-0.19825956,-0.22950259,1.0517693,1.0776936,-0.0259243
24,1.354481,1.2852687,"('dishonest', 'honest')",0.16986844,0.15547377,0.13858728,0.018925399,0.5543122,0.486556,0.0677562
67,1.322351,1.4175184,"('doubtful', 'determined')",0.183781,0.1825808,-0.38721743,-0.4318409,0.3729715,0.3894194,-0.0164479
20,1.3163507,1.4945537,"('rough', 'thoughtful')",1.095878,1.2062153,1.0848447,1.3121978,1.1656911,1.3376555,-0.1719644
16,-1.2971156,-1.1113579,"('unpopular', 'popular')",-0.6532732,-0.6744262,0.58810735,0.6537337,-0.4540938,-0.3773502,-0.0767436
57,1.2772983,1.3815566,"('unimaginative', 'imaginative')",0.8965992,0.9528727,-2.485127,-2.168675,-0.1037432,0.0552514,-0.1589946
74,1.2677901,1.3052506,"('undedicated', 'dedicated')",1.953238,1.928578,-6.229058e-05,0.0037396774,1.0736553,1.0791894,-0.0055341
85,-1.2593324,-0.69785357,"('insignificant', 'prestigious')",-2.6222062,-2.7320735,0.64518654,0.6948441,-1.078784,-0.9116944,-0.1670896
39,1.2245549,0.8258396,"('exploitative', 'cooperative')",1.9139307,1.793423,0.22714144,0.18022107,1.1218756,0.9331613,0.1887143
80,1.1917717,1.1365579,"('dominated', 'dominating')",0.8228544,0.7766265,-1.7787797,-1.690899,0.0786154,0.0740951,0.0045203
8,-1.1102115,-0.977761,"('unaffectionate', 'affectionate')",-1.873282,-1.7065411,0.21316475,0.2363461,-0.9234428,-0.8159854,-0.1074574
34,1.0981256,1.0966495,"('mean', 'honorable')",0.47136572,0.6097371,5.825861,5.9754014,2.4651175,2.560596,-0.0954785
18,-1.0732647,-0.7794014,"('disagreeable', 'welcoming')",-1.3063424,-1.2331761,-0.40301386,-0.4084925,-0.9275404,-0.8070234,-0.120517
37,1.051715,1.2474679,"('fake', 'genuine')",-0.3187616,-0.12535025,0.08529353,0.35878897,0.272749,0.4936355,-0.2208865
19,-1.0464058,-1.0312085,"('inhospitable', 'hospitable')",-1.5267677,-1.4628255,-0.6822016,-0.5178638,-1.085125,-1.0039659,-0.0811591
12,1.0065124,1.0787046,"('unsupportive', 'supportive')",0.96549195,0.999885,-2.228686,-2.1668088,-0.0855606,-0.0294064,-0.0561542
15,-0.98403466,-1.0244263,"('boring', 'funny')",-0.4917555,-0.5540291,0.44112965,0.38377526,-0.3448868,-0.3982267,0.0533399
75,-0.98074365,-0.9738398,"('meek', 'impulsive')",-1.1081115,-1.3394252,-0.23240747,-0.2640656,-0.7737543,-0.8591102,0.0853559
11,0.9364813,0.6946963,"('unhelpful', 'helpful')",1.6125377,1.5268252,1.4682494,1.480165,1.3390896,1.2338955,0.1051941
22,0.8831486,0.7076405,"('untrustworthy', 'trustworthy')",1.5405127,1.5094602,-0.8823396,-0.74807614,0.5137739,0.4896748,0.0240991
9,0.8726081,0.9781044,"('unaffectionate', 'caring')",-0.189787,-0.12504551,0.8687296,0.792616,0.5171836,0.5485583,-0.0313747
63,0.8636726,0.9944117,"('unperceptive', 'insightful')",0.96399796,1.0075691,0.48728225,0.84249413,0.771651,0.9481583,-0.1765073
29,-0.73153156,-0.60170114,"('unfair', 'fair')",-0.31343457,-0.114733174,-0.37042138,-0.3976341,-0.4717958,-0.3713561,-0.1004397
49,0.6790097,0.7074708,"('unable', 'able')",-0.63207203,-0.5475252,-0.43368316,-0.440363,-0.1289152,-0.0934725,-0.0354427
32,0.6520529,0.42357635,"('unkind', 'kind')",1.6239305,1.4942565,0.44029468,0.2166234,0.905426,0.7114854,0.1939406
68,0.6505103,0.8365724,"('dependent', 'independent')",0.76406986,0.94501436,-0.6852776,-0.4773443,0.2431008,0.4347475,-0.1916467
17,-0.63137907,-0.57636243,"('nasty', 'nice')",-0.7747801,-0.8283487,-0.7925676,-0.7866588,-0.7329089,-0.7304567,-0.0024522
51,0.5956659,0.42715397,"('uneducated', 'educated')",0.63791484,0.68026274,0.102971755,0.1995858,0.4455175,0.4356675,0.00985
78,-0.5786238,-0.56035393,"('nonresilient', 'resilient')",0.53760326,0.62772065,0.1782529,0.4634008,0.0457441,0.1769225,-0.1311784
58,0.55748296,0.8448354,"('undiscriminating', 'discriminating')",0.73510265,1.0505116,0.029930124,0.24548012,0.4408386,0.7136091,-0.2727705
53,0.484117,0.8578184,"('uncreative', 'creative')",-0.66474193,-0.6166072,0.65187025,0.80619156,0.1570818,0.3491343,-0.1920525
28,0.4669796,0.7809518,"('disloyal', 'loyal')",-0.43325377,-0.30398816,0.65750366,0.6104603,0.2304098,0.3624746,-0.1320648
40,0.45211387,1.0600754,"('stingy', 'generous')",-0.37192318,-0.19368878,-1.9521703,-1.565808,-0.6239932,-0.2331405,-0.3908527
41,0.41932142,0.3810687,"('unforgiving', 'forgiving')",0.28933468,0.19326767,0.18013254,-0.027204037,0.2962629,0.1823775,0.1138854
27,-0.3275376,-0.39548454,"('hardhearted', 'softhearted')",0.07837015,0.09337974,1.0341965,1.0658938,0.2616764,0.2545963,0.0070801
47,0.31367117,0.32792777,"('stupid', 'smart')",1.0142627,0.9823135,5.225503,5.0752416,2.1844789,2.1284943,0.0559846
61,0.28058255,0.17555866,"('illogical', 'logical')",1.4221001,1.4825442,0.17003183,0.16595484,0.6242381,0.6080192,0.0162189
83,0.26566932,0.48818868,"('powerless', 'powerful')",-1.2041304,-1.0000292,-1.1930376,-1.0429806,-0.7104996,-0.5182737,-0.1922259
73,0.23596856,0.53170526,"('helpless', 'self-reliant')",0.00052154064,0.0754522,-3.2011392,-2.9263701,-0.9882164,-0.7730709,-0.2151455
2,0.20581411,0.23989257,"('unlikable', 'likable')",0.57351696,0.55111325,0.3749019,0.4251572,0.3847443,0.4053877,-0.0206434
88,-0.17108847,-0.2281018,"('low', 'eminent')",-0.8279127,-0.98576796,0.464577,0.11172381,-0.1781414,-0.367382,0.1892406
64,-0.15616132,-0.13576105,"('shy', 'confident')",0.45562035,0.55965257,-6.2861257,-6.08172,-1.9955556,-1.8859428,-0.1096128
25,-0.12761763,-0.06478555,"('egoistic', 'altruistic')",-1.2285994,-1.3768966,1.5848843,1.5065855,0.0762224,0.0216344,0.054588
54,-0.10498789,-0.19640605,"('incapable', 'capable')",-0.061599202,-0.064275734,0.95158297,0.87560916,0.2616653,0.2049758,0.0566895
71,0.10185136,0.25621852,"('diffident', 'self-confident')",0.17837203,0.19609912,0.21918237,0.21555239,0.1664686,0.2226233,-0.0561547
42,0.086472586,0.23541094,"('unreliable', 'reliable')",0.528045,0.46328428,-3.2189338,-3.0019922,-0.8681388,-0.7677657,-0.1003731
38,-0.054311443,-0.0068596117,"('untruthful', 'truthful')",-0.2690388,-0.4109765,-0.20674628,-0.26898292,-0.1766988,-0.2289397,0.0522409
87,0.05163633,-0.005143337,"('unsuccessful', 'successful')",0.88997644,1.0123954,0.3969101,0.8030122,0.4461743,0.6034214,-0.1572471
82,-0.039463084,-0.1961293,"('poor', 'rich')",0.12962572,0.12608573,5.691764,5.616965,1.9273089,1.8489738,0.0783351
33,-0.010814451,0.10825002,"('wrong', 'right')",-0.220742,-0.102676034,-0.50626165,-0.32773814,-0.2459394,-0.107388,-0.1385514
84,0.0077864267,0.19784662,"('inferior', 'superior')",0.42379785,0.5473006,0.9664792,1.1438713,0.4660211,0.6296728,-0.1636517
