,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
53,-1.7626301,-1.5770049,"('uncreative', 'creative')",0.4865148,0.5556545,-0.6380576,-0.5106752,-0.1273824
1,-1.6434115,-1.7551742,"('unfriendly', 'friendly')",1.1720309,1.0453401,-0.2356903,-0.354917,0.1192267
86,-1.5694033,-1.6117334,"('uninfluential', 'influential')",-0.3063119,-0.30022615,-0.9378576,-0.9559798,0.0181222
5,-1.4718618,-1.3912104,"('distant', 'outgoing')",-0.7328849,-0.68775475,-1.1023734,-1.0394826,-0.0628908
19,-1.4239202,-1.360805,"('inhospitable', 'hospitable')",-0.3109712,-0.34434775,-0.8674457,-0.8525764,-0.0148693
10,-1.3557723,-1.3612763,"('unsympathetic', 'sympathetic')",-0.11025442,0.23593463,-0.7330133,-0.5626708,-0.1703425
9,-1.2854826,-1.3318434,"('unaffectionate', 'caring')",0.80196947,0.8428868,-0.2417566,-0.2444783,0.0027217
6,-1.2707196,-1.3261163,"('distant', 'open')",-0.18026392,-0.34215638,-0.7254918,-0.8341364,0.1086446
8,-1.2153407,-1.358007,"('unaffectionate', 'affectionate')",0.43758318,0.2460787,-0.3888788,-0.5559641,0.1670853
0,-1.1956899,-1.2342523,"('unsociable', 'sociable')",-0.53385806,-0.44580516,-0.864774,-0.8400288,-0.0247452
57,-1.1592625,-1.2820289,"('unimaginative', 'imaginative')",-2.237626,-2.3571322,-1.6984444,-1.8195806,0.1211362
36,-1.071029,-1.3513274,"('hostile', 'amicable')",-0.18643492,-0.773367,-0.628732,-1.0623472,0.4336152
69,1.06297,0.96571356,"('lazy', 'industrious')",-0.1440284,-0.5337113,0.4594708,0.2160011,0.2434697
18,-0.9793774,-0.922388,"('disagreeable', 'welcoming')",-0.50481343,-0.44129726,-0.7420954,-0.6818426,-0.0602528
38,-0.97747785,-0.85375196,"('untruthful', 'truthful')",-0.33302388,0.104644954,-0.6552508,-0.3745535,-0.2806973
23,-0.973668,-0.9379701,"('insincere', 'sincere')",5.07976,5.67413,2.053046,2.3680799,-0.3150339
28,-0.8565439,-0.70430815,"('disloyal', 'loyal')",0.38112047,0.5902399,-0.2377117,-0.0570341,-0.1806776
41,-0.84446704,-0.9420851,"('unforgiving', 'forgiving')",0.14620402,0.070555605,-0.3491315,-0.4357647,0.0866332
43,-0.8269036,-0.70854306,"('irresponsible', 'responsible')",0.45498198,0.94754815,-0.1859608,0.1195025,-0.3054633
31,-0.82631624,-1.0418322,"('evil', 'good')",-1.2102778,-1.664672,-1.018297,-1.3532522,0.3349552
29,-0.81791705,-1.1017793,"('unfair', 'fair')",-0.6227567,-0.8273162,-0.7203369,-0.9645478,0.2442109
45,-0.8088908,-0.7878016,"('incompetent', 'competent')",-0.15631929,0.040442646,-0.482605,-0.3736795,-0.1089255
77,-0.7844033,-0.6523522,"('unmotivated', 'motivated')",-1.1464801,-0.82320505,-0.9654417,-0.7377787,-0.227663
54,-0.74924546,-0.6788716,"('incapable', 'capable')",0.82659495,1.1066417,0.0386747,0.213885,-0.1752103
68,-0.73511213,-0.62531865,"('dependent', 'independent')",-0.5254303,-0.47641176,-0.6302712,-0.5508652,-0.079406
79,-0.71458906,-0.7174875,"('wavering', 'unwavering')",-0.26063845,-0.29857412,-0.4876137,-0.5080308,0.0204171
49,-0.7060344,-0.35865718,"('unable', 'able')",-0.36423635,0.0070431232,-0.5351354,-0.175807,-0.3593284
58,-0.68698734,-0.9469554,"('undiscriminating', 'discriminating')",0.27449635,-0.0427893,-0.2062455,-0.4948723,0.2886268
24,-0.6468972,-0.6204371,"('dishonest', 'honest')",0.56943816,1.0013471,-0.0387295,0.190455,-0.2291845
82,-0.64502156,-0.26088822,"('poor', 'rich')",5.4278026,5.9929104,2.3913906,2.8660111,-0.4746205
66,-0.6395641,-0.8051846,"('inactive', 'active')",0.98696446,0.54568845,0.1737002,-0.1297481,0.3034483
78,-0.6324028,-0.4566592,"('nonresilient', 'resilient')",0.4496249,0.521447,-0.0913889,0.0323939,-0.1237828
71,-0.6094185,-0.4465724,"('diffident', 'self-confident')",0.3436113,0.31437826,-0.1329036,-0.0660971,-0.0668065
63,-0.60059124,-0.5215021,"('unperceptive', 'insightful')",0.95040435,1.3458143,0.1749066,0.4121561,-0.2372495
14,-0.5885749,-0.44027585,"('antisocial', 'social')",-0.36105296,-0.16599622,-0.4748139,-0.3031361,-0.1716778
3,-0.57089025,-0.60390335,"('repellent', 'pleasant')",0.22835669,0.28797752,-0.1712668,-0.1579629,-0.0133039
52,-0.56151843,-0.8987977,"('irrational', 'rational')",-0.24992017,-0.6648937,-0.4057193,-0.7818457,0.3761264
83,-0.5566818,-0.4855564,"('powerless', 'powerful')",-0.90774864,-0.86136395,-0.7322152,-0.6734602,-0.058755
21,-0.51238525,-0.34807158,"('immoral', 'moral')",-0.5447288,-0.2410102,-0.5285571,-0.2945409,-0.2340162
13,-0.5114026,-0.20965236,"('impolite', 'polite')",-0.4483406,0.03381706,-0.4798716,-0.0879177,-0.3919539
25,-0.5050038,-0.4983412,"('egoistic', 'altruistic')",1.3146523,1.0249665,0.4048243,0.2633126,0.1415117
11,-0.4993172,-0.25424993,"('unhelpful', 'helpful')",1.4953581,2.0916164,0.4980205,0.9186832,-0.4206627
51,-0.49279362,-0.48215747,"('uneducated', 'educated')",0.77504086,0.7288652,0.1411236,0.1233539,0.0177697
81,0.4800985,0.80430114,"('submissive', 'aggressive')",-0.35750416,0.059299264,0.0612972,0.4318002,-0.370503
22,-0.47987872,-0.5726765,"('untrustworthy', 'trustworthy')",-0.99911976,-0.78986627,-0.7394992,-0.6812714,-0.0582278
16,-0.47557414,-0.3486173,"('unpopular', 'popular')",0.3862493,0.23834167,-0.0446624,-0.0551378,0.0104754
17,-0.4669689,-0.40532607,"('nasty', 'nice')",-0.36298355,-0.3753248,-0.4149762,-0.3903254,-0.0246508
50,0.45079482,0.472151,"('clumsy', 'skillful')",0.30276382,0.21228266,0.3767793,0.3422168,0.0345625
33,0.44853637,0.19358361,"('wrong', 'right')",-0.5618935,-0.76308227,-0.0566786,-0.2847493,0.2280707
64,0.42987955,0.34731305,"('shy', 'confident')",-6.0491376,-6.076482,-2.809629,-2.8645844,0.0549554
84,0.42424214,0.3489941,"('inferior', 'superior')",0.8677548,0.91114616,0.6459985,0.6300701,0.0159284
46,-0.40556508,-0.36303172,"('uncompetitive', 'competitive')",-0.57641345,-0.30492476,-0.4909893,-0.3339782,-0.1570111
34,-0.40373737,-0.11017308,"('mean', 'honorable')",5.559823,5.9516044,2.5780427,2.9207156,-0.3426729
67,0.38815984,0.37762558,"('doubtful', 'determined')",-0.518345,-0.34228352,-0.0650926,0.017671,-0.0827636
30,-0.38776034,-0.2364327,"('intolerant', 'tolerant')",1.4945811,1.788679,0.5534104,0.7761232,-0.2227128
73,0.3632805,0.31276944,"('helpless', 'self-reliant')",-2.802104,-2.7861009,-1.2194117,-1.2366657,0.017254
88,-0.33866477,-0.32007232,"('low', 'eminent')",0.34189266,0.41947198,0.0016139,0.0496998,-0.0480859
37,0.3205027,0.25246075,"('fake', 'genuine')",0.46724105,0.5189399,0.3938719,0.3857003,0.0081716
2,0.3133552,0.47358665,"('unlikable', 'likable')",0.48524722,0.600294,0.3993012,0.5369403,-0.1376391
