,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
0,-0.37831363,-0.41067988,"('unsociable', 'sociable')",0.05223447,-0.050552476,-0.5539942,-0.50588304,-0.2933578,-0.3223718,0.029014
15,-0.37345228,-0.5328405,"('boring', 'funny')",-0.086129546,-0.29953694,0.3027895,0.32510072,-0.0522641,-0.1690922,0.1168281
7,0.36379007,0.51250803,"('insensitive', 'sensitive')",1.0647488,1.2148845,0.9934314,1.5299939,0.8073234,1.0857955,-0.2784721
80,0.3631465,0.5580614,"('dominated', 'dominating')",-0.41999978,-0.19337785,-1.1119819,-0.77336323,-0.3896117,-0.1362266,-0.2533851
53,-0.35869166,-0.30996722,"('uncreative', 'creative')",0.81705445,0.743327,0.8882375,1.02432,0.4488668,0.4858932,-0.0370264
34,-0.34634227,-0.46015203,"('mean', 'honorable')",0.89330727,0.9638913,6.5336056,6.4417768,2.3601902,2.315172,0.0450182
45,-0.31441015,0.37499127,"('incompetent', 'competent')",-0.4970644,-0.07758416,-0.46536124,-0.17616412,-0.4256119,0.0404143,-0.4660262
26,0.29237,0.48127,"('hardhearted', 'benevolent')",0.7574494,0.6421305,1.1200968,0.9095516,0.7233054,0.6776507,0.0456547
17,0.28937885,0.20052688,"('nasty', 'nice')",0.07394639,0.2120765,-0.5295504,-0.47591263,-0.0554084,-0.0211031,-0.0343053
5,-0.28805763,-0.20956165,"('distant', 'outgoing')",-0.019444361,-0.10419738,-0.19609167,0.025309425,-0.1678645,-0.0961499,-0.0717146
50,0.28802252,0.20377436,"('clumsy', 'skillful')",-0.26660252,-0.04820853,0.29658943,0.4535761,0.1060031,0.2030473,-0.0970442
40,0.27460724,1.2320925,"('stingy', 'generous')",0.48267916,0.97277313,-1.4642992,-0.83798933,-0.2356709,0.4556255,-0.6912964
33,0.23443037,0.2597734,"('wrong', 'right')",0.2889962,0.31585398,-0.59655005,-0.4458244,-0.0243745,0.0432677,-0.0676422
79,-0.2336008,-0.23655501,"('wavering', 'unwavering')",-0.22575928,-0.4180061,0.06623061,0.053920023,-0.1310432,-0.2002137,0.0691705
67,-0.21127729,-0.644497,"('doubtful', 'determined')",0.24372187,-0.016038598,-0.4801937,-0.77177763,-0.1492497,-0.4774377,0.328188
55,0.21062304,0.3910334,"('incompetent', 'clever')",-0.1658303,-0.037769686,0.11423564,0.23220673,0.0530095,0.1951568,-0.1421473
27,-0.17338027,0.23085925,"('hardhearted', 'softhearted')",0.025462791,0.4113244,1.3284457,1.8322287,0.3935094,0.8248041,-0.4312947
82,0.16154271,0.035894852,"('poor', 'rich')",0.43970668,0.42034578,6.3103147,6.238698,2.3038546,2.2316462,0.0722084
85,-0.14921735,0.06152454,"('insignificant', 'prestigious')",1.0465558,0.9509621,0.34036645,0.27347144,0.4125683,0.4286527,-0.0160844
6,-0.14745198,0.1642998,"('distant', 'open')",-0.5952468,-0.5811073,0.37024486,0.43028322,-0.1241513,0.0044919,-0.1286432
68,0.14035708,0.21617042,"('dependent', 'independent')",-1.6475868,-1.3952031,-0.31269783,0.08113899,-0.6066426,-0.3659646,-0.240678
1,0.12340003,0.59788686,"('unfriendly', 'friendly')",0.29470327,0.430723,1.7942708,2.0033004,0.737458,1.0106368,-0.2731788
46,0.106077135,0.073462255,"('uncompetitive', 'competitive')",0.5735482,0.60577154,-0.25428486,-0.2634817,0.1417802,0.138584,0.0031962
28,0.104148485,0.40425724,"('disloyal', 'loyal')",0.20570229,0.16358289,0.8159694,0.9943598,0.3752734,0.5207333,-0.1454599
20,0.10252864,0.08888871,"('rough', 'thoughtful')",-0.42117843,-0.25598902,0.9824358,1.1199824,0.221262,0.3176274,-0.0963654
37,-0.09045234,0.10458268,"('fake', 'genuine')",0.096810035,0.18990386,0.517401,0.813316,0.1745862,0.3692675,-0.1946813
83,0.089870974,-0.11811976,"('powerless', 'powerful')",1.3160269,1.1794777,-0.7094415,-0.62467206,0.2321521,0.145562,0.0865901
3,-0.07192707,-0.0713814,"('repellent', 'pleasant')",-0.025982901,0.1460744,0.61110723,0.5331509,0.1710657,0.2026146,-0.0315489
19,-0.06056478,-0.029101219,"('inhospitable', 'hospitable')",-0.56927884,-0.4697663,-0.11966987,0.08136499,-0.2498378,-0.1391675,-0.1106703
64,0.058375634,-0.014600433,"('shy', 'confident')",0.5160961,0.386955,-6.5124664,-6.637022,-1.9793315,-2.0882225,0.108891
41,-0.042636402,0.4076069,"('unforgiving', 'forgiving')",0.08579518,0.16106962,-0.0045134164,-0.07753462,0.0128818,0.163714,-0.1508322
14,-0.037103657,-0.005227983,"('antisocial', 'social')",1.3882971,1.3102673,-0.63303787,-0.61276835,0.2393852,0.230757,0.0086282
47,-0.031038243,-0.34654924,"('stupid', 'smart')",0.5555043,0.43562487,5.8317046,5.602738,2.1187236,1.8972712,0.2214524
59,0.027336247,-0.10391633,"('foolish', 'wise')",0.32077137,0.21498324,0.44998804,0.51969314,0.2660319,0.2102534,0.0557785
86,-0.024504919,0.42491707,"('uninfluential', 'influential')",-0.5117895,-0.41134325,-0.30245182,-0.018780038,-0.2795821,-0.0017354,-0.2778467
88,-0.0033714576,-0.25898898,"('low', 'eminent')",-0.5840484,-0.9399944,0.17876303,0.111996956,-0.1362189,-0.3623288,0.2261099
