,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
39,2.5808675,2.3343947,"('exploitative', 'cooperative')",0.38571006,0.27851668,0.1378672,0.2656199,1.0348149,0.9595105,0.0753044
76,1.7574675,1.1819475,"('anxious', 'daring')",1.4870425,1.2169054,0.736561,0.58521605,1.3270237,0.9946896,0.3323341
24,1.643867,2.1481218,"('dishonest', 'honest')",-0.17951989,-0.07084883,0.98514247,1.1720663,0.8164965,1.083113,-0.2666165
74,1.5830258,1.5775568,"('undedicated', 'dedicated')",-0.4181482,-0.3555702,0.023107423,0.16888155,0.395995,0.4636227,-0.0676277
73,1.5575863,1.6402887,"('helpless', 'self-reliant')",0.780836,0.83672625,-3.110295,-2.7871113,-0.2572909,-0.1033654,-0.1539255
71,1.5370592,1.4892838,"('diffident', 'self-confident')",1.918233,1.9552189,0.46939668,0.83832884,1.3082296,1.4276106,-0.119381
31,-1.4521208,-0.81635493,"('evil', 'good')",-1.4160751,-1.138025,-1.1168212,-0.85109496,-1.3283391,-0.9351583,-0.3931808
13,1.300602,0.9588007,"('impolite', 'polite')",-0.20742768,-0.29420257,-0.15629205,-0.13973668,0.312294,0.1749538,0.1373402
42,1.2353073,1.1828961,"('unreliable', 'reliable')",0.8881467,0.74714,-2.9011784,-2.5916238,-0.2592414,-0.2205292,-0.0387122
49,-1.1650002,-0.90748763,"('unable', 'able')",-0.7223703,-0.7406883,-0.17880948,0.25563255,-0.6887267,-0.4641811,-0.2245456
4,-1.1554533,-0.557755,"('disliked', 'liked')",-0.11596519,0.0032409234,-6.72603,-6.494555,-2.6658161,-2.3496896,-0.3161265
60,1.1349556,0.93244636,"('inefficient', 'efficient')",0.64495134,0.63187826,0.15423897,0.19434565,0.6447153,0.5862234,0.0584919
56,1.118989,0.7925159,"('impractical', 'practical')",1.1208231,0.9315444,-0.09376548,-0.013319189,0.7153489,0.5702471,0.1451018
78,-1.1017811,-0.769041,"('nonresilient', 'resilient')",1.1220641,1.4284518,0.3329345,0.7350015,0.1177392,0.4648041,-0.3470649
16,-1.0988195,-1.100544,"('unpopular', 'popular')",-0.8333838,-0.72973263,0.33158448,0.23564777,-0.5335396,-0.5315429,-0.0019967
61,1.0427235,1.0794011,"('illogical', 'logical')",-0.26914373,-0.18192048,0.33721438,0.5581714,0.3702647,0.4852173,-0.1149526
12,1.0267508,1.3397729,"('unsupportive', 'supportive')",1.7759767,1.9807822,-1.4910419,-0.9425656,0.4372285,0.7926632,-0.3554347
72,1.0199904,0.9243145,"('unambitious', 'ambitious')",1.2902412,1.1377562,-0.7374825,-0.43333042,0.5242497,0.5429135,-0.0186638
23,1.0109072,0.87444025,"('insincere', 'sincere')",1.0968168,1.2359586,6.3552923,6.52726,2.8210055,2.8792197,-0.0582142
81,0.95608026,0.49978065,"('submissive', 'aggressive')",0.7348078,0.35981598,-0.44539198,-0.6397717,0.4151653,0.073275,0.3418903
65,0.945099,0.35696608,"('insecure', 'secure')",-0.1893731,-0.28096607,0.013350312,-0.0147675425,0.2563587,0.0204108,0.2359479
30,0.93976325,0.9224491,"('intolerant', 'tolerant')",1.6992091,1.5767412,1.0837693,1.0088668,1.2409139,1.1693524,0.0715615
87,0.8654527,0.48335296,"('unsuccessful', 'successful')",0.9802058,1.0127064,0.9240018,1.2102995,0.9232202,0.9021196,0.0211006
57,-0.8439406,-0.6050048,"('unimaginative', 'imaginative')",0.40002534,0.22244716,-2.5893412,-2.4782956,-1.0110855,-0.9536177,-0.0574678
38,0.8233697,0.7626982,"('untruthful', 'truthful')",0.16093695,0.17269678,0.3537894,0.42567945,0.446032,0.4536915,-0.0076595
44,-0.78957886,-1.2809391,"('prejudiced', 'unprejudiced')",-0.63672477,-0.923495,-1.2596123,-1.6270304,-0.8953053,-1.2771548,0.3818495
70,0.7807423,1.159225,"('lethargic', 'energetic')",0.63265294,0.8349036,0.79362196,1.097889,0.7356724,1.0306726,-0.2950002
32,0.77351475,0.5375889,"('unkind', 'kind')",0.35597908,0.03618806,1.2006882,1.0354705,0.7767274,0.5364158,0.2403116
36,-0.76321423,-0.7197527,"('hostile', 'amicable')",-0.7740324,-0.91132134,0.18347667,-0.20065299,-0.4512567,-0.6105757,0.159319
9,0.7527834,1.0278108,"('unaffectionate', 'caring')",1.1348021,1.1915793,1.141574,1.5343627,1.0097198,1.2512509,-0.2415311
69,-0.74544454,-0.7858847,"('lazy', 'industrious')",0.24147166,0.24447504,-0.8649197,-0.8635735,-0.4562976,-0.4683277,0.0120301
63,0.7348475,0.9992675,"('unperceptive', 'insightful')",1.3945224,1.6868695,1.266441,1.7200345,1.131937,1.4687238,-0.3367868
62,0.71231455,0.99329495,"('incompetent', 'brilliant')",0.4740994,0.7044766,0.09120465,0.62541187,0.4258729,0.7743945,-0.3485216
11,0.705854,0.2886533,"('unhelpful', 'helpful')",0.6663214,0.64202636,2.502791,2.5139816,1.2916555,1.1482204,0.1434351
77,-0.6590652,-0.6368491,"('unmotivated', 'motivated')",0.74440604,0.5827432,-1.0447758,-1.1194966,-0.3198117,-0.3912008,0.0713891
18,0.63252527,0.6829162,"('disagreeable', 'welcoming')",-0.11491217,-0.19523846,-0.2359182,-0.08038673,0.0938983,0.1357637,-0.0418654
29,-0.6258485,-0.4630758,"('unfair', 'fair')",-0.16528985,0.044128336,-0.3488177,-0.19760813,-0.3799853,-0.2055185,-0.1744668
25,0.59161156,0.6505445,"('egoistic', 'altruistic')",0.44929728,0.55714524,1.5547477,1.4324363,0.8652188,0.8800421,-0.0148233
10,0.57679373,0.7049756,"('unsympathetic', 'sympathetic')",-0.13602528,-0.19224393,-0.17508475,0.057573695,0.0885612,0.1901018,-0.1015406
2,0.5694586,0.24045089,"('unlikable', 'likable')",1.1575379,1.0696194,0.7889708,0.7627228,0.8386558,0.690931,0.1477248
66,0.5415757,0.2972597,"('inactive', 'active')",0.13518794,0.1263516,1.0692185,1.1188287,0.5819941,0.5141466,0.0678475
75,-0.5383132,-0.44297287,"('meek', 'impulsive')",-0.0025698487,-0.15833247,-0.2728225,-0.4662105,-0.2712352,-0.3558386,0.0846034
43,0.48066044,0.43895057,"('irresponsible', 'responsible')",0.4923322,0.34057868,0.66803443,0.7034774,0.547009,0.4943355,0.0526735
22,0.47961664,1.0092688,"('untrustworthy', 'trustworthy')",-0.5555967,-0.31088123,-0.8676918,-0.5886015,-0.3145573,0.0365953,-0.3511526
52,-0.47889033,-0.54645604,"('irrational', 'rational')",0.027461603,-0.23803538,-0.18811181,-0.4212312,-0.2131802,-0.4019075,0.1887273
48,-0.46472457,-0.253445,"('unintelligent', 'intelligent')",-0.35582596,-0.28754765,0.26770014,0.3445211,-0.1842835,-0.0654905,-0.118793
84,0.44779947,0.18748057,"('inferior', 'superior')",-1.1006345,-0.9916109,0.6840522,0.7999662,0.0104057,-0.001388,0.0117937
58,0.44428122,0.83883697,"('undiscriminating', 'discriminating')",0.5973546,0.8936027,0.20948598,0.5667735,0.4170406,0.7664044,-0.3493638
54,0.4337296,0.15238592,"('incapable', 'capable')",0.31155536,0.13182172,1.2746627,1.2684124,0.6733158,0.51754,0.1557758
35,0.43136445,0.42797965,"('corrupt', 'incorrupt')",-1.657672,-1.5741991,-0.5761111,-0.6193326,-0.6008062,-0.5885173,-0.0122889
8,-0.43065372,-0.21291871,"('unaffectionate', 'affectionate')",-0.013535932,-0.06255732,0.5699392,0.72405607,0.0419165,0.1495267,-0.1076102
21,0.40871197,0.1785733,"('immoral', 'moral')",1.111763,0.8797084,-0.3972022,-0.46796954,0.3744242,0.1967707,0.1776535
51,0.40450335,0.41968483,"('uneducated', 'educated')",0.065217696,0.11543235,0.35727212,0.44161567,0.2756644,0.3255776,-0.0499132
