,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
42,1.4751966,1.3764819,"('unreliable', 'reliable')",1.0703284,1.0562104,-1.9929568,-2.0804553,0.1841894,0.1174123,0.0667771
2,1.2987473,0.93043,"('unlikable', 'likable')",1.941949,1.7268448,0.9023695,0.71694136,1.381022,1.1247387,0.2562833
53,-1.2018466,-1.286832,"('uncreative', 'creative')",0.60338706,0.6449776,0.55646384,0.75541794,-0.0139986,0.0378545,-0.0518531
73,1.1925281,1.2041569,"('helpless', 'self-reliant')",0.32961258,0.34616947,-3.0970306,-3.1970372,-0.5249633,-0.5489036,0.0239403
82,-1.1922737,-1.2724965,"('poor', 'rich')",-0.40702143,-0.3164881,5.380499,5.396786,1.2604012,1.2692672,-0.008866
68,-1.0110742,-1.0213814,"('dependent', 'independent')",-1.4041481,-1.5109338,-0.62671685,-0.5507024,-1.0139797,-1.0276725,0.0136928
1,-0.98309433,-1.1302981,"('unfriendly', 'friendly')",1.4205787,1.5198698,1.1685542,1.3548704,0.5353462,0.5814807,-0.0461345
35,-0.9730812,-0.5398019,"('corrupt', 'incorrupt')",-1.9566149,-1.9439813,-0.8464872,-0.5947798,-1.2587278,-1.0261877,-0.2325401
16,-0.92790157,-1.0017164,"('unpopular', 'popular')",-0.8978353,-0.967445,0.25538662,0.25659102,-0.5234501,-0.5708568,0.0474067
39,0.9076198,0.91594696,"('exploitative', 'cooperative')",1.4347184,1.4051417,-0.17325056,-0.1559452,0.7230291,0.7217145,0.0013146
30,0.86565465,0.72142863,"('intolerant', 'tolerant')",1.6773559,1.6659604,0.9979506,0.8018498,1.1803203,1.0630797,0.1172406
12,0.8351919,0.6670078,"('unsupportive', 'supportive')",1.7289084,1.7076601,-1.5028896,-1.5326904,0.3537369,0.2806592,0.0730777
77,-0.8205183,-0.9133629,"('unmotivated', 'motivated')",0.2980199,0.34124395,-0.92126,-0.98645043,-0.4812528,-0.5195231,0.0382703
19,-0.81465596,-0.66212744,"('inhospitable', 'hospitable')",-0.53390175,-0.5126145,-0.47419885,-0.33501333,-0.6075855,-0.5032518,-0.1043337
45,-0.80923754,-1.0738982,"('incompetent', 'competent')",0.5267139,0.5263119,-0.28604013,-0.43601125,-0.1895213,-0.3278659,0.1383446
78,-0.7809861,-0.8850046,"('nonresilient', 'resilient')",0.5747622,0.6454947,0.051859207,0.21781819,-0.0514549,-0.0072306,-0.0442243
6,-0.75971824,-0.5987502,"('distant', 'open')",-0.4072715,-0.4350245,0.044513397,0.27353436,-0.3741588,-0.2534134,-0.1207454
85,0.75673133,0.8187292,"('insignificant', 'prestigious')",0.8232142,0.9031883,-0.0155826695,0.15045874,0.5214543,0.6241254,-0.1026711
74,0.75461704,0.55430245,"('undedicated', 'dedicated')",1.0864048,0.9829664,0.65443766,0.5754146,0.8318199,0.7042278,0.1275921
57,-0.74261874,-0.8491739,"('unimaginative', 'imaginative')",-0.06393113,-0.06675328,-2.155181,-2.275481,-0.9872436,-1.0638027,0.0765591
55,-0.71071404,-1.0742198,"('incompetent', 'clever')",0.41419026,0.3760172,0.10061437,-0.16053559,-0.0653031,-0.2862461,0.220943
67,0.6817206,1.0059087,"('doubtful', 'determined')",-0.28974676,-0.24607489,-0.41824144,-0.3439225,-0.0087559,0.1386371,-0.147393
83,0.6741365,0.5528475,"('powerless', 'powerful')",1.4290955,1.4584005,-0.51935774,-0.61867166,0.5279581,0.4641922,0.0637659
25,-0.66924274,-0.69987696,"('egoistic', 'altruistic')",0.10355305,0.1283556,1.0551417,1.2094058,0.1631507,0.2126281,-0.0494774
